Date,VTL
2002-07-01,3.9477877616882324
2002-07-02,4.191219329833984
2002-07-03,4.24746036529541
2002-07-04,4.51355504989624
2002-07-05,4.501802921295166
2002-07-08,4.644504547119141
2002-07-09,4.3842854499816895
2002-07-10,4.258373260498047
2002-07-11,4.174429893493652
2002-07-12,4.616805076599121
2002-07-15,4.33140230178833
2002-07-16,4.006547451019287
2002-07-17,3.9704513549804688
2002-07-18,4.191219329833984
2002-07-19,4.085452079772949
2002-07-22,4.127423286437988
2002-07-23,4.127423286437988
2002-07-24,4.0879693031311035
2002-07-25,4.0795769691467285
2002-07-26,4.001511096954346
2002-07-29,3.67077898979187
2002-07-30,3.651473045349121
2002-07-31,3.6204140186309814
2002-08-01,3.5566179752349854
2002-08-02,3.455888271331787
2002-08-05,3.6741368770599365
2002-08-06,3.6405599117279053
2002-08-07,3.7102320194244385
2002-08-08,3.5868375301361084
2002-08-09,3.519683361053467
2002-08-12,3.648953914642334
2002-08-13,3.533954381942749
2002-08-14,3.506253242492676
2002-08-15,3.506253242492676
2002-08-16,3.531435489654541
2002-08-19,3.3912525177001953
2002-08-20,3.4584057331085205
2002-08-21,3.3912525177001953
2002-08-22,3.284646511077881
2002-08-23,3.2905218601226807
2002-08-26,3.2124557495117188
2002-08-27,3.1671273708343506
2002-08-28,3.0663976669311523
2002-08-29,2.9740614891052246
2002-08-30,2.9606306552886963
2002-09-02,3.080667734146118
2002-09-03,3.0219085216522217
2002-09-04,2.9690253734588623
2002-09-05,3.0638790130615234
2002-09-06,3.052966356277466
2002-09-09,3.0496089458465576
2002-09-10,3.0496089458465576
2002-09-11,3.069756269454956
2002-09-12,3.0915799140930176
2002-09-13,3.1419451236724854
2002-09-16,3.1369078159332275
2002-09-17,3.12263822555542
2002-09-18,3.0999741554260254
2002-09-19,3.080667734146118
2002-09-20,3.0781490802764893
2002-09-23,3.0781490802764893
2002-09-24,3.086543560028076
2002-09-25,3.083186149597168
2002-09-26,3.0781490802764893
2002-09-27,3.120120048522949
2002-09-30,3.1058499813079834
2002-10-01,3.069756269454956
2002-10-02,3.069756269454956
2002-10-03,3.0747921466827393
2002-10-04,3.1671273708343506
2002-10-07,3.1310319900512695
2002-10-08,3.156214714050293
2002-10-09,3.1335508823394775
2002-10-10,3.128514528274536
2002-10-11,3.192310333251953
2002-10-14,3.1453025341033936
2002-10-15,3.1453025341033936
2002-10-16,3.15873384475708
2002-10-17,3.178880453109741
2002-10-18,3.189791679382324
2002-10-21,3.1536972522735596
2002-10-22,3.1536972522735596
2002-10-23,3.116763114929199
2002-10-24,3.1033315658569336
2002-10-25,3.192310333251953
2002-10-28,3.2065796852111816
2002-10-29,3.2040622234344482
2002-10-30,3.217491865158081
2002-10-31,3.217491865158081
2002-11-01,3.200705051422119
2002-11-04,3.1872739791870117
2002-11-05,3.189791679382324
2002-11-06,3.189791679382324
2002-11-07,3.1956679821014404
2002-11-08,3.1956679821014404
2002-11-11,3.2258872985839844
2002-11-12,3.2292439937591553
2002-11-13,3.2040622234344482
2002-11-14,3.2090985774993896
2002-11-15,3.2065796852111816
2002-11-18,3.315704107284546
2002-11-19,3.315704107284546
2002-11-20,3.3350114822387695
2002-11-21,3.2065796852111816
2002-11-22,3.2460339069366455
2002-11-25,3.3719468116760254
2002-11-26,3.5423474311828613
2002-11-27,3.4273478984832764
2002-11-28,3.477713108062744
2002-11-29,3.4726760387420654
2002-12-02,3.7773849964141846
2002-12-03,3.653991222381592
2002-12-04,3.6262898445129395
2002-12-05,3.67077898979187
2002-12-06,3.4139161109924316
2002-12-09,3.517165184020996
2002-12-10,3.5028955936431885
2002-12-11,3.525560140609741
2002-12-12,3.452530860900879
2002-12-13,3.4642815589904785
2002-12-16,3.3828585147857666
2002-12-17,3.4894649982452393
2002-12-18,3.4248290061950684
2002-12-19,3.4751954078674316
2002-12-20,3.4189531803131104
2002-12-23,3.3719468116760254
2002-12-24,3.357675790786743
2002-12-25,3.357675790786743
2002-12-26,3.360194444656372
2002-12-27,3.3719468116760254
2002-12-30,3.368588924407959
2002-12-31,3.3719468116760254
2003-01-01,3.4642815589904785
2003-01-02,3.4810712337493896
2003-01-03,3.455888271331787
2003-01-06,3.4189531803131104
2003-01-07,3.3971283435821533
2003-01-08,3.4307050704956055
2003-01-09,3.4273478984832764
2003-01-10,3.3719468116760254
2003-01-13,3.388733386993408
2003-01-14,3.5003771781921387
2003-01-15,3.584320068359375
2003-01-16,3.7580785751342773
2003-01-17,3.704355478286743
2003-01-20,3.7102320194244385
2003-01-21,3.491982936859131
2003-01-22,3.5423474311828613
2003-01-23,3.5985898971557617
2003-01-24,3.4894649982452393
2003-01-27,3.3996472358703613
2003-01-28,3.393770933151245
2003-01-29,3.393770933151245
2003-01-30,3.469317674636841
2003-01-31,3.405522346496582
2003-02-03,3.3912525177001953
2003-02-04,3.380340099334717
2003-02-05,3.3408873081207275
2003-02-06,3.3047921657562256
2003-02-07,3.3350114822387695
2003-02-10,3.3299753665924072
2003-02-11,3.3047921657562256
2003-02-12,3.2628211975097656
2003-02-13,3.2628211975097656
2003-02-14,3.242675542831421
2003-02-17,3.2569453716278076
2003-02-18,3.2653398513793945
2003-02-19,3.2963991165161133
2003-02-20,3.254427671432495
2003-02-21,3.3014352321624756
2003-02-24,3.324099540710449
2003-02-25,3.31318736076355
2003-02-26,3.2460339069366455
2003-02-27,3.679173231124878
2003-02-28,3.388733386993408
2003-03-03,3.704355478286743
2003-03-04,3.637202024459839
2003-03-05,3.609501361846924
2003-03-06,3.525560140609741
2003-03-07,3.4726760387420654
2003-03-10,3.3551578521728516
2003-03-11,3.298917055130005
2003-03-12,3.309828758239746
2003-03-13,3.3047921657562256
2003-03-14,3.3047921657562256
2003-03-17,3.3408873081207275
2003-03-18,3.3408873081207275
2003-03-19,3.309828758239746
2003-03-20,3.380340099334717
2003-03-21,3.36607027053833
2003-03-24,3.276252508163452
2003-03-25,3.3434062004089355
2003-03-26,3.2569453716278076
2003-03-27,3.298917055130005
2003-03-28,3.318223476409912
2003-03-31,3.248551607131958
2003-04-01,3.2880032062530518
2003-04-02,3.357675790786743
2003-04-03,3.4945006370544434
2003-04-04,3.531435489654541
2003-04-07,3.584320068359375
2003-04-08,3.5507426261901855
2003-04-09,3.5448660850524902
2003-04-10,3.553260326385498
2003-04-11,3.4584057331085205
2003-04-15,3.6178948879241943
2003-04-16,3.6346843242645264
2003-04-17,3.609501361846924
2003-04-18,3.609501361846924
2003-04-21,3.5423474311828613
2003-04-22,3.648953914642334
2003-04-23,3.665743350982666
2003-04-24,3.61537766456604
2003-04-25,3.603626012802124
2003-04-28,3.5398290157318115
2003-04-29,3.6455962657928467
2003-04-30,3.67077898979187
2003-05-01,3.67077898979187
2003-05-02,3.727019786834717
2003-05-05,3.7211437225341797
2003-05-06,3.7580785751342773
2003-05-07,3.699319362640381
2003-05-08,3.6959612369537354
2003-05-09,3.704355478286743
2003-05-12,4.0149407386779785
2003-05-13,3.9645750522613525
2003-05-14,4.224795341491699
2003-05-15,4.345671653747559
2003-05-16,4.354066848754883
2003-05-19,4.448921203613281
2003-05-20,4.4514384269714355
2003-05-21,4.476620197296143
2003-05-22,4.432132244110107
2003-05-23,4.580710411071777
2003-05-26,4.717533588409424
2003-05-27,4.5521697998046875
2003-05-28,4.479979991912842
2003-05-29,4.882900238037109
2003-05-30,5.1061859130859375
2003-06-02,4.835052967071533
2003-06-03,4.692352294921875
2003-06-04,4.667168617248535
2003-06-05,4.541256427764893
2003-06-06,4.4741034507751465
2003-06-09,4.516073703765869
2003-06-10,4.563920974731445
2003-06-11,4.493409633636475
2003-06-12,4.485014915466309
2003-06-13,4.490891456604004
2003-06-16,4.51019811630249
2003-06-17,4.485014915466309
2003-06-18,4.488372802734375
2003-06-19,4.479979991912842
2003-06-20,4.5521697998046875
2003-06-23,4.468227386474609
2003-06-24,4.711659908294678
2003-06-25,4.7930827140808105
2003-06-26,4.759504795074463
2003-06-27,4.76202392578125
2003-06-30,4.70662260055542
2003-07-01,4.9022064208984375
2003-07-02,5.002936840057373
2003-07-03,5.033996105194092
2003-07-04,5.005455493927002
2003-07-07,5.0843610763549805
2003-07-08,5.176697254180908
2003-07-09,5.042389392852783
2003-07-10,4.938302516937256
2003-07-11,4.83757209777832
2003-07-14,5.4568681716918945
2003-07-15,5.375382423400879
2003-07-16,5.305665016174316
2003-07-17,5.2395710945129395
2003-07-18,5.100137233734131
2003-07-21,5.034043788909912
2003-07-22,4.859301567077637
2003-07-23,4.825801849365234
2003-07-24,4.859301567077637
2003-07-25,4.859301567077637
2003-07-28,5.206070423126221
2003-07-29,5.601733207702637
2003-07-30,5.420650959014893
2003-07-31,5.344597816467285
2003-08-01,5.248624324798584
2003-08-04,5.4387593269348145
2003-08-05,5.21512508392334
2003-08-06,5.088367938995361
2003-08-07,5.181624889373779
2003-08-08,5.194300651550293
2003-08-11,5.160801887512207
2003-08-12,5.121867656707764
2003-08-13,5.149029731750488
2003-08-14,5.136354923248291
2003-08-15,5.136354923248291
2003-08-18,5.018652439117432
2003-08-19,5.0584917068481445
2003-08-20,5.118246555328369
2003-08-21,5.0584917068481445
2003-08-22,5.079314708709717
2003-08-25,4.958896160125732
2003-08-26,5.314718246459961
2003-08-27,5.281219959259033
2003-08-28,5.106476306915283
2003-08-29,5.118246555328369
2003-09-01,5.912285804748535
2003-09-02,5.656056880950928
2003-09-03,5.38715124130249
2003-09-04,5.359990119934082
2003-09-05,5.350935935974121
2003-09-08,5.432422161102295
2003-09-09,5.3083815574646
2003-09-10,5.3083815574646
2003-09-11,5.330110549926758
2003-09-12,5.293895244598389
2003-09-15,5.082032203674316
2003-09-16,5.158085346221924
2003-09-17,5.063923358917236
2003-09-18,4.943504810333252
2003-09-19,4.910004615783691
2003-09-22,4.9226789474487305
2003-09-23,4.9525580406188965
2003-09-24,4.997827529907227
2003-09-25,4.997827529907227
2003-09-26,5.040380954742432
2003-09-29,5.130920886993408
2003-09-30,5.139975547790527
2003-10-01,5.203355312347412
2003-10-02,5.203355312347412
2003-10-03,5.34188175201416
2003-10-06,5.4079766273498535
2003-10-07,5.362706184387207
2003-10-08,5.23323392868042
2003-10-09,5.405261039733887
2003-10-10,5.260395050048828
2003-10-13,5.53835391998291
2003-10-14,5.23323392868042
2003-10-15,5.206070423126221
2003-10-16,5.206070423126221
2003-10-17,5.169854640960693
2003-10-20,5.088367938995361
2003-10-21,4.991489887237549
2003-10-22,4.868354320526123
2003-10-23,4.850246429443359
2003-10-24,4.961612701416016
2003-10-27,4.834855556488037
2003-10-28,4.79863977432251
2003-10-29,4.762423038482666
2003-10-30,4.777814865112305
2003-10-31,4.735260486602783
2003-11-03,4.569571495056152
2003-11-04,4.6601128578186035
2003-11-05,4.7533698081970215
2003-11-06,4.825801849365234
2003-11-07,4.850246429443359
2003-11-10,5.133638381958008
2003-11-11,5.42336893081665
2003-11-12,5.791866779327393
2003-11-13,5.860677719116211
2003-11-14,6.362272262573242
2003-11-17,7.318378448486328
2003-11-18,7.617161750793457
2003-11-19,7.9675517082214355
2003-11-20,7.867957592010498
2003-11-21,7.5447282791137695
2003-11-24,8.18484878540039
2003-11-25,8.652941703796387
2003-11-26,8.652941703796387
2003-11-27,8.580512046813965
2003-11-28,8.830399513244629
2003-12-01,9.277668952941895
2003-12-02,9.21429443359375
2003-12-03,9.527565002441406
2003-12-04,10.481858253479004
2003-12-05,11.048641204833984
2003-12-08,10.92188549041748
2003-12-09,10.885668754577637
2003-12-10,10.581451416015625
2003-12-11,10.59322452545166
2003-12-12,10.432966232299805
2003-12-15,10.26999282836914
2003-12-16,10.29715633392334
2003-12-17,11.148235321044922
2003-12-18,11.181735038757324
2003-12-19,10.780641555786133
2003-12-22,10.71092414855957
2003-12-23,10.391316413879395
2003-12-24,10.801465034484863
2003-12-25,10.801465034484863
2003-12-26,10.62672233581543
2003-12-29,11.109302520751953
2003-12-30,10.62672233581543
2003-12-31,10.490911483764648
2004-01-01,11.012425422668457
2004-01-02,10.92188549041748
2004-01-05,10.66294002532959
2004-01-06,10.206615447998047
2004-01-07,10.267276763916016
2004-01-08,11.012425422668457
2004-01-09,12.114300727844238
2004-01-12,12.675651550292969
2004-01-13,12.672937393188477
2004-01-14,12.528068542480469
2004-01-15,11.999314308166504
2004-01-16,11.867124557495117
2004-01-19,12.066313743591309
2004-01-20,11.2722749710083
2004-01-21,10.146858215332031
2004-01-22,9.862564086914062
2004-01-23,10.432966232299805
2004-01-26,10.432966232299805
2004-01-27,10.641207695007324
2004-01-28,10.66294002532959
2004-01-29,10.034589767456055
2004-01-30,9.805521011352539
2004-02-02,9.805521011352539
2004-02-03,8.843077659606934
2004-02-04,9.6941556930542
2004-02-05,9.93227767944336
2004-02-06,10.083479881286621
2004-02-09,10.068087577819824
2004-02-10,10.038208961486816
2004-02-11,9.947670936584473
2004-02-12,9.73037338256836
2004-02-13,9.687820434570312
2004-02-16,9.989316940307617
2004-02-17,9.757534980773926
2004-02-18,9.660656929016113
2004-02-19,9.16540241241455
2004-02-20,9.328373908996582
2004-02-23,8.927278518676758
2004-02-24,8.996996879577637
2004-02-25,8.46552562713623
2004-02-26,8.544294357299805
2004-02-27,8.58956527709961
2004-03-01,8.948104858398438
2004-03-02,8.948104858398438
2004-03-03,8.96983528137207
2004-03-04,8.906455993652344
2004-03-05,8.999712944030762
2004-03-08,9.162686347961426
2004-03-09,9.210671424865723
2004-03-10,9.038642883300781
2004-03-11,9.063089370727539
2004-03-12,9.074861526489258
2004-03-15,8.830399513244629
2004-03-16,8.707268714904785
2004-03-17,8.948104858398438
2004-03-18,8.788751602172852
2004-03-19,8.797807693481445
2004-03-22,8.384035110473633
2004-03-23,8.148633003234863
2004-03-24,7.943104267120361
2004-03-25,8.046320915222168
2004-03-26,7.949444770812988
