Date,LUPIN
2001-09-10,6.447420120239258
2001-09-11,6.251315116882324
2001-09-12,5.895126819610596
2001-09-13,5.919138431549072
2001-09-14,5.510922908782959
2001-09-17,5.074690818786621
2001-09-18,5.234776973724365
2001-09-19,5.482907772064209
2001-09-20,5.494915008544922
2001-09-21,5.606972694396973
2001-09-24,5.695019721984863
2001-09-25,5.534935474395752
2001-09-26,5.538936614990234
2001-09-27,5.606972694396973
2001-09-28,5.178746700286865
2001-10-01,5.398862838745117
2001-10-02,5.398862838745117
2001-10-03,5.490912914276123
2001-10-04,5.250784873962402
2001-10-05,5.338832378387451
2001-10-08,5.1387248039245605
2001-10-09,5.146729946136475
2001-10-10,5.102705955505371
2001-10-11,5.054680824279785
2001-10-12,4.93461799621582
2001-10-15,5.030666828155518
2001-10-16,5.118715763092041
2001-10-17,5.214766025543213
2001-10-18,5.142726421356201
2001-10-19,5.082695484161377
2001-10-22,5.302812576293945
2001-10-23,5.314819812774658
2001-10-24,5.270794868469238
2001-10-25,5.158735752105713
2001-10-26,5.158735752105713
2001-10-29,5.1827497482299805
2001-10-30,5.090699672698975
2001-10-31,5.042673587799072
2001-11-01,5.070688724517822
2001-11-02,5.290806293487549
2001-11-05,5.7030229568481445
2001-11-06,6.163268089294434
2001-11-07,6.659531593322754
2001-11-08,7.039734840393066
2001-11-09,7.035732746124268
2001-11-12,7.303875923156738
2001-11-13,7.179808139801025
2001-11-14,7.203821182250977
2001-11-15,7.023724555969238
2001-11-16,7.023724555969238
2001-11-19,7.552005767822266
2001-11-20,7.724095821380615
2001-11-21,7.4799675941467285
2001-11-22,7.415932655334473
2001-11-23,7.443946361541748
2001-11-26,8.044266700744629
2001-11-27,8.688606262207031
2001-11-28,8.128312110900879
2001-11-29,8.136316299438477
2001-11-30,8.136316299438477
2001-12-03,8.768649101257324
2001-12-04,9.100826263427734
2001-12-05,9.41699504852295
2001-12-06,8.928733825683594
2001-12-07,9.116836547851562
2001-12-10,9.849225044250488
2001-12-11,9.637110710144043
2001-12-12,9.400985717773438
2001-12-13,8.87670612335205
2001-12-14,8.976759910583496
2001-12-17,8.976759910583496
2001-12-18,9.108830451965332
2001-12-19,8.456486701965332
2001-12-20,7.904191970825195
2001-12-21,7.275856971740723
2001-12-24,7.179808139801025
2001-12-25,7.179808139801025
2001-12-26,7.135785102844238
2001-12-27,7.051739692687988
2001-12-28,7.319881916046143
2001-12-31,7.608034133911133
2002-01-01,7.303875923156738
2002-01-02,7.24384069442749
2002-01-03,7.347897529602051
2002-01-04,7.4519500732421875
2002-01-07,8.064275741577148
2002-01-08,7.920201778411865
2002-01-09,7.427938938140869
2002-01-10,7.535996437072754
2002-01-11,7.351901054382324
2002-01-14,8.712621688842773
2002-01-15,8.748640060424805
2002-01-16,8.824679374694824
2002-01-17,9.212886810302734
2002-01-18,8.432473182678223
2002-01-21,8.964754104614258
2002-01-22,8.944744110107422
2002-01-23,8.664594650268555
2002-01-24,8.861239433288574
2002-01-25,8.939078330993652
2002-01-28,8.72604751586914
2002-01-29,8.705562591552734
2002-01-30,8.455659866333008
2002-01-31,8.615435600280762
2002-02-01,8.56627368927002
2002-02-04,8.418792724609375
2002-02-05,8.57037353515625
2002-02-06,8.652308464050293
2002-02-07,8.390114784240723
2002-02-08,8.443368911743164
2002-02-11,8.414694786071777
2002-02-12,8.59085464477539
2002-02-13,8.549887657165527
2002-02-14,8.553984642028809
2002-02-15,8.426983833312988
2002-02-18,8.685078620910645
2002-02-19,8.910401344299316
2002-02-20,9.823972702026367
2002-02-21,9.770712852478027
2002-02-22,10.053390502929688
2002-02-25,10.737544059753418
2002-02-26,10.667899131774902
2002-02-27,10.340158462524414
2002-02-28,9.324169158935547
2002-03-01,9.783005714416504
2002-03-04,9.938681602478027
2002-03-05,10.094356536865234
2002-03-06,9.955069541931152
2002-03-07,9.963258743286133
2002-03-08,9.869035720825195
2002-03-11,9.791197776794434
2002-03-12,9.479846954345703
2002-03-13,9.508522987365723
2002-03-14,9.942776679992676
2002-03-15,9.942776679992676
2002-03-18,9.96735954284668
2002-03-19,9.733842849731445
2002-03-20,9.574070930480957
2002-03-21,9.598649024963379
2002-03-22,9.373331069946289
2002-03-25,9.373331069946289
2002-03-26,9.352848052978516
2002-03-27,9.328267097473145
2002-03-28,9.553586959838867
2002-03-29,9.553586959838867
2002-04-01,9.582263946533203
2002-04-02,9.877230644226074
2002-04-03,10.610544204711914
2002-04-04,10.307388305664062
2002-04-05,10.573673248291016
2002-04-08,10.368836402893066
2002-04-09,10.168097496032715
2002-04-10,10.434385299682617
2002-04-11,10.417998313903809
2002-04-12,11.024314880371094
2002-04-15,10.946478843688965
2002-04-16,11.679794311523438
2002-04-17,11.409408569335938
2002-04-18,11.302894592285156
2002-04-19,11.007929801940918
2002-04-22,11.24144458770752
2002-04-23,11.188185691833496
2002-04-24,11.99934196472168
2002-04-25,11.6224365234375
2002-04-26,11.577375411987305
2002-04-29,11.315184593200684
2002-04-30,11.671600341796875
2002-05-01,11.671600341796875
2002-05-02,11.528212547302246
2002-05-03,11.503634452819824
2002-05-06,11.47085952758789
2002-05-07,11.225052833557129
2002-05-08,11.163605690002441
2002-05-09,11.09805679321289
2002-05-10,11.315184593200684
2002-05-13,11.204572677612305
2002-05-14,11.11034870147705
2002-05-15,10.73344898223877
2002-05-16,10.491741180419922
2002-05-17,10.192675590515137
2002-05-20,9.606844902038574
2002-05-21,8.939078330993652
2002-05-22,9.332365036010742
2002-05-23,9.238139152526855
2002-05-24,9.840359687805176
2002-05-27,9.721553802490234
2002-05-28,9.242237091064453
2002-05-29,9.434778213500977
2002-05-30,9.442975997924805
2002-05-31,9.27501106262207
2002-06-03,9.500329971313477
2002-06-04,9.627327919006348
2002-06-05,9.717456817626953
2002-06-06,9.770712852478027
2002-06-07,9.451168060302734
2002-06-10,9.631425857543945
2002-06-11,9.901809692382812
2002-06-12,9.979647636413574
2002-06-13,9.639619827270508
2002-06-14,9.565876960754395
2002-06-17,9.565876960754395
2002-06-18,9.455266952514648
2002-06-19,9.717456817626953
2002-06-20,9.54948902130127
2002-06-21,9.643714904785156
2002-06-24,9.656003952026367
2002-06-25,9.52081298828125
2002-06-26,9.365139961242676
2002-06-27,9.483943939208984
2002-06-28,9.074268341064453
2002-07-01,9.197172164916992
2002-07-02,9.250428199768066
2002-07-03,9.33646011352539
2002-07-04,10.114838600158691
2002-07-05,10.065677642822266
2002-07-08,10.077969551086426
2002-07-09,10.176291465759277
2002-07-10,9.918195724487305
2002-07-11,9.885422706604004
2002-07-12,9.67648983001709
2002-07-15,9.533102989196777
2002-07-16,9.459360122680664
2002-07-17,9.324169158935547
2002-07-18,9.438880920410156
2002-07-19,9.586359977722168
2002-07-22,9.23404312133789
2002-07-23,9.299591064453125
2002-07-24,9.139817237854004
2002-07-25,9.205367088317871
2002-07-26,8.853045463562012
2002-07-29,8.70146656036377
2002-07-30,8.574468612670898
2002-07-31,8.439275741577148
2002-08-01,8.594950675964355
2002-08-02,8.537596702575684
2002-08-05,8.664595603942871
2002-08-06,8.894014358520508
2002-08-07,8.939078330993652
2002-08-08,8.668691635131836
2002-08-09,8.791595458984375
2002-08-12,8.840754508972168
2002-08-13,8.79569149017334
2002-08-14,8.862802505493164
2002-08-15,8.862802505493164
2002-08-16,8.921525955200195
2002-08-19,8.862802505493164
2002-08-20,8.791497230529785
2002-08-21,8.854414939880371
2002-08-22,8.787301063537598
2002-08-23,8.812469482421875
2002-08-26,8.879579544067383
2002-08-27,8.862802505493164
2002-08-28,8.825052261352539
2002-08-29,8.7747220993042
2002-08-30,8.917326927185059
2002-09-02,9.315796852111816
2002-09-03,9.596824645996094
2002-09-04,9.366132736206055
2002-09-05,9.387103080749512
2002-09-06,9.043161392211914
2002-09-09,8.866995811462402
2002-09-10,8.866995811462402
2002-09-11,8.959274291992188
2002-09-12,9.064133644104004
2002-09-13,8.489498138427734
2002-09-16,8.544029235839844
2002-09-17,8.560802459716797
2002-09-18,8.43497085571289
2002-09-19,8.321721076965332
2002-09-20,8.355278968811035
2002-09-23,8.275585174560547
2002-09-24,8.078447341918945
2002-09-25,7.986167907714844
2002-09-26,8.204277992248535
2002-09-27,8.137166023254395
2002-09-30,7.940029144287109
2002-10-01,7.940029144287109
2002-10-02,7.940029144287109
2002-10-03,7.9568071365356445
2002-10-04,7.9568071365356445
2002-10-07,8.179113388061523
2002-10-08,8.141361236572266
2002-10-09,7.965195178985596
2002-10-10,7.931643009185791
2002-10-11,7.961000442504883
2002-10-14,8.015528678894043
2002-10-15,8.015528678894043
2002-10-16,7.990362644195557
2002-10-17,7.9568071365356445
2002-10-18,7.940029144287109
2002-10-21,7.898086071014404
2002-10-22,7.822587013244629
2002-10-23,7.726113796234131
2002-10-24,7.629642009735107
2002-10-25,7.625448703765869
2002-10-28,7.759670734405518
2002-10-29,7.85194730758667
2002-10-30,7.965195178985596
2002-10-31,8.011334419250488
2002-11-01,8.044888496398926
2002-11-04,8.086835861206055
2002-11-05,8.061667442321777
2002-11-06,8.061667442321777
2002-11-07,8.149749755859375
2002-11-08,8.153946876525879
2002-11-11,7.965195178985596
2002-11-12,7.961000442504883
2002-11-13,7.923252582550049
2002-11-14,7.981974124908447
2002-11-15,8.011334419250488
2002-11-18,8.263002395629883
2002-11-19,8.263002395629883
2002-11-20,8.074251174926758
2002-11-21,8.074251174926758
2002-11-22,8.137166023254395
2002-11-25,8.132972717285156
2002-11-26,8.258804321289062
2002-11-27,8.208473205566406
2002-11-28,8.221056938171387
2002-11-29,8.283970832824707
2002-12-02,9.290631294250488
2002-12-03,9.269661903381348
2002-12-04,9.529711723327637
2002-12-05,9.970125198364258
2002-12-06,9.810739517211914
2002-12-09,9.550686836242676
2002-12-10,10.020461082458496
2002-12-11,10.406346321105957
2002-12-12,10.112739562988281
2002-12-13,10.80901050567627
2002-12-16,10.305679321289062
2002-12-17,10.397960662841797
2002-12-18,10.77964973449707
2002-12-19,10.527984619140625
