Date,APOLLOTYRE
2002-01-01,5.293349266052246
2002-01-02,5.327901840209961
2002-01-03,5.397005081176758
2002-01-04,5.424646377563477
2002-01-07,5.327901840209961
2002-01-08,5.23806619644165
2002-01-09,5.134409427642822
2002-01-10,5.030755996704102
2002-01-11,5.14823055267334
2002-01-14,5.20351505279541
2002-01-15,5.134409427642822
2002-01-16,5.1067681312561035
2002-01-17,5.141321182250977
2002-01-18,5.14823055267334
2002-01-21,5.14823055267334
2002-01-22,5.155142307281494
2002-01-23,5.182784557342529
2002-01-24,5.051486015319824
2002-01-25,4.989292621612549
2002-01-28,5.293349266052246
2002-01-29,5.182784557342529
2002-01-30,5.09985876083374
2002-01-31,5.155142307281494
2002-02-01,5.0722174644470215
2002-02-04,5.023845672607422
2002-02-05,4.947829723358154
2002-02-06,5.051486015319824
2002-02-07,4.989292621612549
2002-02-08,4.989292621612549
2002-02-11,5.0376667976379395
2002-02-12,4.906368732452393
2002-02-13,4.899456977844238
2002-02-14,4.864906311035156
2002-02-15,4.851085662841797
2002-02-18,4.899456977844238
2002-02-19,4.892547607421875
2002-02-20,4.864906311035156
2002-02-21,5.507571697235107
2002-02-22,5.542123794555664
2002-02-25,5.790896415710449
2002-02-26,5.6734209060668945
2002-02-27,5.3900957107543945
2002-02-28,5.14823055267334
2002-03-01,5.16896390914917
2002-03-04,5.915283679962158
2002-03-05,5.6872406005859375
2002-03-06,5.521391868591309
2002-03-07,5.4522881507873535
2002-03-08,5.327901840209961
2002-03-11,5.258798599243164
2002-03-12,5.09985876083374
2002-03-13,5.217336177825928
2002-03-14,5.14823055267334
2002-03-15,5.14823055267334
2002-03-18,5.182784557342529
2002-03-19,5.20351505279541
2002-03-20,5.127500057220459
2002-03-21,5.127500057220459
2002-03-22,5.086038112640381
2002-03-25,5.086038112640381
2002-03-26,5.293349266052246
2002-03-27,5.16896390914917
2002-03-28,5.3002610206604
2002-03-29,5.3002610206604
2002-04-01,5.376274585723877
2002-04-02,5.217336177825928
2002-04-03,5.14823055267334
2002-04-04,5.127500057220459
2002-04-05,5.127500057220459
2002-04-08,4.857995510101318
2002-04-09,4.940920352935791
2002-04-10,5.231154918670654
2002-04-11,5.279528617858887
2002-04-12,5.327901840209961
2002-04-15,5.265707015991211
2002-04-16,5.293349266052246
2002-04-17,5.182784557342529
2002-04-18,5.231154918670654
2002-04-19,5.092947483062744
2002-04-22,5.079127788543701
2002-04-23,5.1067681312561035
2002-04-24,5.1067681312561035
2002-04-25,5.030755996704102
2002-04-26,4.989292621612549
2002-04-29,4.982382297515869
2002-04-30,5.141321182250977
2002-05-01,5.141321182250977
2002-05-02,5.079127788543701
2002-05-03,5.314081192016602
2002-05-06,5.286438941955566
2002-05-07,5.224245071411133
2002-05-08,5.272618293762207
2002-05-09,5.24497652053833
2002-05-10,5.175873756408691
2002-05-13,5.175873756408691
2002-05-14,5.217336177825928
2002-05-15,5.555944442749023
2002-05-16,5.4315571784973145
2002-05-17,5.320991516113281
2002-05-20,5.1067681312561035
2002-05-21,4.8303542137146
2002-05-22,4.837264060974121
2002-05-23,4.8096232414245605
2002-05-24,5.265707015991211
2002-05-27,5.141321182250977
2002-05-28,5.010024070739746
2002-05-29,5.086038112640381
2002-05-30,4.989292621612549
2002-05-31,4.934010028839111
2002-06-03,4.996203422546387
2002-06-04,5.162052631378174
2002-06-05,5.314081192016602
2002-06-06,6.378279209136963
2002-06-07,6.115684509277344
2002-06-10,6.86891508102417
2002-06-11,7.172973155975342
2002-06-12,7.027853965759277
2002-06-13,7.076226711273193
2002-06-14,7.5254011154174805
2002-06-17,7.421746730804443
2002-06-18,7.428656578063965
2002-06-19,7.394104480743408
2002-06-20,8.686346054077148
2002-06-21,8.195709228515625
2002-06-24,8.085143089294434
2002-06-25,8.002217292785645
2002-06-26,8.271720886230469
2002-06-27,8.03676986694336
2002-06-28,7.753443717956543
2002-07-01,7.8709187507629395
2002-07-02,7.9054718017578125
2002-07-03,8.16806697845459
2002-07-04,8.582690238952637
2002-07-05,8.769270896911621
2002-07-08,8.278634071350098
2002-07-09,8.244080543518066
2002-07-10,8.133515357971191
2002-07-11,8.029860496520996
2002-07-12,8.105874061584473
2002-07-15,7.407923698425293
2002-07-16,7.373374938964844
2002-07-17,7.027853965759277
2002-07-18,7.3042683601379395
2002-07-19,7.53231143951416
2002-07-22,7.11768913269043
2002-07-23,7.373374938964844
2002-07-24,7.262807369232178
2002-07-25,7.228255271911621
2002-07-26,6.8965559005737305
2002-07-29,6.606319427490234
2002-07-30,6.39901065826416
2002-07-31,6.57867956161499
2002-08-01,6.6270527839660645
2002-08-02,6.44047212600708
2002-08-05,7.262807369232178
2002-08-06,7.622146129608154
2002-08-07,7.5737738609313965
2002-08-08,7.221345901489258
2002-08-09,7.898562431335449
2002-08-12,8.686346054077148
2002-08-13,8.147336959838867
2002-08-14,8.264814376831055
2002-08-15,8.264814376831055
2002-08-16,8.202619552612305
2002-08-19,8.195709228515625
2002-08-20,8.112784385681152
2002-08-21,8.271720886230469
2002-08-22,8.085143089294434
2002-08-23,8.085143089294434
2002-08-26,7.7949042320251465
2002-08-27,7.822547435760498
2002-08-28,7.980871200561523
2002-08-29,7.923295974731445
2002-08-30,7.908904552459717
2002-09-02,8.167980194091797
2002-09-03,8.427050590515137
2002-09-04,8.347888946533203
2002-09-05,8.275923728942871
2002-09-06,8.067228317260742
2002-09-09,8.052835464477539
2002-09-10,8.052835464477539
2002-09-11,8.088817596435547
2002-09-12,8.103209495544434
2002-09-13,8.31910228729248
2002-09-16,8.463030815124512
2002-09-17,8.355086326599121
2002-09-18,8.160782814025879
2002-09-19,8.002460479736328
2002-09-20,8.131996154785156
2002-09-23,8.045639991760254
2002-09-24,7.980871200561523
2002-09-25,8.5637845993042
2002-09-26,8.772479057312012
2002-09-27,8.765284538269043
2002-09-30,8.225549697875977
2002-10-01,8.081621170043945
2002-10-02,8.081621170043945
2002-10-03,8.297513961791992
2002-10-04,8.347888946533203
2002-10-07,8.304712295532227
2002-10-08,8.275923728942871
2002-10-09,8.283120155334473
2002-10-10,8.470229148864746
2002-10-11,8.902016639709473
2002-10-14,8.743694305419922
2002-10-15,8.743694305419922
2002-10-16,8.642942428588867
2002-10-17,8.779677391052246
2002-10-18,8.714908599853516
2002-10-21,9.161087036132812
2002-10-22,9.340999603271484
2002-10-23,9.002767562866211
2002-10-24,9.38417911529541
2002-10-25,9.168285369873047
2002-10-28,9.276232719421387
2002-10-29,9.772788047790527
2002-10-30,9.92391300201416
2002-10-31,9.434554100036621
2002-11-01,9.549698829650879
2002-11-04,9.470538139343262
2002-11-05,9.211463928222656
2002-11-06,9.211463928222656
2002-11-07,9.132304191589355
2002-11-08,9.06033992767334
2002-11-11,9.269036293029785
2002-11-12,9.56408977508545
2002-11-13,9.571287155151367
2002-11-14,9.38417911529541
2002-11-15,9.456145286560059
2002-11-18,9.607270240783691
2002-11-19,9.607270240783691
2002-11-20,9.56408977508545
2002-11-21,9.528108596801758
2002-11-22,9.808770179748535
2002-11-25,9.92391300201416
2002-11-26,9.693626403808594
2002-11-27,9.592875480651855
2002-11-28,9.808770179748535
2002-11-29,9.938307762145996
2002-12-02,9.873537063598633
2002-12-03,9.988680839538574
2002-12-04,10.010272026062012
2002-12-05,10.024664878845215
2002-12-06,10.017467498779297
2002-12-09,10.046253204345703
2002-12-10,10.039058685302734
2002-12-11,10.0318603515625
2002-12-12,10.46364974975586
2002-12-13,10.298129081726074
2002-12-16,10.427664756774902
2002-12-17,10.132611274719238
2002-12-18,10.067841529846191
2002-12-19,9.938307762145996
2002-12-20,10.111021995544434
2002-12-23,10.053450584411621
2002-12-24,10.017467498779297
2002-12-25,10.017467498779297
2002-12-26,9.938307762145996
2002-12-27,10.18298625946045
2002-12-30,9.708019256591797
2002-12-31,9.672037124633789
2003-01-01,9.693626403808594
2003-01-02,9.240249633789062
2003-01-03,9.348196029663086
2003-01-06,9.139501571655273
2003-01-07,9.2618408203125
2003-01-08,9.592875480651855
2003-01-09,9.744003295898438
2003-01-10,9.628860473632812
2003-01-13,9.269036293029785
2003-01-14,9.240249633789062
2003-01-15,9.305017471313477
2003-01-16,9.420159339904785
2003-01-17,9.391376495361328
2003-01-20,9.2618408203125
2003-01-21,9.52091121673584
2003-01-22,9.535305976867676
2003-01-23,9.50651741027832
2003-01-24,9.2618408203125
2003-01-27,9.2618408203125
2003-01-28,9.376980781555176
2003-01-29,9.168285369873047
2003-01-30,9.139501571655273
2003-01-31,9.01716136932373
2003-02-03,8.930803298950195
2003-02-04,8.844444274902344
2003-02-05,8.801264762878418
2003-02-06,8.873230934143066
2003-02-07,8.585371971130371
2003-02-10,8.434247016906738
2003-02-11,8.297513961791992
2003-02-12,8.49181842803955
2003-02-13,8.49181842803955
2003-02-14,8.326298713684082
2003-02-17,8.506211280822754
2003-02-18,8.499016761779785
2003-02-19,8.527801513671875
2003-02-20,8.44144344329834
2003-02-21,8.311905860900879
2003-02-24,8.448640823364258
2003-02-25,8.470229148864746
2003-02-26,8.448640823364258
2003-02-27,8.599764823913574
2003-02-28,8.7221040725708
2003-03-03,8.7221040725708
2003-03-04,8.448640823364258
2003-03-05,8.283120155334473
2003-03-06,8.21115779876709
2003-03-07,8.369479179382324
2003-03-10,8.463030815124512
2003-03-11,8.326298713684082
2003-03-12,8.427050590515137
2003-03-13,8.369479179382324
2003-03-14,8.369479179382324
2003-03-17,8.131996154785156
2003-03-18,8.131996154785156
2003-03-19,8.355086326599121
2003-03-20,8.700516700744629
2003-03-21,8.988374710083008
2003-03-24,8.866035461425781
2003-03-25,9.053142547607422
2003-03-26,8.851641654968262
2003-03-27,8.873230934143066
2003-03-28,8.786872863769531
2003-03-31,8.930803298950195
2003-04-01,8.822854042053223
2003-04-02,8.909213066101074
2003-04-03,9.182680130004883
2003-04-04,9.211463928222656
2003-04-07,9.240249633789062
2003-04-08,9.11790943145752
2003-04-09,9.089126586914062
2003-04-10,8.758087158203125
2003-04-11,8.772479057312012
2003-04-14,8.772479057312012
2003-04-15,8.772479057312012
2003-04-16,8.808463096618652
2003-04-17,8.750890731811523
2003-04-18,8.750890731811523
2003-04-21,8.794068336486816
2003-04-22,8.736499786376953
2003-04-23,8.49181842803955
2003-04-24,8.614156723022461
2003-04-25,8.549388885498047
2003-04-28,8.5637845993042
2003-04-29,8.527801513671875
2003-04-30,8.506211280822754
2003-05-01,8.506211280822754
2003-05-02,8.463030815124512
2003-05-05,8.714908599853516
2003-05-06,9.002767562866211
2003-05-07,8.91640853881836
2003-05-08,8.930803298950195
2003-05-09,9.089126586914062
2003-05-12,9.081929206848145
2003-05-13,9.211463928222656
2003-05-14,10.254949569702148
2003-05-15,10.960204124450684
2003-05-16,10.830667495727539
2003-05-19,10.708327293395996
2003-05-20,10.499632835388184
2003-05-21,10.91702651977539
2003-05-22,10.974596977233887
2003-05-23,10.91702651977539
2003-05-26,10.888238906860352
2003-05-27,10.528416633605957
2003-05-28,10.57159423828125
2003-05-29,11.024970054626465
2003-05-30,11.427974700927734
2003-06-02,11.176094055175781
2003-06-03,11.327220916748047
2003-06-04,11.701436996459961
2003-06-05,11.36320686340332
2003-06-06,11.759008407592773
2003-06-09,11.449562072753906
2003-06-10,11.161704063415527
2003-06-11,10.737112998962402
2003-06-12,10.996185302734375
2003-06-13,10.787487030029297
2003-06-16,10.823470115661621
2003-06-17,11.35600757598877
2003-06-18,11.773405075073242
2003-06-19,12.02527904510498
2003-06-20,12.644171714782715
2003-06-23,12.212383270263672
2003-06-24,12.23397445678711
2003-06-25,12.615386009216309
2003-06-26,13.140731811523438
2003-06-27,13.817197799682617
2003-06-30,13.787718772888184
2003-07-01,13.360306739807129
2003-07-02,13.581381797790527
2003-07-03,13.714030265808105
2003-07-04,13.588754653930664
2003-07-07,13.566646575927734
2003-07-08,13.55927562713623
2003-07-09,12.962374687194824
2003-07-10,12.859207153320312
2003-07-11,12.800250053405762
2003-07-14,12.969742774963379
2003-07-15,12.586541175842285
2003-07-16,13.176076889038086
2003-07-17,13.352937698364258
2003-07-18,13.242400169372559
2003-07-21,13.375044822692871
2003-07-22,12.97711181640625
2003-07-23,12.962374687194824
2003-07-24,12.896049499511719
2003-07-25,13.13923168182373
2003-07-28,12.733929634094238
2003-07-29,11.761198043823242
2003-07-30,11.790674209594727
2003-07-31,11.584335327148438
2003-08-01,11.355892181396484
2003-08-04,12.055965423583984
2003-08-05,11.709614753723145
2003-08-06,11.879106521606445
2003-08-07,11.90857982635498
2003-08-08,12.453898429870605
2003-08-11,12.88131046295166
2003-08-12,12.60865306854248
2003-08-13,12.498113632202148
2003-08-14,12.313884735107422
2003-08-15,12.313884735107422
2003-08-18,12.269668579101562
2003-08-19,12.431792259216309
2003-08-20,12.733929634094238
2003-08-21,12.910789489746094
2003-08-22,12.955002784729004
2003-08-25,12.564435958862305
2003-08-26,12.616022109985352
2003-08-27,13.669811248779297
2003-08-28,13.434000015258789
2003-08-29,13.971948623657227
2003-09-01,14.215130805969238
2003-09-02,13.662445068359375
2003-09-03,13.257136344909668
2003-09-04,13.146600723266602
2003-09-05,13.013952255249023
2003-09-08,12.940267562866211
2003-09-09,12.667604446411133
2003-09-10,12.726558685302734
2003-09-11,12.579174041748047
2003-09-12,12.54233169555664
2003-09-15,12.18124008178711
2003-09-16,12.43916130065918
2003-09-17,12.431792259216309
2003-09-18,12.483379364013672
2003-09-19,12.512853622436523
2003-09-22,12.291778564453125
2003-09-23,12.173869132995605
2003-09-24,12.557066917419434
2003-09-25,12.763404846191406
2003-09-26,12.697081565856934
2003-09-29,12.652870178222656
2003-09-30,12.910789489746094
2003-10-01,12.350729942321777
2003-10-02,12.350729942321777
2003-10-03,12.726558685302734
2003-10-06,13.802456855773926
2003-10-07,13.964579582214355
2003-10-08,13.456110000610352
2003-10-09,13.677181243896484
2003-10-10,15.040475845336914
2003-10-13,15.519471168518066
2003-10-14,15.298396110534668
2003-10-15,15.364727020263672
2003-10-16,15.261551856994629
2003-10-17,15.291030883789062
2003-10-20,15.563690185546875
2003-10-21,14.907830238342285
2003-10-22,14.620438575744629
2003-10-23,14.458317756652832
2003-10-24,15.084695816040039
2003-10-27,15.011000633239746
2003-10-28,14.642542839050293
2003-10-29,13.876152038574219
2003-10-30,14.708861351013184
2003-10-31,14.878355979919434
2003-11-03,15.806869506835938
2003-11-04,16.20480728149414
2003-11-05,16.772228240966797
2003-11-06,17.33228874206543
2003-11-07,17.111217498779297
2003-11-10,18.34923553466797
2003-11-11,17.759706497192383
2003-11-12,17.47230339050293
2003-11-13,18.290285110473633
2003-11-14,18.732433319091797
2003-11-17,19.034568786621094
2003-11-18,18.187118530273438
2003-11-19,17.531259536743164
2003-11-20,16.750123977661133
2003-11-21,17.214384078979492
2003-11-24,16.882770538330078
2003-11-25,16.565898895263672
2003-11-26,16.565898895263672
2003-11-27,17.133323669433594
2003-11-28,17.590213775634766
2003-12-01,17.693382263183594
2003-12-02,18.290285110473633
2003-12-03,18.629262924194336
2003-12-04,18.69559097290039
2003-12-05,18.828231811523438
2003-12-08,19.027202606201172
2003-12-09,18.282913208007812
2003-12-10,19.152475357055664
2003-12-11,19.793594360351562
2003-12-12,19.093521118164062
2003-12-15,18.90928840637207
2003-12-16,18.34923553466797
2003-12-17,18.673479080200195
2003-12-18,18.607162475585938
2003-12-19,18.555572509765625
2003-12-22,18.5703125
2003-12-23,18.445035934448242
2003-12-24,18.437664031982422
2003-12-25,18.437664031982422
2003-12-26,19.44724464416504
2003-12-29,19.62410545349121
2003-12-30,19.46198272705078
2003-12-31,19.049306869506836
2004-01-01,20.221006393432617
2004-01-02,20.523141860961914
2004-01-05,20.368391036987305
2004-01-06,19.92623519897461
2004-01-07,19.72727394104004
2004-01-08,20.825275421142578
2004-01-09,21.554828643798828
2004-01-12,21.267431259155273
2004-01-13,20.773696899414062
2004-01-14,21.37796974182129
2004-01-15,21.14215087890625
2004-01-16,20.46418571472168
2004-01-19,20.368391036987305
