Date,TDPOWERSYS
2011-09-08,24.190074920654297
2011-09-09,26.932058334350586
2011-09-12,26.760684967041016
2011-09-13,26.523393630981445
2011-09-14,27.547245025634766
2011-09-15,26.90130043029785
2011-09-16,25.52591323852539
2011-09-19,25.249080657958984
2011-09-20,25.31059455871582
2011-09-21,24.59873390197754
2011-09-22,23.293659210205078
2011-09-23,23.715499877929688
2011-09-26,23.579280853271484
2011-09-27,23.65837860107422
2011-09-28,22.915760040283203
2011-09-29,22.559829711914062
2011-09-30,22.581796646118164
2011-10-03,22.159954071044922
2011-10-04,22.40163230895996
2011-10-05,22.357696533203125
2011-10-07,22.8366641998291
2011-10-10,22.502702713012695
2011-10-11,22.529067993164062
2011-10-12,22.559829711914062
2011-10-13,22.489521026611328
2011-10-14,22.441179275512695
2011-10-17,22.542251586914062
2011-10-18,22.520278930664062
2011-10-19,22.735593795776367
2011-10-20,22.41042709350586
2011-10-21,22.419212341308594
2011-10-24,22.485124588012695
2011-10-25,22.414813995361328
2011-10-28,22.6257381439209
2011-10-31,22.41042709350586
2011-11-01,22.476335525512695
2011-11-02,22.221473693847656
2011-11-03,22.190711975097656
2011-11-04,22.221473693847656
2011-11-08,22.28299331665039
2011-11-09,22.379663467407227
2011-11-11,22.379663467407227
2011-11-14,23.74626350402832
2011-11-15,23.65398597717285
2011-11-16,22.871816635131836
2011-11-17,22.256624221801758
2011-11-18,21.84796905517578
2011-11-21,21.707353591918945
2011-11-22,20.832908630371094
2011-11-23,20.898818969726562
2011-11-24,20.516523361206055
2011-11-25,20.103469848632812
2011-11-28,20.309995651245117
2011-11-29,19.773900985717773
2011-11-30,19.246601104736328
2011-12-01,18.996131896972656
2011-12-02,18.864299774169922
2011-12-05,21.377784729003906
2011-12-07,22.142375946044922
2011-12-08,21.0570068359375
2011-12-09,21.25474739074707
2011-12-12,20.525312423706055
2011-12-13,20.463794708251953
2011-12-14,20.43303680419922
2011-12-15,20.336355209350586
2011-12-16,20.727447509765625
2011-12-19,20.472579956054688
2011-12-20,20.54288673400879
2011-12-21,20.169382095336914
2011-12-22,20.661527633666992
2011-12-23,20.49455451965332
2011-12-26,21.02185821533203
2011-12-27,20.745023727416992
2011-12-28,20.556072235107422
2011-12-29,20.314390182495117
2011-12-30,19.514644622802734
2012-01-02,19.16750144958496
2012-01-03,19.716777801513672
2012-01-04,19.50146484375
2012-01-05,19.993614196777344
2012-01-06,19.624500274658203
2012-01-09,20.60000991821289
2012-01-10,20.749420166015625
2012-01-11,20.36712074279785
2012-01-12,20.081504821777344
2012-01-13,19.97164535522461
2012-01-16,21.03943634033203
2012-01-17,20.65713882446289
2012-01-18,20.252870559692383
2012-01-19,20.248483657836914
2012-01-20,20.630773544311523
2012-01-23,20.46819305419922
2012-01-24,20.696683883666992
2012-01-25,20.43303680419922
2012-01-27,20.476972579956055
2012-01-30,21.1404972076416
2012-01-31,21.417335510253906
2012-02-01,20.951553344726562
2012-02-02,20.745023727416992
2012-02-03,22.04570770263672
2012-02-06,22.906967163085938
2012-02-07,23.069561004638672
2012-02-08,23.082731246948242
2012-02-09,22.678470611572266
2012-02-10,22.08525276184082
2012-02-13,21.33384895324707
2012-02-14,22.357696533203125
2012-02-15,21.80402374267578
2012-02-16,22.44557762145996
2012-02-17,22.028125762939453
2012-02-21,23.640796661376953
2012-02-22,23.183801651000977
2012-02-23,22.876205444335938
2012-02-24,23.175016403198242
2012-02-27,22.133590698242188
2012-02-28,23.00364112854004
2012-02-29,22.489521026611328
2012-03-01,22.43239974975586
2012-03-02,22.089643478393555
2012-03-05,22.27859878540039
2012-03-06,21.94464111328125
2012-03-07,21.434913635253906
2012-03-09,21.557945251464844
2012-03-12,21.94464111328125
2012-03-13,21.962215423583984
2012-03-14,21.724929809570312
2012-03-15,22.120407104492188
2012-03-16,21.28550910949707
2012-03-19,20.762598037719727
2012-03-20,20.876846313476562
2012-03-21,21.25035285949707
2012-03-22,20.854877471923828
2012-03-23,20.885637283325195
2012-03-26,22.063282012939453
2012-03-27,22.76195526123047
2012-03-28,23.232139587402344
2012-03-29,22.573007583618164
2012-03-30,21.49642562866211
2012-04-02,22.208290100097656
2012-04-03,23.227746963500977
2012-04-04,23.513370513916016
2012-04-09,25.63137435913086
2012-04-10,26.387176513671875
2012-04-11,25.8642635345459
2012-04-12,25.833505630493164
2012-04-13,27.04191017150879
2012-04-16,28.645795822143555
2012-04-17,28.821557998657227
2012-04-18,27.534061431884766
2012-04-19,27.459362030029297
2012-04-20,27.52527618408203
2012-04-23,26.804622650146484
2012-04-24,26.413537979125977
2012-04-25,26.158676147460938
2012-04-26,26.272926330566406
2012-04-27,26.444297790527344
2012-04-30,26.189437866210938
2012-05-02,26.009273529052734
2012-05-03,26.0444278717041
2012-05-04,25.9257869720459
2012-05-07,26.0180606842041
2012-05-08,26.975997924804688
2012-05-09,27.384658813476562
2012-05-10,26.36520767211914
2012-05-11,25.938966751098633
2012-05-14,26.48384666442871
2012-05-15,26.36520767211914
2012-05-16,27.14737319946289
2012-05-17,25.943361282348633
2012-05-18,25.934572219848633
2012-05-21,26.211410522460938
2012-05-22,26.36520767211914
