Date,SCHAEFFLER
2002-07-01,9.405743598937988
2002-07-02,9.230719566345215
2002-07-03,9.162233352661133
2002-07-04,9.147013664245605
2002-07-05,9.154623031616211
2002-07-08,9.831896781921387
2002-07-09,10.083022117614746
2002-07-10,9.595991134643555
2002-07-11,9.27637767791748
2002-07-12,9.27637767791748
2002-07-15,8.89588737487793
2002-07-16,8.675203323364258
2002-07-17,8.439299583435059
2002-07-18,8.956768035888672
2002-07-19,8.979595184326172
2002-07-22,8.576276779174805
2002-07-23,8.58388614654541
2002-07-24,8.5230073928833
2002-07-25,7.746805191040039
2002-07-26,7.822902679443359
2002-07-29,7.526122570037842
2002-07-30,7.282602787017822
2002-07-31,7.282602787017822
2002-08-01,7.44241189956665
2002-08-02,7.427192211151123
2002-08-05,7.541337966918945
2002-08-06,7.678314685821533
2002-08-07,7.8152947425842285
2002-08-08,7.670704364776611
2002-08-09,7.556558132171631
2002-08-12,7.510900497436523
2002-08-13,7.313043117523193
2002-08-14,7.533729553222656
2002-08-15,7.533729553222656
2002-08-16,7.564168453216553
2002-08-19,7.480459213256836
2002-08-20,7.518509387969971
2002-08-21,7.472850799560547
2002-08-22,7.488069534301758
2002-08-23,7.434802532196045
2002-08-26,7.609828472137451
2002-08-27,7.457630157470703
2002-08-28,7.366313457489014
2002-08-29,7.396754264831543
2002-08-30,7.457630157470703
2002-09-02,7.533729553222656
2002-09-03,7.480459213256836
2002-09-04,7.366313457489014
2002-09-05,7.396754264831543
2002-09-06,7.343482971191406
2002-09-09,7.2597737312316895
2002-09-10,7.2597737312316895
2002-09-11,7.313043117523193
2002-09-12,7.2521653175354
2002-09-13,7.191286563873291
2002-09-16,7.229336261749268
2002-09-17,7.130407810211182
2002-09-18,7.115188121795654
2002-09-19,7.031479835510254
2002-09-20,7.001041412353516
2002-09-23,6.9706010818481445
2002-09-24,6.932552337646484
2002-09-25,7.001041412353516
2002-09-26,7.016261100769043
2002-09-27,6.9706010818481445
2002-09-30,6.810794830322266
2002-10-01,6.917332649230957
2002-10-02,6.917332649230957
2002-10-03,6.780356407165527
2002-10-04,6.810794830322266
2002-10-07,6.696647644042969
2002-10-08,6.787965297698975
2002-10-09,6.848844051361084
2002-10-10,7.130407810211182
2002-10-11,7.472850799560547
2002-10-14,7.366313457489014
2002-10-15,7.366313457489014
2002-10-16,7.389142990112305
2002-10-17,7.389142990112305
2002-10-18,7.381532669067383
2002-10-21,7.343482971191406
2002-10-22,7.221725940704346
2002-10-23,7.153238296508789
2002-10-24,7.206507682800293
2002-10-25,7.335874557495117
2002-10-28,7.457630157470703
2002-10-29,7.586999416351318
2002-10-30,7.434802532196045
2002-10-31,7.533729553222656
2002-11-01,7.640266418457031
2002-11-04,7.564168453216553
2002-11-05,7.556558132171631
2002-11-06,7.556558132171631
2002-11-07,7.701144695281982
2002-11-08,7.678314685821533
2002-11-11,7.594607353210449
2002-11-12,7.609828472137451
2002-11-13,7.70875358581543
2002-11-14,7.746805191040039
2002-11-15,7.800071716308594
2002-11-18,7.853342533111572
2002-11-19,7.853342533111572
2002-11-20,8.035978317260742
2002-11-21,8.180563926696777
2002-11-22,8.074028968811035
2002-11-25,8.119684219360352
2002-11-26,8.119684219360352
2002-11-27,8.074028968811035
2002-11-28,8.081637382507324
2002-11-29,8.340368270874023
2002-12-02,8.492565155029297
2002-12-03,8.279491424560547
2002-12-04,8.424078941345215
2002-12-05,8.271881103515625
2002-12-06,8.500176429748535
2002-12-09,8.112074851989746
2002-12-10,8.06641674041748
2002-12-11,7.868560314178467
2002-12-12,7.8761701583862305
2002-12-13,7.906610012054443
2002-12-16,7.8761701583862305
2002-12-17,7.754414081573486
2002-12-18,7.914220809936523
2002-12-19,8.233832359313965
2002-12-20,8.043586730957031
2002-12-23,7.967489242553711
2002-12-24,8.386033058166504
2002-12-25,8.386033058166504
2002-12-26,8.363199234008789
2002-12-27,8.33276081085205
2002-12-30,8.233832359313965
2002-12-31,8.218613624572754
2003-01-01,8.249053001403809
2003-01-02,8.142515182495117
2003-01-03,8.188175201416016
2003-01-06,8.172953605651855
2003-01-07,8.06641674041748
2003-01-08,8.051196098327637
2003-01-09,7.944659233093262
2003-01-10,8.074028968811035
2003-01-13,8.172953605651855
2003-01-14,8.112074851989746
2003-01-15,8.06641674041748
2003-01-16,8.089245796203613
2003-01-17,8.104464530944824
2003-01-20,8.112074851989746
2003-01-21,8.074028968811035
2003-01-22,8.309934616088867
2003-01-23,8.386033058166504
2003-01-24,8.256662368774414
2003-01-27,8.195783615112305
2003-01-28,8.112074851989746
2003-01-29,8.211004257202148
2003-01-30,8.29471206665039
2003-01-31,8.150123596191406
2003-02-03,8.347980499267578
2003-02-04,8.363199234008789
2003-02-05,8.545835494995117
2003-02-06,8.888278007507324
2003-02-07,8.873058319091797
2003-02-10,8.804570198059082
2003-02-11,8.39363956451416
2003-02-12,8.347980499267578
2003-02-13,8.347980499267578
2003-02-14,8.33276081085205
2003-02-17,8.355589866638184
2003-02-18,8.370810508728027
2003-02-19,8.55344295501709
2003-02-20,8.538227081298828
2003-02-21,8.538227081298828
2003-02-24,8.530617713928223
2003-02-25,8.637154579162598
2003-02-26,8.591493606567383
2003-02-27,8.55344295501709
2003-02-28,8.644761085510254
2003-03-03,8.675203323364258
2003-03-04,8.614324569702148
2003-03-05,8.55344295501709
2003-03-06,8.538227081298828
2003-03-07,8.515398979187012
2003-03-10,8.484955787658691
2003-03-11,8.462127685546875
2003-03-12,8.424078941345215
2003-03-13,8.386033058166504
2003-03-14,8.386033058166504
2003-03-17,8.370810508728027
2003-03-18,8.370810508728027
2003-03-19,8.370810508728027
2003-03-20,8.378418922424316
2003-03-21,8.347980499267578
2003-03-24,8.386033058166504
2003-03-25,8.386033058166504
2003-03-26,8.378418922424316
2003-03-27,8.468688011169434
2003-03-28,8.337390899658203
2003-03-31,8.222505569458008
2003-04-01,8.247121810913086
2003-04-02,8.271739959716797
2003-04-03,8.468688011169434
2003-04-04,8.517922401428223
2003-04-07,8.862577438354492
2003-04-08,8.764105796813965
2003-04-09,8.870787620544434
2003-04-10,8.85437297821045
2003-04-11,8.74769401550293
2003-04-15,8.74769401550293
2003-04-16,8.870787620544434
2003-04-17,8.862577438354492
2003-04-18,8.862577438354492
2003-04-21,8.87899112701416
2003-04-22,8.887197494506836
2003-04-23,8.837959289550781
2003-04-24,8.81334400177002
2003-04-25,8.723074913024902
2003-04-28,8.673837661743164
2003-04-29,8.657425880432129
2003-04-30,8.575363159179688
2003-05-01,8.575363159179688
2003-05-02,8.534335136413574
2003-05-05,8.345595359802246
2003-05-06,8.370213508605957
2003-05-07,8.435860633850098
2003-05-08,8.517922401428223
2003-05-09,8.706663131713867
2003-05-12,9.24826717376709
2003-05-13,9.437005996704102
2003-05-14,9.256470680236816
2003-05-15,9.551891326904297
2003-05-16,9.642157554626465
2003-05-19,9.691394805908203
2003-05-20,10.019638061523438
2003-05-21,10.200173377990723
2003-05-22,10.175554275512695
2003-05-23,10.183760643005371
2003-05-26,10.413531303405762
2003-05-27,10.216584205627441
2003-05-28,9.98681354522705
2003-05-29,10.257615089416504
2003-05-30,10.183760643005371
2003-06-02,10.060667991638184
2003-06-03,9.724220275878906
2003-06-04,9.855518341064453
2003-06-05,9.921165466308594
2003-06-06,10.159141540527344
2003-06-09,10.257615089416504
2003-06-10,10.183760643005371
2003-06-11,10.134522438049316
2003-06-12,10.200173377990723
2003-06-13,10.766390800476074
2003-06-16,11.390055656433105
2003-06-17,11.587000846862793
2003-06-18,11.127460479736328
2003-06-19,11.135664939880371
2003-06-20,10.749979972839355
2003-06-23,10.90589427947998
2003-06-24,10.914104461669922
2003-06-25,11.225932121276855
2003-06-26,11.037193298339844
2003-06-27,11.028985977172852
2003-06-30,11.373642921447754
2003-07-01,11.710094451904297
2003-07-02,11.5049409866333
2003-07-03,11.365438461303711
2003-07-04,11.545970916748047
2003-07-07,11.5049409866333
2003-07-08,11.677268028259277
2003-07-09,12.309138298034668
2003-07-10,12.333754539489746
2003-07-11,12.276311874389648
2003-07-14,12.169633865356445
2003-07-15,11.521352767944336
2003-07-16,11.636238098144531
2003-07-17,11.82497787475586
2003-07-18,11.98910140991211
2003-07-21,12.259900093078613
2003-07-22,11.980895042419434
2003-07-23,11.898831367492676
2003-07-24,12.021925926208496
2003-07-25,11.99730396270752
2003-07-28,11.98910140991211
2003-07-29,11.94806957244873
2003-07-30,12.21886920928955
2003-07-31,12.325550079345703
2003-08-01,13.630318641662598
2003-08-04,13.556462287902832
2003-08-05,12.973831176757812
2003-08-06,13.27745532989502
2003-08-07,13.933943748474121
2003-08-08,14.245777130126953
2003-08-11,14.212950706481934
2003-08-12,14.147298812866211
2003-08-13,14.28680419921875
2003-08-14,14.844820022583008
2003-08-15,14.844820022583008
2003-08-18,15.140241622924805
2003-08-19,14.894057273864746
2003-08-20,14.861227035522461
2003-08-21,14.861227035522461
2003-08-22,14.68890380859375
2003-08-25,14.048831939697266
2003-08-26,14.377070426940918
2003-08-27,14.089858055114746
2003-08-28,14.089858055114746
2003-08-29,13.991387367248535
2003-09-01,13.91753101348877
2003-09-02,13.712377548217773
2003-09-03,13.728791236877441
2003-09-04,13.753409385681152
2003-09-05,14.106271743774414
2003-09-08,14.262187004089355
2003-09-09,14.114479064941406
2003-09-10,14.377070426940918
2003-09-11,14.171917915344238
2003-09-12,13.950357437133789
2003-09-15,13.581080436706543
2003-09-16,13.802645683288574
2003-09-17,14.212950706481934
2003-09-18,14.811994552612305
2003-09-19,14.45093059539795
2003-09-22,14.680695533752441
2003-09-23,14.139097213745117
2003-09-24,14.36886978149414
2003-09-25,14.196537017822266
2003-09-26,14.327835083007812
2003-09-29,14.459132194519043
2003-09-30,14.500163078308105
2003-10-01,15.123825073242188
2003-10-02,15.123825073242188
2003-10-03,15.271535873413086
2003-10-06,16.042909622192383
2003-10-07,15.45207405090332
2003-10-08,15.05817985534668
2003-10-09,15.173064231872559
2003-10-10,14.926881790161133
2003-10-13,15.731077194213867
2003-10-14,16.797868728637695
2003-10-15,16.239856719970703
2003-10-16,16.486038208007812
2003-10-17,16.182411193847656
2003-10-20,16.215238571166992
2003-10-21,16.059324264526367
2003-10-22,15.665427207946777
2003-10-23,15.895200729370117
2003-10-24,15.813138008117676
2003-10-27,15.837754249572754
2003-10-28,15.132033348083496
2003-10-29,15.690047264099121
2003-10-30,15.722871780395508
2003-10-31,15.903411865234375
2003-11-03,15.944436073303223
2003-11-04,16.042909622192383
2003-11-05,16.051116943359375
2003-11-06,16.420392990112305
2003-11-07,16.83890151977539
2003-11-10,17.035844802856445
2003-11-11,17.47077178955078
2003-11-12,17.774394989013672
2003-11-13,17.437942504882812
2003-11-14,16.74863624572754
2003-11-17,17.331266403198242
2003-11-18,17.134323120117188
2003-11-19,17.339473724365234
2003-11-20,16.7896671295166
2003-11-21,16.453210830688477
2003-11-24,16.83890151977539
2003-11-25,17.019433975219727
2003-11-26,17.019433975219727
2003-11-27,17.331266403198242
2003-11-28,17.32305908203125
2003-12-01,17.97954559326172
2003-12-02,18.45550537109375
2003-12-03,19.079164505004883
2003-12-04,20.45778465270996
2003-12-05,19.875150680541992
2003-12-08,20.4495792388916
2003-12-09,21.393281936645508
2003-12-10,20.474199295043945
2003-12-11,20.1951904296875
2003-12-12,20.564464569091797
2003-12-15,21.179922103881836
2003-12-16,21.614849090576172
2003-12-17,21.081443786621094
2003-12-18,21.17171859741211
2003-12-19,21.91026496887207
2003-12-22,21.4014835357666
2003-12-23,21.40968894958496
2003-12-24,21.877439498901367
2003-12-25,21.877439498901367
2003-12-26,21.992326736450195
2003-12-29,22.38621711730957
2003-12-30,20.736793518066406
2003-12-31,21.261981964111328
2004-01-01,21.861034393310547
2004-01-02,22.057971954345703
2004-01-05,21.557401657104492
2004-01-06,21.270187377929688
2004-01-07,20.57267189025879
2004-01-08,20.835262298583984
2004-01-09,21.516372680664062
2004-01-12,21.19633674621582
2004-01-13,21.114274978637695
2004-01-14,21.311222076416016
2004-01-15,21.06503677368164
2004-01-16,19.83411979675293
2004-01-19,20.679351806640625
2004-01-20,21.393281936645508
2004-01-21,20.498815536499023
2004-01-22,18.964282989501953
2004-01-23,18.947864532470703
2004-01-26,18.947864532470703
2004-01-27,19.694618225097656
2004-01-28,19.382789611816406
2004-01-29,19.3909912109375
2004-01-30,18.70168113708496
2004-02-02,18.70168113708496
2004-02-03,18.90683364868164
2004-02-04,18.81656837463379
2004-02-05,19.235078811645508
2004-02-06,19.120197296142578
2004-02-09,19.65359115600586
2004-02-10,19.924392700195312
2004-02-11,19.65359115600586
2004-02-12,19.6125545501709
2004-02-13,19.768474578857422
2004-02-16,20.277252197265625
2004-02-17,20.482404708862305
2004-02-18,20.252635955810547
2004-02-19,19.94080352783203
2004-02-20,19.358165740966797
2004-02-23,18.5867977142334
2004-02-24,17.99596405029297
2004-02-25,18.086225509643555
2004-02-26,17.73336410522461
2004-02-27,18.299579620361328
2004-03-01,18.225725173950195
2004-03-02,18.225725173950195
2004-03-03,18.299579620361328
2004-03-04,18.291378021240234
2004-03-05,17.790803909301758
2004-03-08,18.045196533203125
2004-03-09,17.87286949157715
2004-03-10,17.91390037536621
2004-03-11,17.692333221435547
2004-03-12,17.536420822143555
2004-03-15,17.56103515625
2004-03-16,17.62668800354004
2004-03-17,17.569242477416992
2004-03-18,17.58565902709961
2004-03-19,17.569242477416992
2004-03-22,17.331266403198242
2004-03-23,17.232791900634766
2004-03-24,17.273822784423828
2004-03-25,17.634889602661133
2004-03-26,18.299579620361328
2004-03-29,18.0943546295166
2004-03-30,18.043046951293945
2004-03-31,17.96608543395996
2004-04-01,18.27393341064453
2004-04-02,18.51336669921875
2004-04-05,19.009334564208984
2004-04-06,18.881061553955078
2004-04-07,18.846860885620117
2004-04-08,18.87251853942871
2004-04-09,18.87251853942871
2004-04-12,19.146148681640625
2004-04-13,19.060640335083008
2004-04-14,19.060640335083008
2004-04-15,19.026439666748047
2004-04-16,19.154706954956055
2004-04-19,18.881061553955078
2004-04-20,18.812660217285156
2004-04-21,19.325733184814453
2004-04-22,19.607919692993164
2004-04-23,19.830249786376953
2004-04-27,18.855411529541016
2004-04-28,18.63307762145996
2004-04-29,18.667287826538086
2004-04-30,19.79604148864746
2004-05-03,19.17180633544922
2004-05-04,19.693429946899414
2004-05-05,19.65922737121582
2004-05-06,20.009824752807617
2004-05-07,19.56515884399414
2004-05-10,19.41124153137207
2004-05-11,19.30007553100586
2004-05-12,19.17180633544922
2004-05-13,18.90671730041504
2004-05-14,17.6069393157959
2004-05-17,16.367008209228516
2004-05-18,16.97414779663086
2004-05-19,17.478670120239258
2004-05-20,17.957534790039062
2004-05-21,17.9233341217041
2004-05-24,18.28248405456543
2004-05-25,17.948984146118164
2004-05-26,17.760860443115234
2004-05-27,17.162273406982422
2004-05-28,17.22213363647461
2004-05-31,16.418317794799805
2004-06-01,16.572246551513672
2004-06-02,16.64920425415039
2004-06-03,16.563690185546875
2004-06-04,16.572246551513672
2004-06-07,16.58934211730957
2004-06-08,16.623546600341797
2004-06-09,16.888635635375977
2004-06-10,16.939943313598633
2004-06-11,16.58078956604004
2004-06-14,16.272947311401367
2004-06-15,16.24729347229004
2004-06-16,16.435420989990234
2004-06-17,16.418317794799805
2004-06-18,16.31570053100586
2004-06-21,16.153228759765625
2004-06-22,16.016408920288086
2004-06-23,15.392173767089844
2004-06-24,14.930407524108887
2004-06-25,15.281003952026367
2004-06-28,15.64870834350586
2004-06-29,15.717117309570312
2004-06-30,15.597399711608887
2004-07-01,15.571746826171875
2004-07-02,15.742774963378906
2004-07-05,16.119022369384766
2004-07-06,16.07626724243164
2004-07-07,16.32425308227539
2004-07-08,15.605951309204102
2004-07-09,16.418317794799805
2004-07-12,16.64920425415039
2004-07-13,16.6064453125
2004-07-14,17.00834846496582
2004-07-15,17.760860443115234
2004-07-16,19.240219116210938
2004-07-19,19.65922737121582
2004-07-20,19.129051208496094
2004-07-21,18.470603942871094
2004-07-22,18.98368263244629
2004-07-23,19.026439666748047
2004-07-26,19.17180633544922
2004-07-27,19.060640335083008
2004-07-28,18.98368263244629
2004-07-29,18.838306427001953
2004-07-30,19.026439666748047
2004-08-02,19.04353904724121
2004-08-03,19.06918716430664
2004-08-04,18.855411529541016
2004-08-05,19.317180633544922
2004-08-06,18.86396598815918
2004-08-09,19.06918716430664
2004-08-10,19.693429946899414
2004-08-11,19.573707580566406
2004-08-12,19.231670379638672
2004-08-13,19.17180633544922
2004-08-16,19.71053123474121
2004-08-17,20.07823944091797
2004-08-18,20.659717559814453
2004-08-19,21.224098205566406
2004-08-20,20.882049560546875
2004-08-23,20.55710792541504
2004-08-24,20.676820755004883
2004-08-25,20.274913787841797
2004-08-26,20.736677169799805
2004-08-27,20.7623348236084
2004-08-30,21.50628089904785
2004-08-31,22.05356788635254
2004-09-01,21.899642944335938
2004-09-02,22.318649291992188
2004-09-03,22.156177520751953
2004-09-06,22.720556259155273
2004-09-07,22.99419403076172
2004-09-08,22.763309478759766
2004-09-09,22.797517776489258
2004-09-10,23.18232536315918
2004-09-13,23.11391258239746
2004-09-14,23.438865661621094
2004-09-15,23.430309295654297
2004-09-16,23.190876007080078
2004-09-17,23.20797348022461
2004-09-20,23.225082397460938
2004-09-21,23.199419021606445
2004-09-22,23.29349136352539
2004-09-23,23.310592651367188
2004-09-24,23.9262752532959
2004-09-27,23.721046447753906
2004-09-28,23.379005432128906
2004-09-29,23.387556076049805
2004-09-30,23.76380157470703
2004-10-01,23.67828941345215
2004-10-04,23.76380157470703
2004-10-05,23.15667152404785
2004-10-06,23.455965042114258
2004-10-07,23.404653549194336
2004-10-08,23.934829711914062
2004-10-11,24.430797576904297
2004-10-12,23.849321365356445
2004-10-14,23.695392608642578
2004-10-15,23.36189842224121
2004-10-18,24.311080932617188
2004-10-19,24.5847225189209
2004-10-20,24.636028289794922
2004-10-21,24.84981346130371
2004-10-22,24.84981346130371
2004-10-25,24.370939254760742
2004-10-26,24.678781509399414
2004-10-27,24.84125518798828
2004-10-28,25.089242935180664
2004-10-29,24.61037254333496
2004-11-01,23.994680404663086
2004-11-02,25.02938461303711
2004-11-03,25.781890869140625
2004-11-04,25.704927444458008
2004-11-05,25.781890869140625
2004-11-08,25.636518478393555
2004-11-09,25.722034454345703
