Date,JUSTDIAL
2013-06-05,610.1263427734375
2013-06-06,602.9525146484375
2013-06-07,644.0028686523438
2013-06-10,672.44921875
2013-06-11,652.6712646484375
2013-06-12,633.6904907226562
2013-06-13,626.3173217773438
2013-06-14,626.5166015625
2013-06-17,636.081787109375
2013-06-18,628.11083984375
2013-06-19,646.8923950195312
2013-06-20,619.8409423828125
2013-06-21,621.7340698242188
2013-06-24,605.7423095703125
2013-06-25,619.9406127929688
2013-06-26,610.3256225585938
2013-06-27,626.9650268554688
2013-06-28,647.7891235351562
2013-07-01,634.9359741210938
2013-07-02,634.2384643554688
2013-07-03,633.2918701171875
2013-07-04,639.818115234375
2013-07-05,651.5752563476562
2013-07-08,678.5270385742188
2013-07-09,715.4923095703125
2013-07-10,703.0377197265625
2013-07-11,683.2598266601562
2013-07-12,697.1591796875
2013-07-15,702.7388305664062
2013-07-16,694.7678833007812
2013-07-17,692.8748168945312
2013-07-18,696.262451171875
2013-07-19,680.1212158203125
2013-07-22,682.064208984375
2013-07-23,687.544189453125
2013-07-24,676.3350219726562
2013-07-25,677.9791259765625
2013-07-26,677.6303100585938
2013-07-29,677.6303100585938
2013-07-30,675.0397338867188
2013-07-31,695.2660522460938
2013-08-01,678.2779541015625
2013-08-02,692.9744262695312
2013-08-05,676.6339721679688
2013-08-06,655.8098754882812
2013-08-07,667.4175415039062
2013-08-08,663.9302368164062
2013-08-12,668.3142700195312
2013-08-13,663.9801025390625
2013-08-14,669.1611938476562
2013-08-16,658.6495361328125
2013-08-19,638.77197265625
2013-08-20,641.9105224609375
2013-08-21,647.6893920898438
2013-08-22,665.275390625
2013-08-23,672.9474487304688
2013-08-26,671.552490234375
2013-08-27,677.1321411132812
2013-08-28,673.5950317382812
2013-08-29,669.709228515625
2013-08-30,675.8866577148438
2013-09-02,680.0714111328125
2013-09-03,677.68017578125
2013-09-04,696.7606201171875
2013-09-05,703.8846435546875
2013-09-06,725.60546875
2013-09-10,725.9541625976562
2013-09-11,766.25732421875
2013-09-12,774.9755249023438
2013-09-13,770.3424682617188
2013-09-16,771.5380249023438
2013-09-17,737.9605102539062
2013-09-18,766.6060791015625
2013-09-19,769.9937133789062
2013-09-20,763.5670776367188
2013-09-23,760.9765625
2013-09-24,754.4005737304688
2013-09-25,782.19921875
2013-09-26,813.8339233398438
2013-09-27,843.82470703125
2013-09-30,841.1343994140625
2013-10-01,834.9569702148438
2013-10-03,855.8807373046875
2013-10-04,1025.711669921875
2013-10-07,921.9896850585938
2013-10-08,909.2860717773438
2013-10-09,901.364990234375
2013-10-10,904.9518432617188
2013-10-11,877.5516967773438
2013-10-14,865.6450805664062
2013-10-15,871.9720458984375
2013-10-17,878.647705078125
2013-10-18,949.8382568359375
2013-10-21,966.228515625
2013-10-22,957.1615600585938
2013-10-23,1143.930908203125
2013-10-24,1054.8057861328125
2013-10-25,1025.8114013671875
2013-10-28,1054.9053955078125
2013-10-29,1068.0076904296875
2013-10-30,1050.5711669921875
2013-10-31,1242.3720703125
2013-11-01,1171.0321044921875
2013-11-05,1192.0555419921875
2013-11-06,1153.3466796875
2013-11-07,1168.3917236328125
2013-11-08,1188.966796875
2013-11-11,1191.2086181640625
2013-11-12,1051.816650390625
2013-11-13,1009.9691772460938
2013-11-14,1111.2001953125
2013-11-18,1126.0958251953125
2013-11-19,1200.425048828125
2013-11-20,1384.703369140625
2013-11-21,1288.3544921875
2013-11-22,1239.233642578125
2013-11-25,1203.2646484375
2013-11-26,1211.98291015625
2013-11-27,1194.69580078125
2013-11-28,1212.4810791015625
2013-11-29,1217.8115234375
2013-12-02,1210.787109375
2013-12-03,1201.9195556640625
2013-12-04,1216.8153076171875
2013-12-05,1201.27197265625
2013-12-06,1195.2437744140625
2013-12-09,1117.3775634765625
2013-12-10,1133.8675537109375
2013-12-11,1139.6466064453125
2013-12-12,1156.734130859375
2013-12-13,1163.8084716796875
2013-12-16,1134.0169677734375
2013-12-17,1164.8048095703125
2013-12-18,1216.9149169921875
2013-12-19,1261.50244140625
2013-12-20,1319.640380859375
2013-12-23,1317.74755859375
2013-12-24,1307.3353271484375
2013-12-26,1333.7889404296875
2013-12-27,1376.83203125
2013-12-30,1413.0499267578125
2013-12-31,1436.5643310546875
2014-01-01,1412.2529296875
2014-01-02,1485.0377197265625
2014-01-03,1592.9942626953125
2014-01-06,1504.5166015625
2014-01-07,1430.337158203125
2014-01-08,1422.9639892578125
2014-01-09,1441.4964599609375
2014-01-10,1435.46826171875
2014-01-13,1426.0028076171875
2014-01-14,1495.4498291015625
2014-01-15,1504.267578125
2014-01-16,1543.375
2014-01-17,1479.6573486328125
2014-01-20,1541.930419921875
2014-01-21,1608.83642578125
2014-01-22,1687.101318359375
2014-01-23,1660.099609375
2014-01-24,1573.16650390625
2014-01-27,1475.7215576171875
2014-01-28,1285.315673828125
2014-01-29,1490.1689453125
2014-01-30,1381.9134521484375
2014-01-31,1415.3416748046875
2014-02-03,1326.465576171875
2014-02-04,1295.3787841796875
2014-02-05,1307.3353271484375
2014-02-06,1361.737060546875
2014-02-07,1396.51025390625
2014-02-10,1410.9078369140625
2014-02-11,1353.71630859375
2014-02-12,1369.0106201171875
2014-02-13,1447.375
2014-02-14,1478.0133056640625
2014-02-17,1430.1876220703125
2014-02-18,1418.530029296875
2014-02-19,1431.7818603515625
2014-02-20,1431.73193359375
2014-02-21,1439.0054931640625
2014-02-24,1433.02734375
2014-02-25,1432.429443359375
2014-02-26,1406.77294921875
2014-02-28,1428.24462890625
2014-03-03,1467.8502197265625
2014-03-04,1509.7476806640625
2014-03-05,1676.2906494140625
2014-03-06,1738.613525390625
2014-03-07,1604.1036376953125
2014-03-10,1622.1380615234375
2014-03-11,1609.284912109375
2014-03-12,1610.978759765625
2014-03-13,1608.0394287109375
2014-03-14,1615.3626708984375
2014-03-18,1643.9583740234375
2014-03-19,1635.4892578125
2014-03-20,1624.130859375
2014-03-21,1634.8914794921875
2014-03-24,1633.8951416015625
2014-03-25,1635.3399658203125
2014-03-26,1620.145263671875
2014-03-27,1607.441650390625
2014-03-28,1625.177001953125
2014-03-31,1543.7735595703125
2014-04-01,1550.3995361328125
2014-04-02,1589.1580810546875
2014-04-03,1592.047607421875
2014-04-04,1554.9329833984375
2014-04-07,1481.899169921875
2014-04-09,1413.7972412109375
2014-04-10,1327.1131591796875
2014-04-11,1287.2584228515625
2014-04-15,1183.038330078125
2014-04-16,1245.6600341796875
2014-04-17,1236.79248046875
2014-04-21,1226.1312255859375
2014-04-22,1257.9154052734375
2014-04-23,1242.0234375
2014-04-24,1242.0234375
2014-04-25,1291.5927734375
2014-04-28,1244.2652587890625
2014-04-29,1209.0435791015625
2014-04-30,1174.4696044921875
2014-05-02,1098.79541015625
2014-05-05,1001.3505249023438
2014-05-06,1087.0382080078125
2014-05-07,1075.3807373046875
2014-05-08,1025.3629150390625
2014-05-09,1098.64599609375
2014-05-12,1101.286376953125
2014-05-13,1127.04248046875
2014-05-14,1125.59765625
2014-05-15,1125.3485107421875
2014-05-16,1095.30810546875
2014-05-19,1212.08251953125
2014-05-20,1217.9610595703125
2014-05-21,1241.8240966796875
2014-05-22,1294.880615234375
2014-05-23,1319.441162109375
2014-05-26,1285.0167236328125
2014-05-27,1343.45361328125
2014-05-28,1402.8870849609375
2014-05-29,1431.2337646484375
2014-05-30,1402.139892578125
2014-06-02,1364.17822265625
2014-06-03,1306.3887939453125
2014-06-04,1301.357177734375
2014-06-05,1327.5616455078125
2014-06-06,1355.9083251953125
2014-06-09,1373.59375
2014-06-10,1363.5804443359375
2014-06-11,1302.4033203125
2014-06-12,1335.034423828125
2014-06-13,1325.9176025390625
2014-06-16,1329.4049072265625
2014-06-17,1365.473388671875
2014-06-18,1373.294921875
2014-06-19,1406.77294921875
2014-06-20,1409.7620849609375
2014-06-23,1400.495849609375
2014-06-24,1428.09521484375
2014-06-25,1450.0650634765625
2014-06-26,1485.436279296875
2014-06-27,1475.3729248046875
2014-06-30,1456.4420166015625
2014-07-01,1426.7003173828125
2014-07-02,1449.21826171875
2014-07-03,1480.255126953125
2014-07-04,1522.4512939453125
2014-07-07,1517.8681640625
2014-07-08,1533.4613037109375
2014-07-09,1552.3922119140625
2014-07-10,1528.828125
2014-07-11,1508.701416015625
2014-07-14,1582.5821533203125
2014-07-15,1553.587890625
2014-07-16,1553.48828125
2014-07-17,1564.3984375
2014-07-18,1547.90869140625
2014-07-21,1554.0361328125
2014-07-22,1573.36572265625
2014-07-23,1573.41552734375
2014-07-24,1602.908203125
2014-07-25,1619.09912109375
2014-07-28,1619.1490478515625
2014-07-30,1629.4613037109375
2014-07-31,1666.526123046875
2014-08-01,1683.663818359375
2014-08-04,1813.68994140625
2014-08-05,1844.0791015625
2014-08-06,1809.7044677734375
2014-08-07,1803.6265869140625
2014-08-08,1792.46728515625
2014-08-11,1777.7708740234375
2014-08-12,1748.8760986328125
2014-08-13,1679.5289306640625
2014-08-14,1695.5704345703125
2014-08-18,1689.093994140625
2014-08-19,1729.4468994140625
2014-08-20,1770.298095703125
2014-08-21,1725.860107421875
2014-08-22,1705.4344482421875
2014-08-25,1692.4317626953125
2014-08-26,1696.7659912109375
2014-08-27,1699.4063720703125
2014-08-28,1641.4178466796875
2014-09-01,1600.1182861328125
2014-09-02,1699.8548583984375
2014-09-03,1706.1817626953125
2014-09-04,1694.8231201171875
2014-09-05,1714.55126953125
2014-09-08,1719.8319091796875
2014-09-09,1716.9425048828125
2014-09-10,1692.9798583984375
2014-09-11,1674.9244384765625
2014-09-12,1686.196533203125
2014-09-15,1728.0435791015625
2014-09-16,1659.7119140625
2014-09-17,1712.0828857421875
2014-09-18,1702.656005859375
2014-09-19,1723.9036865234375
2014-09-22,1693.3289794921875
2014-09-23,1639.2122802734375
2014-09-24,1620.259033203125
2014-09-25,1608.9866943359375
2014-09-26,1598.662109375
2014-09-29,1604.1986083984375
2014-09-30,1626.693115234375
2014-10-01,1628.3890380859375
2014-10-07,1708.391845703125
2014-10-08,1658.76416015625
2014-10-09,1735.37548828125
2014-10-10,1654.8736572265625
2014-10-13,1646.2947998046875
2014-10-14,1641.30712890625
2014-10-15,1641.30712890625
2014-10-16,1636.9178466796875
2014-10-17,1635.8206787109375
2014-10-20,1683.154052734375
2014-10-21,1639.0128173828125
2014-10-22,1629.6358642578125
2014-10-27,1448.5819091796875
2014-10-28,1355.56103515625
2014-10-29,1459.4051513671875
2014-10-30,1471.675048828125
2014-10-31,1496.4639892578125
2014-11-03,1526.0909423828125
2014-11-05,1512.4744873046875
2014-11-07,1489.73046875
2014-11-10,1473.670166015625
2014-11-11,1504.3944091796875
2014-11-12,1497.212158203125
2014-11-13,1482.8973388671875
2014-11-14,1486.4385986328125
2014-11-17,1506.040283203125
2014-11-18,1496.06494140625
2014-11-19,1517.063232421875
2014-11-20,1547.7874755859375
2014-11-21,1525.3427734375
2014-11-24,1531.1285400390625
2014-11-25,1533.72216796875
2014-11-26,1569.2845458984375
2014-11-27,1563.6484375
2014-11-28,1597.8143310546875
2014-12-01,1570.3818359375
2014-12-02,1575.269775390625
2014-12-03,1578.611572265625
2014-12-04,1538.8095703125
2014-12-05,1519.9560546875
2014-12-08,1488.7330322265625
2014-12-09,1428.6807861328125
2014-12-10,1417.7578125
2014-12-11,1385.686767578125
2014-12-12,1292.865478515625
2014-12-15,1276.804931640625
2014-12-16,1288.4263916015625
2014-12-17,1276.60546875
2014-12-18,1264.984130859375
2014-12-19,1348.4285888671875
2014-12-22,1338.4031982421875
2014-12-23,1346.9322509765625
2014-12-24,1349.47607421875
2014-12-26,1331.3206787109375
2014-12-29,1339.600341796875
2014-12-30,1345.5855712890625
2014-12-31,1349.875
2015-01-01,1348.2291259765625
2015-01-02,1409.0792236328125
2015-01-05,1401.8470458984375
2015-01-06,1355.61083984375
2015-01-07,1419.0047607421875
2015-01-08,1424.9400634765625
2015-01-09,1463.7445068359375
2015-01-12,1468.083740234375
2015-01-13,1542.600341796875
2015-01-14,1500.5538330078125
2015-01-15,1506.040283203125
2015-01-16,1540.605224609375
2015-01-19,1520.654296875
2015-01-20,1537.0140380859375
2015-01-21,1534.37060546875
2015-01-22,1556.9649658203125
2015-01-23,1564.9951171875
2015-01-27,1593.6744384765625
2015-01-28,1561.503662109375
2015-01-29,1549.1341552734375
2015-01-30,1551.5283203125
2015-02-02,1562.1021728515625
2015-02-03,1565.5438232421875
2015-02-04,1522.150634765625
2015-02-05,1490.927490234375
2015-02-06,1476.8621826171875
2015-02-09,1449.1304931640625
2015-02-10,1375.81103515625
2015-02-11,1399.7022705078125
2015-02-12,1400.9990234375
2015-02-13,1448.033203125
2015-02-16,1393.717041015625
2015-02-18,1411.4234619140625
2015-02-19,1437.159912109375
2015-02-20,1419.3538818359375
2015-02-23,1408.3310546875
2015-02-24,1362.793212890625
2015-02-25,1341.794921875
2015-02-26,1297.603759765625
2015-02-27,1370.4244384765625
2015-03-02,1335.1611328125
2015-03-03,1345.53564453125
2015-03-04,1309.324951171875
2015-03-05,1311.1204833984375
2015-03-09,1274.90966796875
2015-03-10,1246.0806884765625
2015-03-11,1136.5504150390625
2015-03-12,1185.8291015625
2015-03-13,1138.44580078125
2015-03-16,1157.1995849609375
2015-03-17,1175.45458984375
2015-03-18,1265.4827880859375
2015-03-19,1399.65234375
2015-03-20,1379.0032958984375
2015-03-23,1356.6083984375
2015-03-24,1351.1717529296875
2015-03-25,1365.5863037109375
2015-03-26,1342.84228515625
2015-03-27,1304.1375732421875
2015-03-30,1318.103271484375
2015-03-31,1320.497314453125
2015-04-01,1325.5848388671875
2015-04-06,1320.2978515625
2015-04-07,1319.25048828125
2015-04-08,1350.623046875
2015-04-09,1352.6680908203125
2015-04-10,1321.29541015625
2015-04-13,1299.299560546875
