Date,DCBBANK
2006-10-27,44.61446762084961
2006-10-30,42.35788345336914
2006-10-31,39.678199768066406
2006-11-01,43.768245697021484
2006-11-02,44.473426818847656
2006-11-03,42.35788345336914
2006-11-06,42.21684646606445
2006-11-07,47.57622528076172
2006-11-08,45.78976821899414
2006-11-09,48.04634475708008
2006-11-10,48.84554672241211
2006-11-13,49.36268615722656
2006-11-14,51.85432434082031
2006-11-15,51.10213088989258
2006-11-16,51.149139404296875
2006-11-17,48.61048889160156
2006-11-20,49.55073165893555
2006-11-21,59.37625503540039
2006-11-22,58.10692596435547
2006-11-23,57.40175247192383
2006-11-24,58.57705307006836
2006-11-27,57.26071548461914
2006-11-28,55.56827926635742
2006-11-29,55.85036087036133
2006-11-30,55.0981559753418
2006-12-01,55.70931625366211
2006-12-04,55.0041389465332
2006-12-05,53.828834533691406
2006-12-06,57.072669982910156
2006-12-07,56.367488861083984
2006-12-08,55.94437789916992
2006-12-11,52.93560028076172
2006-12-12,48.98658752441406
2006-12-13,53.35871124267578
2006-12-14,55.80333709716797
2006-12-15,55.521270751953125
2006-12-18,55.23919677734375
2006-12-19,53.21767044067383
2006-12-20,51.66627502441406
2006-12-21,51.901336669921875
2006-12-22,53.21767044067383
2006-12-26,53.40572738647461
2006-12-27,53.64078140258789
2006-12-28,52.60652542114258
2006-12-29,53.21767044067383
2007-01-02,56.97864532470703
2007-01-03,65.4408187866211
2007-01-04,62.90216827392578
2007-01-05,63.7953987121582
2007-01-08,62.47905731201172
2007-01-09,61.91490173339844
2007-01-10,59.9874153137207
2007-01-11,62.3380126953125
2007-01-12,63.84242248535156
2007-01-15,62.99618911743164
2007-01-16,67.4153060913086
2007-01-17,68.35556030273438
2007-01-18,77.85200500488281
2007-01-19,73.761962890625
2007-01-22,74.1850814819336
2007-01-23,73.38584899902344
2007-01-24,74.13805389404297
2007-01-25,74.93726348876953
2007-01-29,75.54841613769531
2007-01-31,74.89024353027344
2007-02-01,71.8814697265625
2007-02-02,72.25756072998047
2007-02-05,72.86872100830078
2007-02-06,72.39859008789062
2007-02-07,72.30458068847656
2007-02-08,70.61214447021484
2007-02-09,68.44959259033203
2007-02-12,64.68862915039062
2007-02-13,64.59459686279297
2007-02-14,67.50935363769531
2007-02-15,67.4153060913086
2007-02-19,68.59062194824219
2007-02-20,67.27427673339844
2007-02-21,66.56910705566406
2007-02-22,65.25276947021484
2007-02-23,63.184226989746094
2007-02-26,65.01770782470703
2007-02-27,65.53483581542969
2007-02-28,63.278255462646484
2007-03-01,62.38502883911133
2007-03-02,59.9874153137207
2007-03-05,54.34596252441406
2007-03-06,53.593772888183594
2007-03-07,51.525238037109375
2007-03-08,56.649559020996094
2007-03-09,60.034427642822266
2007-03-12,59.329246520996094
2007-03-13,60.08143997192383
2007-03-14,59.329246520996094
2007-03-15,57.54278564453125
2007-03-16,57.26071548461914
2007-03-19,57.58979797363281
2007-03-20,59.2822380065918
2007-03-21,61.068687438964844
2007-03-22,64.03044891357422
2007-03-23,63.5133171081543
2007-03-26,63.4193000793457
2007-03-28,64.218505859375
2007-03-29,65.95795440673828
2007-03-30,65.01770782470703
2007-04-02,60.880645751953125
2007-04-03,60.457542419433594
2007-04-04,60.92766189575195
2007-04-05,60.4105224609375
2007-04-09,62.14997482299805
2007-04-10,65.62886810302734
2007-04-11,66.33405303955078
2007-04-12,65.11173248291016
2007-04-13,64.78264617919922
2007-04-16,65.34678649902344
2007-04-17,64.970703125
2007-04-18,65.76988983154297
2007-04-19,65.95795440673828
2007-04-20,65.48782348632812
2007-04-23,63.7953987121582
2007-04-24,64.45356750488281
2007-04-25,64.68862915039062
2007-04-26,64.73563385009766
2007-04-27,67.55635833740234
2007-04-30,70.98823547363281
2007-05-03,74.27909088134766
2007-05-04,69.90696716308594
2007-05-07,71.9754867553711
2007-05-08,74.42012786865234
2007-05-09,72.77470397949219
2007-05-10,76.7707290649414
2007-05-11,84.8097915649414
2007-05-14,92.00264739990234
2007-05-15,87.53649139404297
2007-05-16,92.51976776123047
2007-05-17,94.40025329589844
2007-05-18,103.14449310302734
2007-05-21,102.81542205810547
2007-05-22,103.00346374511719
2007-05-23,107.93974304199219
2007-05-24,106.43534088134766
2007-05-25,101.7811508178711
2007-05-28,98.63134002685547
2007-05-29,100.2297592163086
2007-05-30,95.95165252685547
2007-05-31,91.15642547607422
2007-06-01,95.71660614013672
2007-06-04,94.1181869506836
2007-06-05,92.56678771972656
2007-06-06,93.31898498535156
2007-06-07,93.08391571044922
2007-06-08,90.82733154296875
2007-06-11,86.83131408691406
2007-06-12,84.76278686523438
2007-06-13,86.59625244140625
2007-06-14,88.10063934326172
2007-06-15,86.54924774169922
2007-06-18,85.75003814697266
2007-06-19,90.07514953613281
2007-06-20,94.58831024169922
2007-06-21,95.199462890625
2007-06-22,94.68232727050781
2007-06-25,95.38750457763672
2007-06-26,95.5285415649414
2007-06-27,98.02019500732422
2007-06-28,98.81938934326172
2007-06-29,98.72537231445312
2007-07-02,97.07994842529297
2007-07-03,98.44329833984375
2007-07-04,98.20823669433594
2007-07-05,98.77238464355469
2007-07-06,96.51580810546875
2007-07-09,102.81542205810547
2007-07-10,103.52059936523438
2007-07-11,104.83695220947266
2007-07-12,105.35408782958984
2007-07-13,105.5891342163086
2007-07-16,108.31583404541016
2007-07-17,110.05529022216797
2007-07-18,107.65766906738281
2007-07-19,110.4783935546875
2007-07-20,106.20030212402344
2007-07-23,105.91822814941406
2007-07-24,105.87120056152344
2007-07-25,102.8624267578125
2007-07-26,103.6146240234375
2007-07-27,101.82817077636719
2007-07-30,103.89669036865234
2007-07-31,97.78512573242188
2007-08-01,94.7293472290039
2007-08-02,93.93013000488281
2007-08-03,98.34927368164062
2007-08-06,95.95165252685547
2007-08-07,100.13572692871094
2007-08-08,100.74689483642578
2007-08-09,97.78512573242188
2007-08-10,96.6568374633789
2007-08-13,98.25524139404297
2007-08-14,98.49031066894531
2007-08-16,94.25922393798828
2007-08-17,94.91738891601562
2007-08-20,96.09268951416016
2007-08-21,92.56678771972656
2007-08-22,95.29349517822266
2007-08-23,93.83611297607422
2007-08-24,92.98989868164062
2007-08-27,95.1054458618164
2007-08-28,94.87039184570312
2007-08-29,95.57556915283203
2007-08-30,95.95165252685547
2007-08-31,95.76361083984375
2007-09-03,99.1014633178711
2007-09-04,99.33653259277344
2007-09-05,99.24251556396484
2007-09-06,105.87120056152344
2007-09-07,103.80267333984375
2007-09-10,102.29827880859375
2007-09-11,101.59310913085938
2007-09-12,100.79389953613281
2007-09-13,101.2170181274414
2007-09-14,99.80664825439453
2007-09-17,99.61859893798828
2007-09-18,101.68714141845703
2007-09-19,102.063232421875
2007-09-20,100.32378387451172
2007-09-21,101.35804748535156
2007-09-24,110.0082778930664
2007-09-25,112.40589141845703
2007-09-26,110.0082778930664
2007-09-27,109.16204833984375
2007-09-28,116.2608871459961
2007-10-01,111.98278045654297
2007-10-03,110.38436889648438
2007-10-04,110.90149688720703
2007-10-05,108.40985107421875
2007-10-08,100.08871459960938
2007-10-09,104.74291229248047
2007-10-10,103.6146240234375
2007-10-11,106.85845184326172
2007-10-12,102.48633575439453
2007-10-15,105.166015625
2007-10-16,103.05047607421875
2007-10-17,99.24251556396484
2007-10-18,98.02019500732422
2007-10-19,94.1181869506836
2007-10-22,94.7293472290039
2007-10-23,98.86640930175781
2007-10-24,98.39627838134766
2007-10-25,97.83213806152344
2007-10-26,96.13970184326172
2007-10-29,102.8624267578125
2007-10-30,99.85366821289062
2007-10-31,100.88792419433594
2007-11-01,101.31102752685547
2007-11-02,97.69109344482422
2007-11-05,105.4480972290039
2007-11-06,107.61064910888672
2007-11-07,103.75565338134766
2007-11-08,103.47359466552734
2007-11-12,104.97797393798828
2007-11-13,102.8624267578125
2007-11-14,107.98674011230469
2007-11-15,118.5174560546875
2007-11-16,128.01388549804688
2007-11-19,130.6465606689453
2007-11-20,121.6672592163086
2007-11-21,108.12777709960938
2007-11-22,105.73016357421875
2007-11-23,108.31583404541016
2007-11-26,113.58119201660156
2007-11-27,116.8720474243164
2007-11-28,138.82667541503906
2007-11-29,136.05294799804688
2007-11-30,136.47605895996094
2007-12-03,137.08721923828125
2007-12-04,134.54855346679688
2007-12-05,147.80599975585938
2007-12-06,142.16453552246094
2007-12-07,138.68565368652344
2007-12-10,140.9892120361328
2007-12-11,141.69439697265625
2007-12-12,139.90797424316406
2007-12-13,137.5103302001953
2007-12-14,136.570068359375
2007-12-17,129.18919372558594
2007-12-18,132.99717712402344
2007-12-19,136.38204956054688
2007-12-20,136.99319458007812
2007-12-24,135.72386169433594
2007-12-26,135.67684936523438
2007-12-27,134.4545440673828
2007-12-28,134.8306121826172
2007-12-31,136.47605895996094
2008-01-01,144.56216430664062
2008-01-02,149.12234497070312
2008-01-03,145.6904296875
2008-01-04,143.43385314941406
2008-01-07,146.5366668701172
2008-01-08,140.37808227539062
2008-01-09,140.4720916748047
2008-01-10,134.9246826171875
2008-01-11,133.373291015625
2008-01-14,135.34779357910156
2008-01-15,132.5270538330078
2008-01-16,130.83462524414062
2008-01-17,131.1636962890625
2008-01-18,123.92384338378906
2008-01-21,101.68714141845703
2008-01-22,88.57074737548828
2008-01-23,101.87516021728516
2008-01-24,95.29349517822266
2008-01-25,108.9739990234375
2008-01-28,116.21385192871094
2008-01-29,110.57241821289062
2008-01-30,106.76443481445312
2008-01-31,102.9094467163086
2008-02-01,102.34529876708984
2008-02-04,105.26004791259766
2008-02-05,108.73893737792969
2008-02-06,105.73016357421875
2008-02-07,102.67438507080078
2008-02-08,99.43055725097656
2008-02-11,96.37476348876953
2008-02-12,95.62257385253906
2008-02-13,96.56281280517578
2008-02-14,104.78993225097656
2008-02-15,105.40108489990234
2008-02-18,105.35408782958984
2008-02-19,104.50786590576172
2008-02-20,102.8624267578125
2008-02-21,102.39231872558594
2008-02-22,100.37078857421875
2008-02-25,101.31102752685547
2008-02-26,108.50389099121094
2008-02-27,106.10626220703125
2008-02-28,102.9094467163086
2008-02-29,104.93097686767578
2008-03-03,99.47757720947266
