Date,USHAMART
2002-01-01,2.550891399383545
2002-01-02,2.582711696624756
2002-01-03,2.5986216068267822
2002-01-04,2.593318462371826
2002-01-07,2.545588493347168
2002-01-08,2.4766454696655273
2002-01-09,2.4501285552978516
2002-01-10,2.3970956802368164
2002-01-11,2.3970956802368164
2002-01-14,2.413005828857422
2002-01-15,2.375882625579834
2002-01-16,2.423612594604492
2002-01-17,2.4660391807556152
2002-01-18,2.3970956802368164
2002-01-21,2.4289162158966064
2002-01-22,2.3917930126190186
2002-01-23,2.3970956802368164
2002-01-24,2.4501285552978516
2002-01-25,2.794844388961792
2002-01-28,2.5614984035491943
2002-01-29,2.588015079498291
2002-01-30,2.497858762741089
2002-01-31,2.540285587310791
2002-02-01,2.513768434524536
2002-02-04,2.725900650024414
2002-02-05,2.8054511547088623
2002-02-06,3.049402952194214
2002-02-07,3.054706335067749
2002-02-08,2.93803334236145
2002-02-11,2.8796966075897217
2002-02-12,2.9115169048309326
2002-02-13,2.8160574436187744
2002-02-14,2.8796966075897217
2002-02-15,2.8743937015533447
2002-02-18,2.9009103775024414
2002-02-19,2.922123670578003
2002-02-20,2.8213605880737305
2002-02-21,2.8319671154022217
2002-02-22,2.794844388961792
2002-02-25,2.8743937015533447
2002-02-26,2.8266637325286865
2002-02-27,2.8319671154022217
2002-02-28,2.6410481929779053
2002-03-01,2.5986216068267822
2002-03-04,2.7471139430999756
2002-03-05,2.8637871742248535
2002-03-06,2.8213605880737305
2002-03-07,2.8160574436187744
2002-03-08,2.8107542991638184
2002-03-11,2.8637871742248535
2002-03-12,2.8319671154022217
2002-03-13,2.8743937015533447
2002-03-14,2.837270498275757
2002-03-15,2.890303134918213
2002-03-18,2.9539437294006348
2002-03-19,3.097132921218872
2002-03-20,2.9062135219573975
2002-03-21,2.9168202877044678
2002-03-22,2.8319671154022217
2002-03-25,2.8319671154022217
2002-03-26,2.84257435798645
2002-03-27,2.8160574436187744
2002-03-28,2.84257435798645
2002-03-29,2.84257435798645
2002-04-01,2.800147533416748
2002-04-02,2.85848331451416
2002-04-03,2.9009103775024414
2002-04-04,2.8743937015533447
2002-04-05,3.1077396869659424
2002-04-08,2.93803334236145
2002-04-09,2.8849997520446777
2002-04-10,2.959246873855591
2002-04-11,2.948640823364258
2002-04-12,3.0334925651550293
2002-04-15,3.51609468460083
2002-04-16,3.4100277423858643
2002-04-17,3.436544418334961
2002-04-18,3.3304781913757324
2002-04-19,3.2456254959106445
2002-04-22,3.18198561668396
2002-04-23,3.18198561668396
2002-04-24,3.250929117202759
2002-04-25,3.1660752296447754
2002-04-26,3.1130425930023193
2002-04-29,3.0706162452697754
2002-04-30,3.1713788509368896
2002-05-01,3.1713788509368896
2002-05-02,3.176682472229004
2002-05-03,3.1978952884674072
2002-05-06,3.3251755237579346
2002-05-07,3.256232738494873
2002-05-08,3.4153313636779785
2002-05-09,3.399421453475952
2002-05-10,3.219109296798706
2002-05-13,3.30926513671875
2002-05-14,3.2350192070007324
2002-05-15,3.150165557861328
2002-05-16,3.0440995693206787
2002-05-17,3.0016727447509766
2002-05-20,2.932730197906494
2002-05-21,2.7471139430999756
2002-05-22,2.969853162765503
2002-05-23,2.932730197906494
2002-05-24,2.93803334236145
2002-05-27,2.84257435798645
2002-05-28,2.794844388961792
2002-05-29,2.948640823364258
2002-05-30,2.837270498275757
2002-05-31,2.7736306190490723
2002-06-03,2.8531806468963623
2002-06-04,2.922123670578003
2002-06-05,3.012279748916626
2002-06-06,2.93803334236145
2002-06-07,2.9009103775024414
2002-06-10,3.394118547439575
2002-06-11,3.3410849571228027
2002-06-12,3.272142171859741
2002-06-13,3.219109296798706
2002-06-14,3.4948811531066895
2002-06-17,4.131277084350586
2002-06-18,4.3540167808532715
2002-06-19,4.751765251159668
2002-06-20,4.444173812866211
2002-06-21,4.550239086151123
2002-06-24,4.6403961181640625
2002-06-25,4.422959804534912
2002-06-26,4.041121959686279
2002-06-27,4.258556842803955
2002-06-28,4.3062872886657715
2002-07-01,4.61918306350708
2002-07-02,4.529026508331299
2002-07-03,4.4282636642456055
2002-07-04,4.32750129699707
2002-07-05,4.247951030731201
2002-07-08,4.3540167808532715
2002-07-09,4.258556842803955
2002-07-10,4.136580944061279
2002-07-11,3.988088607788086
2002-07-12,4.00930118560791
2002-07-15,3.744136333465576
2002-07-16,3.765350341796875
2002-07-17,3.6486775875091553
2002-07-18,3.722923994064331
2002-07-19,3.7971694469451904
2002-07-22,3.5320043563842773
2002-07-23,3.5850374698638916
2002-07-24,3.4206342697143555
2002-07-25,3.383511543273926
2002-07-26,3.229715347290039
2002-07-29,3.054706335067749
2002-07-30,2.98576283454895
2002-07-31,3.017582893371582
2002-08-01,3.0334925651550293
2002-08-02,2.98576283454895
2002-08-05,2.9963698387145996
2002-08-06,2.9963698387145996
2002-08-07,3.017582893371582
2002-08-08,2.959246873855591
2002-08-09,2.890303134918213
2002-08-12,3.0016727447509766
2002-08-13,2.9539437294006348
2002-08-14,2.9009103775024414
2002-08-15,2.9009103775024414
2002-08-16,2.8743937015533447
2002-08-19,3.0671885013580322
2002-08-20,3.1022419929504395
2002-08-21,3.154822826385498
2002-08-22,3.1139261722564697
2002-08-23,3.1197688579559326
2002-08-26,3.1314539909362793
2002-08-27,3.096400022506714
2002-08-28,2.9620277881622314
2002-08-29,2.950343608856201
2002-08-30,2.9795546531677246
2002-09-02,2.9795546531677246
2002-09-03,2.967869758605957
2002-09-04,3.008765935897827
2002-09-05,3.0555038452148438
2002-09-06,3.0379767417907715
2002-09-09,3.008765935897827
2002-09-10,3.008765935897827
2002-09-11,3.1372954845428467
2002-09-12,3.1022419929504395
2002-09-13,3.1256110668182373
2002-09-16,3.049661159515381
2002-09-17,3.049661159515381
2002-09-18,2.950343608856201
2002-09-19,2.8334977626800537
2002-09-20,2.851025104522705
2002-09-23,2.851025104522705
2002-09-24,2.810128927230835
2002-09-25,2.8159708976745605
2002-09-26,2.8042867183685303
2002-09-27,2.8042867183685303
2002-09-30,2.745863914489746
2002-10-01,2.7984440326690674
2002-10-02,2.7984440326690674
2002-10-03,2.950343608856201
2002-10-04,3.049661159515381
2002-10-07,3.1022419929504395
2002-10-08,3.090557336807251
2002-10-09,3.148979902267456
2002-10-10,3.148979902267456
2002-10-11,3.2424561977386475
2002-10-14,3.195718288421631
2002-10-15,3.195718288421631
2002-10-16,3.154822826385498
2002-10-17,3.096400022506714
2002-10-18,3.1781907081604004
2002-10-21,3.1314539909362793
2002-10-22,3.1139261722564697
2002-10-23,3.1256110668182373
2002-10-24,3.1256110668182373
2002-10-25,3.0613460540771484
2002-10-28,3.0379767417907715
2002-10-29,3.1080844402313232
2002-10-30,3.0438194274902344
2002-10-31,3.154822826385498
2002-11-01,3.1197688579559326
2002-11-04,3.1840333938598633
2002-11-05,3.1665074825286865
2002-11-06,3.1665074825286865
2002-11-07,3.073030948638916
2002-11-08,3.0847151279449463
2002-11-11,3.090557336807251
2002-11-12,3.0379767417907715
2002-11-13,3.0379767417907715
2002-11-14,3.0438194274902344
2002-11-15,3.049661159515381
2002-11-18,3.0613460540771484
2002-11-19,3.0613460540771484
2002-11-20,3.073030948638916
2002-11-21,3.1256110668182373
2002-11-22,3.148979902267456
2002-11-25,3.1431381702423096
2002-11-26,3.1372954845428467
2002-11-27,3.148979902267456
2002-11-28,3.2482986450195312
2002-11-29,3.435251235961914
2002-12-02,3.6280455589294434
2002-12-03,3.493673324584961
2002-12-04,3.3651440143585205
2002-12-05,3.3943560123443604
2002-12-06,3.5287275314331055
2002-12-09,3.3943560123443604
2002-12-10,3.3476173877716064
2002-12-11,3.3476173877716064
2002-12-12,3.3067209720611572
2002-12-13,3.2716684341430664
2002-12-16,3.324248790740967
2002-12-17,3.219087839126587
2002-12-18,3.2249293327331543
2002-12-19,3.148979902267456
2002-12-20,3.1898763179779053
2002-12-23,3.2658252716064453
2002-12-24,3.295036554336548
2002-12-25,3.295036554336548
2002-12-26,3.376828670501709
2002-12-27,3.289194345474243
2002-12-30,3.213244915008545
2002-12-31,3.2482986450195312
2003-01-01,3.2249293327331543
2003-01-02,3.219087839126587
2003-01-03,3.1781907081604004
2003-01-06,3.1256110668182373
2003-01-07,3.0555038452148438
2003-01-08,3.148979902267456
2003-01-09,3.1665074825286865
2003-01-10,3.3300907611846924
2003-01-13,3.4060399532318115
2003-01-14,3.493673324584961
2003-01-15,3.5053586959838867
2003-01-16,3.6689414978027344
2003-01-17,3.633887767791748
2003-01-20,3.7273643016815186
2003-01-21,3.6923105716705322
2003-01-22,3.6747841835021973
2003-01-23,3.622204303741455
2003-01-24,3.4644622802734375
2003-01-27,3.3008792400360107
2003-01-28,3.289194345474243
2003-01-29,3.312563419342041
2003-01-30,3.2833523750305176
2003-01-31,3.289194345474243
2003-02-03,3.353459119796753
2003-02-04,3.335932731628418
2003-02-05,3.2716684341430664
2003-02-06,3.3417751789093018
2003-02-07,3.3943560123443604
2003-02-10,3.335932731628418
2003-02-11,3.359301805496216
2003-02-12,3.289194345474243
2003-02-13,3.289194345474243
2003-02-14,3.073030948638916
2003-02-17,3.2775096893310547
2003-02-18,3.3826708793640137
2003-02-19,3.458620071411133
2003-02-20,3.470304012298584
2003-02-21,3.3943560123443604
2003-02-24,3.5228848457336426
2003-02-25,3.376828670501709
2003-02-26,3.312563419342041
2003-02-27,3.3300907611846924
2003-02-28,3.2833523750305176
2003-03-03,3.2424561977386475
2003-03-04,3.1898763179779053
2003-03-05,3.1314539909362793
2003-03-06,3.1139261722564697
2003-03-07,3.0847151279449463
2003-03-10,2.991239309310913
2003-03-11,3.0029234886169434
2003-03-12,2.9795546531677246
2003-03-13,2.9152896404266357
2003-03-14,2.9152896404266357
2003-03-17,2.7750751972198486
2003-03-18,2.7750751972198486
2003-03-19,2.868551015853882
2003-03-20,2.8334977626800537
2003-03-21,2.90944766998291
2003-03-24,2.8042867183685303
2003-03-25,2.7867603302001953
2003-03-26,2.7633912563323975
2003-03-27,2.7575483322143555
2003-03-28,2.973712205886841
2003-03-31,2.938659191131592
2003-04-01,2.891920566558838
2003-04-02,3.0671885013580322
2003-04-03,2.967869758605957
2003-04-04,3.0029234886169434
2003-04-07,3.0438194274902344
2003-04-08,3.0379767417907715
2003-04-09,2.9970810413360596
2003-04-10,2.891920566558838
2003-04-11,2.891920566558838
2003-04-14,2.891920566558838
2003-04-15,2.90944766998291
2003-04-16,2.827655553817749
2003-04-17,2.7750751972198486
2003-04-18,2.7750751972198486
2003-04-21,2.7166528701782227
2003-04-22,2.710810422897339
2003-04-23,2.693283796310425
2003-04-24,2.9152896404266357
2003-04-25,3.0438194274902344
2003-04-28,3.0262928009033203
2003-04-29,3.0204505920410156
2003-04-30,2.8334977626800537
2003-05-01,2.8334977626800537
2003-05-02,2.7341794967651367
2003-05-05,2.7867603302001953
2003-05-06,2.8159708976745605
2003-05-07,2.8218133449554443
2003-05-08,2.8042867183685303
2003-05-09,2.792602062225342
2003-05-12,2.7575483322143555
2003-05-13,2.9211318492889404
2003-05-14,3.032134532928467
2003-05-15,3.0438194274902344
2003-05-16,3.096400022506714
2003-05-19,3.2833523750305176
2003-05-20,3.517043113708496
2003-05-21,3.458620071411133
2003-05-22,3.3476173877716064
2003-05-23,3.289194345474243
2003-05-26,3.324248790740967
2003-05-27,3.2366139888763428
2003-05-28,3.2833523750305176
2003-05-29,3.2658252716064453
2003-05-30,3.2775096893310547
2003-06-02,3.295036554336548
2003-06-03,3.2833523750305176
2003-06-04,3.3476173877716064
2003-06-05,3.335932731628418
2003-06-06,3.63973069190979
2003-06-09,3.6514148712158203
2003-06-10,3.715679883956909
2003-06-11,3.6280455589294434
2003-06-12,3.55793833732605
2003-06-13,3.470304012298584
2003-06-16,3.7273643016815186
2003-06-17,3.721522331237793
2003-06-18,3.756575584411621
2003-06-19,3.7098381519317627
2003-06-20,3.6689414978027344
2003-06-23,3.8325247764587402
2003-06-24,3.797471761703491
2003-06-25,3.8558945655822754
2003-06-26,3.8266825675964355
2003-06-27,3.797471761703491
2003-06-30,4.019476890563965
2003-07-01,4.399224758148193
2003-07-02,4.78481388092041
2003-07-03,4.545281887054443
2003-07-04,4.592019557952881
2003-07-07,4.562808036804199
2003-07-08,4.311590671539307
2003-07-09,4.206429958343506
2003-07-10,4.2122721672058105
2003-07-11,4.148007392883301
2003-07-14,4.235641002655029
2003-07-15,4.095427989959717
2003-07-16,4.486857891082764
2003-07-17,4.53685188293457
2003-07-18,4.374374866485596
2003-07-21,4.411868572235107
2003-07-22,4.274389743804932
2003-07-23,4.243143081665039
2003-07-24,4.355627059936523
2003-07-25,4.393121242523193
2003-07-28,4.455613613128662
2003-07-29,4.518104076385498
2003-07-30,4.461862564086914
2003-07-31,4.55559778213501
2003-08-01,4.468111515045166
2003-08-04,4.436866283416748
2003-08-05,4.386872291564941
2003-08-06,4.105663776397705
2003-08-07,4.255641937255859
2003-08-08,4.449364185333252
2003-08-11,4.511854648590088
2003-08-12,4.424367904663086
2003-08-13,4.374374866485596
2003-08-14,4.668083190917969
2003-08-15,4.668083190917969
2003-08-18,5.6054487228393555
2003-08-19,5.380480766296387
2003-08-20,5.224252223968506
2003-08-21,5.342987537384033
2003-08-22,5.286745071411133
2003-08-25,4.774317741394043
2003-08-26,5.311740398406982
2003-08-27,5.093021869659424
2003-08-28,4.893050193786621
2003-08-29,4.893050193786621
2003-09-01,4.8680548667907715
2003-09-02,4.999284744262695
2003-09-03,4.893050193786621
2003-09-04,4.905549049377441
2003-09-05,5.3492350578308105
2003-09-08,5.392978668212891
2003-09-09,5.0305304527282715
2003-09-10,5.0617756843566895
2003-09-11,4.94929313659668
2003-09-12,4.961791038513184
2003-09-15,4.7305731773376465
2003-09-16,4.993036270141602
2003-09-17,4.830559253692627
2003-09-18,4.7305731773376465
2003-09-19,4.65558385848999
2003-09-22,4.911798000335693
2003-09-23,5.086772441864014
2003-09-24,5.324239253997803
2003-09-25,5.336736679077148
2003-09-26,5.374232292175293
2003-09-29,5.78042459487915
2003-09-30,6.530317306518555
2003-10-01,6.374088764190674
2003-10-02,6.374088764190674
2003-10-03,6.642800807952881
2003-10-06,6.542815208435059
2003-10-07,6.1803669929504395
2003-10-08,6.055384635925293
2003-10-09,6.1741180419921875
2003-10-10,6.086630344390869
2003-10-13,5.992893695831299
2003-10-14,5.692936420440674
2003-10-15,5.71793270111084
2003-10-16,6.399085521697998
2003-10-17,6.224111080169678
2003-10-20,6.092879295349121
2003-10-21,5.805419921875
2003-10-22,5.63669490814209
2003-10-23,5.749176502227783
2003-10-24,5.742928504943848
2003-10-27,5.680438995361328
2003-10-28,5.611697673797607
2003-10-29,5.4304728507995605
2003-10-30,5.4054765701293945
2003-10-31,5.492965221405029
2003-11-03,5.367982387542725
2003-11-04,5.336736679077148
2003-11-05,5.661692142486572
2003-11-06,5.93040132522583
2003-11-07,5.89915657043457
2003-11-10,6.261605262756348
2003-11-11,5.93665075302124
2003-11-12,6.105376720428467
2003-11-13,5.805419921875
2003-11-14,5.6304450035095215
2003-11-17,5.880409240722656
2003-11-18,5.767925262451172
2003-11-19,5.71793270111084
2003-11-20,5.567954063415527
2003-11-21,5.530459880828857
2003-11-24,5.711683750152588
2003-11-25,5.730430603027344
2003-11-26,5.730430603027344
2003-11-27,5.911655902862549
2003-11-28,5.892907619476318
2003-12-01,6.042886257171631
2003-12-02,5.786673069000244
2003-12-03,5.892907619476318
2003-12-04,5.8429155349731445
2003-12-05,5.71793270111084
2003-12-08,5.867911338806152
2003-12-09,6.474074363708496
2003-12-10,6.33034610748291
2003-12-11,6.3240966796875
2003-12-12,6.517819881439209
2003-12-15,6.849021911621094
2003-12-16,6.530317306518555
2003-12-17,6.442829132080078
2003-12-18,6.849021911621094
2003-12-19,6.892764568328857
2003-12-22,6.892764568328857
2003-12-23,6.6677961349487305
2003-12-24,6.786528587341309
2003-12-25,6.786528587341309
2003-12-26,6.842771053314209
2003-12-29,6.967752933502197
2003-12-30,6.574060440063477
2003-12-31,6.530317306518555
2004-01-01,6.605304718017578
2004-01-02,7.273959636688232
2004-01-05,7.023996353149414
2004-01-06,6.7240400314331055
2004-01-07,6.586559295654297
2004-01-08,6.786528587341309
2004-01-09,6.592807292938232
2004-01-12,6.524066925048828
2004-01-13,6.480322360992432
2004-01-14,6.6365509033203125
2004-01-15,6.486571788787842
2004-01-16,6.33034610748291
2004-01-19,6.3053483963012695
2004-01-20,6.105376720428467
2004-01-21,5.755427360534668
2004-01-22,5.617946147918701
2004-01-23,5.755427360534668
2004-01-26,5.755427360534668
2004-01-27,5.967897415161133
2004-01-28,5.624195098876953
2004-01-29,5.749176502227783
2004-01-30,5.317990779876709
2004-02-02,5.317990779876709
2004-02-03,5.024281978607178
2004-02-04,5.161762714385986
2004-02-05,5.186758518218994
2004-02-06,5.018031597137451
2004-02-09,5.155513286590576
2004-02-10,5.20550537109375
2004-02-11,5.4304728507995605
2004-02-12,5.4054765701293945
2004-02-13,5.4304728507995605
2004-02-16,5.492965221405029
2004-02-17,5.442972183227539
2004-02-18,5.4054765701293945
2004-02-19,5.249249458312988
2004-02-20,5.13676643371582
2004-02-23,5.08052396774292
2004-02-24,5.155513286590576
2004-02-25,5.0680251121521
2004-02-26,5.0617756843566895
2004-02-27,5.086772441864014
2004-03-01,5.130516052246094
2004-03-02,5.130516052246094
2004-03-03,5.261747360229492
2004-03-04,5.055527210235596
2004-03-05,5.342987537384033
2004-03-08,5.130516052246094
2004-03-09,5.018031597137451
2004-03-10,5.03678035736084
2004-03-11,5.074274063110352
2004-03-12,5.00553560256958
2004-03-15,4.999284744262695
2004-03-16,4.893050193786621
2004-03-17,4.999284744262695
2004-03-18,4.905549049377441
2004-03-19,4.874303340911865
2004-03-22,4.718075752258301
2004-03-23,4.630588531494141
2004-03-24,4.499356746673584
2004-03-25,4.6180901527404785
2004-03-26,4.6180901527404785
2004-03-29,4.561848163604736
2004-03-30,4.55559778213501
2004-03-31,4.7243242263793945
2004-04-01,4.980538845062256
2004-04-02,5.093021869659424
2004-04-05,5.149264335632324
2004-04-06,4.918045997619629
2004-04-07,4.94929313659668
2004-04-08,4.974289417266846
2004-04-09,4.974289417266846
2004-04-12,5.143014430999756
2004-04-13,5.149264335632324
2004-04-14,5.149264335632324
2004-04-15,5.155513286590576
2004-04-16,5.0680251121521
2004-04-19,5.118018627166748
2004-04-20,5.118018627166748
2004-04-21,5.617946147918701
2004-04-22,5.461719512939453
2004-04-23,5.342987537384033
2004-04-26,5.342987537384033
2004-04-27,5.380480766296387
2004-04-28,5.492965221405029
2004-04-29,5.4304728507995605
2004-04-30,5.374232292175293
2004-05-03,5.161762714385986
2004-05-04,5.20550537109375
2004-05-05,5.243000507354736
2004-05-06,5.255497932434082
2004-05-07,5.161762714385986
2004-05-10,5.118018627166748
2004-05-11,4.905549049377441
2004-05-12,5.111769676208496
2004-05-13,5.2804951667785645
2004-05-14,4.543100357055664
2004-05-17,4.399371147155762
2004-05-18,4.755570411682129
2004-05-19,4.880552291870117
2004-05-20,5.0305304527282715
2004-05-21,5.08052396774292
2004-05-24,5.055527210235596
2004-05-25,5.043029308319092
2004-05-26,4.986786842346191
2004-05-27,4.924295425415039
2004-05-28,4.768068790435791
2004-05-31,4.6180901527404785
2004-06-01,4.793066024780273
2004-06-02,4.793066024780273
2004-06-03,4.699328422546387
2004-06-04,4.605592727661133
2004-06-07,4.568097114562988
2004-06-08,4.605592727661133
2004-06-09,4.6180901527404785
2004-06-10,4.611841201782227
2004-06-11,4.53685188293457
2004-06-14,4.524352550506592
2004-06-15,4.499356746673584
2004-06-16,4.505605697631836
2004-06-17,4.480609893798828
2004-06-18,4.424367904663086
2004-06-21,4.455613613128662
2004-06-22,4.461862564086914
2004-06-23,4.399371147155762
2004-06-24,4.436866283416748
2004-06-25,4.468111515045166
2004-06-28,4.8680548667907715
2004-06-29,4.761818885803223
2004-06-30,4.805563449859619
2004-07-01,4.849307060241699
2004-07-02,4.993036270141602
2004-07-05,4.936794757843018
2004-07-06,5.024281978607178
2004-07-07,5.13676643371582
2004-07-08,5.024281978607178
2004-07-09,4.999284744262695
2004-07-12,5.411726474761963
2004-07-13,5.4054765701293945
2004-07-14,6.062345504760742
2004-07-15,6.698686599731445
2004-07-16,6.903956413269043
2004-07-19,6.801321983337402
2004-07-20,6.541312217712402
2004-07-21,6.527627468109131
2004-07-22,6.534470081329346
2004-07-23,6.520784854888916
2004-07-26,6.46604585647583
2004-07-27,6.349724769592285
2004-07-28,6.657631874084473
2004-07-29,7.116072177886963
2004-07-30,7.10238790512085
2004-08-02,7.177652359008789
2004-08-03,6.999751567840576
2004-08-04,6.965538501739502
2004-08-05,7.25976037979126
2004-08-06,7.218707084655762
2004-08-09,7.232390880584717
2004-08-10,7.18449592590332
2004-08-11,6.787638187408447
2004-08-12,6.486571788787842
2004-08-13,6.527627468109131
2004-08-16,6.70552921295166
2004-08-17,6.698686599731445
2004-08-18,6.70552921295166
2004-08-19,6.753425598144531
2004-08-20,6.643947601318359
2004-08-23,6.397622585296631
2004-08-24,6.8560614585876465
2004-08-25,6.719213485717773
2004-08-26,6.835534572601318
2004-08-27,7.040805339813232
2004-08-30,7.232390880584717
2004-08-31,7.3829240798950195
2004-09-01,7.506087303161621
2004-09-02,7.403451442718506
2004-09-03,7.444505214691162
2004-09-06,7.492401599884033
2004-09-07,7.9645256996154785
2004-09-08,7.581352710723877
2004-09-09,7.533456325531006
2004-09-10,7.5676679611206055
2004-09-13,7.629247665405273
2004-09-14,7.526613712310791
2004-09-15,7.478717803955078
2004-09-16,7.519771099090576
2004-09-17,7.6429338455200195
2004-09-20,7.745569229125977
2004-09-21,7.841362953186035
2004-09-22,7.779781818389893
2004-09-23,7.772939205169678
2004-09-24,8.436650276184082
2004-09-27,9.079833030700684
2004-09-28,8.682975769042969
2004-09-29,8.963515281677246
2004-09-30,9.045620918273926
2004-10-01,8.819823265075684
2004-10-04,8.689818382263184
2004-10-05,8.936142921447754
2004-10-06,8.91561508178711
2004-10-07,8.956670761108398
2004-10-08,8.73087215423584
2004-10-11,9.449322700500488
2004-10-12,9.038779258728027
2004-10-13,9.038779258728027
2004-10-14,8.778767585754395
2004-10-15,8.546127319335938
2004-10-18,8.744556427001953
2004-10-19,8.751399040222168
2004-10-20,9.100360870361328
2004-10-21,8.840350151062012
2004-10-22,8.840350151062012
2004-10-25,8.552970886230469
2004-10-26,8.737713813781738
2004-10-27,9.127732276916504
2004-10-28,9.305632591247559
2004-10-29,9.524587631225586
2004-11-01,10.345672607421875
2004-11-02,10.099348068237305
2004-11-03,10.106189727783203
2004-11-04,10.845168113708496
2004-11-05,11.139389991760254
2004-11-08,10.838325500488281
2004-11-09,10.58515739440918
2004-11-10,10.954644203186035
2004-11-11,10.920432090759277
2004-11-12,11.009384155273438
