Date,BIOCON
2004-04-07,34.18511962890625
2004-04-08,41.02495574951172
2004-04-09,41.02495574951172
2004-04-12,49.12189865112305
2004-04-13,43.93463134765625
2004-04-14,43.93463134765625
2004-04-15,45.72138595581055
2004-04-16,45.618988037109375
2004-04-19,43.256649017333984
2004-04-20,42.44449234008789
2004-04-21,42.857635498046875
2004-04-22,45.3188362121582
2004-04-23,45.24116134643555
2004-04-27,42.41976547241211
2004-04-28,43.4261474609375
2004-04-29,43.01300048828125
2004-04-30,42.33854293823242
2004-05-03,41.413387298583984
2004-05-04,41.801815032958984
2004-05-05,42.05253601074219
2004-05-06,42.4091682434082
2004-05-07,41.43104553222656
2004-05-10,39.76787567138672
2004-05-11,37.08066177368164
2004-05-12,36.10253143310547
2004-05-13,38.376583099365234
2004-05-14,36.858192443847656
2004-05-17,35.19854736328125
2004-05-18,37.85397720336914
2004-05-19,38.98395538330078
2004-05-20,36.69929885864258
2004-05-21,36.73461151123047
2004-05-24,38.1364631652832
2004-05-25,37.27839660644531
2004-05-26,37.58561325073242
2004-05-27,37.21836853027344
2004-05-28,36.060157775878906
2004-05-31,34.28398132324219
2004-06-01,34.280460357666016
2004-06-02,34.84896469116211
2004-06-03,34.47819900512695
2004-06-04,34.07918167114258
2004-06-07,33.99089431762695
2004-06-08,34.7924690246582
2004-06-09,37.07359313964844
2004-06-10,37.56089782714844
2004-06-11,36.706356048583984
2004-06-14,35.12086868286133
2004-06-15,36.035438537597656
2004-06-16,35.98600387573242
2004-06-17,35.02553176879883
2004-06-18,34.51703643798828
2004-06-21,34.121551513671875
2004-06-22,33.30585861206055
2004-06-23,33.44710159301758
2004-06-24,33.56363296508789
2004-06-25,34.499385833740234
2004-06-28,35.72821807861328
2004-06-29,35.805912017822266
2004-06-30,35.378639221191406
2004-07-01,35.54494094848633
2004-07-02,35.69708251953125
2004-07-05,36.0862922668457
2004-07-06,36.535640716552734
2004-07-07,37.2185173034668
2004-07-08,37.51572799682617
2004-07-09,38.9274787902832
2004-07-12,39.153926849365234
2004-07-13,39.19284439086914
2004-07-14,39.65280532836914
2004-07-15,39.30252456665039
2004-07-16,38.93101501464844
2004-07-19,37.97216033935547
2004-07-20,37.9438591003418
2004-07-21,37.73509979248047
2004-07-22,37.40249252319336
2004-07-23,37.165443420410156
2004-07-26,37.98985290527344
2004-07-27,38.85670852661133
2004-07-28,37.965084075927734
2004-07-29,37.83769989013672
2004-07-30,38.26229476928711
2004-08-02,38.00399398803711
2004-08-03,37.40958023071289
2004-08-04,36.78684616088867
2004-08-05,37.10529327392578
2004-08-06,37.363582611083984
2004-08-09,37.2645149230957
2004-08-10,37.87662124633789
2004-08-11,37.643104553222656
2004-08-12,37.39189529418945
2004-08-13,37.32820129394531
2004-08-16,37.60417938232422
2004-08-17,37.112369537353516
2004-08-18,36.38703918457031
2004-08-19,36.83638381958008
2004-08-20,36.599334716796875
2004-08-23,36.24903869628906
2004-08-24,36.344566345214844
2004-08-25,35.654624938964844
2004-08-26,36.43656539916992
2004-08-27,36.73732376098633
2004-08-30,36.72315979003906
2004-08-31,38.38613510131836
2004-09-01,37.60064697265625
2004-09-02,37.37419891357422
2004-09-03,37.39897155761719
2004-09-06,37.73509979248047
2004-09-07,37.29281234741211
2004-09-08,37.2043571472168
2004-09-09,36.61347961425781
2004-09-10,36.85408401489258
2004-09-13,37.137142181396484
2004-09-14,36.85408401489258
2004-09-15,36.687782287597656
2004-09-16,36.627628326416016
2004-09-17,37.05929183959961
2004-09-20,36.528564453125
2004-09-21,38.071231842041016
2004-09-22,38.26229476928711
2004-09-23,37.68202590942383
2004-09-24,38.50995635986328
2004-09-27,39.56789016723633
2004-09-28,38.82486343383789
2004-09-29,38.318904876708984
2004-09-30,38.598426818847656
2004-10-01,38.47104263305664
2004-10-04,38.70457077026367
2004-10-05,38.1596794128418
2004-10-06,37.6855583190918
2004-10-07,37.763404846191406
2004-10-08,38.1596794128418
2004-10-11,37.7174072265625
2004-10-12,37.427268981933594
2004-10-14,37.0345344543457
2004-10-15,36.882381439208984
2004-10-18,36.90007400512695
2004-10-19,37.79523849487305
2004-10-20,37.12652587890625
2004-10-21,37.2645149230957
2004-10-22,37.2645149230957
2004-10-25,36.330413818359375
2004-10-26,36.56747817993164
2004-10-27,36.71255874633789
2004-10-28,36.67009353637695
2004-10-29,36.38703918457031
2004-11-01,36.80101013183594
2004-11-02,36.89299774169922
2004-11-03,37.253902435302734
2004-11-04,37.59710693359375
2004-11-05,37.79169845581055
2004-11-08,38.485198974609375
2004-11-09,38.29059982299805
2004-11-10,38.62672805786133
2004-11-11,38.02522659301758
2004-11-12,38.375518798828125
2004-11-15,38.375518798828125
2004-11-16,38.428585052490234
2004-11-17,38.57365417480469
2004-11-18,38.28352355957031
2004-11-19,37.929691314697266
2004-11-22,38.127838134765625
2004-11-23,38.110145568847656
2004-11-24,38.23752975463867
2004-11-25,37.73155212402344
2004-11-26,37.73155212402344
2004-11-29,36.602867126464844
2004-11-30,36.5073356628418
2004-12-01,36.37642288208008
2004-12-02,36.07566452026367
2004-12-03,36.174739837646484
2004-12-06,36.11105728149414
2004-12-07,35.89875793457031
2004-12-08,35.33264923095703
2004-12-09,35.40694808959961
2004-12-10,35.046051025390625
2004-12-13,34.87621307373047
2004-12-14,34.72761154174805
2004-12-15,34.752376556396484
2004-12-16,36.41533660888672
2004-12-17,36.30211639404297
2004-12-20,36.220733642578125
2004-12-21,35.71123504638672
2004-12-22,35.40694808959961
2004-12-23,35.52724838256836
2004-12-24,35.54494094848633
2004-12-27,35.24772644042969
2004-12-28,35.30434036254883
2004-12-29,36.11105728149414
2004-12-30,35.71831130981445
2004-12-31,36.01905822753906
2005-01-03,36.19950485229492
2005-01-04,36.07566452026367
2005-01-05,35.36803436279297
2005-01-06,34.95051574707031
2005-01-07,35.27249526977539
2005-01-10,35.46709442138672
2005-01-11,34.72407531738281
2005-01-12,33.6732177734375
2005-01-13,34.30302047729492
2005-01-14,34.1721076965332
2005-01-17,33.9421272277832
2005-01-18,34.28886413574219
2005-01-19,34.54008483886719
2005-01-20,33.01865005493164
2005-01-24,32.9868049621582
2005-01-25,32.9620361328125
2005-01-27,33.280487060546875
2005-01-28,33.379554748535156
2005-01-31,33.64137649536133
2005-02-01,33.00448989868164
2005-02-02,33.085880279541016
2005-02-03,33.15664291381836
2005-02-04,33.07172775268555
2005-02-07,32.97264862060547
2005-02-08,32.75682830810547
2005-02-09,33.73690414428711
2005-02-10,33.857208251953125
2005-02-11,33.637840270996094
2005-02-14,33.29816818237305
2005-02-15,33.07527160644531
2005-02-16,32.79574966430664
2005-02-17,32.59406661987305
2005-02-18,32.378231048583984
2005-02-21,31.723669052124023
2005-02-22,32.010257720947266
2005-02-23,32.604671478271484
2005-02-24,32.33932113647461
2005-02-25,31.981950759887695
2005-02-28,32.53392028808594
2005-03-01,32.2296257019043
2005-03-02,32.14117431640625
2005-03-03,32.60115051269531
2005-03-04,32.813438415527344
2005-03-07,32.82759475708008
2005-03-08,33.807674407958984
2005-03-09,33.00096130371094
2005-03-10,33.11772537231445
2005-03-11,33.563541412353516
2005-03-14,33.252174377441406
2005-03-15,32.94789123535156
2005-03-16,32.470218658447266
2005-03-17,31.967796325683594
2005-03-18,31.762590408325195
2005-03-21,31.235389709472656
2005-03-22,30.149160385131836
2005-03-23,30.03947639465332
2005-03-24,29.63257598876953
2005-03-28,29.547664642333984
2005-03-29,28.19251823425293
2005-03-30,28.61356544494629
2005-03-31,28.843551635742188
2005-04-01,30.68696403503418
2005-04-04,31.36984634399414
2005-04-05,30.63035011291504
2005-04-06,30.637422561645508
2005-04-07,30.64451026916504
2005-04-08,30.110231399536133
2005-04-11,29.554737091064453
