Date,KPITTECH
2019-04-22,98.08718872070312
2019-04-23,102.94673919677734
2019-04-24,108.08937072753906
2019-04-25,104.8811264038086
2019-04-26,102.52210998535156
2019-04-30,97.42667388916016
2019-05-02,94.54869079589844
2019-05-03,94.97332000732422
2019-05-06,92.75586700439453
2019-05-07,91.48198699951172
2019-05-08,90.5855941772461
2019-05-09,91.57635498046875
2019-05-10,94.076904296875
2019-05-13,92.189697265625
2019-05-14,92.37841033935547
2019-05-15,92.33121490478516
2019-05-16,91.81224822998047
2019-05-17,92.14251708984375
2019-05-20,93.13330078125
2019-05-21,92.99175262451172
2019-05-22,95.44512939453125
2019-05-23,94.31278991699219
2019-05-24,92.09535217285156
2019-05-27,93.74663543701172
2019-05-28,91.48198699951172
2019-05-29,90.53839111328125
2019-05-30,91.71791076660156
2019-05-31,91.57635498046875
2019-06-03,90.82147216796875
2019-06-04,89.68917083740234
2019-06-06,90.06659698486328
2019-06-07,89.64198303222656
2019-06-10,88.93426513671875
2019-06-11,92.75586700439453
2019-06-12,92.51996612548828
2019-06-13,93.55791473388672
2019-06-14,91.38763427734375
2019-06-17,91.57635498046875
2019-06-18,92.37841033935547
2019-06-19,88.65119171142578
2019-06-20,92.66149139404297
2019-06-21,91.01018524169922
2019-06-24,93.03892517089844
2019-06-25,93.6051025390625
2019-06-26,91.1517333984375
2019-06-27,90.34967803955078
2019-06-28,91.29328155517578
2019-07-01,92.42559051513672
2019-07-02,93.2276611328125
2019-07-03,92.51996612548828
2019-07-04,93.2276611328125
2019-07-05,92.66149139404297
2019-07-08,91.57635498046875
2019-07-09,90.96302032470703
2019-07-10,87.47169494628906
2019-07-11,83.22550964355469
2019-07-12,83.98038482666016
2019-07-15,83.88602447509766
2019-07-16,84.02754974365234
2019-07-17,83.08395385742188
2019-07-18,81.33830261230469
2019-07-19,78.93212890625
2019-07-22,76.29005432128906
2019-07-23,80.20598602294922
2019-07-24,80.25315856933594
2019-07-25,76.95056915283203
2019-07-26,75.723876953125
2019-07-29,77.65825653076172
2019-07-30,78.5546875
2019-07-31,74.96900177001953
2019-08-01,75.20490264892578
2019-08-02,76.10132598876953
2019-08-05,77.8941650390625
2019-08-06,78.36595153808594
2019-08-07,78.50751495361328
2019-08-08,78.03569030761719
2019-08-09,78.41314697265625
2019-08-13,78.64903259277344
2019-08-14,79.54546356201172
2019-08-16,80.44187927246094
2019-08-19,83.6029281616211
2019-08-20,84.79249572753906
2019-08-21,86.41033935546875
2019-08-22,87.40956115722656
2019-08-23,86.60065460205078
2019-08-26,86.69581604003906
2019-08-27,90.45484924316406
2019-08-28,89.26528930664062
2019-08-29,91.4541015625
2019-08-30,92.45333099365234
2019-09-03,93.30982971191406
2019-09-04,92.12026977539062
2019-09-05,95.9268798828125
2019-09-06,97.3067855834961
2019-09-09,97.44953155517578
2019-09-11,94.4518051147461
2019-09-12,92.73882293701172
2019-09-13,92.97675323486328
2019-09-16,93.88080596923828
2019-09-17,91.4541015625
2019-09-18,90.64518737792969
2019-09-19,90.35969543457031
2019-09-20,87.26679992675781
2019-09-23,90.5500259399414
2019-09-24,90.21696472167969
2019-09-25,90.07420349121094
2019-09-26,90.74034881591797
2019-09-27,91.0258560180664
2019-09-30,90.6927719116211
2019-10-01,90.2645263671875
2019-10-03,91.9299087524414
2019-10-04,89.26528930664062
2019-10-07,90.74034881591797
2019-10-09,90.5500259399414
2019-10-10,92.45333099365234
2019-10-11,96.54544830322266
2019-10-14,94.11872100830078
2019-10-15,93.11949157714844
2019-10-16,92.31057739257812
2019-10-17,92.40575408935547
2019-10-18,92.40575408935547
2019-10-22,93.92840576171875
2019-10-23,92.78642272949219
2019-10-24,95.02278900146484
2019-10-25,91.78716278076172
2019-10-27,91.35893249511719
2019-10-29,90.21696472167969
2019-10-30,88.64671325683594
2019-10-31,86.69581604003906
2019-11-01,87.12407684326172
2019-11-04,87.40956115722656
2019-11-05,87.6474838256836
2019-11-06,85.45866394042969
2019-11-07,85.64900207519531
2019-11-08,85.64900207519531
2019-11-11,86.07721710205078
2019-11-13,86.83855438232422
2019-11-14,88.45638275146484
2019-11-15,89.74110412597656
2019-11-18,92.02509307861328
2019-11-19,92.97675323486328
2019-11-20,93.0719223022461
2019-11-21,93.92840576171875
2019-11-22,93.92840576171875
2019-11-25,91.26376342773438
2019-11-26,91.35893249511719
2019-11-27,89.5031967163086
2019-11-28,90.35969543457031
2019-11-29,93.16706848144531
2019-12-02,92.21540832519531
2019-12-03,87.07647705078125
2019-12-04,87.98054504394531
2019-12-05,84.88766479492188
2019-12-06,84.69734954833984
2019-12-09,82.98435974121094
2019-12-10,83.07953643798828
2019-12-11,82.98435974121094
2019-12-12,82.5085220336914
2019-12-13,83.74568939208984
2019-12-16,87.50473022460938
2019-12-17,87.6474838256836
2019-12-18,87.31438446044922
2019-12-19,83.84085845947266
2019-12-20,82.41336059570312
2019-12-23,86.07721710205078
2019-12-24,85.69658660888672
2019-12-26,84.55459594726562
2019-12-27,89.21769714355469
2019-12-30,89.45561218261719
2019-12-31,89.17012023925781
2020-01-01,87.02889251708984
2020-01-02,85.03041076660156
2020-01-03,86.83855438232422
2020-01-06,83.31745147705078
2020-01-07,82.41336059570312
2020-01-08,81.88996124267578
2020-01-09,83.07953643798828
2020-01-10,83.12710571289062
2020-01-13,88.59911346435547
2020-01-14,93.21465301513672
2020-01-15,97.40194702148438
2020-01-16,98.5439453125
2020-01-17,99.35284423828125
2020-01-20,97.40194702148438
2020-01-21,93.5953140258789
2020-01-22,93.26224517822266
2020-01-23,93.5477523803711
2020-01-24,96.45028686523438
2020-01-27,96.30752563476562
2020-01-28,94.11872100830078
2020-01-29,94.07113647460938
2020-01-30,94.88005828857422
2020-01-31,94.64213562011719
2020-02-03,93.69048309326172
2020-02-04,93.16706848144531
2020-02-05,92.21540832519531
2020-02-06,90.74034881591797
2020-02-07,91.4541015625
2020-02-10,92.21540832519531
2020-02-11,90.5500259399414
2020-02-12,86.64822387695312
2020-02-13,84.64976501464844
2020-02-14,85.45866394042969
2020-02-17,83.49575805664062
2020-02-18,81.8200912475586
2020-02-19,85.84166717529297
2020-02-20,83.4478759765625
2020-02-24,83.83089447021484
2020-02-25,84.59688568115234
2020-02-26,82.96910095214844
2020-02-27,81.4849624633789
2020-02-28,78.27725982666016
2020-03-02,78.27725982666016
2020-03-03,77.9900131225586
2020-03-04,75.30894470214844
2020-03-05,77.12824249267578
