Date,DCMSHRIRAM
2002-07-01,3.9739747047424316
2002-07-02,4.0678486824035645
2002-07-03,4.274370193481445
2002-07-04,4.487149715423584
2002-07-05,4.524700164794922
2002-07-08,4.587281703948975
2002-07-09,4.387019157409668
2002-07-10,4.318177223205566
2002-07-11,4.149205207824707
2002-07-12,4.330695629119873
2002-07-15,3.9364235401153564
2002-07-16,3.9677157402038574
2002-07-17,3.9990081787109375
2002-07-18,3.823777914047241
2002-07-19,3.754936933517456
2002-07-22,3.6109983921051025
2002-07-23,3.629772901535034
2002-07-24,3.8175196647644043
2002-07-25,3.8175196647644043
2002-07-26,3.6610634326934814
2002-07-29,3.3356359004974365
2002-07-30,3.279310703277588
2002-07-31,3.129114866256714
2002-08-01,3.3231189250946045
2002-08-02,3.316861391067505
2002-08-05,3.248020887374878
2002-08-06,3.4420249462127686
2002-08-07,3.5671911239624023
2002-08-08,3.285569429397583
2002-08-09,3.2605366706848145
2002-08-12,3.285569429397583
2002-08-13,3.3231189250946045
2002-08-14,3.316861391067505
2002-08-15,3.316861391067505
2002-08-16,3.316861391067505
2002-08-19,3.2730536460876465
2002-08-20,3.248020887374878
2002-08-21,3.3043439388275146
2002-08-22,3.504608154296875
2002-08-23,3.2730536460876465
2002-08-26,3.279310703277588
2002-08-27,3.210470676422119
2002-08-28,3.2605366706848145
2002-08-29,3.2542784214019775
2002-08-30,3.2542784214019775
2002-09-02,3.210470676422119
2002-09-03,2.9789156913757324
2002-09-04,3.129114866256714
2002-09-05,3.129114866256714
2002-09-06,3.141629934310913
2002-09-09,3.085306406021118
2002-09-10,3.085306406021118
2002-09-11,3.085306406021118
2002-09-12,3.0164661407470703
2002-09-13,3.0039498805999756
2002-09-16,3.2605366706848145
2002-09-17,3.129114866256714
2002-09-18,3.085306406021118
2002-09-19,3.072789430618286
2002-09-20,2.903818368911743
2002-09-23,2.872526168823242
2002-09-24,2.653489589691162
2002-09-25,2.5971646308898926
2002-09-26,2.6785213947296143
2002-09-27,2.7723946571350098
2002-09-30,2.7536211013793945
2002-10-01,2.7661375999450684
2002-10-02,2.7661375999450684
2002-10-03,2.8850436210632324
2002-10-04,2.878784656524658
2002-10-07,2.9163336753845215
2002-10-08,2.91007661819458
2002-10-09,2.8913004398345947
2002-10-10,2.9163336753845215
2002-10-11,2.8537521362304688
2002-10-14,2.8287193775177
2002-10-15,2.8287193775177
2002-10-16,2.8287193775177
2002-10-17,2.7974274158477783
2002-10-18,2.9726579189300537
2002-10-21,2.9413669109344482
2002-10-22,2.8662681579589844
2002-10-23,2.8975601196289062
2002-10-24,2.8287193775177
2002-10-25,2.841236114501953
2002-10-28,2.8162028789520264
2002-10-29,2.9163336753845215
2002-10-30,2.9163336753845215
2002-10-31,2.960142135620117
2002-11-01,3.044163942337036
2002-11-04,3.166963577270508
2002-11-05,3.115257740020752
2002-11-06,3.115257740020752
2002-11-07,3.0635526180267334
2002-11-08,3.0764787197113037
2002-11-11,3.166963577270508
2002-11-12,3.1346471309661865
2002-11-13,3.115257740020752
2002-11-14,3.044163942337036
2002-11-15,3.024773359298706
2002-11-18,3.1023333072662354
2002-11-19,3.1023333072662354
2002-11-20,3.0700161457061768
2002-11-21,3.0958690643310547
2002-11-22,3.1023333072662354
2002-11-25,3.205742597579956
2002-11-26,3.108794927597046
2002-11-27,3.108794927597046
2002-11-28,3.160501480102539
2002-11-29,3.1734259128570557
2002-12-02,3.335007429122925
2002-12-03,3.4642703533172607
2002-12-04,3.231597423553467
2002-12-05,3.2703750133514404
2002-12-06,3.4061009883880615
2002-12-09,3.3608591556549072
2002-12-10,3.42549204826355
2002-12-11,3.4448812007904053
2002-12-12,3.399639129638672
2002-12-13,3.335007429122925
2002-12-16,3.367323160171509
2002-12-17,3.3931756019592285
2002-12-18,3.2962279319763184
2002-12-19,3.42549204826355
2002-12-20,3.2768380641937256
2002-12-23,3.3608591556549072
2002-12-24,3.3608591556549072
2002-12-25,3.3608591556549072
2002-12-26,3.367323160171509
2002-12-27,3.42549204826355
2002-12-30,3.315617561340332
2002-12-31,3.380249261856079
2003-01-01,3.42549204826355
2003-01-02,3.367323160171509
2003-01-03,3.4642703533172607
2003-01-06,3.3285441398620605
2003-01-07,3.386713743209839
2003-01-08,3.3608591556549072
2003-01-09,3.412564516067505
2003-01-10,3.42549204826355
2003-01-13,3.431954860687256
2003-01-14,3.490123987197876
2003-01-15,3.438417434692383
2003-01-16,3.4578075408935547
2003-01-17,3.541829824447632
2003-01-20,3.490123987197876
2003-01-21,3.431954860687256
2003-01-22,3.5159778594970703
2003-01-23,3.3737869262695312
2003-01-24,3.367323160171509
2003-01-27,3.2380595207214355
2003-01-28,3.3737869262695312
2003-01-29,3.335007429122925
2003-01-30,3.3608591556549072
2003-01-31,3.6969470977783203
2003-02-03,3.658165216445923
2003-02-04,3.6969470977783203
2003-02-05,3.554755687713623
2003-02-06,3.5030503273010254
2003-02-07,3.5676820278167725
2003-02-10,3.5353667736053467
2003-02-11,3.48366117477417
2003-02-12,3.4578075408935547
2003-02-13,3.4578075408935547
2003-02-14,3.3931756019592285
2003-02-17,3.42549204826355
2003-02-18,3.451345205307007
2003-02-19,3.490123987197876
2003-02-20,3.664630174636841
2003-02-21,3.5935349464416504
2003-02-24,3.632312059402466
2003-02-25,3.554755687713623
2003-02-26,3.6193881034851074
2003-02-27,3.5935349464416504
2003-02-28,3.5935349464416504
2003-03-03,3.5353667736053467
2003-03-04,3.4448812007904053
2003-03-05,3.5030503273010254
2003-03-06,3.431954860687256
2003-03-07,3.42549204826355
2003-03-10,3.386713743209839
2003-03-11,3.3026909828186035
2003-03-12,3.3543968200683594
2003-03-13,3.347933053970337
2003-03-14,3.347933053970337
2003-03-17,3.2833023071289062
2003-03-18,3.2833023071289062
2003-03-19,3.335007429122925
2003-03-20,3.3737869262695312
2003-03-21,3.3931756019592285
2003-03-24,3.380249261856079
2003-03-25,3.42549204826355
2003-03-26,3.48366117477417
2003-03-27,3.386713743209839
2003-03-28,3.3931756019592285
2003-03-31,3.42549204826355
2003-04-01,3.496586561203003
2003-04-02,3.451345205307007
2003-04-03,3.6710927486419678
2003-04-04,3.6387779712677
2003-04-07,3.6387779712677
2003-04-08,3.6904828548431396
2003-04-09,3.7227988243103027
2003-04-10,3.6387779712677
2003-04-11,3.612924575805664
2003-04-15,3.735724449157715
2003-04-16,3.864988327026367
2003-04-17,3.845599412918091
2003-04-18,3.845599412918091
2003-04-21,3.8520619869232178
2003-04-22,3.877915143966675
2003-04-23,3.8973069190979004
2003-04-24,3.877915143966675
2003-04-25,3.8908398151397705
2003-04-28,3.936082601547241
2003-04-29,4.1558332443237305
2003-04-30,4.097662925720215
2003-05-01,4.097662925720215
2003-05-02,4.136442184448242
2003-05-05,4.1881489753723145
2003-05-06,4.117053031921387
2003-05-07,4.142904758453369
2003-05-08,4.149368762969971
2003-05-09,4.201076030731201
2003-05-12,4.38850736618042
2003-05-13,4.4596028327941895
2003-05-14,4.886173248291016
2003-05-15,4.711666584014893
2003-05-16,4.627645969390869
2003-05-19,4.627645969390869
2003-05-20,4.601792812347412
2003-05-21,4.6405720710754395
2003-05-22,4.737520694732666
2003-05-23,4.737520694732666
2003-05-26,4.802151203155518
2003-05-27,4.8150787353515625
2003-05-28,4.75044584274292
2003-05-29,4.756907939910889
2003-05-30,4.84739351272583
2003-06-02,4.944341659545898
2003-06-03,4.886173248291016
2003-06-04,4.950805187225342
2003-06-05,4.853857040405273
2003-06-06,4.976658821105957
2003-06-09,5.435544490814209
2003-06-10,5.448472499847412
2003-06-11,5.40969181060791
2003-06-12,5.461397171020508
2003-06-13,5.4807891845703125
2003-06-16,5.461397171020508
2003-06-17,5.448472499847412
2003-06-18,5.39676570892334
2003-06-19,5.416155815124512
2003-06-20,5.312743186950684
2003-06-23,5.306280612945557
2003-06-24,5.254575729370117
2003-06-25,5.351522922515869
2003-06-26,5.241648197174072
2003-06-27,5.228723526000977
2003-06-30,5.235185146331787
2003-07-01,5.189942359924316
2003-07-02,5.461397171020508
2003-07-03,5.7199273109436035
2003-07-04,5.920282363891602
2003-07-07,6.120644569396973
2003-07-08,5.939672470092773
2003-07-09,5.803945541381836
2003-07-10,5.610052585601807
2003-07-11,5.648828983306885
2003-07-14,5.765166282653809
2003-07-15,5.577735424041748
2003-07-16,5.655294895172119
2003-07-17,5.590660572052002
2003-07-18,5.5648064613342285
2003-07-21,5.5648064613342285
2003-07-22,5.493714332580566
2003-07-23,5.5648064613342285
2003-07-24,5.519565582275391
2003-07-25,5.610052585601807
2003-07-28,5.713463306427002
2003-07-29,5.920282363891602
2003-07-30,6.1474738121032715
2003-07-31,5.853465557098389
2003-08-01,5.993786334991455
2003-08-04,6.013833045959473
2003-08-05,6.007151126861572
2003-08-06,5.9403300285339355
2003-08-07,6.007151126861572
2003-08-08,5.933648109436035
2003-08-11,5.866826057434082
2003-08-12,5.926966190338135
2003-08-13,5.993786334991455
2003-08-14,5.920284271240234
2003-08-15,5.920284271240234
2003-08-18,6.060605525970459
2003-08-19,6.1474738121032715
2003-08-20,6.1207427978515625
2003-08-21,6.160836219787598
2003-08-22,6.047240734100342
2003-08-25,5.753232479095459
2003-08-26,6.154155731201172
2003-08-27,6.0940141677856445
2003-08-28,6.200929164886475
2003-08-29,6.067289352416992
2003-09-01,5.873507976531982
2003-09-02,6.013833045959473
2003-09-03,6.621899604797363
2003-09-04,7.911530494689941
2003-09-05,9.214529037475586
2003-09-08,8.887104988098145
2003-09-09,8.15876579284668
2003-09-10,8.559686660766602
2003-09-11,8.586417198181152
2003-09-12,7.724431991577148
2003-09-15,7.356921672821045
2003-09-16,7.797935485839844
2003-09-17,7.5440216064453125
2003-09-18,7.316827774047852
2003-09-19,7.450469493865967
2003-09-22,7.443789482116699
2003-09-23,7.430424213409424
2003-09-24,7.73111629486084
2003-09-25,7.403696060180664
2003-09-26,7.356921672821045
2003-09-29,7.664294242858887
2003-09-30,7.744481086730957
2003-10-01,7.717752933502197
2003-10-02,7.717752933502197
2003-10-03,7.791254997253418
2003-10-06,7.985037326812744
2003-10-07,8.212221145629883
2003-10-08,8.232270240783691
2003-10-09,8.887104988098145
2003-10-10,9.181120872497559
2003-10-13,9.782501220703125
2003-10-14,9.388260841369629
2003-10-15,9.34817123413086
2003-10-16,9.421670913696289
2003-10-17,9.214529037475586
2003-10-20,8.75346851348877
2003-10-21,8.399319648742676
2003-10-22,8.506229400634766
2003-10-23,8.526278495788574
2003-10-24,8.673279762268066
2003-10-27,8.933879852294922
2003-10-28,8.907151222229004
2003-10-29,9.100933074951172
2003-10-30,9.36821460723877
2003-10-31,9.29471206665039
2003-11-03,9.254617691040039
2003-11-04,9.014066696166992
2003-11-05,9.014066696166992
2003-11-06,9.034415245056152
2003-11-07,9.054762840270996
2003-11-10,9.543110847473145
2003-11-11,9.577024459838867
2003-11-12,9.522760391235352
2003-11-13,9.49562931060791
2003-11-14,9.237894058227539
2003-11-17,9.522760391235352
2003-11-18,9.461716651916504
2003-11-19,9.543110847473145
2003-11-20,9.583806037902832
2003-11-21,9.366761207580566
2003-11-24,9.387110710144043
2003-11-25,9.543110847473145
2003-11-26,0.954310953617096
2003-11-27,9.563456535339355
2003-11-28,9.671978950500488
2003-12-01,10.126413345336914
2003-12-02,10.017892837524414
2003-12-03,11.021714210510254
2003-12-04,11.306583404541016
2003-12-05,10.892843246459961
2003-12-08,11.231973648071289
2003-12-09,11.103108406066895
2003-12-10,11.04206371307373
2003-12-11,11.07597541809082
2003-12-12,10.926758766174316
2003-12-15,11.184496879577637
2003-12-16,11.130234718322754
2003-12-17,11.069193840026855
2003-12-18,12.10693359375
2003-12-19,12.385019302368164
2003-12-22,13.62623119354248
2003-12-23,13.5584077835083
2003-12-24,14.338400840759277
2003-12-25,1.4338405132293701
2003-12-26,14.195968627929688
2003-12-29,14.351974487304688
2003-12-30,13.538056373596191
2003-12-31,13.368489265441895
2004-01-01,14.704662322998047
2004-01-02,16.17648696899414
2004-01-05,17.797523498535156
2004-01-06,16.24431037902832
2004-01-07,17.10569953918457
2004-01-08,18.211261749267578
2004-01-09,18.251964569091797
2004-01-12,17.200654983520508
2004-01-13,16.895437240600586
2004-01-14,17.756832122802734
2004-01-15,17.234575271606445
2004-01-16,17.607608795166016
2004-01-19,17.166744232177734
2004-01-20,16.922571182250977
2004-01-21,15.24726390838623
2004-01-22,13.721186637878418
2004-01-23,15.084487915039062
2004-01-26,15.084487915039062
2004-01-27,15.647435188293457
2004-01-28,14.697877883911133
2004-01-29,14.91492748260498
2004-01-30,14.711441993713379
2004-02-02,14.711441993713379
2004-02-03,13.931446075439453
2004-02-04,14.24344539642334
2004-02-05,14.833529472351074
2004-02-06,14.79283618927002
2004-02-09,14.758928298950195
2004-02-10,14.216320037841797
2004-02-11,14.060315132141113
2004-02-12,13.524490356445312
2004-02-13,14.48762321472168
2004-02-16,14.094234466552734
2004-02-17,14.202747344970703
2004-02-18,14.107791900634766
2004-02-19,13.646575927734375
2004-02-20,13.67370891571045
2004-02-23,13.510931015014648
2004-02-24,13.49736213684082
2004-02-25,13.002229690551758
2004-02-26,12.914057731628418
2004-02-27,13.809361457824707
2004-03-01,14.290925025939941
2004-03-02,14.290925025939941
2004-03-03,13.883966445922852
2004-03-04,13.965363502502441
2004-03-05,14.162055015563965
2004-03-08,14.101012229919434
2004-03-09,13.863622665405273
2004-03-10,14.575798034667969
2004-03-11,14.575798034667969
2004-03-12,14.087445259094238
2004-03-15,14.209540367126465
2004-03-16,13.883966445922852
2004-03-17,14.257012367248535
2004-03-18,14.318055152893066
2004-03-19,14.033187866210938
2004-03-22,13.415966987609863
2004-03-23,12.941189765930176
2004-03-24,12.859795570373535
2004-03-25,13.273530960083008
2004-03-26,14.514749526977539
2004-03-29,14.311271667480469
2004-03-30,14.250225067138672
2004-03-31,14.711441993713379
2004-04-01,15.118404388427734
2004-04-02,15.145524978637695
2004-04-05,14.989529609680176
2004-04-06,14.928488731384277
2004-04-07,15.00987720489502
2004-04-08,16.508834838867188
2004-04-09,16.508834838867188
2004-04-12,16.78013801574707
2004-04-13,17.478744506835938
2004-04-14,17.478744506835938
2004-04-15,16.563093185424805
2004-04-16,16.8411808013916
2004-04-19,16.42066192626953
2004-04-20,16.427438735961914
2004-04-21,17.600828170776367
2004-04-22,18.5775146484375
2004-04-23,18.299440383911133
2004-04-27,17.092138290405273
2004-04-28,16.949695587158203
2004-04-29,16.827611923217773
2004-04-30,18.50969886779785
2004-05-03,16.861522674560547
2004-05-04,18.238393783569336
