Date,AVL
2024-11-06,440.951904296875
2024-11-07,437.4700622558594
2024-11-08,422.29913330078125
2024-11-11,414.1416320800781
2024-11-12,428.0193176269531
2024-11-13,458.9083251953125
2024-11-14,455.07830810546875
2024-11-18,450.4523620605469
2024-11-19,470.44818115234375
2024-11-21,465.8222961425781
2024-11-22,479.8492126464844
2024-11-25,493.3786926269531
2024-11-26,474.1290283203125
2024-11-27,459.2565002441406
2024-11-28,482.0875244140625
2024-11-29,472.9849853515625
2024-12-02,459.3062744140625
2024-12-03,473.0844421386719
2024-12-04,477.1632080078125
2024-12-05,477.95904541015625
2024-12-06,477.2626953125
2024-12-09,471.8409118652344
2024-12-10,496.2636413574219
2024-12-11,490.8419189453125
2024-12-12,486.4647216796875
2024-12-13,486.01702880859375
2024-12-16,483.57977294921875
2024-12-17,503.277099609375
2024-12-18,517.2542724609375
2024-12-19,507.70404052734375
2024-12-20,525.4117431640625
2024-12-23,504.27191162109375
2024-12-24,512.1309814453125
2024-12-26,525.2127685546875
2024-12-27,514.2698364257812
2024-12-30,513.4241943359375
2024-12-31,506.6097106933594
2025-01-01,515.7122802734375
2025-01-02,509.4947204589844
2025-01-03,509.39520263671875
2025-01-06,498.4024963378906
2025-01-07,497.70611572265625
2025-01-08,511.5838317871094
2025-01-09,497.6564025878906
2025-01-10,492.3341064453125
2025-01-13,480.24713134765625
2025-01-14,497.7558898925781
2025-01-15,491.6874694824219
2025-01-16,497.7558898925781
2025-01-17,501.88433837890625
2025-01-20,501.386962890625
2025-01-21,504.57037353515625
2025-01-22,477.5611267089844
2025-01-23,477.5611267089844
2025-01-24,476.3175964355469
2025-01-27,462.5394287109375
2025-01-28,474.377685546875
2025-01-29,486.7134094238281
2025-01-30,435.9281311035156
2025-01-31,420.01104736328125
2025-02-03,467.2648010253906
2025-02-04,483.7787170410156
2025-02-05,480.44610595703125
2025-02-06,477.2626953125
2025-02-07,474.1290283203125
2025-02-10,451.7953796386719
2025-02-11,413.94268798828125
2025-02-12,412.450439453125
2025-02-13,413.3457946777344
2025-02-14,401.9053955078125
2025-02-17,382.6059875488281
2025-02-18,387.0329284667969
2025-02-19,396.93133544921875
2025-02-20,411.0079650878906
2025-02-21,409.21728515625
2025-02-24,411.0577392578125
2025-02-25,412.7488708496094
2025-02-27,411.3561706542969
2025-02-28,432.1477966308594
2025-03-03,425.5820007324219
2025-03-04,445.7270202636719
2025-03-05,458.75909423828125
2025-03-06,453.486572265625
2025-03-07,455.5757141113281
2025-03-10,426.9747619628906
2025-03-11,422.19964599609375
2025-03-12,423.2939453125
2025-03-13,422.6473083496094
2025-03-17,422.39862060546875
2025-03-18,422.39862060546875
2025-03-19,437.6690368652344
2025-03-20,433.9881896972656
2025-03-21,434.83380126953125
2025-03-24,427.42242431640625
2025-03-25,436.375732421875
2025-03-26,433.29180908203125
2025-03-27,457.9632568359375
2025-03-28,443.4389343261719
2025-04-01,441.30010986328125
2025-04-02,448.41302490234375
2025-04-03,450.0047607421875
2025-04-04,430.4068603515625
2025-04-07,407.57586669921875
2025-04-08,417.72296142578125
2025-04-09,414.5395812988281
2025-04-11,425.63177490234375
2025-04-15,441.6482849121094
2025-04-16,443.3394470214844
2025-04-17,436.375732421875
2025-04-21,441.30010986328125
2025-04-22,451.74566650390625
2025-04-23,442.294921875
2025-04-24,431.60064697265625
2025-04-25,416.82763671875
2025-04-28,422.697021484375
2025-04-29,413.14678955078125
2025-04-30,406.8794860839844
2025-05-02,406.8794860839844
2025-05-05,421.5032958984375
2025-05-06,409.0680847167969
2025-05-07,414.5893249511719
2025-05-08,410.2121276855469
2025-05-09,410.162353515625
2025-05-12,415.83282470703125
2025-05-13,418.8172912597656
2025-05-14,430.25762939453125
2025-05-15,422.29913330078125
2025-05-16,422.1499328613281
2025-05-19,424.9353942871094
2025-05-20,427.72088623046875
2025-05-21,427.6711120605469
2025-05-22,425.0845947265625
2025-05-23,419.4141540527344
2025-05-26,418.96649169921875
2025-05-27,413.0473327636719
2025-05-28,407.0784606933594
2025-05-29,408.2722473144531
2025-05-30,406.13336181640625
2025-06-02,402.8504943847656
2025-06-03,400.9603271484375
2025-06-04,396.2349548339844
2025-06-05,392.0069885253906
2025-06-06,383.35211181640625
2025-06-09,400.6121520996094
2025-06-10,394.7925109863281
2025-06-11,393.3500061035156
2025-06-12,383.7003173828125
2025-06-13,379.1241455078125
2025-06-16,376.6371154785156
2025-06-17,356.79052734375
2025-06-18,344.9522399902344
2025-06-19,336.2475891113281
2025-06-20,353.75634765625
2025-06-23,373.1552429199219
2025-06-24,390.76348876953125
2025-06-25,389.271240234375
2025-06-26,387.3313903808594
2025-06-27,395.1406555175781
2025-06-30,370.5687255859375
2025-07-01,365.79364013671875
2025-07-02,360.023681640625
2025-07-03,360.1231689453125
2025-07-04,359.32733154296875
2025-07-07,356.79052734375
2025-07-08,358.287353515625
2025-07-09,356.9901123046875
2025-07-10,357.2395935058594
2025-07-11,355.44342041015625
2025-07-14,358.836181640625
2025-07-15,364.8733215332031
2025-07-16,369.7629089355469
2025-07-17,374.3032531738281
2025-07-18,384.1323547363281
2025-07-21,384.1822204589844
2025-07-22,389.42108154296875
2025-07-23,392.71405029296875
2025-07-24,392.8138427734375
2025-07-25,386.4274597167969
2025-07-28,379.6918029785156
2025-07-29,387.824462890625
2025-07-30,392.3648376464844
2025-07-31,393.86163330078125
2025-08-01,390.818115234375
2025-08-04,420.6047058105469
2025-08-05,414.16839599609375
2025-08-06,419.7565002441406
2025-08-07,414.5176696777344
2025-08-08,419.0080871582031
2025-08-11,419.35736083984375
2025-08-12,416.06439208984375
2025-08-13,440.5622253417969
2025-08-14,424.0473937988281
2025-08-18,481.9241943359375
2025-08-19,496.0940246582031
2025-08-20,494.996337890625
2025-08-21,512.9581298828125
2025-08-22,501.1831970214844
2025-08-25,500.9836120605469
2025-08-26,509.5653381347656
2025-08-28,495.6948547363281
2025-08-29,502.0812683105469
2025-09-01,497.69061279296875
2025-09-02,488.56005859375
2025-09-03,458.4241943359375
2025-09-04,516.0016479492188
2025-09-05,501.93157958984375
2025-09-08,509.9644775390625
2025-09-09,494.7967834472656
2025-09-10,488.6099548339844
2025-09-11,494.4974060058594
2025-09-12,493.8487854003906
2025-09-15,502.5802001953125
2025-09-16,506.3222351074219
2025-09-17,521.7393798828125
2025-09-18,553.3222045898438
2025-09-19,572.082275390625
2025-09-22,571.6331787109375
2025-09-23,558.26171875
2025-09-24,577.7202758789062
2025-09-25,558.0621337890625
2025-09-26,570.8348999023438
2025-09-29,549.4304809570312
2025-09-30,560.4071044921875
2025-10-01,563.45068359375
2025-10-03,558.7107543945312
2025-10-06,564.8975219726562
2025-10-07,560.9559936523438
2025-10-08,551.7755126953125
2025-10-09,556.216064453125
2025-10-10,557.5133056640625
2025-10-13,554.6693115234375
2025-10-14,541.3477172851562
2025-10-15,529.4729614257812
2025-10-16,532.7659912109375
2025-10-17,546.8858642578125
2025-10-20,556.764892578125
2025-10-21,557.4634399414062
2025-10-23,549.3805541992188
2025-10-24,549.0812377929688
2025-10-27,563.7999267578125
2025-10-28,569.3380737304688
2025-10-29,573.9283447265625
2025-10-30,565.0472412109375
2025-10-31,572.8306884765625
2025-11-03,594.4346923828125
2025-11-04,572.8306884765625
2025-11-06,535.7096557617188
2025-11-07,548.7319946289062
2025-11-10,552.5737915039062
2025-11-11,536.0589599609375
2025-11-12,534.2128295898438
2025-11-13,535.7595825195312
2025-11-14,529.173583984375
2025-11-17,519.843505859375
2025-11-18,523.2861328125
2025-11-19,536.0090942382812
2025-11-20,538.4537963867188
2025-11-21,538.9028930664062
2025-11-24,543.8922729492188
2025-11-25,533.813720703125
2025-11-26,538.30419921875
2025-11-27,538.9028930664062
2025-11-28,522.7373046875
2025-12-01,530.0717163085938
2025-12-02,522.5377807617188
2025-12-03,504.8753356933594
2025-12-04,504.42626953125
2025-12-05,503.42840576171875
2025-12-08,502.0812683105469
2025-12-09,506.3721618652344
2025-12-10,501.93157958984375
2025-12-11,506.1725769042969
2025-12-12,508.0186462402344
2025-12-15,508.7171325683594
2025-12-16,505.9729919433594
2025-12-17,494.8965759277344
2025-12-18,482.92205810546875
2025-12-19,485.2670593261719
2025-12-22,495.3456115722656
2025-12-23,505.1746826171875
2025-12-24,507.569580078125
2025-12-26,506.87109375
2025-12-29,496.8424072265625
2025-12-30,483.0717468261719
2025-12-31,487.0133361816406
2026-01-01,480.9761962890625
2026-01-02,482.52288818359375
2026-01-05,489.6078186035156
2026-01-06,489.00909423828125
2026-01-07,499.636474609375
2026-01-08,487.7617492675781
2026-01-09,484.21929931640625
2026-01-12,481.2755432128906
2026-01-13,486.7139892578125
2026-01-14,487.8116455078125
2026-01-16,483.8201599121094
2026-01-19,475.0887451171875
2026-01-20,475.2882995605469
2026-01-21,478.8806457519531
2026-01-22,479.6789855957031
2026-01-23,480.7267150878906
2026-01-27,485.017578125
2026-01-28,488.1109924316406
2026-01-29,488.56005859375
2026-01-30,498.9379577636719
2026-02-02,506.72137451171875
2026-02-03,509.06640625
2026-02-04,495.4454040527344
2026-02-05,488.8095397949219
2026-02-06,484.41888427734375
2026-02-09,496.4931640625
2026-02-10,516.5504760742188
2026-02-11,520.4920654296875
2026-02-12,515.35302734375
2026-02-13,506.92095947265625
2026-02-16,509.06640625
2026-02-17,498.7882995605469
2026-02-18,489.1587829589844
2026-02-19,490.056884765625
2026-02-20,485.16729736328125
2026-02-23,485.2171630859375
2026-02-24,480.17791748046875
2026-02-25,479.8785400390625
2026-02-26,489.258544921875
2026-02-27,482.4231262207031
2026-03-02,476.83502197265625
2026-03-04,481.2755432128906
2026-03-05,467.1556091308594
2026-03-06,462.1662292480469
2026-03-09,459.172607421875
2026-03-10,461.3679504394531
2026-03-11,452.3870544433594
2026-03-12,453.0855407714844
2026-03-13,449.8923645019531
2026-03-16,443.2565002441406
2026-03-17,446.15032958984375
2026-03-18,448.8945007324219
2026-03-19,451.1896057128906
2026-03-20,456.7777099609375
2026-03-23,458.8233337402344
2026-03-24,467.55474853515625
2026-03-25,479.3297119140625
2026-03-27,488.1609191894531
2026-03-30,477.08447265625
2026-04-01,467.0558166503906
2026-04-02,458.8732604980469
2026-04-06,459.322265625
2026-04-07,461.4677429199219
2026-04-08,477.6832275390625
2026-04-09,474.88916015625
2026-04-10,480.0281982421875
2026-04-13,502.5802001953125
2026-04-15,511.660888671875
2026-04-16,516.1513061523438
2026-04-17,522.3381958007812
2026-04-20,511.0122375488281
2026-04-21,506.8211669921875
2026-04-22,507.2702331542969
2026-04-23,503.2787170410156
2026-04-24,494.74688720703125
2026-04-27,516.301025390625
2026-04-28,541.5473022460938
2026-04-29,533.813720703125
2026-04-30,523.4857177734375
2026-05-01,523.4857177734375
2026-05-04,540.9984741210938
2026-05-05,554.6693115234375
2026-05-06,556.5154418945312
2026-05-07,555.0186157226562
2026-05-08,555.1183471679688
2026-05-11,542.5950317382812
2026-05-12,539.9007568359375
2026-05-13,541.0982055664062
2026-05-14,550.8275146484375
2026-05-15,550.92724609375
2026-05-18,550.1788940429688
2026-05-19,550.2786865234375
2026-05-20,540.2001342773438
2026-05-21,529.722412109375
2026-05-22,535.3604125976562
2026-05-25,534.8615112304688
2026-05-26,535.9092407226562
2026-05-27,534.2128295898438
2026-05-28,534.2128295898438
2026-05-29,533.7139282226562
2026-06-01,521.1406860351562
2026-06-02,507.12054443359375
2026-06-03,524.8827514648438
2026-06-04,535.6099243164062
2026-06-05,550.0292358398438
2026-06-08,535.9591674804688
2026-06-09,536.95703125
2026-06-10,534.2128295898438
2026-06-11,520.2426147460938
2026-06-12,535.7595825195312
2026-06-15,566.19482421875
2026-06-16,589.6448974609375
2026-06-17,606.2096557617188
2026-06-18,616.1384887695312
2026-06-19,628.5620727539062
2026-06-22,634.8985595703125
2026-06-23,623.07373046875
2026-06-24,643.03125
2026-06-25,659.0970458984375
2026-06-26,659.0970458984375
2026-06-29,667.1299438476562
2026-06-30,656.7520751953125
2026-07-01,645.2764892578125
2026-07-02,638.9898071289062
2026-07-03,637.1936645507812
2026-07-06,648.3200073242188
2026-07-07,649.86669921875
