Date,SBFC
2023-08-16,92.19999694824219
2023-08-17,89.9000015258789
2023-08-18,88.25
2023-08-21,86.05000305175781
2023-08-22,90.3499984741211
2023-08-23,87.80000305175781
2023-08-24,88.25
2023-08-25,88.30000305175781
2023-08-28,86.94999694824219
2023-08-29,86.0999984741211
2023-08-30,89.1500015258789
2023-08-31,88.0
2023-09-01,86.8499984741211
2023-09-04,86.4000015258789
2023-09-05,87.0
2023-09-06,87.0
2023-09-07,89.3499984741211
2023-09-08,88.9000015258789
2023-09-11,86.80000305175781
2023-09-12,85.19999694824219
2023-09-13,84.30000305175781
2023-09-14,86.5
2023-09-15,85.9000015258789
2023-09-18,85.6500015258789
2023-09-20,86.55000305175781
2023-09-21,84.94999694824219
2023-09-22,85.19999694824219
2023-09-25,83.69999694824219
2023-09-26,83.19999694824219
2023-09-27,83.05000305175781
2023-09-28,82.94999694824219
2023-09-29,83.25
2023-10-03,82.80000305175781
2023-10-04,81.69999694824219
2023-10-05,84.1500015258789
2023-10-06,86.8499984741211
2023-10-09,83.0
2023-10-10,84.30000305175781
2023-10-11,84.5999984741211
2023-10-12,83.4000015258789
2023-10-13,84.25
2023-10-16,84.1500015258789
2023-10-17,83.30000305175781
2023-10-18,82.80000305175781
2023-10-19,82.9000015258789
2023-10-20,84.5
2023-10-23,82.30000305175781
2023-10-25,83.25
2023-10-26,82.19999694824219
2023-10-27,84.55000305175781
2023-10-30,83.55000305175781
2023-10-31,82.6500015258789
2023-11-01,82.3499984741211
2023-11-02,81.8499984741211
2023-11-03,81.8499984741211
2023-11-06,82.6500015258789
2023-11-07,82.69999694824219
2023-11-08,83.0999984741211
2023-11-09,84.80000305175781
2023-11-10,83.75
2023-11-13,91.8499984741211
2023-11-15,91.25
2023-11-16,90.5999984741211
2023-11-17,91.4000015258789
2023-11-20,90.8499984741211
2023-11-21,90.8499984741211
2023-11-22,90.55000305175781
2023-11-23,87.9000015258789
2023-11-24,87.75
2023-11-28,86.19999694824219
2023-11-29,85.8499984741211
2023-11-30,90.0
2023-12-01,89.75
2023-12-04,89.75
2023-12-05,88.25
2023-12-06,87.6500015258789
2023-12-07,87.4000015258789
2023-12-08,86.44999694824219
2023-12-11,90.0
2023-12-12,94.05000305175781
2023-12-13,92.9000015258789
2023-12-14,93.1500015258789
2023-12-15,93.94999694824219
2023-12-18,94.44999694824219
2023-12-19,92.4000015258789
2023-12-20,87.0999984741211
2023-12-21,89.9000015258789
2023-12-22,89.0999984741211
2023-12-26,89.55000305175781
2023-12-27,90.05000305175781
2023-12-28,89.8499984741211
2023-12-29,89.4000015258789
2024-01-01,89.0
2024-01-02,88.0
2024-01-03,91.3499984741211
2024-01-04,90.44999694824219
2024-01-05,90.1500015258789
2024-01-08,89.19999694824219
2024-01-09,88.75
2024-01-10,88.05000305175781
2024-01-11,87.0999984741211
2024-01-12,87.75
2024-01-15,87.75
2024-01-16,87.0
2024-01-17,85.8499984741211
2024-01-18,86.30000305175781
2024-01-19,85.94999694824219
2024-01-23,85.05000305175781
2024-01-24,86.0
2024-01-25,89.30000305175781
2024-01-29,89.6500015258789
2024-01-30,87.94999694824219
2024-01-31,89.94999694824219
2024-02-01,88.5999984741211
2024-02-02,87.4000015258789
2024-02-05,86.30000305175781
2024-02-06,86.69999694824219
2024-02-07,86.6500015258789
2024-02-08,87.94999694824219
2024-02-09,87.8499984741211
2024-02-12,85.94999694824219
2024-02-13,85.5999984741211
2024-02-14,86.05000305175781
2024-02-15,86.25
2024-02-16,88.8499984741211
2024-02-19,89.75
2024-02-20,90.94999694824219
2024-02-21,89.25
2024-02-22,88.94999694824219
2024-02-23,89.0999984741211
2024-02-26,88.0999984741211
2024-02-27,87.94999694824219
2024-02-28,86.44999694824219
2024-02-29,84.5999984741211
2024-03-01,84.0
2024-03-04,89.80000305175781
2024-03-05,91.6500015258789
2024-03-06,91.6500015258789
2024-03-07,82.19999694824219
2024-03-11,82.55000305175781
2024-03-12,79.9000015258789
2024-03-13,73.3499984741211
2024-03-14,77.6500015258789
2024-03-15,77.3499984741211
2024-03-18,79.80000305175781
2024-03-19,78.5
2024-03-20,77.44999694824219
2024-03-21,81.0999984741211
2024-03-22,83.30000305175781
2024-03-26,80.55000305175781
2024-03-27,80.80000305175781
2024-03-28,81.94999694824219
2024-04-01,83.25
2024-04-02,83.94999694824219
2024-04-03,84.44999694824219
2024-04-04,83.44999694824219
2024-04-05,83.44999694824219
2024-04-08,82.9000015258789
2024-04-09,82.75
2024-04-10,86.55000305175781
2024-04-12,87.5999984741211
2024-04-15,86.80000305175781
2024-04-16,87.44999694824219
2024-04-18,88.25
2024-04-19,87.80000305175781
2024-04-22,88.0
2024-04-23,88.19999694824219
2024-04-24,89.4000015258789
2024-04-25,90.9000015258789
2024-04-26,90.30000305175781
2024-04-29,91.6500015258789
2024-04-30,87.3499984741211
2024-05-02,88.19999694824219
2024-05-03,85.75
2024-05-06,83.55000305175781
2024-05-07,81.1500015258789
2024-05-08,84.19999694824219
2024-05-09,81.55000305175781
2024-05-10,82.75
2024-05-13,81.25
2024-05-14,81.5999984741211
2024-05-15,82.3499984741211
2024-05-16,81.5
2024-05-17,81.9000015258789
2024-05-21,81.69999694824219
2024-05-22,82.80000305175781
2024-05-23,82.25
2024-05-24,83.44999694824219
2024-05-27,82.75
2024-05-28,81.94999694824219
2024-05-29,82.1500015258789
2024-05-30,81.25
2024-05-31,81.19999694824219
2024-06-03,82.44999694824219
2024-06-04,80.05000305175781
2024-06-05,82.05000305175781
2024-06-06,83.25
2024-06-07,84.5999984741211
2024-06-10,85.0199966430664
2024-06-11,84.95999908447266
2024-06-12,84.86000061035156
2024-06-13,85.08999633789062
2024-06-14,86.19000244140625
2024-06-18,86.47000122070312
2024-06-19,86.27999877929688
2024-06-20,86.86000061035156
2024-06-21,85.22000122070312
2024-06-24,85.62000274658203
2024-06-25,84.93000030517578
2024-06-26,84.36000061035156
2024-06-27,82.5999984741211
2024-06-28,82.33999633789062
2024-07-01,83.88999938964844
2024-07-02,82.72000122070312
2024-07-03,83.62999725341797
2024-07-04,83.25
2024-07-05,83.45999908447266
2024-07-08,83.94999694824219
2024-07-09,83.18000030517578
2024-07-10,82.37000274658203
2024-07-11,81.93000030517578
2024-07-12,81.9000015258789
2024-07-15,82.04000091552734
2024-07-16,81.30999755859375
2024-07-18,81.0999984741211
2024-07-19,81.12000274658203
2024-07-22,80.05000305175781
2024-07-23,82.01000213623047
2024-07-24,81.81999969482422
2024-07-25,80.75
2024-07-26,82.30999755859375
2024-07-29,83.81999969482422
2024-07-30,82.41999816894531
2024-07-31,84.7300033569336
2024-08-01,84.16999816894531
2024-08-02,82.5999984741211
2024-08-05,80.12000274658203
2024-08-06,80.38999938964844
2024-08-07,80.83000183105469
2024-08-08,81.05000305175781
2024-08-09,81.2699966430664
2024-08-12,81.58000183105469
2024-08-13,81.45999908447266
2024-08-14,84.61000061035156
2024-08-16,84.11000061035156
2024-08-19,84.36000061035156
2024-08-20,84.62000274658203
2024-08-21,86.01000213623047
2024-08-22,86.5999984741211
2024-08-23,84.55999755859375
2024-08-26,84.98999786376953
2024-08-27,87.04000091552734
2024-08-28,87.08000183105469
2024-08-29,83.94999694824219
2024-08-30,84.37999725341797
2024-09-02,83.88999938964844
2024-09-03,83.79000091552734
2024-09-04,84.2699966430664
2024-09-05,84.02999877929688
2024-09-06,82.52999877929688
2024-09-09,82.4800033569336
2024-09-10,86.16000366210938
2024-09-11,83.97000122070312
2024-09-12,84.16999816894531
2024-09-13,83.7699966430664
2024-09-16,86.36000061035156
2024-09-17,86.80999755859375
2024-09-18,86.98999786376953
2024-09-19,87.54000091552734
2024-09-20,88.18000030517578
2024-09-23,105.62000274658203
2024-09-24,97.94999694824219
2024-09-25,93.5
2024-09-26,90.91000366210938
2024-09-27,93.7300033569336
2024-09-30,94.47000122070312
2024-10-01,92.83999633789062
2024-10-03,89.66999816894531
2024-10-04,90.4000015258789
2024-10-07,86.51000213623047
2024-10-08,90.37000274658203
2024-10-09,89.04000091552734
2024-10-10,88.91000366210938
2024-10-11,89.91999816894531
2024-10-14,89.87000274658203
2024-10-15,89.05999755859375
2024-10-16,90.19999694824219
2024-10-17,88.0199966430664
2024-10-18,87.52999877929688
2024-10-21,84.58000183105469
2024-10-22,81.97000122070312
2024-10-23,81.2300033569336
2024-10-24,80.55999755859375
2024-10-25,78.83000183105469
2024-10-28,81.33999633789062
2024-10-29,84.79000091552734
2024-10-30,83.62000274658203
2024-10-31,86.83999633789062
2024-11-01,86.9800033569336
2024-11-04,84.9000015258789
2024-11-05,85.08000183105469
2024-11-06,85.52999877929688
2024-11-07,85.79000091552734
2024-11-08,84.80999755859375
2024-11-11,84.36000061035156
2024-11-12,83.62000274658203
2024-11-13,81.86000061035156
2024-11-14,82.91000366210938
2024-11-18,83.80999755859375
2024-11-19,84.41999816894531
2024-11-21,84.55000305175781
2024-11-22,84.2699966430664
2024-11-25,87.93000030517578
2024-11-26,87.62999725341797
2024-11-27,85.73999786376953
2024-11-28,85.44000244140625
2024-11-29,86.91999816894531
2024-12-02,85.91000366210938
2024-12-03,87.91000366210938
2024-12-04,87.69000244140625
2024-12-05,87.30000305175781
2024-12-06,87.12999725341797
2024-12-09,89.54000091552734
2024-12-10,93.37000274658203
2024-12-11,94.16000366210938
2024-12-12,92.0
2024-12-13,92.23999786376953
2024-12-16,92.06999969482422
2024-12-17,88.45999908447266
2024-12-18,87.54000091552734
2024-12-19,86.75
2024-12-20,84.54000091552734
2024-12-23,85.08999633789062
2024-12-24,85.62999725341797
2024-12-26,87.02999877929688
2024-12-27,89.12999725341797
2024-12-30,89.37000274658203
2024-12-31,90.70999908447266
2025-01-01,89.77999877929688
2025-01-02,91.16000366210938
2025-01-03,89.75
2025-01-06,86.55000305175781
2025-01-07,90.62999725341797
2025-01-08,88.87999725341797
2025-01-09,87.02999877929688
2025-01-10,87.45999908447266
2025-01-13,83.12999725341797
2025-01-14,85.22000122070312
2025-01-15,84.94000244140625
2025-01-16,85.1500015258789
2025-01-17,86.56999969482422
2025-01-20,89.97000122070312
2025-01-21,89.16999816894531
2025-01-22,89.7300033569336
2025-01-23,89.55000305175781
2025-01-24,88.16000366210938
2025-01-27,85.73999786376953
2025-01-28,84.12999725341797
2025-01-29,85.66000366210938
2025-01-30,85.0999984741211
2025-01-31,85.25
2025-02-03,85.0199966430664
2025-02-04,84.83000183105469
2025-02-05,83.55000305175781
2025-02-06,84.98999786376953
2025-02-07,83.48999786376953
2025-02-10,82.38999938964844
2025-02-11,81.43000030517578
2025-02-12,84.63999938964844
2025-02-13,84.91999816894531
2025-02-14,82.41000366210938
2025-02-17,80.80999755859375
2025-02-18,81.5
2025-02-19,84.12000274658203
2025-02-20,85.41000366210938
2025-02-21,87.05000305175781
2025-02-24,86.52999877929688
2025-02-25,87.55999755859375
2025-02-27,86.79000091552734
2025-02-28,88.2699966430664
2025-03-03,85.87000274658203
2025-03-04,85.8499984741211
2025-03-05,86.6500015258789
2025-03-06,87.08000183105469
2025-03-07,86.5999984741211
2025-03-10,86.29000091552734
2025-03-11,85.05000305175781
2025-03-12,83.70999908447266
2025-03-13,83.31999969482422
2025-03-17,82.6500015258789
2025-03-18,82.6500015258789
2025-03-19,84.5199966430664
2025-03-20,83.63999938964844
2025-03-21,87.9800033569336
2025-03-24,89.30999755859375
2025-03-25,90.08000183105469
2025-03-26,88.47000122070312
2025-03-27,89.25
2025-03-28,88.23999786376953
2025-04-01,89.83000183105469
2025-04-02,92.76000213623047
2025-04-03,92.86000061035156
2025-04-04,92.94999694824219
2025-04-07,88.8499984741211
2025-04-08,88.88999938964844
2025-04-09,86.91000366210938
2025-04-11,89.66999816894531
2025-04-15,93.91000366210938
2025-04-16,98.33000183105469
2025-04-17,97.66999816894531
2025-04-21,101.54000091552734
2025-04-22,104.27999877929688
2025-04-23,108.26000213623047
2025-04-24,107.41000366210938
2025-04-25,106.1500015258789
2025-04-28,105.79000091552734
2025-04-29,102.12000274658203
2025-04-30,102.25
2025-05-02,100.30999755859375
2025-05-05,99.16999816894531
2025-05-06,96.04000091552734
2025-05-07,97.22000122070312
2025-05-08,99.37000274658203
2025-05-09,98.52999877929688
2025-05-12,100.72000122070312
2025-05-13,100.20999908447266
2025-05-14,109.48999786376953
2025-05-15,108.69999694824219
2025-05-16,107.87000274658203
2025-05-19,106.05000305175781
2025-05-20,103.93000030517578
2025-05-21,105.05000305175781
2025-05-22,105.73999786376953
2025-05-23,106.9800033569336
2025-05-26,105.80000305175781
2025-05-27,106.77999877929688
2025-05-28,108.73999786376953
2025-05-29,110.87000274658203
2025-05-30,112.91999816894531
2025-06-02,114.4800033569336
2025-06-03,112.56999969482422
2025-06-04,113.66000366210938
2025-06-05,112.77999877929688
2025-06-06,114.5
2025-06-09,113.5
2025-06-10,114.61000061035156
2025-06-11,112.44999694824219
2025-06-12,111.58000183105469
2025-06-13,110.44000244140625
2025-06-16,108.55999755859375
2025-06-17,108.33999633789062
2025-06-18,107.3499984741211
2025-06-19,104.41000366210938
2025-06-20,103.05000305175781
2025-06-23,103.41999816894531
2025-06-24,107.56999969482422
2025-06-25,106.58999633789062
2025-06-26,104.23999786376953
2025-06-27,106.58999633789062
2025-06-30,112.12999725341797
2025-07-01,107.91999816894531
2025-07-02,107.31999969482422
2025-07-03,110.94000244140625
2025-07-04,110.88999938964844
2025-07-07,112.73999786376953
2025-07-08,110.79000091552734
2025-07-09,113.41000366210938
2025-07-10,115.4800033569336
2025-07-11,119.0199966430664
2025-07-14,117.37999725341797
2025-07-15,117.83999633789062
2025-07-16,118.04000091552734
2025-07-17,117.58999633789062
2025-07-18,115.58999633789062
2025-07-21,114.58999633789062
2025-07-22,118.05999755859375
2025-07-23,118.56999969482422
2025-07-24,114.48999786376953
2025-07-25,109.45999908447266
2025-07-28,111.4000015258789
2025-07-29,106.68000030517578
2025-07-30,106.02999877929688
2025-07-31,104.72000122070312
2025-08-01,101.33999633789062
2025-08-04,103.31999969482422
2025-08-05,103.94000244140625
2025-08-06,102.5
2025-08-07,102.63999938964844
2025-08-08,101.33000183105469
2025-08-11,102.36000061035156
2025-08-12,102.36000061035156
2025-08-13,103.36000061035156
2025-08-14,104.9800033569336
2025-08-18,108.5
2025-08-19,111.80999755859375
2025-08-20,111.87000274658203
2025-08-21,113.58999633789062
2025-08-22,113.43000030517578
2025-08-25,112.16999816894531
2025-08-26,108.11000061035156
2025-08-28,105.25
2025-08-29,105.5999984741211
2025-09-01,108.05999755859375
2025-09-02,104.05000305175781
2025-09-03,107.80000305175781
2025-09-04,106.30999755859375
2025-09-05,106.81999969482422
2025-09-08,106.83000183105469
2025-09-09,106.31999969482422
2025-09-10,106.98999786376953
2025-09-11,106.27999877929688
2025-09-12,106.66999816894531
2025-09-15,106.58999633789062
2025-09-16,106.83999633789062
2025-09-17,108.19999694824219
2025-09-18,107.87000274658203
2025-09-19,107.44000244140625
2025-09-22,109.33000183105469
2025-09-23,111.66000366210938
2025-09-24,112.13999938964844
2025-09-25,108.91000366210938
2025-09-26,106.56999969482422
2025-09-29,107.43000030517578
2025-09-30,105.98999786376953
2025-10-01,109.01000213623047
2025-10-03,108.37000274658203
2025-10-06,110.19999694824219
2025-10-07,110.68000030517578
2025-10-08,108.55000305175781
2025-10-09,108.63999938964844
2025-10-10,108.76000213623047
2025-10-13,105.98999786376953
2025-10-14,106.9800033569336
2025-10-15,108.1500015258789
2025-10-16,107.91000366210938
2025-10-17,112.83000183105469
2025-10-20,111.1500015258789
2025-10-21,115.80000305175781
2025-10-23,111.7699966430664
2025-10-24,115.4800033569336
2025-10-27,114.80000305175781
2025-10-28,114.9800033569336
2025-10-29,114.19000244140625
2025-10-30,113.77999877929688
2025-10-31,114.08000183105469
2025-11-03,118.5
2025-11-04,117.5199966430664
2025-11-06,112.4000015258789
2025-11-07,113.97000122070312
2025-11-10,112.31999969482422
2025-11-11,110.37999725341797
2025-11-12,109.75
