Date,ZYDUSLIFE
2000-04-27,11.717744827270508
2000-04-28,11.056394577026367
2000-05-01,11.056394577026367
2000-05-02,10.174651145935059
2000-05-03,9.500648498535156
2000-05-04,10.262364387512207
2000-05-05,11.084089279174805
2000-05-08,11.97044849395752
2000-05-09,12.930669784545898
2000-05-10,13.96475601196289
2000-05-11,14.915740966796875
2000-05-12,14.223278045654297
2000-05-15,15.07270336151123
2000-05-16,15.07270336151123
2000-05-17,15.285058975219727
2000-05-18,14.56489372253418
2000-05-19,15.52049732208252
2000-05-22,15.529731750488281
2000-05-23,14.64337158203125
2000-05-24,14.77263069152832
2000-05-25,14.71723461151123
2000-05-26,14.768019676208496
2000-05-29,15.234281539916992
2000-05-30,16.014461517333984
2000-05-31,17.28859519958496
2000-06-01,17.154720306396484
2000-06-02,17.805639266967773
2000-06-05,17.944135665893555
2000-06-06,19.052080154418945
2000-06-07,20.441631317138672
2000-06-08,21.406463623046875
2000-06-09,19.87380599975586
2000-06-12,18.28575325012207
2000-06-13,17.353227615356445
2000-06-14,18.438093185424805
2000-06-15,17.902587890625
2000-06-16,18.239585876464844
2000-06-19,18.20726776123047
2000-06-20,18.41963005065918
2000-06-21,17.65791130065918
2000-06-22,17.265512466430664
2000-06-23,16.39762306213379
2000-06-26,15.760554313659668
2000-06-27,15.27120590209961
2000-06-28,15.62667465209961
2000-06-29,15.497417449951172
2000-06-30,15.206579208374023
2000-07-03,15.335834503173828
2000-07-04,14.934210777282715
2000-07-05,16.005231857299805
2000-07-06,15.862113952636719
2000-07-07,15.132720947265625
2000-07-10,15.035772323608398
2000-07-11,14.76340103149414
2000-07-12,15.141948699951172
2000-07-13,15.188111305236816
2000-07-14,14.864961624145508
2000-07-17,14.883428573608398
2000-07-18,14.624903678894043
2000-07-19,14.721850395202637
2000-07-20,14.48641300201416
2000-07-21,13.950906753540039
2000-07-24,12.83834171295166
2000-07-25,12.37669849395752
2000-07-26,13.36923599243164
2000-07-27,13.743162155151367
2000-07-28,12.893738746643066
2000-07-31,12.53365421295166
2000-08-01,12.501341819763184
2000-08-02,12.330531120300293
2000-08-03,12.565972328186035
2000-08-04,12.432090759277344
2000-08-07,11.891968727111816
2000-08-08,11.799640655517578
2000-08-09,12.302831649780273
2000-08-10,12.339762687683105
2000-08-11,12.168957710266113
2000-08-14,12.164338111877441
2000-08-15,12.164338111877441
2000-08-16,12.4505615234375
2000-08-17,12.42747974395752
2000-08-18,12.404394149780273
2000-08-21,12.50595474243164
2000-08-22,12.312066078186035
2000-08-23,12.4505615234375
2000-08-24,12.487489700317383
2000-08-25,13.032238006591797
2000-08-28,12.787559509277344
2000-08-29,12.644450187683105
2000-08-30,12.746012687683105
2000-08-31,12.87065315246582
2000-09-01,12.87065315246582
2000-09-04,12.736780166625977
2000-09-05,12.50595474243164
2000-09-06,13.092248916625977
2000-09-07,13.798562049865723
2000-09-08,13.392314910888672
2000-09-11,12.889124870300293
2000-09-12,12.4505615234375
2000-09-13,12.524425506591797
2000-09-14,12.552120208740234
2000-09-15,12.182807922363281
2000-09-18,11.822722434997559
2000-09-19,11.541119575500488
2000-09-20,12.02122974395752
2000-09-21,11.896585464477539
2000-09-22,11.430322647094727
2000-09-25,11.975064277648926
2000-09-26,11.762707710266113
2000-09-27,11.96583080291748
2000-09-28,11.901202201843262
2000-09-29,11.864269256591797
2000-10-02,11.864269256591797
2000-10-03,11.887351989746094
2000-10-04,12.06278133392334
2000-10-05,11.984298706054688
2000-10-06,11.998147010803223
2000-10-09,11.799640655517578
2000-10-10,11.513421058654785
2000-10-11,11.37492561340332
2000-10-12,10.811718940734863
2000-10-13,10.91328239440918
2000-10-16,10.94097900390625
2000-10-17,10.668612480163574
2000-10-18,10.728626251220703
2000-10-19,10.894817352294922
2000-10-20,10.585515022277832
2000-10-23,10.516267776489258
2000-10-24,10.62706184387207
2000-10-25,11.481103897094727
2000-10-26,11.891968727111816
2000-10-27,11.83657455444336
2000-10-30,11.822722434997559
2000-10-31,12.215120315551758
2000-11-01,12.34899616241455
2000-11-02,12.155106544494629
2000-11-03,12.168957710266113
2000-11-06,12.385931015014648
2000-11-07,13.152257919311523
2000-11-08,13.359999656677246
2000-11-09,13.064546585083008
2000-11-10,12.976832389831543
2000-11-13,12.575201988220215
2000-11-14,13.184575080871582
2000-11-15,13.166109085083008
2000-11-16,13.166109085083008
2000-11-17,13.396936416625977
2000-11-20,13.281519889831543
2000-11-21,13.46156120300293
2000-11-22,14.209429740905762
2000-11-23,14.214042663574219
2000-11-24,14.149415016174316
2000-11-27,14.177108764648438
2000-11-28,13.526191711425781
2000-11-29,13.909358978271484
2000-11-30,13.960136413574219
2000-12-01,14.038616180419922
2000-12-04,14.038616180419922
2000-12-05,14.00168514251709
2000-12-06,14.227890968322754
2000-12-07,14.057082176208496
2000-12-08,14.227890968322754
2000-12-11,15.261979103088379
2000-12-12,15.792868614196777
2000-12-13,15.483566284179688
2000-12-14,15.391234397888184
2000-12-15,14.597208976745605
2000-12-18,14.777249336242676
2000-12-19,14.431017875671387
2000-12-20,14.698766708374023
2000-12-21,14.2371244430542
2000-12-22,14.12171459197998
2000-12-25,14.12171459197998
2000-12-26,13.761628150939941
2000-12-27,14.144797325134277
2000-12-28,14.412549018859863
2000-12-29,14.578746795654297
2001-01-01,14.76340103149414
2001-01-02,14.948057174682617
2001-01-03,15.317375183105469
2001-01-04,15.529731750488281
2001-01-05,15.391234397888184
2001-01-08,15.220428466796875
2001-01-09,15.409703254699707
2001-01-10,15.543581008911133
2001-01-11,15.137336730957031
2001-01-12,14.675683975219727
2001-01-15,14.66645336151123
2001-01-16,14.301755905151367
2001-01-17,14.435633659362793
2001-01-18,14.421781539916992
2001-01-19,14.444868087768555
2001-01-22,15.169644355773926
2001-01-23,14.73108196258545
2001-01-24,14.592588424682617
2001-01-25,14.287908554077148
2001-01-26,14.287908554077148
2001-01-29,13.673920631408691
2001-01-30,13.189188957214355
2001-01-31,13.143026351928711
2001-02-01,13.115325927734375
2001-02-02,13.06916332244873
2001-02-05,13.493877410888672
2001-02-06,13.595436096191406
2001-02-07,13.960136413574219
2001-02-08,14.287908554077148
2001-02-09,14.357152938842773
2001-02-12,14.227890968322754
2001-02-13,14.052468299865723
2001-02-14,14.13094711303711
2001-02-15,14.10324478149414
2001-02-16,13.923209190368652
2001-02-19,13.46156120300293
2001-02-20,13.516961097717285
2001-02-21,13.623139381408691
2001-02-22,13.701619148254395
2001-02-23,13.641605377197266
2001-02-26,13.82164478302002
2001-02-27,13.858576774597168
2001-02-28,13.867810249328613
2001-03-01,13.858576774597168
2001-03-02,13.563121795654297
2001-03-05,12.916817665100098
2001-03-06,12.916817665100098
2001-03-07,13.323064804077148
2001-03-08,13.341535568237305
2001-03-09,13.013763427734375
2001-03-12,12.856804847717285
2001-03-13,11.975064277648926
2001-03-14,12.575201988220215
2001-03-15,12.815260887145996
2001-03-16,12.66291618347168
2001-03-19,12.40900993347168
2001-03-20,12.27513599395752
2001-03-21,12.325913429260254
2001-03-22,12.279751777648926
2001-03-23,11.891968727111816
2001-03-26,11.961217880249023
2001-03-27,12.053545951843262
2001-03-28,12.445941925048828
2001-03-29,12.473641395568848
2001-03-30,11.878120422363281
2001-04-02,11.448790550231934
2001-04-03,11.333381652832031
2001-04-04,11.16257095336914
2001-04-05,11.16257095336914
2001-04-06,11.130256652832031
2001-04-09,10.91328239440918
2001-04-10,10.65937614440918
2001-04-11,10.668612480163574
2001-04-12,10.114638328552246
2001-04-13,10.114638328552246
2001-04-16,9.842267036437988
2001-04-17,9.699153900146484
2001-04-18,10.170034408569336
2001-04-19,10.520885467529297
2001-04-20,10.493185997009277
2001-04-23,10.47010326385498
2001-04-24,10.326992988586426
2001-04-25,10.65937614440918
2001-04-26,10.488569259643555
2001-04-27,9.65299129486084
2001-04-30,9.108251571655273
2001-05-01,9.108251571655273
2001-05-02,9.389854431152344
2001-05-03,9.2929105758667
2001-05-04,9.039003372192383
2001-05-07,9.103633880615234
2001-05-08,8.983607292175293
2001-05-09,9.20519733428955
2001-05-10,9.186732292175293
2001-05-11,9.043621063232422
2001-05-14,9.117484092712402
2001-05-15,8.923591613769531
2001-05-16,9.634527206420898
2001-05-17,9.583745956420898
2001-05-18,9.736090660095215
2001-05-21,9.57912826538086
2001-05-22,9.689923286437988
2001-05-23,9.694539070129395
2001-05-24,9.629910469055176
2001-05-25,9.417553901672363
2001-05-28,9.265209197998047
2001-05-29,9.191347122192383
2001-05-30,9.846881866455078
2001-05-31,10.62706184387207
2001-06-01,9.985376358032227
2001-06-04,9.823801040649414
2001-06-05,9.380622863769531
2001-06-06,9.500648498535156
2001-06-07,9.279060363769531
2001-06-08,9.431405067443848
2001-06-11,9.606827735900879
2001-06-12,9.556046485900879
2001-06-13,9.731472969055176
2001-06-14,9.408319473266602
2001-06-15,9.265209197998047
2001-06-18,9.502486228942871
2001-06-19,9.507258415222168
2001-06-20,9.249659538269043
2001-06-21,9.240118026733398
2001-06-22,9.130398750305176
2001-06-25,8.887113571166992
2001-06-26,9.063614845275879
2001-06-27,9.106547355651855
2001-06-28,9.073156356811523
2001-06-29,8.968210220336914
2001-07-02,9.168563842773438
2001-07-03,8.996831893920898
2001-07-04,9.063614845275879
2001-07-05,9.097010612487793
2001-07-06,9.101778984069824
2001-07-09,9.044533729553223
2001-07-10,9.111316680908203
2001-07-11,9.230574607849121
2001-07-12,9.306901931762695
2001-07-13,9.201955795288086
2001-07-16,9.221036911010742
2001-07-17,9.297361373901367
2001-07-18,9.225808143615723
2001-07-19,9.077926635742188
2001-07-20,9.025452613830566
2001-07-23,9.034992218017578
2001-07-24,8.744003295898438
2001-07-25,8.109551429748535
2001-07-26,8.181105613708496
2001-07-27,8.181105613708496
2001-07-30,8.204957008361816
2001-07-31,8.162023544311523
2001-08-01,8.147712707519531
