Date,CERA
2007-11-02,61.39891052246094
2007-11-05,61.181949615478516
2007-11-06,61.61589050292969
2007-11-07,65.08719635009766
2007-11-08,64.52310943603516
2007-11-12,64.00240325927734
2007-11-13,64.95702362060547
2007-11-14,61.181949615478516
2007-11-15,65.08719635009766
2007-11-16,58.686946868896484
2007-11-19,60.748046875
2007-11-20,65.95503234863281
2007-11-21,64.2193603515625
2007-11-22,65.08719635009766
2007-11-23,65.0438003540039
2007-11-26,64.2193603515625
2007-11-27,63.76374053955078
2007-11-28,62.91761016845703
2007-11-29,62.91761016845703
2007-11-30,62.91761016845703
2007-12-03,62.48371505737305
2007-12-04,61.48569869995117
2007-12-05,63.98069763183594
2007-12-06,65.97673034667969
2007-12-07,62.91761016845703
2007-12-10,61.61589050292969
2007-12-11,65.06549072265625
2007-12-12,65.82484436035156
2007-12-13,71.59590911865234
2007-12-14,78.43006134033203
2007-12-17,73.7437744140625
2007-12-18,74.19940948486328
2007-12-19,65.08719635009766
2007-12-20,73.7654800415039
2007-12-24,75.13231658935547
2007-12-26,75.15401458740234
2007-12-27,74.2427978515625
2007-12-28,73.63532257080078
2007-12-31,88.08465576171875
2008-01-01,95.02728271484375
2008-01-02,93.11808013916016
2008-01-03,91.3824234008789
2008-01-04,90.36270904541016
2008-01-07,86.7829360961914
2008-01-08,82.22681427001953
2008-01-09,80.49116516113281
2008-01-10,76.86796569824219
2008-01-11,73.91734313964844
2008-01-14,73.44003295898438
2008-01-15,72.1383056640625
2008-01-16,73.80887603759766
2008-01-17,74.19940948486328
2008-01-18,74.15601348876953
2008-01-21,62.41862106323242
2008-01-22,64.65326690673828
2008-01-23,60.791439056396484
2008-01-24,60.55278015136719
2008-01-25,72.68067932128906
2008-01-28,65.30416107177734
2008-01-29,62.57048416137695
2008-01-30,59.4463005065918
2008-01-31,60.96500015258789
2008-02-01,63.04779815673828
2008-02-04,62.91761016845703
2008-02-05,64.2193603515625
2008-02-06,63.87223434448242
2008-02-07,63.460018157958984
2008-02-08,62.91761016845703
2008-02-11,61.61589050292969
2008-02-12,54.67324447631836
2008-02-13,50.572750091552734
2008-02-14,53.00267028808594
2008-02-15,57.71063995361328
2008-02-18,55.19394302368164
2008-02-19,58.57847213745117
2008-02-20,58.57847213745117
2008-02-21,58.57847213745117
2008-02-22,56.408905029296875
2008-02-25,58.99068832397461
2008-02-26,57.45029067993164
2008-02-27,55.90990447998047
2008-02-28,55.974971771240234
2008-02-29,53.37149429321289
2008-03-03,51.33210372924805
2008-03-04,52.46027374267578
2008-03-05,49.90018081665039
2008-03-07,46.42885971069336
2008-03-10,50.572750091552734
2008-03-11,52.06975555419922
2008-03-12,52.06975555419922
2008-03-13,52.72062301635742
2008-03-14,51.201927185058594
2008-03-17,51.201927185058594
2008-03-18,47.73060607910156
2008-03-19,47.73060607910156
2008-03-24,47.990962982177734
2008-03-25,49.553043365478516
2008-03-26,48.25130081176758
2008-03-27,47.839088439941406
2008-03-28,47.73060607910156
2008-03-31,47.73060607910156
2008-04-01,52.50366973876953
2008-04-02,52.06975555419922
2008-04-03,48.793697357177734
2008-04-04,48.35978698730469
2008-04-07,51.201927185058594
2008-04-08,53.8054084777832
2008-04-09,49.075740814208984
2008-04-10,51.201927185058594
2008-04-11,48.72861099243164
2008-04-15,50.811397552490234
2008-04-16,52.06975555419922
2008-04-17,52.764015197753906
2008-04-21,52.199928283691406
2008-04-22,57.05977249145508
2008-04-23,57.05977249145508
2008-04-24,54.087459564208984
2008-04-25,54.326107025146484
2008-04-28,56.408905029296875
2008-04-29,56.408905029296875
2008-04-30,56.387210845947266
2008-05-02,56.387210845947266
2008-05-05,56.387210845947266
2008-05-06,56.408905029296875
2008-05-07,58.10116958618164
2008-05-08,54.239322662353516
2008-05-09,57.79743194580078
2008-05-12,52.937583923339844
2008-05-13,52.937583923339844
2008-05-14,53.08945083618164
2008-05-15,52.50366973876953
2008-05-16,52.98097229003906
2008-05-20,55.62785339355469
2008-05-21,54.71662902832031
2008-05-22,53.50167465209961
2008-05-23,52.98097229003906
2008-05-26,55.62785339355469
2008-05-27,54.78171920776367
2008-05-28,55.19394302368164
2008-05-29,52.937583923339844
2008-05-30,52.915889739990234
2008-06-02,52.0914421081543
2008-06-03,52.06975555419922
2008-06-04,52.06975555419922
2008-06-05,53.54506301879883
2008-06-06,52.764015197753906
2008-06-09,51.31039810180664
2008-06-10,54.239322662353516
2008-06-11,48.29470443725586
2008-06-12,55.28071594238281
2008-06-13,53.827110290527344
2008-06-16,54.326107025146484
2008-06-17,58.94730758666992
2008-06-18,56.408905029296875
2008-06-19,56.408905029296875
2008-06-20,50.33409881591797
2008-06-23,54.39119338989258
2008-06-24,53.37149429321289
2008-06-25,56.408905029296875
2008-06-26,54.239322662353516
2008-06-27,52.937583923339844
2008-06-30,52.06975555419922
2008-07-01,48.62013626098633
2008-07-02,53.93559265136719
2008-07-03,56.71263122558594
2008-07-04,53.458274841308594
2008-07-07,54.239322662353516
2008-07-08,54.239322662353516
2008-07-09,58.122859954833984
2008-07-10,54.282718658447266
2008-07-11,53.89219284057617
2008-07-14,53.89219284057617
2008-07-15,54.239322662353516
2008-07-16,54.239322662353516
2008-07-17,50.768009185791016
2008-07-18,52.06975555419922
2008-07-21,51.201927185058594
2008-07-22,51.26700973510742
2008-07-23,55.51937484741211
2008-07-24,52.547061920166016
2008-07-25,52.937583923339844
2008-07-28,56.84281539916992
2008-07-29,58.187950134277344
2008-07-30,56.387210845947266
2008-07-31,53.37149429321289
2008-08-01,57.27672576904297
2008-08-04,54.326107025146484
2008-08-05,55.10715103149414
2008-08-06,52.15652847290039
2008-08-07,52.50366973876953
2008-08-08,55.974971771240234
2008-08-11,56.278724670410156
2008-08-12,53.8054084777832
2008-08-13,55.974971771240234
2008-08-14,55.6712532043457
2008-08-18,59.29442596435547
2008-08-19,59.1208610534668
2008-08-20,60.29243087768555
2008-08-21,59.880218505859375
2008-08-22,59.16425704956055
2008-08-25,59.16425704956055
2008-08-26,58.51338195800781
2008-08-27,54.564762115478516
2008-08-28,57.48512649536133
2008-08-29,55.11370849609375
2008-09-01,60.40550231933594
2008-09-02,60.88856506347656
2008-09-04,54.564762115478516
2008-09-05,56.65074157714844
2008-09-08,56.65074157714844
2008-09-09,57.529048919677734
2008-09-10,56.34333038330078
2008-09-11,52.039634704589844
2008-09-12,57.243595123291016
2008-09-15,55.772438049316406
2008-09-16,48.811866760253906
2008-09-17,50.41476821899414
2008-09-18,50.15127182006836
2008-09-19,48.13117218017578
2008-09-22,48.30683135986328
2008-09-23,50.37084197998047
2008-09-24,48.52641296386719
2008-09-25,49.18513870239258
2008-09-26,49.18513870239258
2008-09-29,46.46240234375
2008-09-30,52.698360443115234
2008-10-01,44.837528228759766
2008-10-03,52.21529769897461
2008-10-06,41.89520263671875
2008-10-07,39.962921142578125
2008-10-08,38.184356689453125
2008-10-10,33.17800521850586
2008-10-13,37.196258544921875
2008-10-14,39.39202117919922
2008-10-15,40.775352478027344
2008-10-16,40.66557312011719
2008-10-17,40.775352478027344
2008-10-20,38.95287322998047
2008-10-21,37.459754943847656
2008-10-22,34.80288314819336
2008-10-23,34.80288314819336
2008-10-24,33.4195442199707
2008-10-27,31.311613082885742
2008-10-29,29.862403869628906
2008-10-31,30.1917724609375
2008-11-03,32.93648147583008
2008-11-04,37.06452178955078
2008-11-05,31.179859161376953
2008-11-06,33.37562942504883
2008-11-07,30.47722625732422
2008-11-10,30.103944778442383
2008-11-11,30.103944778442383
2008-11-12,31.684894561767578
2008-11-14,32.89256286621094
2008-11-17,32.93648147583008
2008-11-18,32.93648147583008
2008-11-19,26.349180221557617
2008-11-20,26.349180221557617
2008-11-21,26.349180221557617
2008-11-24,26.349180221557617
2008-11-25,26.349180221557617
2008-11-26,26.349180221557617
2008-11-27,26.349180221557617
2008-11-28,23.714262008666992
2008-12-01,28.457115173339844
2008-12-02,28.479074478149414
2008-12-03,26.45897102355957
2008-12-04,26.45897102355957
2008-12-05,26.45897102355957
2008-12-08,29.950237274169922
