Date,PIIND
2011-06-15,66.8202133178711
2011-06-16,68.8335952758789
2011-06-17,68.13007354736328
2011-06-20,65.95934295654297
2011-06-21,65.72331237792969
2011-06-22,65.07530212402344
2011-06-23,64.45048522949219
2011-06-24,66.69527435302734
2011-06-27,67.0099868774414
2011-06-28,66.64896392822266
2011-06-29,65.4502182006836
2011-06-30,65.4502182006836
2011-07-01,65.4502182006836
2011-07-04,66.18614196777344
2011-07-05,69.310302734375
2011-07-06,73.20740509033203
2011-07-07,73.9896240234375
2011-07-08,72.39873504638672
2011-07-11,71.17071533203125
2011-07-12,71.94754028320312
2011-07-13,74.14778137207031
2011-07-14,73.29652404785156
2011-07-15,72.65924072265625
2011-07-18,73.86866760253906
2011-07-19,75.11067199707031
2011-07-20,82.08818817138672
2011-07-21,83.77210235595703
2011-07-22,85.15364837646484
2011-07-25,86.6468505859375
2011-07-26,86.57242584228516
2011-07-27,103.89061737060547
2011-07-28,103.08123016357422
2011-07-29,101.06239318847656
2011-08-01,97.10381317138672
2011-08-02,93.67552947998047
2011-08-03,93.79647064208984
2011-08-04,93.62901306152344
2011-08-05,89.68440246582031
2011-08-08,88.54472351074219
2011-08-09,87.26551818847656
2011-08-10,92.86615753173828
2011-08-11,95.2989730834961
2011-08-12,100.63444519042969
2011-08-16,98.81565856933594
2011-08-17,100.95075988769531
2011-08-18,100.95075988769531
2011-08-19,100.98797607421875
2011-08-22,105.23959350585938
2011-08-23,106.43975067138672
2011-08-24,110.71931457519531
2011-08-25,115.29655456542969
2011-08-26,107.62126922607422
2011-08-29,107.9468765258789
2011-08-30,106.67234802246094
2011-09-02,108.43997955322266
2011-09-05,111.35193634033203
2011-09-06,111.96592712402344
2011-09-07,114.6732406616211
2011-09-08,114.14291381835938
2011-09-09,111.6310043334961
2011-09-12,111.67752838134766
2011-09-13,109.83545684814453
2011-09-14,109.83545684814453
2011-09-15,109.62150573730469
2011-09-16,112.3752670288086
2011-09-19,111.11933135986328
2011-09-20,111.6961441040039
2011-09-21,111.65890502929688
2011-09-22,105.92807006835938
2011-09-23,108.18878173828125
2011-09-26,105.79781341552734
2011-09-27,107.8631591796875
2011-09-28,106.26296997070312
2011-09-29,107.41659545898438
2011-09-30,107.87246704101562
2011-10-03,106.57928466796875
2011-10-04,105.13727569580078
2011-10-05,105.61176300048828
2011-10-07,105.30474090576172
2011-10-10,107.17471313476562
2011-10-11,107.13749694824219
2011-10-12,112.10549926757812
2011-10-13,114.58946990966797
2011-10-14,115.34306335449219
2011-10-17,113.4358901977539
2011-10-18,113.7428970336914
2011-10-19,114.2452621459961
2011-10-20,112.71951293945312
2011-10-21,108.514404296875
2011-10-24,110.04015350341797
2011-10-25,111.26818084716797
2011-10-28,107.97479248046875
2011-10-31,107.87246704101562
2011-11-01,105.8536376953125
2011-11-02,104.3836898803711
2011-11-03,107.64920043945312
2011-11-04,108.15155792236328
2011-11-08,100.99726867675781
2011-11-09,97.1270751953125
2011-11-11,97.68527221679688
2011-11-14,97.67595672607422
2011-11-15,98.03881072998047
2011-11-16,97.80622100830078
2011-11-17,94.99523162841797
2011-11-18,90.2417221069336
2011-11-21,92.35230255126953
2011-11-22,90.05494689941406
2011-11-23,85.10533142089844
2011-11-24,85.19873046875
2011-11-25,89.93354034423828
2011-11-28,92.4550552368164
2011-11-29,96.0224838256836
2011-11-30,96.29332733154297
2011-12-01,98.49730682373047
2011-12-02,99.01094818115234
2011-12-05,99.01094818115234
2011-12-07,101.5884780883789
2011-12-08,102.4289779663086
2011-12-09,102.76517486572266
2011-12-12,99.55258178710938
2011-12-13,97.68480682373047
2011-12-14,95.34075927734375
2011-12-15,90.74601745605469
2011-12-16,86.22599029541016
2011-12-19,86.40342712402344
2011-12-20,92.70718383789062
2011-12-21,95.18199920654297
2011-12-22,91.5024642944336
2011-12-23,93.39825439453125
2011-12-26,93.42628479003906
2011-12-27,93.865234375
2011-12-28,94.62167358398438
2011-12-29,91.81999969482422
2011-12-30,95.0699234008789
2012-01-02,92.47370147705078
2012-01-03,94.6123275756836
2012-01-04,91.64254760742188
2012-01-05,93.388916015625
2012-01-06,93.39825439453125
2012-01-09,90.97948455810547
2012-01-10,90.64329528808594
2012-01-11,87.72023010253906
2012-01-12,88.71946716308594
2012-01-13,88.52336883544922
2012-01-16,85.90846252441406
2012-01-17,89.09303283691406
2012-01-18,87.68285369873047
2012-01-19,88.21517181396484
2012-01-20,83.0321044921875
2012-01-23,87.77627563476562
2012-01-24,85.91780853271484
2012-01-25,81.23905181884766
2012-01-27,83.92865753173828
2012-01-30,84.75979614257812
2012-01-31,85.65633392333984
2012-02-01,83.81654357910156
2012-02-02,87.39334869384766
2012-02-03,86.03921508789062
2012-02-06,94.64032745361328
2012-02-07,93.5757064819336
2012-02-08,99.56194305419922
2012-02-09,99.68334197998047
2012-02-10,99.2164077758789
2012-02-13,94.22007751464844
2012-02-14,94.50959777832031
2012-02-15,102.6624526977539
2012-02-16,104.07261657714844
2012-02-17,102.2795639038086
2012-02-21,102.41031646728516
2012-02-22,98.99226379394531
2012-02-23,97.1244888305664
2012-02-24,97.1244888305664
2012-02-27,94.00531768798828
2012-02-28,97.1244888305664
2012-02-29,95.47152709960938
2012-03-01,95.63027954101562
2012-03-02,96.199951171875
2012-03-05,97.25523376464844
2012-03-06,97.72218322753906
2012-03-07,95.25670623779297
2012-03-09,95.44348907470703
2012-03-12,95.0232162475586
2012-03-13,96.12525177001953
2012-03-14,97.05912017822266
2012-03-15,98.0210189819336
2012-03-16,96.9657211303711
2012-03-19,96.77894592285156
2012-03-20,98.63738250732422
2012-03-21,102.16748809814453
2012-03-22,101.28030395507812
2012-03-23,98.53467559814453
2012-03-26,96.99375915527344
2012-03-27,97.1244888305664
2012-03-28,97.1244888305664
2012-03-29,94.30414581298828
2012-03-30,98.69342041015625
2012-04-02,98.1517562866211
2012-04-03,104.7636947631836
2012-04-04,104.49288177490234
2012-04-09,102.7371597290039
2012-04-10,101.80329895019531
2012-04-11,101.16822814941406
2012-04-12,99.81410217285156
2012-04-13,103.75508117675781
2012-04-16,104.56758880615234
2012-04-17,104.5208969116211
2012-04-18,107.71477508544922
2012-04-19,107.71477508544922
2012-04-20,105.9964370727539
2012-04-23,106.45401763916016
2012-04-24,106.40735626220703
2012-04-25,103.01731872558594
2012-04-26,101.67252349853516
2012-04-27,98.58134460449219
2012-04-30,99.92615509033203
2012-05-02,101.7939224243164
2012-05-03,102.47567749023438
2012-05-04,100.12228393554688
2012-05-07,98.71211242675781
2012-05-08,98.99226379394531
2012-05-09,98.49730682373047
2012-05-10,92.8472671508789
2012-05-11,90.69933319091797
2012-05-14,83.57373809814453
2012-05-15,88.19648742675781
2012-05-16,85.13333129882812
2012-05-17,83.61111450195312
2012-05-18,84.13407897949219
2012-05-21,87.7015380859375
2012-05-22,87.69219970703125
2012-05-23,84.47028350830078
2012-05-24,84.71310424804688
2012-05-25,83.05076599121094
2012-05-28,85.39483642578125
2012-05-29,88.11245727539062
2012-05-30,90.64329528808594
2012-05-31,89.64404296875
2012-06-01,89.6627197265625
2012-06-04,89.78411865234375
2012-06-05,89.65335845947266
2012-06-06,88.37395477294922
2012-06-07,88.0564193725586
2012-06-08,87.97235870361328
2012-06-11,90.56859588623047
2012-06-12,98.34789276123047
2012-06-13,98.1611099243164
2012-06-14,99.5245590209961
2012-06-15,100.29971313476562
2012-06-18,97.78754425048828
2012-06-19,93.90257263183594
2012-06-20,96.03184509277344
2012-06-21,95.44348907470703
2012-06-22,93.40760803222656
2012-06-25,95.87306213378906
2012-06-26,93.59436798095703
2012-06-27,93.91190338134766
2012-06-28,92.97802734375
2012-06-29,92.63249969482422
2012-07-02,91.83866882324219
2012-07-03,91.58653259277344
2012-07-04,93.85586547851562
2012-07-05,92.04413604736328
2012-07-06,89.756103515625
2012-07-09,89.71874237060547
2012-07-10,87.83229064941406
2012-07-11,88.82222747802734
2012-07-12,88.7568359375
2012-07-13,90.95146942138672
2012-07-16,88.98096466064453
2012-07-17,87.79495239257812
2012-07-18,89.27983856201172
2012-07-19,98.01168823242188
2012-07-20,95.94780731201172
2012-07-23,96.66688537597656
