Date,TIMKEN
2002-08-12,26.64093589782715
2002-08-13,26.92306900024414
2002-08-14,26.358810424804688
2002-08-15,26.358810424804688
2002-08-16,25.955772399902344
2002-08-19,25.99607276916504
2002-08-20,25.75425148010254
2002-08-21,25.794551849365234
2002-08-22,25.955772399902344
2002-08-23,25.87516212463379
2002-08-26,26.39910888671875
2002-08-27,25.794551849365234
2002-08-28,25.75425148010254
2002-08-29,25.75425148010254
2002-08-30,25.472124099731445
2002-09-02,25.633338928222656
2002-09-03,25.633338928222656
2002-09-04,25.794551849365234
2002-09-05,25.75425148010254
2002-09-06,25.472124099731445
2002-09-09,24.82725715637207
2002-09-10,24.82725715637207
2002-09-11,25.230297088623047
2002-09-12,24.907861709594727
2002-09-13,24.70634651184082
2002-09-16,23.9002685546875
2002-09-17,23.57783317565918
2002-09-18,22.85236358642578
2002-09-19,22.570236206054688
2002-09-20,22.932971954345703
2002-09-23,22.81205940246582
2002-09-24,22.20749855041504
2002-09-25,22.328413009643555
2002-09-26,22.489625930786133
2002-09-27,22.529932022094727
2002-09-30,22.529932022094727
2002-10-01,22.529932022094727
2002-10-02,22.529932022094727
2002-10-03,22.529932022094727
2002-10-04,22.529932022094727
2002-10-07,22.529932022094727
2002-10-08,22.529932022094727
2002-10-09,22.529932022094727
2002-10-10,22.529932022094727
2002-10-11,22.529932022094727
2002-10-14,22.529932022094727
2002-10-15,22.529932022094727
2002-10-16,22.529932022094727
2002-10-17,22.529932022094727
2002-10-18,22.529932022094727
2002-10-21,22.529932022094727
2002-10-22,22.529932022094727
2002-10-23,22.529932022094727
2002-10-24,22.529932022094727
2002-10-25,22.529932022094727
2002-10-28,22.529932022094727
2002-10-29,22.529932022094727
2002-10-30,22.529932022094727
2002-10-31,22.529932022094727
2002-11-01,22.529932022094727
2002-11-04,22.529932022094727
2002-11-05,22.529932022094727
2002-11-06,22.529932022094727
2002-11-07,22.529932022094727
2002-11-08,22.529932022094727
2002-11-11,22.529932022094727
2002-11-12,22.529932022094727
2002-11-13,22.529932022094727
2002-11-14,22.529932022094727
2002-11-15,22.529932022094727
2002-11-18,22.529932022094727
2002-11-19,22.529932022094727
2002-11-20,22.529932022094727
2002-11-21,22.529932022094727
2002-11-22,22.529932022094727
2002-11-25,22.529932022094727
2002-11-26,22.529932022094727
2002-11-27,22.529932022094727
2002-11-28,22.529932022094727
2002-11-29,22.529932022094727
2002-12-02,22.529932022094727
2002-12-03,22.529932022094727
2002-12-04,22.529932022094727
2002-12-05,22.529932022094727
2002-12-06,22.529932022094727
2002-12-09,22.529932022094727
2002-12-10,22.529932022094727
2002-12-11,22.529932022094727
2002-12-12,22.529932022094727
2002-12-13,22.529932022094727
2002-12-16,22.529932022094727
2002-12-17,22.529932022094727
2002-12-18,22.529932022094727
2002-12-19,22.529932022094727
2002-12-20,22.529932022094727
2002-12-23,22.529932022094727
2002-12-24,22.529932022094727
2002-12-25,22.529932022094727
