Date,MOIL
2010-12-15,147.5658416748047
2010-12-16,146.70750427246094
2010-12-20,140.44497680664062
2010-12-21,138.47409057617188
2010-12-22,146.5803680419922
2010-12-23,142.74974060058594
2010-12-24,142.68621826171875
2010-12-27,139.95230102539062
2010-12-28,139.76150512695312
2010-12-29,140.06356811523438
2010-12-30,143.4808807373047
2010-12-31,142.95635986328125
2011-01-03,144.30746459960938
2011-01-04,144.65713500976562
2011-01-05,142.52723693847656
2011-01-06,142.52723693847656
2011-01-07,138.3787078857422
2011-01-10,137.26608276367188
2011-01-11,137.6475830078125
2011-01-12,138.33102416992188
2011-01-13,140.55630493164062
2011-01-14,138.48997497558594
2011-01-17,138.29922485351562
2011-01-18,138.18800354003906
2011-01-19,138.2197723388672
2011-01-20,138.2833709716797
2011-01-21,137.583984375
2011-01-24,136.96414184570312
2011-01-25,136.12167358398438
2011-01-27,135.0090789794922
2011-01-28,131.09898376464844
2011-01-31,130.0022735595703
2011-02-01,130.41552734375
2011-02-02,130.32012939453125
2011-02-03,132.54541015625
2011-02-04,133.19705200195312
2011-02-07,133.43551635742188
2011-02-08,131.7347869873047
2011-02-09,129.7002410888672
2011-02-10,124.6934585571289
2011-02-11,128.7624969482422
2011-02-14,131.48043823242188
2011-02-15,130.32012939453125
2011-02-16,133.83287048339844
2011-02-17,132.55368041992188
2011-02-18,130.5709991455078
2011-02-21,131.8501434326172
2011-02-22,129.80348205566406
2011-02-23,130.52305603027344
2011-02-24,128.63624572753906
2011-02-25,126.89334869384766
2011-02-28,126.07791900634766
2011-03-01,128.4923553466797
2011-03-03,127.54891204833984
2011-03-04,128.44435119628906
2011-03-07,127.06925201416016
2011-03-08,127.06925201416016
2011-03-09,126.62158203125
2011-03-10,126.09385681152344
2011-03-11,124.46292877197266
2011-03-14,123.13578796386719
2011-03-15,121.28105163574219
2011-03-16,121.8087158203125
2011-03-17,121.26502227783203
2011-03-18,120.96121215820312
2011-03-21,120.68941497802734
2011-03-22,121.21707916259766
2011-03-23,120.96121215820312
2011-03-24,125.47029876708984
2011-03-25,130.50706481933594
2011-03-28,127.54891204833984
2011-03-29,126.63755798339844
2011-03-30,126.55757141113281
2011-03-31,126.2378158569336
2011-04-01,126.28577423095703
2011-04-04,128.15650939941406
2011-04-05,127.98068237304688
2011-04-06,128.98802185058594
2011-04-07,130.41107177734375
2011-04-08,128.28445434570312
2011-04-11,128.63624572753906
2011-04-13,127.08522033691406
2011-04-15,126.0619125366211
2011-04-18,124.33505249023438
2011-04-19,123.71145629882812
2011-04-20,124.28706359863281
2011-04-21,123.71145629882812
2011-04-25,125.74217224121094
2011-04-26,123.9033203125
2011-04-27,123.6155014038086
2011-04-28,123.67945861816406
2011-04-29,122.11249542236328
2011-05-02,121.31299591064453
2011-05-03,120.24171447753906
2011-05-04,119.18641662597656
2011-05-05,119.28231048583984
2011-05-06,118.96253967285156
2011-05-09,117.65137481689453
2011-05-10,119.57015991210938
2011-05-11,119.98588562011719
2011-05-12,119.04244995117188
2011-05-13,119.18641662597656
2011-05-16,118.69071197509766
2011-05-17,118.24302673339844
2011-05-18,117.17169952392578
2011-05-19,115.39688110351562
2011-05-20,114.48544311523438
2011-05-23,113.47814178466797
2011-05-24,112.85455322265625
2011-05-25,111.68730926513672
2011-05-26,111.52738189697266
2011-05-27,111.35148620605469
2011-05-30,111.99108123779297
2011-05-31,116.91590118408203
2011-06-01,116.91590118408203
2011-06-02,114.4214859008789
2011-06-03,113.60604095458984
2011-06-06,112.88650512695312
2011-06-07,112.74259185791016
2011-06-08,112.1030044555664
2011-06-09,112.35885620117188
2011-06-10,111.70323944091797
2011-06-13,111.46338653564453
2011-06-14,111.33548736572266
2011-06-15,110.7599105834961
2011-06-16,109.72055053710938
2011-06-17,109.3208236694336
2011-06-20,106.42670440673828
2011-06-21,105.75516510009766
2011-06-22,104.36405181884766
2011-06-23,102.7331314086914
2011-06-24,103.3247299194336
2011-06-27,104.28411102294922
2011-06-28,104.55592346191406
2011-06-29,107.14624786376953
2011-06-30,106.92236328125
2011-07-01,107.5619888305664
2011-07-04,108.31352233886719
2011-07-05,114.13369750976562
2011-07-06,111.5593490600586
2011-07-07,113.87785339355469
2011-07-08,111.52738189697266
2011-07-11,111.09565734863281
2011-07-12,112.16693115234375
2011-07-13,112.1030044555664
2011-07-14,112.03904724121094
2011-07-15,116.70800018310547
2011-07-18,118.83463287353516
2011-07-19,117.74736022949219
2011-07-20,115.38087463378906
2011-07-21,113.41414642333984
2011-07-22,114.10172271728516
2011-07-25,113.97380065917969
2011-07-26,112.34284973144531
2011-07-27,112.82254028320312
2011-07-28,112.37483215332031
2011-07-29,110.95177459716797
2011-08-01,108.66522979736328
2011-08-02,108.05764770507812
2011-08-03,109.99237823486328
2011-08-04,107.30612182617188
2011-08-05,106.17086791992188
2011-08-08,100.62248992919922
2011-08-09,97.23268127441406
2011-08-10,101.43795776367188
2011-08-11,99.24738311767578
2011-08-12,99.7430419921875
2011-08-16,98.35197448730469
2011-08-17,99.23138427734375
2011-08-18,97.96820831298828
2011-08-19,96.52916717529297
2011-08-22,97.72836303710938
2011-08-23,97.13675689697266
2011-08-24,96.75301361083984
2011-08-25,96.17738342285156
2011-08-26,94.85026550292969
2011-08-29,95.95353698730469
2011-08-30,97.00882720947266
2011-09-02,96.99283599853516
2011-09-05,96.30529022216797
2011-09-06,96.4172134399414
2011-09-07,96.60909271240234
2011-09-08,97.29663848876953
2011-09-09,95.55377197265625
2011-09-12,95.3139419555664
2011-09-13,95.56977081298828
2011-09-14,96.33277893066406
2011-09-15,95.94314575195312
2011-09-16,100.60233306884766
2011-09-19,98.75166320800781
2011-09-20,97.55034637451172
2011-09-21,97.63150024414062
2011-09-22,95.78079986572266
2011-09-23,94.62818908691406
2011-09-26,92.68011474609375
2011-09-27,93.54052734375
2011-09-28,92.01451110839844
2011-09-29,92.8911361694336
2011-09-30,90.99179077148438
2011-10-03,88.99498748779297
2011-10-04,87.04692077636719
2011-10-05,85.11505889892578
2011-10-07,86.13778686523438
2011-10-10,86.90079498291016
2011-10-11,85.01765441894531
2011-10-12,83.47542572021484
2011-10-13,82.30657196044922
2011-10-14,81.3487548828125
2011-10-17,82.72862243652344
2011-10-18,82.11174011230469
2011-10-19,82.40399169921875
2011-10-20,81.39747619628906
2011-10-21,81.0890121459961
2011-10-24,80.56952667236328
2011-10-25,80.29354858398438
2011-10-28,81.91694641113281
2011-10-31,83.45917510986328
2011-11-01,82.04682159423828
2011-11-02,81.85200500488281
2011-11-03,81.1214828491211
2011-11-04,82.03060150146484
2011-11-08,81.93318939208984
2011-11-09,81.81954956054688
2011-11-11,81.235107421875
2011-11-14,80.30978393554688
2011-11-15,77.30648803710938
2011-11-16,75.82919311523438
2011-11-17,75.09866333007812
2011-11-18,73.49148559570312
2011-11-21,72.92328643798828
2011-11-22,72.76097106933594
2011-11-23,73.11810302734375
2011-11-24,73.24797058105469
2011-11-25,73.3778305053711
2011-11-28,73.52395629882812
2011-11-29,75.24476623535156
2011-11-30,75.13111114501953
2011-12-01,76.02399444580078
2011-12-02,78.55650329589844
2011-12-05,79.17339324951172
2011-12-07,78.28053283691406
2011-12-08,76.7220458984375
2011-12-09,75.11489868164062
2011-12-12,74.74152374267578
2011-12-13,74.10838317871094
2011-12-14,73.44277954101562
2011-12-15,73.39407348632812
2011-12-16,72.54991149902344
2011-12-19,71.75443267822266
2011-12-20,72.4200439453125
2011-12-21,73.47526550292969
2011-12-22,73.76747131347656
2011-12-23,73.7350082397461
2011-12-26,73.88109588623047
2011-12-27,74.44930267333984
2011-12-28,74.40057373046875
2011-12-29,74.48177337646484
2011-12-30,73.75125885009766
2012-01-02,73.88109588623047
2012-01-03,76.44607543945312
2012-01-04,78.34544372558594
2012-01-05,77.14413452148438
2012-01-06,76.99803161621094
2012-01-09,82.04682159423828
2012-01-10,85.35855865478516
2012-01-11,83.71892547607422
2012-01-12,83.47542572021484
2012-01-13,85.68323516845703
2012-01-16,85.19622802734375
2012-01-17,85.35855865478516
2012-01-18,83.26437377929688
2012-01-19,81.98188018798828
2012-01-20,81.20266723632812
2012-01-23,82.84227752685547
2012-01-24,82.40399169921875
2012-01-25,82.01436614990234
2012-01-27,85.27738189697266
2012-01-30,83.36177825927734
2012-01-31,85.26116180419922
2012-02-01,85.47220611572266
2012-02-02,87.79365539550781
2012-02-03,89.22224426269531
2012-02-06,90.0339584350586
2012-02-07,85.7319564819336
2012-02-08,85.11505889892578
2012-02-09,84.43321228027344
2012-02-10,86.1540298461914
2012-02-13,87.25796508789062
2012-02-14,86.86831665039062
2012-02-15,87.91513061523438
2012-02-16,88.98626708984375
2012-02-17,87.6514892578125
2012-02-21,92.80939483642578
2012-02-22,87.61851501464844
2012-02-23,87.47020721435547
2012-02-24,85.82231140136719
2012-02-27,82.4605941772461
2012-02-28,82.26284790039062
2012-02-29,81.45538330078125
2012-03-01,81.60369873046875
2012-03-02,80.0217056274414
2012-03-05,78.68695068359375
2012-03-06,77.1049575805664
2012-03-07,78.93412780761719
2012-03-09,80.23597717285156
2012-03-12,80.07117462158203
2012-03-13,82.13102722167969
2012-03-14,85.95414733886719
2012-03-15,90.55176544189453
2012-03-16,90.66712951660156
2012-03-19,87.35484313964844
2012-03-20,85.64105224609375
2012-03-21,86.21781158447266
2012-03-22,84.96540832519531
2012-03-23,83.79541015625
2012-03-26,81.38947296142578
2012-03-27,82.41117095947266
2012-03-28,80.91158294677734
2012-03-29,81.55428314208984
2012-03-30,82.47708129882812
2012-04-02,83.71299743652344
2012-04-03,83.9931411743164
2012-04-04,86.4979476928711
2012-04-09,84.28976440429688
2012-04-10,84.47103118896484
2012-04-11,83.94371032714844
2012-04-12,84.32272338867188
2012-04-13,85.87174987792969
2012-04-16,86.84402465820312
2012-04-17,86.20133972167969
2012-04-18,87.04176330566406
2012-04-19,89.23343658447266
2012-04-20,89.44768524169922
2012-04-23,87.25596618652344
2012-04-24,87.503173828125
2012-04-25,85.78933715820312
2012-04-26,85.42682647705078
2012-04-27,84.70176696777344
2012-04-30,84.27328491210938
2012-05-02,83.84483337402344
2012-05-03,83.91075897216797
2012-05-04,82.62541198730469
2012-05-07,83.79541015625
2012-05-08,84.19091033935547
2012-05-09,82.80665588378906
2012-05-10,84.07555389404297
2012-05-11,84.10848999023438
2012-05-14,83.87779235839844
2012-05-15,84.63582611083984
2012-05-16,84.75116729736328
2012-05-17,85.52568054199219
2012-05-18,84.40512084960938
2012-05-21,84.80060577392578
2012-05-22,85.06427764892578
2012-05-23,85.59159851074219
2012-05-24,86.4485092163086
2012-05-25,88.88740539550781
2012-05-28,89.54655456542969
2012-05-29,90.7000961303711
2012-05-30,88.06344604492188
2012-05-31,91.35924530029297
2012-06-01,89.03569030761719
2012-06-04,86.6462631225586
2012-06-05,89.66191101074219
2012-06-06,89.33232116699219
