Date,KTKBANK
2000-05-10,7.111565113067627
2000-05-11,6.831766128540039
2000-05-12,6.5986008644104
2000-05-15,6.732669353485107
2000-05-16,6.388749122619629
2000-05-17,6.726841449737549
2000-05-18,7.111565113067627
2000-05-19,6.761814594268799
2000-05-22,6.592770099639893
2000-05-23,6.237192153930664
2000-05-24,6.184729099273682
2000-05-25,6.3013129234313965
2000-05-26,6.470357894897461
2000-05-29,6.3362884521484375
2000-05-30,6.213874816894531
2000-05-31,6.511162757873535
2000-06-01,6.522819995880127
2000-06-02,6.528648853302002
2000-06-05,6.64523458480835
2000-06-06,6.78513240814209
2000-06-07,6.586940288543701
2000-06-08,6.674378395080566
2000-06-09,6.703524589538574
2000-06-12,6.41206693649292
2000-06-13,6.528648853302002
2000-06-14,6.715182304382324
2000-06-15,7.257294654846191
2000-06-16,7.630359172821045
2000-06-19,8.224932670593262
2000-06-20,8.679608345031738
2000-06-21,9.373278617858887
2000-06-22,9.33247184753418
2000-06-23,8.592171669006348
2000-06-26,8.108348846435547
2000-06-27,7.950965881347656
2000-06-28,7.834381580352783
2000-06-29,7.95679235458374
2000-06-30,8.02674388885498
2000-07-03,7.4962873458862305
2000-07-04,7.408851623535156
2000-07-05,7.432166576385498
2000-07-06,7.175684928894043
2000-07-07,7.111565113067627
2000-07-10,7.111565113067627
2000-07-11,7.129054069519043
2000-07-12,7.443828105926514
2000-07-13,7.356389999389648
2000-07-14,7.391364097595215
2000-07-17,7.0299577713012695
2000-07-18,6.855081558227539
2000-07-19,7.344730377197266
2000-07-20,7.350561618804932
2000-07-21,7.36804723739624
2000-07-24,7.233978271484375
2000-07-25,7.24563455581665
2000-07-26,7.257294654846191
2000-07-27,7.123223781585693
2000-07-28,7.344730377197266
2000-07-31,7.298098087310791
2000-08-01,7.158199787139893
2000-08-02,7.158199787139893
2000-08-03,7.053274154663086
2000-08-04,6.878398895263672
2000-08-07,6.837594985961914
2000-08-08,6.5986008644104
2000-08-09,6.715182304382324
2000-08-10,6.551966190338135
2000-08-11,6.6219162940979
2000-08-14,6.616087436676025
2000-08-15,6.616087436676025
2000-08-16,6.592770099639893
2000-08-17,6.64523458480835
2000-08-18,6.761814594268799
2000-08-21,6.855081558227539
2000-08-22,6.674378395080566
2000-08-23,6.954178333282471
2000-08-24,6.761814594268799
2000-08-25,6.703524589538574
2000-08-28,6.651060581207275
2000-08-29,6.639402389526367
2000-08-30,6.820107936859131
2000-08-31,6.744329452514648
2000-09-01,6.744329452514648
2000-09-04,6.551966190338135
2000-09-05,6.40040922164917
2000-09-06,6.557796001434326
2000-09-07,6.761814594268799
2000-09-08,6.855081558227539
2000-09-11,6.674378395080566
2000-09-12,6.516992568969727
2000-09-13,6.528648853302002
2000-09-14,6.680208206176758
2000-09-15,6.447043418884277
2000-09-18,6.382922172546387
2000-09-19,6.056488513946533
2000-09-20,6.196389198303223
2000-09-21,6.213874816894531
2000-09-22,6.027342319488525
2000-09-25,5.969052314758301
2000-09-26,5.852468967437744
2000-09-27,6.15558385848999
2000-09-28,5.94573450088501
2000-09-29,6.06231689453125
2000-10-02,6.06231689453125
2000-10-03,5.986538887023926
2000-10-04,5.94573450088501
2000-10-05,5.94573450088501
2000-10-06,6.06231689453125
2000-10-09,6.044830799102783
2000-10-10,5.974881172180176
2000-10-11,5.864125728607178
2000-10-12,5.998196601867676
2000-10-13,5.852468967437744
2000-10-16,5.980708599090576
2000-10-17,5.7300567626953125
2000-10-18,5.7708611488342285
2000-10-19,5.887443542480469
2000-10-20,5.875784873962402
2000-10-23,5.875784873962402
2000-10-24,5.992368221282959
2000-10-25,5.957394599914551
2000-10-26,6.02151346206665
2000-10-27,6.085634708404541
2000-10-30,6.044830799102783
2000-10-31,5.980708599090576
2000-11-01,6.097292900085449
2000-11-02,6.097292900085449
2000-11-03,6.138097763061523
2000-11-06,6.178900241851807
2000-11-07,6.178900241851807
2000-11-08,6.347947597503662
2000-11-09,6.248848915100098
2000-11-10,6.3362884521484375
2000-11-13,6.196389198303223
2000-11-14,6.108951568603516
2000-11-15,6.377093315124512
2000-11-16,6.312972068786621
2000-11-17,6.324629783630371
2000-11-20,6.406238079071045
2000-11-21,6.231363773345947
2000-11-22,6.4353837966918945
2000-11-23,6.377093315124512
2000-11-24,6.272167682647705
2000-11-27,6.149755477905273
2000-11-28,6.173072338104248
2000-11-29,6.668549060821533
2000-11-30,6.78513240814209
2000-12-01,6.703524589538574
2000-12-04,6.64523458480835
2000-12-05,6.394580841064453
2000-12-06,6.703524589538574
2000-12-07,7.239806652069092
2000-12-08,7.822720527648926
2000-12-11,8.452269554138184
2000-12-12,9.128453254699707
2000-12-13,9.862926483154297
2000-12-14,9.093476295471191
2000-12-15,8.48724365234375
2000-12-18,8.038399696350098
2000-12-19,7.583727836608887
2000-12-20,7.805233478546143
2000-12-21,7.630359172821045
2000-12-22,7.618701934814453
2000-12-25,7.618701934814453
2000-12-26,7.216491222381592
2000-12-27,7.7003092765808105
2000-12-28,7.577898025512695
2000-12-29,7.4962873458862305
2001-01-01,7.379705429077148
2001-01-02,7.4729719161987305
2001-01-03,7.741113185882568
2001-01-04,7.636190414428711
2001-01-05,7.5487518310546875
2001-01-08,7.443828105926514
2001-01-09,7.51960563659668
2001-01-10,7.4729719161987305
2001-01-11,7.513777256011963
2001-01-12,7.4729719161987305
2001-01-15,7.455484390258789
2001-01-16,7.4788031578063965
2001-01-17,7.7061381340026855
2001-01-18,7.787746429443359
2001-01-19,7.828551769256592
2001-01-22,7.910157680511475
2001-01-23,7.8402099609375
2001-01-24,7.910157680511475
2001-01-25,8.545537948608398
2001-01-26,8.545537948608398
2001-01-29,7.997595310211182
2001-01-30,7.752771854400635
2001-01-31,7.8460373878479
2001-02-01,7.659504413604736
2001-02-02,7.595384120941162
2001-02-05,7.507946014404297
2001-02-06,7.630359172821045
2001-02-07,8.114178657531738
2001-02-08,8.767046928405762
2001-02-09,9.472370147705078
2001-02-12,9.145940780639648
2001-02-13,9.647247314453125
2001-02-14,10.422525405883789
2001-02-15,11.256092071533203
2001-02-16,11.518404006958008
2001-02-19,10.690665245056152
2001-02-20,10.556594848632812
2001-02-21,11.361016273498535
2001-02-22,11.057901382446289
2001-02-23,10.65569019317627
2001-02-26,10.527448654174805
2001-02-27,10.294282913208008
2001-02-28,11.075387954711914
2001-03-01,11.961419105529785
2001-03-02,11.267748832702637
