Date,RVNL
2019-04-11,15.659636497497559
2019-04-12,16.235057830810547
2019-04-15,19.440969467163086
2019-04-16,21.04392433166504
2019-04-18,21.49604034423828
2019-04-22,20.221895217895508
2019-04-23,19.112157821655273
2019-04-24,19.482074737548828
2019-04-25,19.317665100097656
2019-04-26,18.94775390625
2019-04-30,18.125722885131836
2019-05-02,19.646474838256836
2019-05-03,19.029951095581055
2019-05-06,18.660043716430664
2019-05-07,18.74224090576172
2019-05-08,18.577838897705078
2019-05-09,18.74224090576172
2019-05-10,18.660043716430664
2019-05-13,18.08462142944336
2019-05-14,17.961320877075195
2019-05-15,17.961320877075195
2019-05-16,17.879112243652344
2019-05-17,18.16682243347168
2019-05-20,19.646474838256836
2019-05-21,19.19436264038086
2019-05-22,19.646474838256836
2019-05-23,19.52317237854004
2019-05-24,21.04392433166504
2019-05-27,22.852386474609375
2019-05-28,23.838817596435547
2019-05-29,23.63331413269043
2019-05-30,23.263399124145508
2019-05-31,22.194765090942383
2019-06-03,21.578243255615234
2019-06-04,22.729082107543945
2019-06-06,22.89348602294922
2019-06-07,22.564678192138672
2019-06-10,21.9892578125
2019-06-11,21.49604034423828
2019-06-12,21.2905330657959
2019-06-13,21.2905330657959
2019-06-14,21.9892578125
2019-06-17,22.11256217956543
2019-06-18,21.9892578125
2019-06-19,21.413835525512695
2019-06-20,21.578243255615234
2019-06-21,21.701547622680664
2019-06-24,21.454938888549805
2019-06-25,21.49604034423828
2019-06-26,21.82485008239746
2019-06-27,22.729082107543945
2019-06-28,22.852386474609375
2019-07-01,22.852386474609375
2019-07-02,22.8112850189209
2019-07-03,23.468904495239258
2019-07-04,23.263399124145508
2019-07-05,22.194765090942383
2019-07-08,21.578243255615234
2019-07-09,21.907052993774414
2019-07-10,21.537139892578125
2019-07-11,21.660444259643555
2019-07-12,21.413835525512695
2019-07-15,21.04392433166504
2019-07-16,20.674009323120117
2019-07-17,20.75621223449707
2019-07-18,20.304100036621094
2019-07-19,19.810884475708008
2019-07-22,19.851985931396484
2019-07-23,19.52317237854004
2019-07-24,19.52317237854004
2019-07-25,19.728679656982422
2019-07-26,19.687578201293945
2019-07-29,19.482074737548828
2019-07-30,18.495635986328125
2019-07-31,19.23546028137207
2019-08-01,19.564273834228516
2019-08-02,19.646474838256836
2019-08-05,19.317665100097656
2019-08-06,19.60537338256836
2019-08-07,19.482074737548828
2019-08-08,20.016389846801758
2019-08-09,21.37273597717285
2019-08-13,20.304100036621094
2019-08-14,20.1807918548584
2019-08-16,20.221895217895508
2019-08-19,20.057491302490234
2019-08-20,19.97528839111328
2019-08-21,19.564273834228516
2019-08-22,18.906648635864258
2019-08-23,19.112157821655273
2019-08-26,19.893083572387695
2019-08-27,21.002824783325195
2019-08-28,20.674009323120117
2019-08-29,19.97528839111328
2019-08-30,20.304100036621094
2019-09-03,19.60537338256836
2019-09-04,19.810884475708008
2019-09-05,20.1807918548584
2019-09-06,20.133636474609375
2019-09-09,20.62873077392578
2019-09-11,20.504955291748047
2019-09-12,20.504955291748047
2019-09-13,20.38118553161621
2019-09-16,19.803579330444336
2019-09-17,19.6798095703125
2019-09-18,19.762325286865234
2019-09-19,19.391008377075195
2019-09-20,20.051122665405273
2019-09-23,21.12381935119629
2019-09-24,22.072738647460938
2019-09-25,21.041305541992188
2019-09-26,20.463699340820312
2019-09-27,20.835018157958984
2019-09-30,19.88609504699707
2019-10-01,19.638547897338867
2019-10-03,19.308488845825195
2019-10-04,18.97843360900879
2019-10-07,18.895915985107422
2019-10-09,18.937177658081055
2019-10-10,18.937177658081055
2019-10-11,21.247591018676758
2019-10-14,21.041305541992188
2019-10-15,19.968608856201172
2019-10-16,19.638547897338867
2019-10-17,19.349748611450195
2019-10-18,19.597293853759766
2019-10-22,19.844839096069336
2019-10-23,19.72106170654297
2019-10-24,19.473522186279297
2019-10-25,19.514780044555664
2019-10-27,19.803579330444336
2019-10-29,19.597293853759766
2019-10-30,19.6798095703125
2019-10-31,19.638547897338867
2019-11-01,21.000049591064453
2019-11-04,20.33992576599121
2019-11-05,19.803579330444336
2019-11-06,19.6798095703125
2019-11-07,19.762325286865234
2019-11-08,19.6798095703125
2019-11-11,19.762325286865234
2019-11-13,19.638547897338867
2019-11-14,19.844839096069336
2019-11-15,20.25741195678711
2019-11-18,20.174898147583008
2019-11-19,19.968608856201172
2019-11-20,19.927352905273438
2019-11-21,19.762325286865234
2019-11-22,19.762325286865234
2019-11-25,19.968608856201172
2019-11-26,20.33992576599121
2019-11-27,20.216156005859375
2019-11-28,19.927352905273438
2019-11-29,19.762325286865234
2019-12-02,19.6798095703125
2019-12-03,19.514780044555664
2019-12-04,19.5560359954834
2019-12-05,19.72106170654297
2019-12-06,19.514780044555664
2019-12-09,19.473522186279297
2019-12-10,19.06094741821289
2019-12-11,19.349748611450195
2019-12-12,19.267236709594727
