Date,RAINBOW
2026-01-06,1295.055419921875
2026-01-07,1287.2738037109375
2026-01-08,1278.9931640625
2026-01-09,1269.8148193359375
2026-01-12,1256.4462890625
2026-01-13,1253.7525634765625
2026-01-14,1252.0565185546875
2026-01-16,1263.4298095703125
2026-01-19,1256.047119140625
2026-01-20,1207.2618408203125
2026-01-21,1202.0740966796875
2026-01-22,1172.244140625
2026-01-23,1182.8193359375
2026-01-27,1185.7125244140625
2026-01-28,1185.4132080078125
2026-01-29,1181.8216552734375
2026-01-30,1135.4306640625
2026-02-02,1147.00341796875
2026-02-03,1111.8861083984375
2026-02-04,1119.967041015625
2026-02-05,1125.65380859375
2026-02-06,1123.9576416015625
2026-02-09,1145.9061279296875
2026-02-10,1203.9696044921875
2026-02-11,1217.138671875
2026-02-12,1212.8486328125
2026-02-13,1183.318115234375
2026-02-16,1178.7288818359375
2026-02-17,1218.13623046875
2026-02-18,1206.86279296875
2026-02-19,1198.582275390625
2026-02-20,1194.192626953125
2026-02-23,1214.245361328125
2026-02-24,1196.28759765625
2026-02-25,1207.660888671875
2026-02-26,1204.96728515625
2026-02-27,1186.90966796875
2026-03-02,1197.684326171875
2026-03-04,1211.85107421875
2026-03-05,1207.660888671875
2026-03-06,1196.5869140625
2026-03-09,1179.926025390625
2026-03-10,1180.4249267578125
2026-03-11,1201.076416015625
2026-03-12,1171.2464599609375
2026-03-13,1130.0433349609375
2026-03-16,1115.3778076171875
2026-03-17,1124.8555908203125
2026-03-18,1121.2640380859375
2026-03-19,1101.211181640625
2026-03-20,1111.6866455078125
2026-03-23,1103.406005859375
2026-03-24,1145.1080322265625
2026-03-25,1165.65966796875
2026-03-27,1161.6690673828125
2026-03-30,1160.3720703125
2026-04-01,1172.443603515625
2026-04-02,1146.803955078125
2026-04-06,1167.1561279296875
2026-04-07,1224.4215087890625
2026-04-08,1268.1187744140625
2026-04-09,1251.058837890625
2026-04-10,1246.7689208984375
2026-04-13,1272.807861328125
2026-04-15,1262.0330810546875
2026-04-16,1253.9521484375
2026-04-17,1245.4720458984375
2026-04-20,1243.1773681640625
2026-04-21,1273.206787109375
2026-04-22,1290.765625
2026-04-23,1265.0260009765625
2026-04-24,1239.3863525390625
2026-04-27,1251.4580078125
2026-04-28,1238.9873046875
2026-04-29,1261.23486328125
2026-04-30,1249.3629150390625
2026-05-01,1249.3629150390625
2026-05-04,1257.7431640625
2026-05-05,1254.8499755859375
2026-05-06,1280.3900146484375
2026-05-07,1289.169189453125
2026-05-08,1301.4404296875
2026-05-11,1291.4638671875
2026-05-12,1260.2373046875
2026-05-13,1301.3406982421875
2026-05-14,1313.1129150390625
2026-05-15,1333.0660400390625
2026-05-18,1348.1307373046875
2026-05-19,1347.531982421875
2026-05-20,1338.8525390625
2026-05-21,1341.64599609375
2026-05-22,1351.822021484375
2026-05-25,1346.833740234375
2026-05-26,1362.1976318359375
2026-05-27,1373.8701171875
2026-05-28,1373.8701171875
2026-05-29,1377.062744140625
2026-06-01,1366.3876953125
2026-06-02,1338.25390625
2026-06-03,1351.0238037109375
2026-06-04,1343.8408203125
2026-06-05,1340.1495361328125
2026-06-08,1340.0496826171875
2026-06-09,1323.58837890625
2026-06-10,1337.455810546875
2026-06-11,1336.7574462890625
2026-06-12,1361.798583984375
2026-06-15,1415.2728271484375
2026-06-16,1419.3631591796875
2026-06-17,1441.112060546875
2026-06-18,1446.5992431640625
2026-06-19,1467.3504638671875
2026-06-22,1443.40673828125
2026-06-23,1437.3209228515625
2026-06-24,1430.7364501953125
2026-06-25,1431.135498046875
2026-06-26,1431.135498046875
2026-06-29,1402.20361328125
2026-06-30,1410.883056640625
2026-07-01,1418.9642333984375
2026-07-02,1417.4677734375
2026-07-03,1436.6226806640625
2026-07-06,1438.2188720703125
2026-07-07,1418.6649169921875
2026-07-08,1427.7435302734375
2026-07-09,1478.0252685546875
2026-07-10,1466.951416015625
2026-07-13,1479.9208984375
2026-07-14,1480.619140625
2026-07-15,1498.078125
2026-07-16,1487.3035888671875
2026-07-17,1489.8974609375
2026-07-20,1488.800048828125
2026-07-21,1483.699951171875
2026-07-22,1489.9000244140625
2026-07-23,1466.0999755859375
2026-07-24,1457.800048828125
2026-07-27,1483.5
2026-07-28,1469.5
2026-07-29,1496.699951171875
2026-07-30,1520.5999755859375
2026-07-31,1525.4000244140625
2026-08-03,1545.5999755859375
2026-08-04,1579.0
2026-08-05,1598.5999755859375
2026-08-06,1573.199951171875
2026-08-07,1556.699951171875
2026-08-10,1538.5999755859375
2026-08-11,1504.0999755859375
2026-08-12,1482.0
2026-08-13,1453.0
2026-08-14,1461.800048828125
2026-08-17,1478.5
2026-08-18,1458.699951171875
2026-08-19,1461.800048828125
2026-08-20,1453.5
2026-08-21,1433.199951171875
2026-08-24,1460.0999755859375
2026-08-25,1445.199951171875
2026-08-26,1446.699951171875
2026-08-27,1441.0
2026-08-28,1442.800048828125
2026-08-31,1414.699951171875
2026-09-01,1446.4000244140625
2026-09-02,1433.0
2026-09-03,1440.800048828125
2026-09-04,1447.199951171875
2026-09-07,1469.9000244140625
2026-09-08,1449.9000244140625
2026-09-09,1451.0999755859375
2026-09-10,1460.0999755859375
2026-09-11,1444.9000244140625
2026-09-15,1453.699951171875
2026-09-16,1457.199951171875
2026-09-18,1454.699951171875
2026-09-21,1438.699951171875
