Date,SCHNEIDER
2012-03-20,61.446372985839844
2012-03-21,64.48137664794922
2012-03-22,66.57105255126953
2012-03-23,68.41195678710938
2012-03-26,69.25777435302734
2012-03-27,66.81982421875
2012-03-28,63.48629379272461
2012-03-29,63.23752212524414
2012-03-30,66.37203216552734
2012-04-02,69.65580749511719
2012-04-03,76.1736068725586
2012-04-04,84.23377227783203
2012-04-09,80.15393829345703
2012-04-10,81.04950714111328
2012-04-11,82.24360656738281
2012-04-12,87.41803741455078
2012-04-13,88.46287536621094
2012-04-16,90.3535385131836
2012-04-17,90.05500793457031
2012-04-18,85.32836151123047
2012-04-19,92.9905014038086
2012-04-20,93.78656768798828
2012-04-23,90.30377960205078
2012-04-24,89.80623626708984
2012-04-25,89.95550537109375
2012-04-26,89.15943145751953
2012-04-27,87.4677963256836
2012-04-30,89.30870056152344
2012-05-02,92.14468383789062
2012-05-03,91.49787902832031
2012-05-04,88.26385498046875
2012-05-07,89.60722351074219
2012-05-08,87.06976318359375
2012-05-09,86.57221984863281
2012-05-10,83.78598022460938
2012-05-11,81.64656066894531
2012-05-14,81.5968017578125
2012-05-15,82.39287567138672
2012-05-16,81.5968017578125
2012-05-17,81.5968017578125
2012-05-18,80.50221252441406
2012-05-21,82.19385528564453
2012-05-22,80.50221252441406
2012-05-23,81.39778900146484
2012-05-24,82.64164733886719
2012-05-25,87.21902465820312
2012-05-28,88.01508331298828
2012-05-29,86.8707504272461
2012-05-30,83.33819580078125
2012-05-31,79.35786437988281
2012-06-01,76.12384796142578
2012-06-04,76.52188110351562
2012-06-05,76.671142578125
2012-06-06,77.96475219726562
2012-06-07,77.66622924804688
2012-06-08,76.91991424560547
2012-06-11,77.71598052978516
2012-06-12,78.16377258300781
2012-06-13,77.26819610595703
2012-06-14,75.62630462646484
2012-06-15,74.18344116210938
2012-06-18,74.28294372558594
2012-06-19,72.88983154296875
2012-06-20,72.59130096435547
2012-06-21,77.4174575805664
2012-06-22,76.82040405273438
2012-06-25,75.8253173828125
2012-06-26,76.96966552734375
2012-06-27,75.1287612915039
2012-06-28,74.43221282958984
2012-06-29,74.5317153930664
2012-07-02,73.63613891601562
2012-07-03,75.17852020263672
2012-07-04,77.26819610595703
2012-07-05,81.79581451416016
2012-07-06,80.2534408569336
2012-07-09,80.10417938232422
2012-07-10,82.84066009521484
2012-07-11,81.94508361816406
2012-07-12,81.29827880859375
2012-07-13,81.6963119506836
2012-07-16,80.20368957519531
2012-07-17,79.75590515136719
2012-07-18,80.94999694824219
2012-07-19,80.1500015258789
2012-07-20,82.25
2012-07-23,80.55000305175781
2012-07-24,79.25
2012-07-25,76.94999694824219
2012-07-26,75.75
2012-07-27,74.0
2012-07-30,75.94999694824219
2012-07-31,76.9000015258789
2012-08-01,79.0
2012-08-02,82.75
2012-08-03,86.4000015258789
2012-08-06,85.05000305175781
2012-08-07,84.5
2012-08-08,81.9000015258789
2012-08-09,80.44999694824219
2012-08-10,80.19999694824219
2012-08-13,84.0999984741211
2012-08-14,83.8499984741211
2012-08-16,83.80000305175781
2012-08-17,83.55000305175781
2012-08-21,85.30000305175781
2012-08-22,86.69999694824219
2012-08-23,89.9000015258789
2012-08-24,89.0
2012-08-27,88.75
2012-08-28,87.0
2012-08-29,88.05000305175781
2012-08-30,88.44999694824219
2012-08-31,86.8499984741211
2012-09-03,85.44999694824219
2012-09-04,89.1500015258789
2012-09-05,87.0999984741211
2012-09-06,88.30000305175781
2012-09-07,88.1500015258789
2012-09-10,90.5999984741211
2012-09-11,91.05000305175781
2012-09-12,90.0999984741211
2012-09-13,90.69999694824219
2012-09-14,92.80000305175781
2012-09-17,90.75
2012-09-18,97.94999694824219
2012-09-20,97.0999984741211
2012-09-21,94.80000305175781
2012-09-24,99.5
2012-09-25,97.55000305175781
2012-09-26,96.44999694824219
2012-09-27,94.94999694824219
2012-09-28,93.6500015258789
2012-10-01,93.80000305175781
2012-10-03,93.5999984741211
2012-10-04,93.4000015258789
2012-10-05,92.0999984741211
2012-10-08,91.0999984741211
2012-10-09,89.9000015258789
2012-10-10,90.0999984741211
2012-10-11,92.75
2012-10-12,91.19999694824219
2012-10-15,91.19999694824219
2012-10-16,89.69999694824219
2012-10-17,92.25
2012-10-18,94.25
2012-10-19,94.5
2012-10-22,93.6500015258789
2012-10-23,93.6500015258789
2012-10-25,93.4000015258789
2012-10-29,92.80000305175781
2012-10-30,91.25
2012-10-31,91.4000015258789
2012-11-01,91.05000305175781
2012-11-02,90.69999694824219
2012-11-05,87.8499984741211
2012-11-06,88.5
2012-11-07,88.44999694824219
2012-11-08,88.8499984741211
2012-11-09,87.5
2012-11-12,84.8499984741211
2012-11-15,92.75
2012-11-16,88.0
2012-11-19,87.6500015258789
2012-11-20,87.69999694824219
2012-11-21,87.5
2012-11-22,87.0
2012-11-23,88.1500015258789
2012-11-26,87.55000305175781
2012-11-27,88.05000305175781
2012-11-29,87.8499984741211
2012-11-30,99.05000305175781
2012-12-03,97.5999984741211
2012-12-04,95.44999694824219
2012-12-05,94.1500015258789
2012-12-06,95.1500015258789
2012-12-07,93.69999694824219
2012-12-10,92.8499984741211
2012-12-11,92.9000015258789
2012-12-12,93.0999984741211
2012-12-13,91.9000015258789
2012-12-14,93.0
2012-12-17,92.0
2012-12-18,92.0
2012-12-19,90.9000015258789
2012-12-20,88.94999694824219
2012-12-21,88.69999694824219
2012-12-24,87.0999984741211
2012-12-26,86.25
2012-12-27,85.1500015258789
2012-12-28,84.69999694824219
2012-12-31,84.55000305175781
2013-01-01,85.75
2013-01-02,84.69999694824219
2013-01-03,83.69999694824219
2013-01-04,84.6500015258789
2013-01-07,85.44999694824219
2013-01-08,86.94999694824219
2013-01-09,88.05000305175781
2013-01-10,86.55000305175781
2013-01-11,85.19999694824219
2013-01-14,85.5
2013-01-15,85.3499984741211
2013-01-16,85.4000015258789
2013-01-17,85.6500015258789
2013-01-18,84.55000305175781
2013-01-21,84.3499984741211
2013-01-22,84.69999694824219
2013-01-23,83.3499984741211
2013-01-24,82.30000305175781
2013-01-25,84.8499984741211
2013-01-28,84.69999694824219
2013-01-29,85.3499984741211
2013-01-30,86.5999984741211
2013-01-31,86.1500015258789
2013-02-01,86.0
2013-02-04,87.4000015258789
2013-02-05,87.0999984741211
2013-02-06,86.80000305175781
2013-02-07,86.55000305175781
2013-02-08,84.25
2013-02-11,84.4000015258789
2013-02-12,82.8499984741211
2013-02-13,81.19999694824219
2013-02-14,78.8499984741211
2013-02-15,77.5
2013-02-18,77.9000015258789
2013-02-19,78.1500015258789
2013-02-20,79.05000305175781
2013-02-21,79.0
2013-02-22,77.0999984741211
2013-02-25,78.0
2013-02-26,75.05000305175781
2013-02-27,77.94999694824219
2013-02-28,79.05000305175781
