Date,HDFCBANK
1996-01-01,1.1312602758407593
1996-01-02,1.1293622255325317
1996-01-03,1.1331579685211182
1996-01-04,1.1255654096603394
1996-01-05,1.12366783618927
1996-01-08,1.1103811264038086
1996-01-09,1.0743175745010376
1996-01-10,1.0781136751174927
1996-01-11,1.0743175745010376
1996-01-12,1.07241952419281
1996-01-15,1.059132695198059
1996-01-16,1.0401519536972046
1996-01-17,1.0078847408294678
1996-01-18,1.0021902322769165
1996-01-19,0.9699227809906006
1996-01-22,0.9661267995834351
1996-01-23,0.9604323506355286
1996-01-24,0.935757040977478
1996-01-25,0.9243686199188232
1996-01-26,0.9243686199188232
1996-01-29,0.943349301815033
1996-01-30,0.9566361308097839
1996-01-31,0.9832093715667725
1996-02-01,1.0553367137908936
1996-02-02,1.1065850257873535
1996-02-05,1.1369543075561523
1996-02-06,1.1293622255325317
1996-02-07,1.0876039266586304
1996-02-08,1.155935287475586
1996-02-09,1.3856037855148315
1996-02-12,1.3324570655822754
1996-02-13,1.309680461883545
1996-02-14,1.4083807468414307
1996-02-15,1.3988903760910034
1996-02-16,1.3514385223388672
1996-02-19,1.3343557119369507
1996-02-20,1.2774128913879395
1996-02-21,1.2774128913879395
1996-02-22,1.3001896142959595
1996-02-23,1.2982919216156006
1996-02-26,1.2850050926208496
1996-02-27,1.288801670074463
1996-02-28,1.2622281312942505
1996-02-29,1.163527488708496
1996-03-01,1.180610179901123
1996-03-04,1.163527488708496
1996-03-05,1.163527488708496
1996-03-06,1.176814079284668
1996-03-07,1.161629557609558
1996-03-08,1.157833456993103
1996-03-11,1.1369543075561523
1996-03-12,1.121769666671753
1996-03-13,1.1692218780517578
1996-03-14,1.1654255390167236
1996-03-15,1.1388524770736694
1996-03-18,1.1331579685211182
1996-03-19,1.121769666671753
1996-03-20,1.121769666671753
1996-03-21,1.1407506465911865
1996-03-22,1.1369543075561523
1996-03-25,1.1483433246612549
1996-03-26,1.155935287475586
1996-03-27,1.176814079284668
1996-03-28,1.2185720205307007
1996-03-29,1.2318588495254517
1996-04-01,1.2489413022994995
1996-04-02,1.2906993627548218
1996-04-03,1.3248651027679443
1996-04-04,1.292597770690918
1996-04-05,1.292597770690918
1996-04-08,1.309680461883545
1996-04-09,1.2850050926208496
1996-04-10,1.247043251991272
1996-04-11,1.2660245895385742
1996-04-12,1.2717183828353882
1996-04-15,1.3001896142959595
1996-04-16,1.2812087535858154
1996-04-17,1.330559492111206
1996-04-18,1.387501835823059
1996-04-19,1.4596292972564697
1996-04-22,1.4311578273773193
1996-04-23,1.4083807468414307
1996-04-24,1.4596292972564697
1996-04-25,1.3988903760910034
1996-04-26,1.4045848846435547
1996-04-29,1.3988903760910034
1996-04-30,1.3457441329956055
1996-05-01,1.3761135339736938
1996-05-02,1.3533364534378052
1996-05-03,1.3286610841751099
1996-05-06,1.2831072807312012
1996-05-07,1.296393632888794
1996-05-08,1.3229665756225586
1996-05-09,1.292597770690918
1996-05-10,1.2850050926208496
1996-05-13,1.2982919216156006
1996-05-14,1.3001896142959595
1996-05-15,1.3210686445236206
1996-05-16,1.3571325540542603
1996-05-17,1.3400495052337646
1996-05-20,1.292597770690918
1996-05-21,1.2660245895385742
1996-05-22,1.2812087535858154
1996-05-23,1.2717183828353882
1996-05-24,1.2850050926208496
1996-05-27,1.267922282218933
1996-05-28,1.2869035005569458
1996-05-29,1.3077820539474487
1996-05-30,1.294495701789856
1996-05-31,1.296393632888794
1996-06-03,1.309680461883545
1996-06-04,1.2906993627548218
1996-06-05,1.292597770690918
1996-06-06,1.3039859533309937
1996-06-07,1.3039859533309937
1996-06-10,1.3058842420578003
1996-06-11,1.3020879030227661
1996-06-12,1.3324570655822754
1996-06-13,1.4710177183151245
1996-06-14,1.535552978515625
1996-06-17,1.469119668006897
1996-06-18,1.4539347887039185
1996-06-19,1.4425463676452637
1996-06-20,1.429260015487671
1996-06-21,1.3969923257827759
1996-06-24,1.3894001245498657
1996-06-25,1.3818079233169556
1996-06-26,1.486202597618103
1996-06-27,1.4918967485427856
1996-06-28,1.5146737098693848
1996-07-01,1.4824062585830688
1996-07-02,1.4786099195480347
1996-07-03,1.4634257555007935
1996-07-04,1.465323567390442
1996-07-05,1.4634257555007935
1996-07-08,1.4710177183151245
1996-07-09,1.4558333158493042
1996-07-10,1.4539347887039185
1996-07-11,1.4539347887039185
1996-07-12,1.4501386880874634
1996-07-15,1.4539347887039185
1996-07-16,1.4444442987442017
1996-07-17,1.4311578273773193
1996-07-18,1.419769525527954
1996-07-19,1.4273618459701538
1996-07-22,1.4235656261444092
1996-07-23,1.3969923257827759
1996-07-24,1.374215006828308
1996-07-25,1.3704190254211426
1996-07-26,1.3780114650726318
1996-07-29,1.374215006828308
1996-07-30,1.3419477939605713
1996-07-31,1.3362536430358887
1996-08-01,1.347641944885254
1996-08-02,1.3609284162521362
1996-08-05,1.3723173141479492
1996-08-06,1.4330559968948364
1996-08-07,1.3988903760910034
1996-08-08,1.3912981748580933
1996-08-09,1.3799095153808594
1996-08-12,1.3723173141479492
1996-08-13,1.368520975112915
1996-08-14,1.3514385223388672
1996-08-15,1.3514385223388672
1996-08-16,1.3419477939605713
1996-08-19,1.3286610841751099
1996-08-20,1.2717183828353882
1996-08-21,1.3324570655822754
1996-08-22,1.3267630338668823
1996-08-23,1.3286610841751099
1996-08-26,1.3438459634780884
1996-08-27,1.3666229248046875
1996-08-28,1.3780114650726318
1996-08-29,1.387501835823059
1996-08-30,1.3988903760910034
1996-09-02,1.4064825773239136
1996-09-03,1.3818079233169556
1996-09-04,1.387501835823059
1996-09-05,1.4045848846435547
1996-09-06,1.4064825773239136
