Date,KEI
2006-03-23,66.65870666503906
2006-03-24,67.85536193847656
2006-03-27,67.82877349853516
2006-03-28,67.11077880859375
2006-03-29,67.11077880859375
2006-03-30,65.43545532226562
2006-03-31,65.417724609375
2006-04-03,67.38557434082031
2006-04-04,68.20106506347656
2006-04-05,70.96670532226562
2006-04-07,67.87309265136719
2006-04-10,80.3716049194336
2006-04-12,80.3716049194336
2006-04-13,83.69566345214844
2006-04-17,91.1593246459961
2006-04-18,84.8923568725586
2006-04-19,80.65525817871094
2006-04-20,82.41924285888672
2006-04-21,83.9970703125
2006-04-24,86.92225646972656
2006-04-25,84.8214340209961
2006-04-26,84.10342407226562
2006-04-27,83.57158660888672
2006-04-28,83.57158660888672
2006-05-02,79.93726348876953
2006-05-03,77.4730224609375
2006-05-04,76.81707763671875
2006-05-05,77.34004974365234
2006-05-08,78.17328643798828
2006-05-09,72.47362518310547
2006-05-10,72.43816375732422
2006-05-11,71.82653045654297
2006-05-12,78.06692504882812
2006-05-15,72.12792205810547
2006-05-16,75.64701080322266
2006-05-17,77.76554870605469
2006-05-18,73.43981170654297
2006-05-19,67.75785827636719
2006-05-22,63.01552200317383
2006-05-23,75.36334991455078
2006-05-24,70.17779541015625
2006-05-25,69.27366638183594
2006-05-26,70.28417205810547
2006-05-29,66.83599853515625
2006-05-30,68.23653411865234
2006-05-31,68.23653411865234
2006-06-01,62.75847625732422
2006-06-02,63.228267669677734
2006-06-05,61.94295883178711
2006-06-06,61.7745475769043
2006-06-07,61.10087203979492
2006-06-08,49.010860443115234
2006-06-09,53.165687561035156
2006-06-12,57.2046012878418
2006-06-13,45.997291564941406
2006-06-14,44.84711456298828
2006-06-15,44.84711456298828
2006-06-16,44.84711456298828
2006-06-19,51.58757019042969
2006-06-20,51.658897399902344
2006-06-21,53.40642547607422
2006-06-22,53.50448989868164
2006-06-23,52.131439208984375
2006-06-26,48.64530944824219
2006-06-27,46.48765182495117
2006-06-28,47.637813568115234
2006-06-29,48.039031982421875
2006-06-30,52.6396484375
2006-07-03,52.398921966552734
2006-07-04,50.3839225769043
2006-07-05,52.11361312866211
2006-07-06,51.61431884765625
2006-07-07,50.44632339477539
2006-07-10,49.80439758300781
2006-07-11,48.13710021972656
2006-07-12,47.24551010131836
2006-07-13,49.8935432434082
2006-07-14,48.333248138427734
2006-07-17,47.02260971069336
2006-07-18,45.560401916503906
2006-07-19,39.408409118652344
2006-07-20,40.1840934753418
2006-07-21,38.391998291015625
2006-07-24,36.41264343261719
2006-07-25,38.13343048095703
2006-07-26,38.27607727050781
2006-07-27,43.643463134765625
2006-07-28,44.09818649291992
2006-07-31,42.58246994018555
2006-08-01,41.87812042236328
2006-08-02,42.841041564941406
2006-08-03,42.841041564941406
2006-08-04,44.98978042602539
2006-08-07,44.58856201171875
2006-08-08,46.10427474975586
2006-08-09,48.36891174316406
2006-08-10,48.51156997680664
2006-08-11,48.08361053466797
2006-08-14,48.25300979614258
2006-08-16,57.703895568847656
2006-08-17,54.24452590942383
2006-08-18,53.90571594238281
2006-08-21,54.913211822509766
2006-08-22,55.46599578857422
2006-08-23,54.235599517822266
2006-08-24,52.924957275390625
2006-08-25,55.77806091308594
2006-08-28,54.79729461669922
2006-08-29,54.92211151123047
2006-08-30,53.049774169921875
2006-08-31,53.70064926147461
2006-09-01,53.89679718017578
2006-09-04,54.44065856933594
2006-09-05,53.68280029296875
2006-09-06,58.79164123535156
2006-09-07,58.71139144897461
2006-09-08,59.80805206298828
2006-09-11,55.49274444580078
2006-09-12,57.917877197265625
2006-09-13,59.55841064453125
2006-09-14,59.576236724853516
2006-09-15,58.18535614013672
2006-09-18,58.16752243041992
2006-09-19,56.268428802490234
2006-09-20,56.143611907958984
2006-09-21,56.7588005065918
2006-09-22,55.13610076904297
2006-09-25,56.00095748901367
2006-09-26,56.446746826171875
2006-09-27,56.58048629760742
2006-09-28,56.7588005065918
2006-09-29,56.919288635253906
2006-10-03,55.68889236450195
2006-10-04,58.809471130371094
2006-10-05,60.556983947753906
2006-10-06,60.48566818237305
2006-10-09,62.09943389892578
2006-10-10,60.65507125854492
2006-10-11,60.16469192504883
2006-10-12,61.78739547729492
2006-10-13,63.36552047729492
2006-10-16,64.59590911865234
2006-10-17,63.820220947265625
2006-10-18,64.08770751953125
2006-10-19,61.716060638427734
2006-10-20,62.295616149902344
2006-10-23,64.31058502197266
2006-10-26,64.22144317626953
2006-10-27,65.44291687011719
2006-10-30,64.11444854736328
2006-10-31,62.32233810424805
2006-11-01,61.54664993286133
2006-11-02,62.57198715209961
2006-11-03,65.96895599365234
2006-11-06,65.34484100341797
2006-11-07,64.62264251708984
2006-11-08,63.089111328125
2006-11-09,64.35517120361328
2006-11-10,64.31949615478516
2006-11-13,71.07779693603516
2006-11-14,68.38518524169922
2006-11-15,68.15337371826172
2006-11-16,68.85771942138672
2006-11-17,66.60200500488281
2006-11-20,65.98680877685547
2006-11-21,68.41192626953125
2006-11-22,65.5499038696289
2006-11-23,67.36876678466797
2006-11-24,66.08486938476562
2006-11-27,68.57239532470703
2006-11-28,73.09278869628906
2006-11-29,78.9862289428711
2006-11-30,76.2936019897461
2006-12-01,78.0054702758789
2006-12-04,80.85855102539062
2006-12-05,85.08470916748047
2006-12-06,83.18561553955078
2006-12-07,83.2480239868164
2006-12-08,79.32501983642578
2006-12-11,75.79431915283203
2006-12-12,70.35559844970703
2006-12-13,76.86420440673828
2006-12-14,75.64273071289062
2006-12-15,78.43344116210938
2006-12-18,76.06177520751953
2006-12-19,74.96513366699219
2006-12-20,73.99329376220703
2006-12-21,73.99329376220703
2006-12-22,73.99329376220703
2006-12-26,73.99329376220703
2006-12-27,73.99329376220703
2006-12-28,73.99329376220703
2006-12-29,76.9444580078125
2007-01-02,76.98902893066406
2007-01-03,78.10355377197266
2007-01-04,79.88672637939453
2007-01-05,78.28185272216797
2007-01-08,77.96979522705078
2007-01-09,77.12279510498047
2007-01-10,77.03363037109375
2007-01-11,83.85431671142578
2007-01-12,81.66991424560547
2007-01-15,85.28085327148438
2007-01-16,82.60609436035156
2007-01-17,83.5422592163086
2007-01-18,92.59192657470703
2007-01-19,104.45010375976562
2007-01-22,107.30321502685547
2007-01-23,101.86449432373047
2007-01-24,110.1117172241211
2007-01-25,105.07422637939453
2007-01-29,105.78751373291016
2007-01-31,100.34877014160156
2007-02-01,94.73175811767578
2007-02-02,99.36802673339844
2007-02-05,96.42577362060547
2007-02-06,94.5980224609375
2007-02-07,91.03162384033203
2007-02-08,95.31128692626953
2007-02-09,91.65575408935547
2007-02-12,82.78438568115234
2007-02-13,81.98197937011719
2007-02-14,83.14103698730469
2007-02-15,85.99413299560547
2007-02-19,86.84114837646484
2007-02-20,84.87963104248047
2007-02-21,83.67598724365234
2007-02-22,81.4469985961914
2007-02-23,73.3335189819336
2007-02-26,66.9586181640625
2007-02-27,70.34668731689453
2007-02-28,68.78638458251953
2007-03-01,70.79246520996094
2007-03-02,72.08528137207031
2007-03-05,68.65264892578125
2007-03-06,66.0670394897461
2007-03-07,62.76813507080078
2007-03-08,60.137939453125
2007-03-09,61.9657096862793
2007-03-12,63.61515426635742
2007-03-13,66.78031921386719
2007-03-14,65.57665252685547
2007-03-15,66.42367553710938
2007-03-16,64.15010833740234
2007-03-19,65.57665252685547
2007-03-20,65.88870239257812
2007-03-21,64.32843780517578
2007-03-22,65.48748779296875
2007-03-23,65.53208923339844
2007-03-26,64.32843780517578
2007-03-28,61.118690490722656
2007-03-29,58.22101974487305
2007-03-30,59.915042877197266
2007-04-02,59.82587814331055
2007-04-03,60.004207611083984
2007-04-04,58.533077239990234
2007-04-05,58.66681671142578
2007-04-09,61.51993179321289
2007-04-10,64.59590911865234
2007-04-11,63.035614013671875
2007-04-12,62.54524612426758
2007-04-13,64.28384399414062
2007-04-16,65.7549819946289
2007-04-17,64.28384399414062
2007-04-18,63.92721939086914
2007-04-19,61.60908889770508
2007-04-20,63.39225769042969
2007-04-23,63.74888229370117
2007-04-24,64.016357421875
2007-04-25,63.21393966674805
2007-04-26,66.82489013671875
2007-04-27,64.81879425048828
2007-04-30,63.30310821533203
2007-05-03,65.57665252685547
2007-05-04,70.30209350585938
2007-05-07,70.48043823242188
2007-05-08,68.3405990600586
2007-05-09,66.60200500488281
2007-05-10,66.42367553710938
2007-05-11,65.93331909179688
2007-05-14,67.31526184082031
2007-05-15,66.5128402709961
2007-05-16,71.37200927734375
2007-05-17,72.08528137207031
2007-05-18,70.5250015258789
2007-05-21,67.53817749023438
2007-05-22,74.31427001953125
2007-05-23,76.32035064697266
2007-05-24,81.22410583496094
2007-05-25,80.91204071044922
2007-05-28,89.02556610107422
2007-05-29,89.78341674804688
2007-05-30,85.325439453125
2007-05-31,82.60609436035156
2007-06-01,82.60609436035156
2007-06-04,79.9312973022461
2007-06-05,80.7783203125
2007-06-06,77.8360824584961
2007-06-07,76.54325866699219
2007-06-08,76.23120880126953
2007-06-11,75.87456512451172
2007-06-12,74.4034194946289
2007-06-13,72.79856872558594
2007-06-14,76.05287170410156
2007-06-15,73.64555358886719
2007-06-18,73.37809753417969
2007-06-19,74.1359634399414
2007-06-20,74.71548461914062
2007-06-21,73.82389068603516
2007-06-22,74.09137725830078
2007-06-25,74.35884857177734
2007-06-26,76.58784484863281
2007-06-27,77.30109405517578
2007-06-28,77.21195220947266
2007-06-29,74.893798828125
2007-07-02,75.11669158935547
2007-07-03,75.47335052490234
2007-07-04,75.7408218383789
2007-07-05,73.91307830810547
2007-07-06,73.60099792480469
2007-07-09,80.7783203125
2007-07-10,80.24335479736328
2007-07-11,77.96979522705078
2007-07-12,80.06504821777344
2007-07-13,78.10355377197266
2007-07-16,79.39634704589844
2007-07-17,77.30109405517578
2007-07-18,76.89988708496094
2007-07-19,76.32035064697266
2007-07-20,76.27577209472656
2007-07-23,75.60708618164062
2007-07-24,73.86848449707031
2007-07-25,74.04679870605469
2007-07-26,75.87456512451172
2007-07-27,72.88771057128906
2007-07-30,74.09137725830078
2007-07-31,75.87456512451172
2007-08-01,72.66483306884766
2007-08-02,73.02146911621094
2007-08-03,74.04679870605469
2007-08-06,72.08528137207031
2007-08-07,74.44801330566406
2007-08-08,74.53718566894531
2007-08-09,73.19978332519531
2007-08-10,71.1937026977539
2007-08-13,71.55032348632812
2007-08-14,70.43583679199219
2007-08-16,67.09236145019531
2007-08-17,66.86945343017578
2007-08-20,68.0731201171875
2007-08-21,63.21393966674805
2007-08-22,63.035614013671875
2007-08-23,62.8572998046875
2007-08-24,63.61515426635742
2007-08-27,63.25850296020508
2007-08-28,64.10552215576172
2007-08-29,63.92721939086914
2007-08-30,63.30310821533203
2007-08-31,63.971778869628906
2007-09-03,69.14302825927734
2007-09-04,74.98295593261719
2007-09-05,80.55542755126953
2007-09-06,82.75198364257812
2007-09-07,81.81059265136719
2007-09-10,80.68991088867188
2007-09-11,78.98643493652344
2007-09-12,77.05887603759766
2007-09-13,77.64161682128906
2007-09-14,75.26575469970703
2007-09-17,78.98643493652344
2007-09-18,78.89679718017578
2007-09-19,80.55542755126953
2007-09-20,80.33126831054688
2007-09-21,78.00025939941406
2007-09-24,78.89679718017578
2007-09-25,77.23817443847656
2007-09-26,77.91057586669922
2007-09-27,77.55197143554688
2007-09-28,77.37265014648438
2007-10-01,74.10022735595703
2007-10-03,70.91744232177734
2007-10-04,67.82437133789062
2007-10-05,70.42436218261719
2007-10-08,66.61399841308594
2007-10-09,70.55882263183594
2007-10-10,71.63470458984375
2007-10-11,74.6830062866211
2007-10-12,77.50714111328125
2007-10-15,75.40022277832031
2007-10-16,74.86229705810547
2007-10-17,76.34163665771484
2007-10-18,76.20713806152344
2007-10-19,81.58646392822266
2007-10-22,79.79334259033203
2007-10-23,79.47956848144531
2007-10-24,75.48988342285156
2007-10-25,79.03128814697266
2007-10-26,79.165771484375
2007-10-29,75.13127136230469
2007-10-30,74.41402435302734
2007-10-31,75.48988342285156
2007-11-01,71.90364837646484
2007-11-02,71.09677124023438
2007-11-05,71.05194854736328
2007-11-06,70.69331359863281
2007-11-07,69.03469848632812
2007-11-08,69.39331817626953
2007-11-12,69.79676818847656
2007-11-13,70.82779693603516
