Date,MSTCLTD
2019-04-01,87.28533172607422
2019-04-02,86.50426483154297
2019-04-03,84.39537048339844
2019-04-04,81.07579040527344
2019-04-05,82.6379623413086
2019-04-08,83.53617095947266
2019-04-09,84.74684143066406
2019-04-10,88.88655090332031
2019-04-11,86.89481353759766
2019-04-12,87.5587387084961
2019-04-15,86.03562927246094
2019-04-16,84.47347259521484
2019-04-18,82.75508880615234
2019-04-22,81.11483001708984
2019-04-23,80.17755889892578
2019-04-24,79.94322204589844
2019-04-25,78.88876342773438
2019-04-26,82.6379623413086
2019-04-30,82.83320617675781
2019-05-02,82.0911865234375
2019-05-03,81.19294738769531
2019-05-06,81.23200225830078
2019-05-07,79.63079071044922
2019-05-08,78.34202575683594
2019-05-09,77.17040252685547
2019-05-10,78.10769653320312
2019-05-13,78.45916748046875
2019-05-14,77.52189636230469
2019-05-15,77.75621032714844
2019-05-16,77.32662200927734
2019-05-17,76.97512817382812
2019-05-20,78.6544418334961
2019-05-21,77.05323791503906
2019-05-22,76.23310852050781
2019-05-23,75.68634796142578
2019-05-24,77.40472412109375
2019-05-27,79.39646911621094
2019-05-28,80.99767303466797
2019-05-29,78.77159881591797
2019-05-30,77.44377136230469
2019-05-31,77.20945739746094
2019-06-03,76.0768814086914
2019-06-04,76.0768814086914
2019-06-06,74.90526580810547
2019-06-07,75.49108123779297
2019-06-10,74.24136352539062
2019-06-11,74.3585205078125
2019-06-12,73.65555572509766
2019-06-13,72.64015197753906
2019-06-14,72.0543441772461
2019-06-17,71.19515991210938
2019-06-18,70.41407775878906
2019-06-19,69.16436004638672
2019-06-20,67.25071716308594
2019-06-21,67.7584228515625
2019-06-24,68.07085418701172
2019-06-25,66.0791015625
2019-06-26,66.1181640625
2019-06-27,67.6412582397461
2019-06-28,67.36788177490234
2019-07-01,68.03179931640625
2019-07-02,70.76556396484375
2019-07-03,72.0543441772461
2019-07-04,78.30297088623047
2019-07-05,78.30297088623047
2019-07-08,77.75621032714844
2019-07-09,77.5999984741211
2019-07-10,77.32662200927734
2019-07-11,76.42837524414062
2019-07-12,75.17865753173828
2019-07-15,77.91242218017578
2019-07-16,78.02957153320312
2019-07-17,75.21771240234375
2019-07-18,72.64015197753906
2019-07-19,71.78097534179688
2019-07-22,70.25786590576172
2019-07-23,71.70286560058594
2019-07-24,70.33598327636719
2019-07-25,69.63300323486328
2019-07-26,68.38330841064453
2019-07-29,67.6412582397461
2019-07-30,66.6649169921875
2019-07-31,65.5714111328125
2019-08-01,62.408058166503906
2019-08-02,62.525203704833984
2019-08-05,62.44709777832031
2019-08-06,66.04005432128906
2019-08-07,66.6649169921875
2019-08-08,66.31343078613281
2019-08-09,68.26614379882812
2019-08-13,66.82113647460938
2019-08-14,62.44709777832031
2019-08-16,60.80684280395508
2019-08-19,62.525203704833984
2019-08-20,62.44709777832031
2019-08-21,61.66602325439453
2019-08-22,59.90860366821289
2019-08-23,58.69792556762695
2019-08-26,61.705078125
2019-08-27,69.71111297607422
2019-08-28,71.93718719482422
2019-08-29,66.00099182128906
2019-08-30,63.54060363769531
2019-09-03,61.470741271972656
2019-09-04,61.58791732788086
2019-09-05,62.173709869384766
2019-09-06,63.735862731933594
2019-09-09,68.93004608154297
2019-09-11,73.73365783691406
2019-09-12,72.95258331298828
2019-09-13,75.56918334960938
2019-09-16,73.10879516601562
2019-09-17,70.68746948242188
2019-09-18,71.82000732421875
2019-09-19,67.91464233398438
2019-09-20,71.58570098876953
2019-09-23,79.08404541015625
2019-09-24,81.89591979980469
2019-09-25,78.57633972167969
2019-09-26,76.31121826171875
2019-09-27,73.34313201904297
2019-09-30,73.850830078125
2019-10-01,71.19515991210938
2019-10-03,72.0152816772461
2019-10-04,71.7419204711914
2019-10-07,70.6093521118164
2019-10-09,71.78097534179688
2019-10-10,71.85908508300781
2019-10-11,72.64015197753906
2019-10-14,73.9289321899414
2019-10-15,74.20230865478516
2019-10-16,78.14674377441406
2019-10-17,77.48282623291016
2019-10-18,77.40472412109375
2019-10-22,77.24850463867188
2019-10-23,75.41297912597656
2019-10-24,76.23310852050781
2019-10-25,74.20230865478516
2019-10-27,76.66271209716797
2019-10-29,76.46743774414062
2019-10-30,82.0130844116211
2019-10-31,86.85575866699219
2019-11-01,92.08898162841797
2019-11-04,91.5031509399414
2019-11-05,93.45585632324219
2019-11-06,95.9943618774414
2019-11-07,115.1697998046875
2019-11-08,115.7165298461914
2019-11-11,120.32490539550781
2019-11-13,136.2979278564453
2019-11-14,122.66813659667969
2019-11-15,125.01136016845703
2019-11-18,124.4255599975586
2019-11-19,122.277587890625
2019-11-20,123.80069732666016
2019-11-21,119.4266586303711
2019-11-22,116.06803131103516
2019-11-25,118.41124725341797
2019-11-26,115.48220825195312
2019-11-27,115.1697998046875
2019-11-28,116.30235290527344
2019-11-29,117.1615219116211
2019-12-02,117.74735260009766
2019-12-03,117.31773376464844
2019-12-04,115.83372497558594
2019-12-05,113.68574523925781
2019-12-06,111.61589050292969
2019-12-09,110.1318588256836
2019-12-10,105.13297271728516
2019-12-11,101.38379669189453
