Date,IDFCFIRSTB
2015-11-06,67.38579559326172
2015-11-09,64.08351135253906
2015-11-10,61.786277770996094
2015-11-13,60.781227111816406
2015-11-16,62.21700668334961
2015-11-17,61.92984390258789
2015-11-18,62.408443450927734
2015-11-19,61.11623764038086
2015-11-20,62.408443450927734
2015-11-23,61.068382263183594
2015-11-24,60.25477600097656
2015-11-26,59.01043701171875
2015-11-27,58.388267517089844
2015-11-30,58.388267517089844
2015-12-01,57.43107604980469
2015-12-02,57.71823501586914
2015-12-03,57.9575309753418
2015-12-04,57.90967559814453
2015-12-07,56.904632568359375
2015-12-08,55.229557037353516
2015-12-09,54.415950775146484
2015-12-10,54.415950775146484
2015-12-11,52.93231201171875
2015-12-14,53.3630485534668
2015-12-15,53.12375259399414
2015-12-16,53.65019989013672
2015-12-17,55.56456756591797
2015-12-18,55.89958953857422
2015-12-21,54.99026107788086
2015-12-22,56.761051177978516
2015-12-23,56.761051177978516
2015-12-24,58.29254913330078
2015-12-28,57.38322448730469
2015-12-29,59.20186996459961
2015-12-30,58.86685562133789
2015-12-31,58.24468231201172
2016-01-01,58.10110855102539
2016-01-04,56.42604446411133
2016-01-05,56.47389602661133
2016-01-06,55.27742004394531
2016-01-07,53.50661849975586
2016-01-08,52.740875244140625
2016-01-11,51.592254638671875
2016-01-12,50.252197265625
2016-01-13,49.10356903076172
2016-01-14,46.614891052246094
2016-01-15,44.84409713745117
2016-01-18,43.12117004394531
2016-01-19,43.599761962890625
2016-01-20,41.58967590332031
2016-01-21,41.58967590332031
2016-01-22,44.07835388183594
2016-01-25,45.274837493896484
2016-01-27,48.43354415893555
2016-01-28,48.577125549316406
2016-01-29,50.30005645751953
2016-02-01,54.320228576660156
2016-02-02,52.02298355102539
2016-02-03,49.86932373046875
2016-02-04,51.161521911621094
2016-02-05,52.5973014831543
2016-02-08,52.26227951049805
2016-02-09,51.30509948730469
2016-02-10,50.77864456176758
2016-02-11,48.577125549316406
2016-02-12,48.577125549316406
2016-02-15,51.6879768371582
2016-02-16,48.28996658325195
2016-02-17,49.19929885864258
2016-02-18,48.52926254272461
2016-02-19,48.62498092651367
2016-02-22,47.428504943847656
2016-02-23,45.99272155761719
2016-02-24,44.74838638305664
2016-02-25,44.74838638305664
2016-02-26,45.08340072631836
2016-02-29,43.599761962890625
2016-03-01,44.84409713745117
2016-03-02,46.854190826416016
2016-03-03,46.90204620361328
2016-03-04,47.52421569824219
2016-03-08,46.997764587402344
2016-03-09,45.56199264526367
2016-03-10,45.274837493896484
2016-03-11,45.51413345336914
2016-03-14,44.891963958740234
2016-03-15,44.31764602661133
2016-03-16,43.599761962890625
2016-03-17,42.78615188598633
2016-03-18,43.26475143432617
2016-03-21,44.98767852783203
2016-03-22,44.74838638305664
2016-03-23,45.322696685791016
2016-03-28,44.365509033203125
2016-03-29,44.365509033203125
2016-03-30,45.274837493896484
2016-03-31,46.13630294799805
2016-04-01,46.75847244262695
2016-04-04,48.28996658325195
2016-04-05,48.146385192871094
2016-04-06,48.62498092651367
2016-04-07,48.194252014160156
2016-04-08,49.91718292236328
2016-04-11,50.73078918457031
2016-04-12,51.30509948730469
2016-04-13,51.6879768371582
2016-04-18,51.640113830566406
2016-04-20,51.49654006958008
2016-04-21,52.07084274291992
2016-04-22,51.49654006958008
2016-04-25,49.677886962890625
2016-04-26,50.68293380737305
2016-04-27,47.71565246582031
2016-04-28,45.37055587768555
2016-04-29,45.8012809753418
2016-05-02,45.7534294128418
2016-05-03,45.131263732910156
2016-05-04,44.891963958740234
2016-05-05,44.60480499267578
2016-05-06,45.56199264526367
2016-05-09,45.8012809753418
2016-05-10,45.274837493896484
2016-05-11,44.413368225097656
2016-05-12,44.365509033203125
2016-05-13,44.55694580078125
2016-05-16,44.796241760253906
2016-05-17,44.98767852783203
2016-05-18,45.0355339050293
2016-05-19,45.179115295410156
2016-05-20,45.179115295410156
2016-05-23,45.08340072631836
2016-05-24,44.939823150634766
2016-05-25,44.98767852783203
2016-05-26,45.0355339050293
2016-05-27,45.6577033996582
2016-05-30,45.99272155761719
2016-05-31,46.088443756103516
2016-06-01,45.99272155761719
2016-06-02,45.51413345336914
2016-06-03,45.322696685791016
2016-06-06,44.12621307373047
2016-06-07,44.07835388183594
2016-06-08,45.22697448730469
2016-06-09,45.322696685791016
2016-06-10,45.322696685791016
2016-06-13,44.98767852783203
2016-06-14,45.179115295410156
2016-06-15,45.179115295410156
2016-06-16,44.98767852783203
2016-06-17,44.891963958740234
2016-06-20,44.796241760253906
2016-06-21,44.22193145751953
2016-06-22,43.98263931274414
2016-06-23,43.4561882019043
2016-06-24,42.97759246826172
2016-06-27,43.12117004394531
2016-06-28,42.690433502197266
2016-06-29,42.92972946166992
2016-06-30,43.26475143432617
2016-07-01,43.408321380615234
2016-07-04,44.365509033203125
2016-07-05,43.98263931274414
2016-07-07,45.37055587768555
2016-07-08,45.46626663208008
2016-07-11,45.99272155761719
2016-07-12,49.77360153198242
2016-07-13,48.62498092651367
2016-07-14,49.58216094970703
2016-07-15,49.39072799682617
2016-07-18,49.82146453857422
2016-07-19,48.71538543701172
2016-07-20,49.29247283935547
2016-07-21,48.42684555053711
2016-07-22,48.378753662109375
2016-07-25,48.907745361328125
2016-07-26,50.446632385253906
2016-07-27,49.10010528564453
2016-07-28,48.474937438964844
2016-07-29,49.62909698486328
2016-08-01,48.66729736328125
2016-08-02,48.52302551269531
2016-08-03,46.40705871582031
2016-08-04,47.1284065246582
2016-08-05,48.33066177368164
2016-08-08,49.05202102661133
2016-08-09,50.302364349365234
2016-08-10,50.01382064819336
2016-08-11,50.302364349365234
2016-08-12,50.78326416015625
2016-08-16,50.542816162109375
2016-08-17,50.68708801269531
2016-08-18,50.97562789916992
