Date,AUROPHARMA
1996-01-15,4.247047424316406
1996-01-16,4.247047424316406
1996-01-17,4.205812931060791
1996-01-18,4.205812931060791
1996-01-19,4.205812931060791
1996-01-22,4.205812931060791
1996-01-23,4.205812931060791
1996-01-24,4.205812931060791
1996-01-25,4.205812931060791
1996-01-26,4.205812931060791
1996-01-29,4.205812931060791
1996-01-30,3.917179584503174
1996-01-31,3.917179584503174
1996-02-01,3.917179584503174
1996-02-02,3.917179584503174
1996-02-05,3.628544569015503
1996-02-06,3.8965630531311035
1996-02-07,3.8347136974334717
1996-02-08,3.8347136974334717
1996-02-09,3.917179584503174
1996-02-12,3.917179584503174
1996-02-13,3.917179584503174
1996-02-14,4.123348236083984
1996-02-15,4.329514026641846
1996-02-16,4.267667293548584
1996-02-19,4.288280963897705
1996-02-20,4.350132465362549
1996-02-21,4.350132465362549
1996-02-22,4.329514026641846
1996-02-23,4.370747089385986
1996-02-26,4.370747089385986
1996-02-27,4.205812931060791
1996-02-28,4.205812931060791
1996-02-29,4.123348236083984
1996-03-01,4.123348236083984
1996-03-04,4.125408172607422
1996-03-05,4.125408172607422
1996-03-06,4.125408172607422
1996-03-07,4.125408172607422
1996-03-08,4.125408172607422
1996-03-11,4.125408172607422
1996-03-12,4.125408172607422
1996-03-13,4.125408172607422
1996-03-14,3.731628894805908
1996-03-15,3.731628894805908
1996-03-18,3.731628894805908
1996-03-19,3.731628894805908
1996-03-20,3.731628894805908
1996-03-21,3.731628894805908
1996-03-22,3.7110133171081543
1996-03-25,3.7110133171081543
1996-03-26,3.7110133171081543
1996-03-27,3.4636118412017822
1996-03-28,3.50484561920166
1996-03-29,3.4739205837249756
1996-04-01,3.4739205837249756
1996-04-02,3.50484561920166
1996-04-03,3.50484561920166
1996-04-04,3.50484561920166
1996-04-05,3.50484561920166
1996-04-08,3.50484561920166
1996-04-09,3.50484561920166
1996-04-10,3.8347136974334717
1996-04-11,3.8347136974334717
1996-04-12,3.8347136974334717
1996-04-15,3.7625534534454346
1996-04-16,3.609990358352661
1996-04-17,3.6491622924804688
1996-04-18,3.7110133171081543
1996-04-19,3.7110133171081543
1996-04-22,3.628544569015503
1996-04-23,3.3131096363067627
1996-04-24,3.628544569015503
1996-04-25,3.5460784435272217
1996-04-26,3.3811442852020264
1996-04-29,3.2986769676208496
1996-04-30,3.2986769676208496
1996-05-01,3.2986769676208496
1996-05-02,3.50484561920166
1996-05-03,3.5460784435272217
1996-05-06,3.5460784435272217
1996-05-07,3.50484561920166
1996-05-08,3.50484561920166
1996-05-09,3.50484561920166
1996-05-10,3.525463104248047
1996-05-13,3.525463104248047
1996-05-14,3.3192946910858154
1996-05-15,3.3192946910858154
1996-05-16,3.50484561920166
1996-05-17,3.4842286109924316
1996-05-20,3.4842286109924316
1996-05-21,3.3811442852020264
1996-05-22,3.135805130004883
1996-05-23,3.010042667388916
1996-05-24,2.845109701156616
1996-05-27,2.8657259941101074
1996-05-28,3.010042667388916
1996-05-29,3.092510461807251
1996-05-30,3.092510461807251
1996-05-31,3.092510461807251
1996-06-03,3.391453981399536
1996-06-04,3.391453981399536
1996-06-05,3.391453981399536
1996-06-06,3.391453981399536
1996-06-07,3.391453981399536
1996-06-10,3.092510461807251
1996-06-11,3.0966336727142334
1996-06-12,3.0966336727142334
1996-06-13,3.333726644515991
1996-06-14,3.2986769676208496
1996-06-17,3.2368276119232178
1996-06-18,3.1543610095977783
1996-06-19,3.1543610095977783
1996-06-20,3.1543610095977783
1996-06-21,3.1749773025512695
1996-06-24,3.1337435245513916
1996-06-25,3.092510461807251
1996-06-26,3.170854091644287
1996-06-27,3.092510461807251
1996-06-28,3.092510461807251
1996-07-01,3.1749773025512695
1996-07-02,3.092510461807251
1996-07-03,2.886343002319336
1996-07-04,2.7935681343078613
1996-07-05,2.680175542831421
1996-07-08,2.801814317703247
1996-07-09,2.680175542831421
1996-07-10,2.638941764831543
1996-07-11,2.8038763999938965
1996-07-12,2.8038763999938965
1996-07-15,2.680175542831421
1996-07-16,2.5977087020874023
1996-07-17,2.5977087020874023
1996-07-18,2.680175542831421
1996-07-19,2.7420260906219482
1996-07-22,2.7214090824127197
1996-07-23,2.8038763999938965
1996-07-24,3.0801405906677246
1996-07-25,2.948193073272705
1996-07-26,2.8554179668426514
1996-07-29,2.6430654525756836
1996-07-30,2.680175542831421
1996-07-31,2.5667834281921387
1996-08-01,2.492563009262085
1996-08-02,2.5523524284362793
1996-08-05,2.4740078449249268
1996-08-06,2.482255697250366
1996-08-07,2.5111188888549805
1996-08-08,2.4430837631225586
1996-08-09,2.3090744018554688
1996-08-12,2.267841339111328
1996-08-13,2.185373544692993
1996-08-14,2.0307483673095703
1996-08-15,2.0307483673095703
1996-08-16,2.2286698818206787
1996-08-19,2.2472243309020996
1996-08-20,2.2781498432159424
1996-08-21,2.3420615196228027
1996-08-22,2.412158250808716
1996-08-23,2.267841339111328
1996-08-26,2.447206735610962
1996-08-27,2.44102144241333
1996-08-28,2.583277702331543
1996-08-29,2.556474208831787
1996-08-30,2.577091693878174
1996-09-02,2.608017683029175
1996-09-03,2.4740078449249268
1996-09-04,2.5523524284362793
1996-09-05,2.5111188888549805
1996-09-06,2.4039113521575928
1996-09-09,2.412158250808716
1996-09-10,2.267841339111328
1996-09-11,2.2472243309020996
1996-09-12,2.267841339111328
1996-09-13,2.2781498432159424
1996-09-16,2.267841339111328
1996-09-17,2.1441404819488525
1996-09-18,2.2266085147857666
1996-09-19,2.107029914855957
1996-09-20,2.063735246658325
1996-09-23,2.0183792114257812
1996-09-24,1.9565279483795166
1996-09-25,2.0513646602630615
1996-09-26,2.0410566329956055
1996-09-27,2.001885175704956
1996-09-30,2.0987837314605713
1996-10-01,2.0410566329956055
1996-10-02,2.0410566329956055
1996-10-03,2.185373544692993
1996-10-04,2.3049514293670654
1996-10-07,2.432774782180786
1996-10-08,2.2905187606811523
1996-10-09,2.422466993331909
1996-10-10,2.5069949626922607
1996-10-11,2.4740078449249268
1996-10-14,2.432774782180786
1996-10-15,2.4430837631225586
1996-10-16,2.4740078449249268
1996-10-17,2.4740078449249268
1996-10-18,2.4740078449249268
1996-10-21,2.4740078449249268
1996-10-22,2.556474208831787
1996-10-23,2.608017683029175
1996-10-24,2.608017683029175
1996-10-25,2.432774782180786
1996-10-28,2.4740078449249268
1996-10-29,2.432774782180786
1996-10-30,2.432774782180786
1996-10-31,2.389479875564575
1996-11-01,2.3503074645996094
1996-11-04,2.3503074645996094
1996-11-05,2.513180732727051
1996-11-06,2.556474208831787
1996-11-07,2.556474208831787
1996-11-08,2.556474208831787
1996-11-11,2.593585729598999
1996-11-12,2.593585729598999
1996-11-13,2.556474208831787
1996-11-14,2.556474208831787
1996-11-15,2.556474208831787
1996-11-18,2.4740078449249268
1996-11-19,2.556474208831787
1996-11-20,2.5977087020874023
1996-11-21,2.556474208831787
1996-11-22,2.515242099761963
1996-11-25,2.4740078449249268
1996-11-26,2.612140417098999
1996-11-27,2.4595766067504883
1996-11-28,2.410095691680908
1996-11-29,2.4740078449249268
1996-12-02,2.4740078449249268
1996-12-03,2.535858154296875
1996-12-04,2.4740078449249268
1996-12-05,2.360616445541382
1996-12-06,2.432774782180786
1996-12-09,2.5523524284362793
1996-12-10,2.4740078449249268
1996-12-11,2.515242099761963
1996-12-12,2.556474208831787
1996-12-13,2.556474208831787
1996-12-16,2.638941764831543
1996-12-17,2.6822378635406494
1996-12-18,2.645127058029175
1996-12-19,2.5997705459594727
1996-12-20,2.680175542831421
1996-12-23,2.680175542831421
1996-12-24,2.587400197982788
