Date,CGPOWER
2002-07-01,0.021436916664242744
2002-07-02,0.021020321175456047
2002-07-03,0.02079823613166809
2002-07-04,0.02229769341647625
2002-07-05,0.023102998733520508
2002-07-08,0.022381054237484932
2002-07-09,0.020103977993130684
2002-07-10,0.02018732577562332
2002-07-11,0.01935424655675888
2002-07-12,0.019548652693629265
2002-07-15,0.018743343651294708
2002-07-16,0.01868787594139576
2002-07-17,0.018215801566839218
2002-07-18,0.018354635685682297
2002-07-19,0.018104761838912964
2002-07-22,0.01685517653822899
2002-07-23,0.017882568761706352
2002-07-24,0.01779930666089058
2002-07-25,0.01721610128879547
2002-07-26,0.01657751016318798
2002-07-29,0.01549454778432846
2002-07-30,0.01496690884232521
2002-07-31,0.015105743892490864
2002-08-01,0.01468924805521965
2002-08-02,0.015466764569282532
2002-08-05,0.016938436776399612
2002-08-06,0.01657751016318798
2002-08-07,0.016355328261852264
2002-08-08,0.015938827767968178
2002-08-09,0.016077661886811256
2002-08-12,0.016299748793244362
2002-08-13,0.016216492280364037
2002-08-14,0.015911046415567398
2002-08-15,0.015911046415567398
2002-08-16,0.016077661886811256
2002-08-19,0.016077661886811256
2002-08-20,0.016466371715068817
2002-08-21,0.016216492280364037
2002-08-22,0.015966614708304405
2002-08-23,0.015827786177396774
2002-08-26,0.01571664586663246
2002-08-27,0.015438978560268879
2002-08-28,0.015244574286043644
2002-08-29,0.01496690884232521
2002-08-30,0.015300148166716099
2002-09-02,0.015272358432412148
2002-09-03,0.014939124695956707
2002-09-04,0.015272358432412148
2002-09-05,0.016466371715068817
2002-09-06,0.0160220917314291
2002-09-09,0.015799997374415398
2002-09-10,0.015799997374415398
2002-09-11,0.01571664586663246
2002-09-12,0.015799997374415398
2002-09-13,0.015938827767968178
2002-09-16,0.015327933244407177
2002-09-17,0.015244574286043644
2002-09-18,0.015022486448287964
2002-09-19,0.015077956020832062
2002-09-20,0.015438978560268879
2002-09-23,0.015438978560268879
2002-09-24,0.014994694851338863
2002-09-25,0.015161314979195595
2002-09-26,0.01588326320052147
2002-09-27,0.016299748793244362
2002-09-30,0.01585547626018524
2002-10-01,0.015438978560268879
2002-10-02,0.015438978560268879
2002-10-03,0.015161314979195595
2002-10-04,0.015022486448287964
2002-10-07,0.015799997374415398
2002-10-08,0.017105059698224068
2002-10-09,0.016660774126648903
2002-10-10,0.01641090027987957
2002-10-11,0.01652194745838642
2002-10-14,0.017327243462204933
2002-10-15,0.017327243462204933
2002-10-16,0.017327243462204933
2002-10-17,0.01760491169989109
2002-10-18,0.017382726073265076
2002-10-21,0.016910651698708534
2002-10-22,0.017105059698224068
2002-10-23,0.016938436776399612
2002-10-24,0.01668856292963028
2002-10-25,0.01627206802368164
2002-10-28,0.016355328261852264
2002-10-29,0.016771819442510605
2002-10-30,0.01668856292963028
2002-10-31,0.01671634428203106
2002-11-01,0.016994014382362366
2002-11-04,0.01721610128879547
2002-11-05,0.016744133085012436
2002-11-06,0.016744133085012436
2002-11-07,0.016494158655405045
2002-11-08,0.016466371715068817
2002-11-11,0.016077661886811256
2002-11-12,0.016077661886811256
2002-11-13,0.01627206802368164
2002-11-14,0.01627206802368164
2002-11-15,0.016244275495409966
2002-11-18,0.01671634428203106
2002-11-19,0.01671634428203106
2002-11-20,0.01668856292963028
2002-11-21,0.01707727089524269
2002-11-22,0.01741049997508526
2002-11-25,0.018771132454276085
2002-11-26,0.018160229548811913
2002-11-27,0.01832685060799122
2002-11-28,0.018465684726834297
2002-11-29,0.01829906553030014
2002-12-02,0.01868787594139576
2002-12-03,0.018049191683530807
2002-12-04,0.018243588507175446
2002-12-05,0.0191043671220541
2002-12-06,0.01935424655675888
2002-12-09,0.018632300198078156
2002-12-10,0.01829906553030014
2002-12-11,0.018271377310156822
2002-12-12,0.018493467941880226
2002-12-13,0.018493467941880226
2002-12-16,0.018076974898576736
2002-12-17,0.017882568761706352
2002-12-18,0.017882568761706352
2002-12-19,0.017882568761706352
2002-12-20,0.017882568761706352
2002-12-23,0.017466077581048012
2002-12-24,0.018076974898576736
2002-12-25,0.018076974898576736
2002-12-26,0.018632300198078156
2002-12-27,0.01935424655675888
2002-12-30,0.018771132454276085
2002-12-31,0.018771132454276085
2003-01-01,0.018993325531482697
2003-01-02,0.01843789592385292
2003-01-03,0.01841020956635475
2003-01-06,0.020159542560577393
2003-01-07,0.021547960117459297
2003-01-08,0.021353552117943764
2003-01-09,0.020937059074640274
2003-01-10,0.021325772628188133
2003-01-13,0.021825630217790604
2003-01-14,0.021353552117943764
2003-01-15,0.02124251425266266
2003-01-16,0.021492384374141693
2003-01-17,0.021547960117459297
2003-01-20,0.021353552117943764
2003-01-21,0.020770443603396416
2003-01-22,0.021075893193483353
2003-01-23,0.02057604119181633
2003-01-24,0.019715268164873123
2003-01-27,0.01882670633494854
2003-01-28,0.019548652693629265
2003-01-29,0.021186940371990204
2003-01-30,0.02071487344801426
2003-01-31,0.020215116441249847
2003-02-03,0.019826317206025124
2003-02-04,0.020159542560577393
2003-02-05,0.020381735637784004
2003-02-06,0.020464997738599777
2003-02-07,0.020881494507193565
2003-02-10,0.020159542560577393
2003-02-11,0.020242903381586075
2003-02-12,0.020242903381586075
2003-02-13,0.020242903381586075
2003-02-14,0.019437603652477264
2003-02-17,0.020103977993130684
2003-02-18,0.02029837667942047
2003-02-19,0.02124251425266266
2003-02-20,0.021298089995980263
2003-02-21,0.021159250289201736
2003-02-24,0.021603532135486603
2003-02-25,0.02190897986292839
2003-02-26,0.023575063794851303
2003-02-27,0.02454688772559166
2003-02-28,0.022741971537470818
2003-03-03,0.02454688772559166
2003-03-04,0.023214038461446762
2003-03-05,0.023075204342603683
2003-03-06,0.0235194843262434
2003-03-07,0.023769360035657883
2003-03-10,0.023436229676008224
2003-03-11,0.023686109110713005
2003-03-12,0.023686109110713005
2003-03-13,0.022991951555013657
2003-03-14,0.022991951555013657
2003-03-17,0.022492090240120888
2003-03-18,0.022492090240120888
2003-03-19,0.023158468306064606
2003-03-20,0.02335287071764469
2003-03-21,0.023158468306064606
2003-03-24,0.022353269159793854
2003-03-25,0.021714579313993454
2003-03-26,0.021742358803749084
2003-03-27,0.021547960117459297
2003-03-28,0.021575750783085823
2003-03-31,0.020381735637784004
2003-04-01,0.021325772628188133
2003-04-02,0.021603532135486603
2003-04-03,0.02190897986292839
2003-04-04,0.02190897986292839
2003-04-07,0.023269614204764366
2003-04-08,0.02432478778064251
2003-04-09,0.023075204342603683
2003-04-10,0.021936669945716858
2003-04-11,0.023602744564414024
2003-04-14,0.023602744564414024
2003-04-15,0.02354726940393448
2003-04-16,0.023713892325758934
2003-04-17,0.023214038461446762
2003-04-18,0.023214038461446762
2003-04-21,0.023491699248552322
2003-04-22,0.023935988545417786
2003-04-23,0.023852724581956863
2003-04-24,0.024269217625260353
2003-04-25,0.02443583495914936
2003-04-28,0.02418595366179943
2003-04-29,0.024213649332523346
2003-04-30,0.02418595366179943
2003-05-01,0.02418595366179943
2003-05-02,0.024241430684924126
2003-05-05,0.02443583495914936
2003-05-06,0.024130389094352722
2003-05-07,0.02335287071764469
2003-05-08,0.022880803793668747
2003-05-09,0.022991951555013657
2003-05-12,0.023297300562262535
2003-05-13,0.022769758477807045
2003-05-14,0.024408049881458282
2003-05-15,0.024880120530724525
2003-05-16,0.024658026173710823
2003-05-19,0.02390819415450096
2003-05-20,0.024352578446269035
2003-05-21,0.02496347390115261
2003-05-22,0.024880120530724525
2003-05-23,0.025185570120811462
2003-05-26,0.02565763331949711
2003-05-27,0.02549101412296295
2003-05-28,0.025074517354369164
2003-05-29,0.024907903745770454
2003-05-30,0.024269217625260353
2003-06-02,0.02404712326824665
2003-06-03,0.02418595366179943
2003-06-04,0.025018945336341858
2003-06-05,0.025213345885276794
2003-06-06,0.025379974395036697
2003-06-09,0.02726813405752182
2003-06-10,0.026074128225445747
2003-06-11,0.027018262073397636
2003-06-12,0.02779577299952507
2003-06-13,0.02829562872648239
2003-06-16,0.027046043425798416
2003-06-17,0.02751811034977436
2003-06-18,0.028017859905958176
2003-06-19,0.027545897290110588
2003-06-20,0.02737927809357643
2003-06-23,0.027046043425798416
2003-06-24,0.02818448841571808
2003-06-25,0.03098909556865692
2003-06-26,0.030405977740883827
2003-06-27,0.03182218596339226
2003-06-30,0.034071385860443115
2003-07-01,0.033266082406044006
2003-07-02,0.03184987232089043
2003-07-03,0.03184987232089043
2003-07-04,0.03229415789246559
2003-07-07,0.031072359532117844
2003-07-08,0.03126676380634308
2003-07-09,0.030655866488814354
2003-07-10,0.03046145848929882
2003-07-11,0.030572598800063133
2003-07-14,0.03098909556865692
2003-07-15,0.030433770269155502
2003-07-16,0.030655866488814354
2003-07-17,0.029545117169618607
2003-07-18,0.029045363888144493
2003-07-21,0.028767691925168037
2003-07-22,0.029184188693761826
2003-07-23,0.02951742708683014
2003-07-24,0.029267452657222748
2003-07-25,0.02935081161558628
2003-07-28,0.029711732640862465
2003-07-29,0.029684051871299744
2003-07-30,0.030517036095261574
2003-07-31,0.02982287108898163
2003-08-01,0.02982287108898163
2003-08-04,0.030239371582865715
2003-08-05,0.030156012624502182
2003-08-06,0.03032262995839119
2003-08-07,0.03184987232089043
2003-08-08,0.03348826617002487
2003-08-11,0.033099450170993805
2003-08-12,0.03179440647363663
2003-08-13,0.03215532377362251
2003-08-14,0.03257192671298981
2003-08-15,0.03257192671298981
2003-08-18,0.034515660256147385
2003-08-19,0.038902994245290756
2003-08-20,0.038347676396369934
2003-08-21,0.03765341266989708
2003-08-22,0.03773676976561546
2003-08-25,0.03587627410888672
2003-08-26,0.03662600740790367
2003-08-27,0.03806990385055542
2003-08-28,0.03904181718826294
2003-08-29,0.04281824827194214
2003-09-01,0.04187411814928055
2003-09-02,0.04512301832437515
2003-09-03,0.04206852987408638
2003-09-04,0.04217958822846413
2003-09-05,0.04159647226333618
2003-09-08,0.04076347127556801
2003-09-09,0.0394861102104187
2003-09-10,0.03854197636246681
2003-09-11,0.0373479500412941
2003-09-12,0.03768118843436241
2003-09-15,0.03676484897732735
2003-09-16,0.03748679533600807
2003-09-17,0.0372924879193306
2003-09-18,0.03576522693037987
2003-09-19,0.03593185171484947
2003-09-22,0.035293176770210266
2003-09-23,0.038708582520484924
2003-09-24,0.038847412914037704
2003-09-25,0.03879193589091301
2003-09-26,0.039319489151239395
2003-09-29,0.04009699448943138
2003-09-30,0.040513504296541214
2003-10-01,0.040430232882499695
2003-10-02,0.040430232882499695
2003-10-03,0.04106892645359039
2003-10-06,0.042512815445661545
2003-10-07,0.04206852987408638
2003-10-08,0.04248502850532532
2003-10-09,0.042235150933265686
2003-10-10,0.04154098406434059
2003-10-13,0.04095787927508354
2003-10-14,0.039597153663635254
2003-10-15,0.040291402488946915
2003-10-16,0.04037465155124664
2003-10-17,0.03940284997224808
2003-10-20,0.0390973798930645
2003-10-21,0.0390973798930645
2003-10-22,0.038264308124780655
2003-10-23,0.0381532683968544
2003-10-24,0.03784782811999321
2003-10-27,0.03856975585222244
2003-10-28,0.03806990385055542
2003-10-29,0.04284604638814926
2003-10-30,0.043207064270973206
2003-10-31,0.043567996472120285
2003-11-03,0.04354030266404152
2003-11-04,0.0462893471121788
2003-11-05,0.04648365080356598
2003-11-06,0.04992694780230522
2003-11-07,0.050093576312065125
2003-11-10,0.050287876278162
2003-11-11,0.04939930513501167
2003-11-12,0.0520927757024765
2003-11-13,0.04956592246890068
2003-11-14,0.05103759095072746
2003-11-17,0.05403662845492363
2003-11-18,0.051398634910583496
2003-11-19,0.05203729122877121
2003-11-20,0.09245200455188751
2003-11-21,0.09596206992864609
2003-11-24,0.09885285794734955
2003-11-25,0.10050467401742935
2003-11-26,0.10050467401742935
2003-11-27,0.10071130096912384
2003-11-28,0.09905947744846344
2003-12-01,0.10086607933044434
2003-12-02,0.1030857264995575
2003-12-03,0.10370521992444992
2003-12-04,0.10112418234348297
2003-12-05,0.1009177565574646
2003-12-08,0.10174361616373062
2003-12-09,0.10566678643226624
2003-12-10,0.10840277373790741
2003-12-11,0.1080930233001709
2003-12-12,0.10602813214063644
2003-12-15,0.10757668316364288
2003-12-16,0.10783495008945465
2003-12-17,0.1281733363866806
2003-12-18,0.1215142086148262
2003-12-19,0.1213594526052475
2003-12-22,0.13261264562606812
2003-12-23,0.12337267398834229
2003-12-24,0.12187561392784119
2003-12-25,0.12187561392784119
2003-12-26,0.12641818821430206
2003-12-29,0.1263149082660675
2003-12-30,0.12073995172977448
2003-12-31,0.12569543719291687
2004-01-01,0.12368237972259521
2004-01-02,0.12249508500099182
2004-01-05,0.12048187106847763
2004-01-06,0.1216692104935646
2004-01-07,0.11960432678461075
2004-01-08,0.12626327574253082
2004-01-09,0.12073995172977448
2004-01-12,0.11970759183168411
2004-01-13,0.11361633241176605
2004-01-14,0.11377130448818207
2004-01-15,0.11480361223220825
2004-01-16,0.11428742855787277
2004-01-19,0.11413249373435974
2004-01-20,0.11361633241176605
2004-01-21,0.10793811082839966
2004-01-22,0.10499581694602966
2004-01-23,0.11129336059093475
2004-01-26,0.11129336059093475
2004-01-27,0.11263563483953476
2004-01-28,0.10871229320764542
2004-01-29,0.10840277373790741
2004-01-30,0.10220815986394882
2004-02-02,0.10220815986394882
2004-02-03,0.09647843986749649
2004-02-04,0.0949297770857811
2004-02-05,0.10122746974229813
2004-02-06,0.10004017502069473
2004-02-09,0.10169200599193573
2004-02-10,0.10112418234348297
2004-02-11,0.09849163889884949
2004-02-12,0.09776883572340012
2004-02-13,0.09905947744846344
2004-02-16,0.09942066669464111
2004-02-17,0.09735599160194397
2004-02-18,0.09983373433351517
2004-02-19,0.09880118072032928
2004-02-20,0.10081441700458527
2004-02-23,0.09983373433351517
2004-02-24,0.1012791246175766
2004-02-25,0.09756240993738174
2004-02-26,0.09606538712978363
2004-02-27,0.10298261791467667
2004-03-01,0.11764275282621384
2004-03-02,0.11764275282621384
2004-03-03,0.11769439280033112
2004-03-04,0.11661040782928467
2004-03-05,0.11717822402715683
2004-03-08,0.11697157472372055
2004-03-09,0.11790084093809128
2004-03-10,0.11697157472372055
2004-03-11,0.1138744056224823
2004-03-12,0.11800413578748703
2004-03-15,0.11160312592983246
2004-03-16,0.10675075650215149
2004-03-17,0.11015772074460983
2004-03-18,0.10876398533582687
2004-03-19,0.10706047713756561
2004-03-22,0.10231143981218338
