Date,EICHERMOT
1996-01-01,1.1194864511489868
1996-01-02,1.122596263885498
1996-01-03,1.1350352764129639
1996-01-04,1.1350352764129639
1996-01-05,1.1194864511489868
1996-01-08,1.0790607929229736
1996-01-09,1.023086428642273
1996-01-10,1.041744589805603
1996-01-11,1.041744589805603
1996-01-12,1.0386348962783813
1996-01-15,1.0261961221694946
1996-01-16,1.0261961221694946
1996-01-17,1.0122027397155762
1996-01-18,0.948453962802887
1996-01-19,0.8707118034362793
1996-01-22,0.8800408840179443
1996-01-23,0.9095830917358398
1996-01-24,0.9049186110496521
1996-01-25,0.9391250610351562
1996-01-26,0.9391250610351562
1996-01-29,0.9329055547714233
1996-01-30,0.9344605207443237
1996-01-31,1.0153124332427979
1996-02-01,0.9671120047569275
1996-02-02,1.0246413946151733
1996-02-05,1.1039379835128784
1996-02-06,1.1257058382034302
1996-02-07,1.1210414171218872
1996-02-08,1.1645768880844116
1996-02-09,1.2516485452651978
1996-02-12,1.2967389822006226
1996-02-13,1.2827452421188354
1996-02-14,1.3371646404266357
1996-02-15,1.3915841579437256
1996-02-16,1.3915841579437256
1996-02-19,1.397803544998169
1996-02-20,1.4335652589797974
1996-02-21,1.4335652589797974
1996-02-22,1.5548427104949951
1996-02-23,1.5004225969314575
1996-02-26,1.5237456560134888
1996-02-27,1.5532876253128052
1996-02-28,1.5486232042312622
1996-02-29,1.5113072395324707
1996-03-01,1.4833197593688965
1996-03-04,1.4662166833877563
1996-03-05,1.4662166833877563
1996-03-06,1.430455207824707
1996-03-07,1.430455207824707
1996-03-08,1.414906620979309
1996-03-11,1.402468204498291
1996-03-12,1.4164619445800781
1996-03-13,1.430455207824707
1996-03-14,1.45377779006958
1996-03-15,1.4584426879882812
1996-03-18,1.4382296800613403
1996-03-19,1.4335652589797974
1996-03-20,1.4335652589797974
1996-03-21,1.4382296800613403
1996-03-22,1.3993583917617798
1996-03-25,1.4009135961532593
1996-03-26,1.430455207824707
1996-03-27,1.4164619445800781
1996-03-28,1.4444485902786255
1996-03-29,1.461552381515503
1996-04-01,1.461552381515503
1996-04-02,1.4833197593688965
1996-04-03,1.4864299297332764
1996-04-04,1.4677716493606567
1996-04-05,1.4677716493606567
1996-04-08,1.4926493167877197
1996-04-09,1.4771006107330322
1996-04-10,1.480210304260254
1996-04-11,1.480210304260254
1996-04-12,1.4771006107330322
1996-04-15,1.494203805923462
1996-04-16,1.4771006107330322
1996-04-17,1.627920150756836
1996-04-18,1.6994431018829346
1996-04-19,1.6170363426208496
1996-04-22,1.5937141180038452
1996-04-23,1.5221909284591675
1996-04-24,1.5688364505767822
1996-04-25,1.5237456560134888
1996-04-26,1.5921586751937866
1996-04-29,1.59837806224823
1996-04-30,1.6574621200561523
1996-05-01,1.8191661834716797
1996-05-02,1.8440431356430054
1996-05-03,1.9062376022338867
1996-05-06,1.7678558826446533
1996-05-07,1.7491984367370605
1996-05-08,1.758527159690857
1996-05-09,1.6807849407196045
1996-05-10,1.6248106956481934
1996-05-13,1.725875735282898
1996-05-14,1.6901134252548218
1996-05-15,1.7289848327636719
1996-05-16,1.752307653427124
1996-05-17,1.7009973526000977
1996-05-20,1.7087719440460205
1996-05-21,1.6496880054473877
1996-05-22,1.6605719327926636
1996-05-23,1.6154807806015015
1996-05-24,1.6248106956481934
1996-05-27,1.648133397102356
1996-05-28,1.6527976989746094
1996-05-29,1.7771849632263184
1996-05-30,1.8145012855529785
1996-05-31,1.8207210302352905
1996-06-03,1.8580368757247925
1996-06-04,1.8378243446350098
1996-06-05,1.7834041118621826
1996-06-06,1.7787401676177979
1996-06-07,1.76163649559021
1996-06-10,1.784958839416504
1996-06-11,1.9606561660766602
1996-06-12,1.9886432886123657
1996-06-13,1.971541166305542
1996-06-14,1.9777597188949585
1996-06-17,2.0166311264038086
1996-06-18,2.019740581512451
1996-06-19,2.015075206756592
1996-06-20,1.9591017961502075
1996-06-21,1.896907925605774
1996-06-24,1.8269405364990234
1996-06-25,1.7694107294082642
1996-06-26,1.7305396795272827
1996-06-27,1.6792300939559937
1996-06-28,1.7942885160446167
1996-07-01,1.8113911151885986
1996-07-02,1.842488408088684
1996-07-03,1.7352044582366943
1996-07-04,1.7041075229644775
1996-07-05,1.638803482055664
1996-07-08,1.5859395265579224
1996-07-09,1.5532876253128052
1996-07-10,1.5703908205032349
1996-07-11,1.5859395265579224
1996-07-12,1.550178050994873
1996-07-15,1.4926493167877197
1996-07-16,1.582829475402832
1996-07-17,1.7414236068725586
1996-07-18,1.7569729089736938
1996-07-19,1.8269405364990234
1996-07-22,1.8222756385803223
1996-07-23,1.7725203037261963
1996-07-24,1.725875735282898
1996-07-25,1.696333408355713
1996-07-26,1.6947782039642334
1996-07-29,1.6792300939559937
1996-07-30,1.5937141180038452
1996-07-31,1.648133397102356
1996-08-01,1.6325846910476685
1996-08-02,1.6310304403305054
1996-08-05,1.6294751167297363
1996-08-06,1.6356946229934692
1996-08-07,1.6356946229934692
1996-08-08,1.6341395378112793
1996-08-09,1.6465784311294556
1996-08-12,1.6232554912567139
1996-08-13,1.6792300939559937
1996-08-14,1.6559076309204102
1996-08-15,1.6559076309204102
1996-08-16,1.6045976877212524
1996-08-19,1.5299656391143799
1996-08-20,1.4631067514419556
1996-08-21,1.4926493167877197
1996-08-22,1.4771006107330322
1996-08-23,1.4662166833877563
1996-08-26,1.430455207824707
1996-08-27,1.4102421998977661
1996-08-28,1.4817646741867065
1996-08-29,1.469326138496399
1996-08-30,1.4755455255508423
1996-09-02,1.4848744869232178
1996-09-03,1.3822550773620605
1996-09-04,1.4584426879882812
1996-09-05,1.4584426879882812
1996-09-06,1.461552381515503
1996-09-09,1.368261694908142
1996-09-10,1.3635971546173096
1996-09-11,1.2811899185180664
1996-09-12,1.243874192237854
1996-09-13,1.2376548051834106
1996-09-16,1.152138352394104
1996-09-17,1.1194864511489868
1996-09-18,1.1941189765930176
1996-09-19,1.166131854057312
1996-09-20,1.1552479267120361
1996-09-23,1.105493187904358
1996-09-24,1.0339701175689697
1996-09-25,1.0277507305145264
1996-09-26,0.9826604723930359
1996-09-27,0.9422347545623779
1996-09-30,0.9173574447631836
1996-10-01,0.8831508755683899
1996-10-02,0.8831508755683899
1996-10-03,0.862937867641449
1996-10-04,0.8085181713104248
1996-10-07,0.7618728280067444
1996-10-08,0.7820857763290405
1996-10-09,0.824066698551178
1996-10-10,0.8831508755683899
1996-10-11,0.9375700354576111
1996-10-14,0.9375700354576111
1996-10-15,0.9375700354576111
1996-10-16,0.9764413237571716
1996-10-17,0.9562283158302307
1996-10-18,0.948453962802887
1996-10-21,0.948453962802887
1996-10-22,0.957783043384552
1996-10-23,1.0261961221694946
1996-10-24,0.9997637867927551
1996-10-25,0.9950991868972778
1996-10-28,0.9795508980751038
1996-10-29,0.9173574447631836
1996-10-30,0.9173574447631836
1996-10-31,0.9204667806625366
1996-11-01,0.9126927256584167
