Date,RITES
2018-07-03,59.234439849853516
2018-07-04,56.72113800048828
2018-07-05,54.31770324707031
2018-07-06,54.15289306640625
2018-07-09,53.837005615234375
2018-07-10,55.29280090332031
2018-07-11,55.169189453125
2018-07-12,56.26791000366211
2018-07-13,54.99066162109375
2018-07-16,53.493675231933594
2018-07-17,53.370059967041016
2018-07-18,54.2490348815918
2018-07-19,53.94688034057617
2018-07-20,53.576072692871094
2018-07-23,54.413848876953125
2018-07-24,55.00440979003906
2018-07-25,56.4876823425293
2018-07-26,61.280799865722656
2018-07-27,72.69371032714844
2018-07-30,70.3451919555664
2018-07-31,68.5872573852539
2018-08-01,69.54863739013672
2018-08-02,70.63362121582031
2018-08-03,77.37696838378906
2018-08-06,77.28083038330078
2018-08-07,75.75634765625
2018-08-08,76.00357055664062
2018-08-09,75.50914764404297
2018-08-10,71.95207214355469
2018-08-13,74.23190307617188
2018-08-14,74.69886016845703
2018-08-16,78.42073822021484
2018-08-17,85.05423736572266
2018-08-20,85.12289428710938
2018-08-21,86.04308319091797
2018-08-23,86.51004791259766
2018-08-24,85.42505645751953
2018-08-27,81.33234405517578
2018-08-28,80.59068298339844
2018-08-29,78.4756851196289
2018-08-30,79.0799789428711
2018-08-31,78.4482192993164
2018-09-03,76.8825454711914
2018-09-04,72.54261779785156
2018-09-05,69.24646759033203
2018-09-06,72.65251922607422
2018-09-07,71.69112396240234
2018-09-10,74.03961944580078
2018-09-11,72.22703552246094
2018-09-12,70.16539001464844
2018-09-14,71.36917114257812
2018-09-17,70.12386322021484
2018-09-18,68.53266143798828
2018-09-19,70.20687866210938
2018-09-21,66.48482513427734
2018-09-24,63.38545608520508
2018-09-25,65.48860931396484
2018-09-26,69.87478637695312
2018-09-27,69.27985382080078
2018-09-28,68.10372161865234
2018-10-01,68.36661529541016
2018-10-03,68.57416534423828
2018-10-04,66.8030776977539
2018-10-05,63.12254333496094
2018-10-08,64.28482818603516
2018-10-09,62.984188079833984
2018-10-10,66.27729034423828
2018-10-11,64.57540130615234
2018-10-12,67.19051361083984
2018-10-15,69.39053344726562
2018-10-16,69.6949462890625
2018-10-17,66.65087127685547
2018-10-19,65.3364028930664
2018-10-22,66.3741455078125
2018-10-23,65.88987731933594
2018-10-24,66.45716094970703
2018-10-25,65.87600708007812
2018-10-26,65.91755676269531
2018-10-29,69.54271697998047
2018-10-30,70.17920684814453
2018-10-31,70.15155029296875
2018-11-01,73.0572280883789
2018-11-02,71.6320571899414
2018-11-05,73.00187683105469
2018-11-06,73.4169692993164
2018-11-07,74.82833099365234
2018-11-09,78.5780258178711
2018-11-12,77.73399353027344
2018-11-13,83.97430419921875
2018-11-14,87.1982192993164
2018-11-15,82.27239990234375
2018-11-16,81.5805892944336
2018-11-19,78.48117065429688
2018-11-20,74.91133117675781
2018-11-21,77.1390151977539
2018-11-22,75.57548522949219
2018-11-26,74.6484146118164
2018-11-27,75.76919555664062
2018-11-28,74.05347442626953
2018-11-29,74.02577209472656
2018-11-30,73.79056549072266
2018-12-03,74.30253601074219
2018-12-04,75.60314178466797
2018-12-05,74.4823989868164
2018-12-06,74.98052978515625
2018-12-07,75.6861801147461
2018-12-10,72.76666259765625
2018-12-11,75.0497055053711
2018-12-12,75.49246215820312
2018-12-13,75.82455444335938
2018-12-14,74.15031433105469
2018-12-17,79.69879150390625
2018-12-18,79.8648452758789
2018-12-19,78.50885009765625
2018-12-20,81.5805892944336
2018-12-21,79.62958526611328
2018-12-24,78.79940032958984
2018-12-26,77.42959594726562
2018-12-27,77.59849548339844
2018-12-28,77.9644546508789
2018-12-31,77.13401794433594
2019-01-01,76.38800048828125
2019-01-02,75.30416870117188
2019-01-03,74.06551361083984
2019-01-04,73.27730560302734
2019-01-07,73.17876434326172
2019-01-08,72.55945587158203
2019-01-09,72.82686614990234
2019-01-10,75.31822967529297
2019-01-11,75.38862609863281
2019-01-14,74.1781234741211
2019-01-15,73.3476791381836
2019-01-16,73.09431457519531
2019-01-17,71.70085144042969
2019-01-18,71.54601287841797
2019-01-21,71.0533676147461
2019-01-22,69.64579772949219
2019-01-23,69.16722869873047
2019-01-24,67.26703643798828
2019-01-25,69.25169372558594
2019-01-28,67.57670593261719
2019-01-29,66.000244140625
2019-01-30,68.11158752441406
2019-01-31,68.6182861328125
2019-02-01,67.5626220703125
2019-02-04,64.70530700683594
2019-02-05,64.94454956054688
2019-02-06,64.84603881835938
2019-02-07,64.73343658447266
2019-02-08,64.29710388183594
2019-02-11,62.0450325012207
2019-02-12,60.03221893310547
2019-02-14,59.52550506591797
2019-02-15,58.0616340637207
2019-02-18,57.04819107055664
2019-02-19,58.10386276245117
2019-02-20,59.35658645629883
2019-02-21,59.722564697265625
2019-02-22,61.27086639404297
2019-02-25,61.679054260253906
2019-02-26,60.35595703125
2019-02-27,64.14228820800781
2019-02-28,66.28175354003906
2019-03-01,67.04185485839844
2019-03-05,72.3201675415039
2019-03-06,71.36304473876953
2019-03-07,71.8275146484375
2019-03-08,72.6016845703125
2019-03-11,73.71363067626953
2019-03-12,75.59978485107422
2019-03-13,74.51596069335938
2019-03-14,75.19155883789062
2019-03-15,76.66950988769531
2019-03-18,75.90943908691406
2019-03-19,75.72643280029297
2019-03-20,74.49769592285156
2019-03-22,73.2974624633789
2019-03-25,70.65420532226562
2019-03-26,71.840087890625
2019-03-27,73.34034729003906
2019-03-28,73.34034729003906
2019-04-01,73.52609252929688
2019-04-02,72.86884307861328
2019-04-03,71.24002075195312
2019-04-04,70.32556915283203
2019-04-05,70.56847381591797
2019-04-08,69.56832885742188
2019-04-09,69.85406494140625
2019-04-10,72.16874694824219
2019-04-11,73.46895599365234
2019-04-12,72.12586975097656
2019-04-15,72.82598114013672
2019-04-16,72.24015808105469
2019-04-18,71.1114273071289
2019-04-22,69.55403137207031
2019-04-23,69.08251190185547
