Date,OMAXE
2007-08-09,264.568603515625
2007-08-10,261.84228515625
2007-08-13,261.16070556640625
2007-08-14,258.5858154296875
2007-08-16,235.94203186035156
2007-08-17,233.0642547607422
2007-08-20,237.3052215576172
2007-08-21,207.88345336914062
2007-08-22,207.73196411132812
2007-08-23,226.5891876220703
2007-08-24,244.04534912109375
2007-08-27,247.68043518066406
2007-08-28,243.0608367919922
2007-08-29,245.14344787597656
2007-08-30,242.03843688964844
2007-08-31,241.84912109375
2007-09-03,242.03843688964844
2007-09-04,252.14862060546875
2007-09-05,255.2157745361328
2007-09-06,251.5427703857422
2007-09-07,252.41366577148438
2007-09-10,251.9214324951172
2007-09-11,244.53758239746094
2007-09-12,242.9093475341797
2007-09-13,251.80780029296875
2007-09-14,250.29322814941406
2007-09-17,254.572021484375
2007-09-18,260.59271240234375
2007-09-19,271.11944580078125
2007-09-20,273.27783203125
2007-09-21,270.74072265625
2007-09-24,260.9334716796875
2007-09-25,253.81472778320312
2007-09-26,255.93521118164062
2007-09-27,251.01268005371094
2007-09-28,252.45155334472656
2007-10-01,253.24671936035156
2007-10-03,248.92999267578125
2007-10-04,250.4825439453125
2007-10-05,240.37234497070312
2007-10-08,227.87661743164062
2007-10-09,242.3413543701172
2007-10-10,241.3947296142578
2007-10-11,243.93173217773438
2007-10-12,245.55996704101562
2007-10-15,249.04364013671875
2007-10-16,265.742431640625
2007-10-17,245.4084930419922
2007-10-18,233.67010498046875
2007-10-19,228.028076171875
2007-10-22,227.80088806152344
2007-10-23,239.6150665283203
2007-10-24,241.16751098632812
2007-10-25,239.3499755859375
2007-10-26,242.8715057373047
2007-10-29,241.0160675048828
2007-10-30,235.8284454345703
2007-10-31,234.6167755126953
2007-11-01,225.94546508789062
2007-11-02,230.9816436767578
2007-11-05,230.75442504882812
2007-11-06,229.9971160888672
2007-11-07,225.33963012695312
2007-11-08,219.81118774414062
2007-11-12,221.5151824951172
2007-11-13,235.14688110351562
2007-11-14,245.67356872558594
2007-11-15,261.0470886230469
2007-11-16,265.8182067871094
2007-11-19,270.17279052734375
2007-11-20,277.177978515625
2007-11-21,264.985107421875
2007-11-22,278.95770263671875
2007-11-23,286.98516845703125
2007-11-26,281.9112243652344
2007-11-27,284.0316467285156
2007-11-28,311.33294677734375
2007-11-29,309.5153503417969
2007-11-30,328.6755065917969
2007-12-03,332.7650146484375
2007-12-04,329.470703125
2007-12-05,325.5326232910156
2007-12-06,365.5947265625
2007-12-07,374.7582092285156
2007-12-10,394.486328125
2007-12-11,424.21099853515625
2007-12-12,447.9150085449219
2007-12-13,437.5018615722656
2007-12-14,411.29876708984375
2007-12-17,395.92523193359375
2007-12-18,410.5035705566406
2007-12-19,404.8236999511719
2007-12-20,412.0939025878906
2007-12-24,427.3917541503906
2007-12-26,430.3452453613281
2007-12-27,417.2058410644531
2007-12-28,434.6998596191406
2007-12-31,433.7153625488281
2008-01-01,425.7256164550781
2008-01-02,430.7996520996094
2008-01-03,421.408935546875
2008-01-04,425.612060546875
2008-01-07,426.1042785644531
2008-01-08,414.4037170410156
2008-01-09,410.35211181640625
2008-01-10,407.5121765136719
2008-01-11,393.5396728515625
2008-01-14,390.6240234375
2008-01-15,367.7908935546875
2008-01-16,333.9767150878906
2008-01-17,342.7615661621094
2008-01-18,319.96636962890625
2008-01-21,255.9730987548828
2008-01-22,179.4840850830078
2008-01-23,238.55479431152344
2008-01-24,229.3533935546875
2008-01-25,245.18130493164062
2008-01-28,239.57720947265625
2008-01-29,234.50315856933594
2008-01-30,223.29486083984375
2008-01-31,214.43426513671875
2008-02-01,219.43255615234375
2008-02-04,231.09521484375
2008-02-05,236.5478973388672
2008-02-06,226.85423278808594
2008-02-07,210.83702087402344
2008-02-08,204.13475036621094
2008-02-11,186.9436492919922
2008-02-12,185.69406127929688
2008-02-13,187.47377014160156
2008-02-14,202.50648498535156
2008-02-15,207.46693420410156
2008-02-18,203.83180236816406
2008-02-19,200.12095642089844
2008-02-20,196.33436584472656
2008-02-21,196.59945678710938
2008-02-22,193.2672576904297
2008-02-25,195.34986877441406
2008-02-26,200.5753631591797
2008-02-27,198.795654296875
2008-02-28,194.70616149902344
2008-02-29,193.68377685546875
2008-03-03,185.65623474121094
2008-03-04,178.23452758789062
2008-03-05,168.20004272460938
2008-03-07,160.09674072265625
2008-03-10,166.45823669433594
2008-03-11,169.14669799804688
2008-03-12,168.31365966796875
2008-03-13,155.66647338867188
2008-03-14,160.85411071777344
2008-03-17,151.53909301757812
2008-03-18,149.75936889648438
2008-03-19,146.38931274414062
2008-03-24,137.6044464111328
2008-03-25,143.70086669921875
2008-03-26,152.56146240234375
2008-03-27,159.52874755859375
2008-03-28,162.89883422851562
2008-03-31,157.02964782714844
2008-04-01,158.01414489746094
2008-04-02,156.00726318359375
2008-04-03,155.5528564453125
2008-04-04,152.675048828125
2008-04-07,153.20518493652344
2008-04-08,152.06919860839844
2008-04-09,153.12945556640625
2008-04-10,152.48574829101562
2008-04-11,151.72840881347656
2008-04-15,153.81101989746094
2008-04-16,159.79385375976562
2008-04-17,161.8007354736328
2008-04-21,166.68545532226562
2008-04-22,169.9797821044922
2008-04-23,175.54603576660156
2008-04-24,177.9315948486328
2008-04-25,175.35670471191406
2008-04-28,174.59939575195312
2008-04-29,179.74916076660156
2008-04-30,181.4530792236328
2008-05-02,183.83865356445312
2008-05-05,185.9212646484375
2008-05-06,175.62176513671875
2008-05-07,174.18289184570312
2008-05-08,172.7061004638672
2008-05-09,165.3979949951172
2008-05-12,162.3308563232422
2008-05-13,161.119140625
2008-05-14,162.21725463867188
2008-05-15,171.72161865234375
2008-05-16,172.32745361328125
2008-05-20,170.50987243652344
2008-05-21,171.87306213378906
2008-05-22,167.36700439453125
2008-05-23,162.78524780273438
2008-05-26,159.52874755859375
2008-05-27,158.2034912109375
2008-05-28,158.65785217285156
2008-05-29,156.49949645996094
2008-05-30,154.8712921142578
2008-06-02,150.17593383789062
2008-06-03,148.92637634277344
2008-06-04,140.93666076660156
2008-06-05,140.2550811767578
2008-06-06,136.7714080810547
2008-06-09,131.47019958496094
2008-06-10,127.22923278808594
2008-06-11,135.67332458496094
2008-06-12,138.28604125976562
2008-06-13,133.8936004638672
2008-06-16,134.72666931152344
2008-06-17,136.6578369140625
2008-06-18,133.81790161132812
2008-06-19,130.4478302001953
2008-06-20,124.84367370605469
2008-06-23,117.53556060791016
2008-06-24,114.46843719482422
2008-06-25,114.88494873046875
2008-06-26,107.87977600097656
2008-06-27,105.26703643798828
2008-06-30,99.17063903808594
2008-07-01,90.87801361083984
2008-07-02,98.98130798339844
2008-07-03,91.02947998046875
2008-07-04,96.52002716064453
2008-07-07,96.59575653076172
2008-07-08,94.5888671875
2008-07-09,101.06391906738281
2008-07-10,106.895263671875
2008-07-11,98.52690887451172
2008-07-14,97.61813354492188
2008-07-15,92.35478973388672
2008-07-16,87.24288177490234
2008-07-17,90.19644165039062
2008-07-18,92.35478973388672
2008-07-21,92.73343658447266
2008-07-22,93.4150390625
2008-07-23,99.3978271484375
2008-07-24,97.12588500976562
2008-07-25,93.18782806396484
2008-07-28,90.7644271850586
2008-07-29,87.6215591430664
2008-07-30,88.26527404785156
2008-07-31,90.04497528076172
2008-08-01,94.5510025024414
2008-08-04,96.44429779052734
2008-08-05,103.48735046386719
2008-08-06,101.44258117675781
2008-08-07,104.92623901367188
2008-08-08,104.43399047851562
2008-08-11,107.4253921508789
2008-08-12,105.68355560302734
2008-08-13,103.29800415039062
2008-08-14,99.09490203857422
2008-08-18,94.89178466796875
2008-08-19,94.96752166748047
2008-08-20,96.8608169555664
2008-08-21,93.07423400878906
2008-08-22,92.84703063964844
2008-08-25,93.11211395263672
2008-08-26,92.0518569946289
2008-08-27,91.14308166503906
2008-08-28,89.85562896728516
2008-08-29,92.35478973388672
2008-09-01,93.26355743408203
2008-09-02,98.67838287353516
2008-09-04,97.35308074951172
2008-09-05,98.29972839355469
2008-09-08,99.7764892578125
2008-09-09,98.22399139404297
2008-09-10,96.63362884521484
2008-09-11,93.86942291259766
2008-09-12,92.69557189941406
2008-09-15,88.22740936279297
2008-09-16,86.37198638916016
2008-09-17,83.11551666259766
2008-09-18,81.3736801147461
2008-09-19,84.85735321044922
2008-09-22,83.81163787841797
2008-09-23,81.64276885986328
2008-09-24,82.64974212646484
2008-09-25,80.98434448242188
2008-09-26,78.15705871582031
2008-09-29,74.74882507324219
2008-09-30,75.1361312866211
2008-10-01,73.47073364257812
2008-10-03,70.72090911865234
2008-10-06,66.8091812133789
2008-10-07,65.60855102539062
2008-10-08,63.091102600097656
2008-10-10,58.520973205566406
2008-10-13,63.865692138671875
2008-10-14,67.5063247680664
2008-10-15,62.858734130859375
2008-10-16,62.23904800415039
2008-10-17,57.8625602722168
2008-10-20,54.10575866699219
2008-10-21,56.816856384277344
2008-10-22,54.57052230834961
2008-10-23,52.866390228271484
2008-10-24,46.475955963134766
2008-10-27,50.3876838684082
2008-10-29,46.01119613647461
2008-10-31,44.578189849853516
2008-11-03,47.250553131103516
2008-11-04,52.2467155456543
2008-11-05,49.303245544433594
2008-11-06,48.21879959106445
2008-11-07,49.6905403137207
2008-11-10,51.74323272705078
2008-11-11,46.6308708190918
2008-11-12,45.70135498046875
2008-11-14,44.926753997802734
2008-11-17,42.37057876586914
2008-11-18,40.66645431518555
2008-11-19,39.736942291259766
2008-11-20,37.33568572998047
2008-11-21,37.41313934326172
2008-11-24,36.59981155395508
2008-11-25,36.173789978027344
2008-11-26,35.941402435302734
2008-11-27,35.941402435302734
2008-11-28,37.103302001953125
2008-12-01,36.173789978027344
2008-12-02,36.21250915527344
2008-12-03,37.180763244628906
2008-12-04,39.853126525878906
2008-12-05,39.814395904541016
2008-12-08,40.66645431518555
2008-12-10,41.86708450317383
2008-12-11,42.68041229248047
2008-12-12,42.9515266418457
