Date,TMPV
1991-01-02,15.380877494812012
1991-01-03,15.380877494812012
1991-01-04,15.380877494812012
1991-01-07,14.854131698608398
1991-01-08,14.854131698608398
1991-01-09,14.432737350463867
1991-01-10,14.432737350463867
1991-01-11,14.748784065246582
1991-01-14,14.327388763427734
1991-01-15,14.327388763427734
1991-01-16,14.327388763427734
1991-01-17,14.327388763427734
1991-01-18,14.327388763427734
1991-01-21,14.327388763427734
1991-01-22,14.327388763427734
1991-01-23,14.116695404052734
1991-01-24,13.90599250793457
1991-01-25,13.484602928161621
1991-01-28,13.484602928161621
1991-01-29,13.484602928161621
1991-01-30,13.484602928161621
1991-01-31,13.695300102233887
1991-02-01,13.90599250793457
1991-02-04,14.116695404052734
1991-02-05,14.116695404052734
1991-02-06,14.116695404052734
1991-02-07,13.695300102233887
1991-02-08,13.273907661437988
1991-02-11,12.852514266967773
1991-02-12,12.852514266967773
1991-02-13,12.115074157714844
1991-02-14,12.325767517089844
1991-02-15,12.431116104125977
1991-02-18,12.431116104125977
1991-02-19,14.327388763427734
1991-02-20,14.011346817016602
1991-02-21,13.90599250793457
1991-02-22,14.53808307647705
1991-02-25,14.53808307647705
1991-02-26,15.696919441223145
1991-02-27,16.223663330078125
1991-02-28,15.802271842956543
1991-03-01,15.802271842956543
1991-03-04,15.802271842956543
1991-03-05,16.01296615600586
1991-03-06,16.01296615600586
1991-03-07,15.380877494812012
1991-03-08,15.591570854187012
1991-03-11,15.275527954101562
1991-03-12,15.275527954101562
1991-03-13,15.275527954101562
1991-03-14,15.275527954101562
1991-03-15,15.275527954101562
1991-03-18,14.959477424621582
1991-03-19,14.959477424621582
1991-03-20,14.748784065246582
1991-03-21,14.748784065246582
1991-03-22,14.53808307647705
1991-03-25,14.748784065246582
1991-03-26,14.643434524536133
1991-03-27,14.53808307647705
1991-03-28,14.53808307647705
1991-03-29,14.53808307647705
1991-04-01,15.170178413391113
1991-04-02,15.802271842956543
1991-04-03,16.01296615600586
1991-04-04,16.118310928344727
1991-04-05,16.961105346679688
1991-04-08,17.90923500061035
1991-04-09,17.90923500061035
1991-04-10,17.90923500061035
1991-04-11,18.22528076171875
1991-04-12,18.857376098632812
1991-04-15,19.173416137695312
1991-04-16,18.857376098632812
1991-04-17,18.857376098632812
1991-04-18,18.752025604248047
1991-04-19,18.962722778320312
1991-04-22,19.173416137695312
1991-04-23,18.962722778320312
1991-04-24,18.962722778320312
1991-04-25,18.962722778320312
1991-04-26,18.962722778320312
1991-04-29,18.962722778320312
1991-04-30,18.752025604248047
1991-05-01,18.752025604248047
1991-05-02,18.752025604248047
1991-05-03,19.594810485839844
1991-05-06,19.06806755065918
1991-05-07,19.06806755065918
1991-05-08,19.173416137695312
1991-05-09,19.06806755065918
1991-05-10,19.384117126464844
1991-05-13,19.173416137695312
1991-05-14,19.278770446777344
1991-05-15,19.278770446777344
1991-05-16,19.06806755065918
1991-05-17,19.06806755065918
1991-05-20,19.06806755065918
1991-05-21,19.384117126464844
1991-05-22,19.384117126464844
1991-05-23,19.06806755065918
1991-05-24,19.06806755065918
1991-05-27,18.962722778320312
1991-05-28,18.962722778320312
1991-05-29,18.962722778320312
1991-05-30,18.857376098632812
1991-05-31,19.173416137695312
1991-06-03,18.962722778320312
1991-06-04,18.962722778320312
1991-06-05,18.857376098632812
1991-06-06,18.752025604248047
1991-06-07,18.752025604248047
1991-06-10,18.752025604248047
1991-06-11,18.962722778320312
1991-06-12,19.278770446777344
1991-06-13,18.962722778320312
1991-06-14,18.962722778320312
1991-06-17,19.278770446777344
1991-06-18,19.91085433959961
1991-06-19,19.91085433959961
1991-06-20,20.43760108947754
1991-06-21,20.43760108947754
1991-06-24,19.384117126464844
1991-06-25,19.700159072875977
1991-06-26,18.752025604248047
1991-06-27,19.805511474609375
1991-06-28,19.06806755065918
1991-07-01,19.06806755065918
1991-07-02,19.805511474609375
1991-07-03,19.594810485839844
1991-07-04,19.173416137695312
1991-07-05,19.594810485839844
1991-07-08,19.594810485839844
1991-07-09,19.91085433959961
1991-07-10,20.43760108947754
1991-07-11,21.06969451904297
1991-07-12,21.06969451904297
1991-07-15,20.43760108947754
1991-07-16,20.75364875793457
1991-07-17,20.64829444885254
1991-07-18,20.64829444885254
1991-07-19,20.64829444885254
1991-07-22,20.22690200805664
1991-07-23,20.22690200805664
1991-07-24,20.332250595092773
1991-07-25,21.280391693115234
1991-07-26,22.017824172973633
1991-07-29,22.439224243164062
1991-07-30,22.228525161743164
1991-07-31,21.912479400634766
1991-08-01,22.333873748779297
1991-08-02,22.333873748779297
1991-08-05,22.755268096923828
1991-08-06,22.755268096923828
1991-08-07,23.282011032104492
1991-08-08,23.282011032104492
1991-08-09,23.703401565551758
1991-08-12,24.335494995117188
1991-08-13,25.28363037109375
1991-08-14,25.705028533935547
1991-08-15,25.705028533935547
1991-08-16,25.91572380065918
1991-08-19,25.91572380065918
1991-08-20,25.38897705078125
1991-08-21,25.59967041015625
1991-08-22,26.337108612060547
1991-08-23,26.86385154724121
1991-08-26,28.02269744873047
1991-08-27,27.81198501586914
1991-08-28,28.02269744873047
1991-08-29,28.02269744873047
1991-08-30,27.601295471191406
1991-09-02,27.601295471191406
1991-09-03,27.285253524780273
1991-09-04,27.179901123046875
1991-09-05,27.917343139648438
1991-09-06,28.02269744873047
1991-09-09,28.02269744873047
1991-09-10,27.70664405822754
1991-09-11,27.70664405822754
1991-09-12,27.70664405822754
1991-09-13,28.33873748779297
1991-09-16,28.865474700927734
1991-09-17,28.12804412841797
1991-09-18,27.917343139648438
1991-09-19,27.917343139648438
1991-09-20,27.390600204467773
1991-09-23,27.390600204467773
1991-09-24,26.969205856323242
1991-09-25,26.86385154724121
1991-09-26,25.91572380065918
1991-09-27,27.495954513549805
1991-09-30,27.285253524780273
1991-10-01,27.074556350708008
1991-10-02,27.074556350708008
1991-10-03,26.337108612060547
1991-10-04,25.494327545166016
1991-10-07,26.12641716003418
1991-10-08,26.12641716003418
1991-10-09,25.91572380065918
1991-10-10,26.653156280517578
1991-10-11,26.653156280517578
1991-10-14,26.337108612060547
1991-10-15,26.442462921142578
1991-10-16,26.969205856323242
1991-10-17,26.969205856323242
1991-10-18,26.969205856323242
1991-10-21,26.86385154724121
1991-10-22,26.86385154724121
1991-10-23,27.306318283081055
1991-10-24,27.601295471191406
1991-10-25,27.601295471191406
1991-10-28,27.601295471191406
1991-10-29,28.865474700927734
1991-10-30,28.02269744873047
1991-10-31,28.65477752685547
1991-11-01,28.9708309173584
1991-11-04,28.9708309173584
1991-11-05,28.12804412841797
1991-11-06,28.12804412841797
1991-11-07,28.12804412841797
1991-11-08,28.02269744873047
1991-11-11,27.917343139648438
1991-11-12,27.601295471191406
1991-11-13,27.390600204467773
1991-11-14,27.179901123046875
1991-11-15,26.547815322875977
1991-11-18,25.59967041015625
1991-11-19,26.337108612060547
1991-11-20,24.967586517333984
1991-11-21,24.967586517333984
1991-11-22,24.124801635742188
1991-11-25,24.124801635742188
1991-11-26,23.17666244506836
1991-11-27,23.598051071166992
1991-11-28,23.598051071166992
1991-11-29,24.019451141357422
1991-12-02,23.80875015258789
1991-12-03,23.387359619140625
1991-12-04,22.860612869262695
1991-12-05,22.54456901550293
1991-12-06,23.17666244506836
1991-12-09,22.54456901550293
1991-12-10,22.64991569519043
1991-12-11,22.64991569519043
1991-12-12,22.439224243164062
1991-12-13,22.439224243164062
1991-12-16,23.387359619140625
1991-12-17,22.965967178344727
1991-12-18,23.071311950683594
1991-12-19,23.49271011352539
1991-12-20,23.598051071166992
1991-12-23,23.80875015258789
1991-12-24,23.91409683227539
1991-12-25,23.91409683227539
1991-12-26,23.91409683227539
1991-12-27,23.91409683227539
1991-12-30,23.91409683227539
1991-12-31,23.91409683227539
1992-01-01,24.124801635742188
1992-01-02,24.124801635742188
1992-01-03,24.651535034179688
1992-01-06,24.440845489501953
1992-01-07,24.230152130126953
1992-01-08,24.335494995117188
1992-01-09,24.124801635742188
1992-01-10,24.124801635742188
1992-01-13,25.28363037109375
1992-01-14,25.494327545166016
1992-01-15,25.705028533935547
1992-01-16,25.072927474975586
1992-01-17,25.072927474975586
1992-01-20,24.862232208251953
1992-01-21,25.705028533935547
1992-01-22,25.81037139892578
1992-01-23,26.23176383972168
1992-01-24,25.91572380065918
1992-01-27,25.705028533935547
1992-01-28,25.705028533935547
1992-01-29,26.12641716003418
1992-01-30,26.969205856323242
1992-01-31,26.86385154724121
1992-02-03,25.705028533935547
1992-02-04,26.337108612060547
1992-02-05,26.547815322875977
1992-02-06,26.758508682250977
1992-02-07,26.12641716003418
1992-02-10,26.337108612060547
1992-02-11,26.337108612060547
1992-02-12,26.758508682250977
1992-02-13,27.390600204467773
1992-02-14,27.390600204467773
1992-02-17,29.0761661529541
1992-02-18,28.444082260131836
1992-02-19,28.02269744873047
1992-02-20,28.33873748779297
1992-02-21,28.549428939819336
1992-02-24,28.65477752685547
1992-02-25,28.65477752685547
1992-02-26,30.340356826782227
1992-02-27,32.44732666015625
1992-02-28,34.132904052734375
1992-03-02,35.81847381591797
1992-03-03,36.029178619384766
1992-03-04,36.029178619384766
1992-03-05,36.029178619384766
1992-03-06,36.029178619384766
1992-03-09,36.029178619384766
1992-03-10,34.132904052734375
1992-03-11,32.86871337890625
1992-03-12,34.132904052734375
1992-03-13,34.975685119628906
1992-03-16,35.39707946777344
1992-03-17,35.39707946777344
1992-03-18,34.554298400878906
1992-03-19,34.554298400878906
1992-03-20,34.975685119628906
1992-03-23,34.975685119628906
1992-03-24,38.76823425292969
1992-03-25,40.45380401611328
1992-03-26,40.45380401611328
1992-03-27,39.61102294921875
1992-03-30,42.13938903808594
1992-03-31,42.98217010498047
1992-04-01,42.98217010498047
1992-04-02,43.403564453125
1992-04-03,43.403564453125
1992-04-06,42.56078338623047
1992-04-07,42.98217010498047
1992-04-08,49.303070068359375
1992-04-09,49.303070068359375
1992-04-10,48.460304260253906
1992-04-13,44.667747497558594
1992-04-14,44.667747497558594
1992-04-15,44.667747497558594
1992-04-16,44.667747497558594
1992-04-17,44.667747497558594
1992-04-20,44.667747497558594
1992-04-21,44.667747497558594
1992-04-22,50.14585494995117
1992-04-23,50.14585494995117
1992-04-24,50.14585494995117
1992-04-27,50.14585494995117
1992-04-28,42.56078338623047
1992-04-29,42.13938903808594
1992-04-30,44.667747497558594
1992-05-01,44.667747497558594
1992-05-04,44.667747497558594
1992-05-05,44.667747497558594
1992-05-06,41.71799087524414
1992-05-07,42.13938903808594
1992-05-08,42.13938903808594
1992-05-11,40.03242492675781
1992-05-12,37.504051208496094
1992-05-13,39.18962097167969
1992-05-14,38.346832275390625
1992-05-15,38.346832275390625
1992-05-18,37.925445556640625
1992-05-19,39.18962097167969
1992-05-20,38.76823425292969
1992-05-21,38.76823425292969
1992-05-22,37.925445556640625
1992-05-25,37.293365478515625
1992-05-26,35.81847381591797
1992-05-27,34.975685119628906
1992-05-28,34.554298400878906
1992-05-29,34.34360122680664
1992-06-01,34.76498794555664
1992-06-02,36.87195587158203
1992-06-03,35.81847381591797
1992-06-04,35.81847381591797
1992-06-05,36.029178619384766
1992-06-08,35.81847381591797
1992-06-09,36.87195587158203
1992-06-10,37.082664489746094
1992-06-11,37.082664489746094
1992-06-12,37.082664489746094
1992-06-15,37.082664489746094
1992-06-16,37.082664489746094
1992-06-17,37.082664489746094
1992-06-18,37.082664489746094
1992-06-19,37.082664489746094
1992-06-22,37.082664489746094
1992-06-23,37.082664489746094
1992-06-24,37.082664489746094
1992-06-25,36.239871978759766
1992-06-26,36.239871978759766
1992-06-29,36.239871978759766
1992-06-30,36.239871978759766
1992-07-01,36.239871978759766
1992-07-02,36.239871978759766
1992-07-03,36.239871978759766
1992-07-06,36.239871978759766
1992-07-07,36.239871978759766
1992-07-08,36.239871978759766
1992-07-09,36.239871978759766
1992-07-10,36.239871978759766
1992-07-13,36.239871978759766
1992-07-14,36.239871978759766
1992-07-15,32.44732666015625
1992-07-16,30.340356826782227
1992-07-17,29.497568130493164
1992-07-20,29.497568130493164
1992-07-21,30.340356826782227
1992-07-22,29.0761661529541
1992-07-23,26.12641716003418
1992-07-24,26.12641716003418
1992-07-27,27.390600204467773
1992-07-28,27.81198501586914
1992-07-29,26.547815322875977
1992-07-30,26.547815322875977
1992-07-31,26.969205856323242
1992-08-03,26.758508682250977
1992-08-04,26.547815322875977
1992-08-05,26.547815322875977
1992-08-06,25.072927474975586
1992-08-07,26.337108612060547
1992-08-10,26.12641716003418
1992-08-11,26.23176383972168
1992-08-12,26.12641716003418
1992-08-13,26.12641716003418
1992-08-14,26.969205856323242
1992-08-17,27.601295471191406
1992-08-18,28.23339080810547
1992-08-19,28.65477752685547
1992-08-20,28.444082260131836
1992-08-21,28.444082260131836
1992-08-24,28.65477752685547
1992-08-25,27.495954513549805
1992-08-26,27.285253524780273
1992-08-27,27.179901123046875
1992-08-28,28.865474700927734
1992-08-31,28.865474700927734
1992-09-01,29.286869049072266
1992-09-02,28.444082260131836
1992-09-03,28.65477752685547
1992-09-04,29.286869049072266
1992-09-07,29.918954849243164
1992-09-08,29.918954849243164
1992-09-09,31.604543685913086
1992-09-10,31.604543685913086
1992-09-11,30.761754989624023
1992-09-14,31.183141708374023
1992-09-15,32.02593231201172
1992-09-16,31.604543685913086
1992-09-17,31.183141708374023
1992-09-18,30.340356826782227
1992-09-21,29.497568130493164
1992-09-22,29.918954849243164
1992-09-23,29.918954849243164
1992-09-24,29.918954849243164
1992-09-25,29.918954849243164
1992-09-28,29.918954849243164
1992-09-29,29.497568130493164
1992-09-30,30.551055908203125
1992-10-01,30.761754989624023
1992-10-02,30.761754989624023
1992-10-05,30.761754989624023
1992-10-06,30.340356826782227
1992-10-07,30.340356826782227
1992-10-08,29.918954849243164
1992-10-09,30.340356826782227
1992-10-12,29.918954849243164
1992-10-13,30.23501205444336
1992-10-14,29.497568130493164
1992-10-15,29.708263397216797
1992-10-16,29.708263397216797
1992-10-19,29.708263397216797
1992-10-20,29.286869049072266
1992-10-21,28.23339080810547
1992-10-22,28.23339080810547
1992-10-23,28.23339080810547
1992-10-26,28.23339080810547
1992-10-27,28.23339080810547
1992-10-28,27.495954513549805
1992-10-29,27.390600204467773
1992-10-30,27.285253524780273
1992-11-02,27.285253524780273
1992-11-03,27.601295471191406
1992-11-04,27.074556350708008
1992-11-05,26.12641716003418
1992-11-06,22.54456901550293
1992-11-09,20.64829444885254
1992-11-10,20.64829444885254
1992-11-11,19.91085433959961
1992-11-12,21.06969451904297
1992-11-13,20.22690200805664
1992-11-16,20.22690200805664
1992-11-17,20.22690200805664
1992-11-18,19.384117126464844
1992-11-19,19.384117126464844
1992-11-20,19.805511474609375
1992-11-23,20.016212463378906
1992-11-24,20.43760108947754
1992-11-25,20.64829444885254
1992-11-26,20.016212463378906
1992-11-27,20.22690200805664
1992-11-30,20.22690200805664
1992-12-01,20.542949676513672
1992-12-02,22.228525161743164
1992-12-03,22.54456901550293
1992-12-04,22.54456901550293
1992-12-07,22.54456901550293
1992-12-08,22.54456901550293
1992-12-09,22.54456901550293
1992-12-10,20.85899543762207
1992-12-11,20.85899543762207
1992-12-14,20.22690200805664
1992-12-15,19.384117126464844
1992-12-16,18.752025604248047
1992-12-17,18.962722778320312
1992-12-18,20.016212463378906
1992-12-21,21.06969451904297
1992-12-22,20.85899543762207
1992-12-23,21.06969451904297
1992-12-24,22.1231746673584
1992-12-25,22.1231746673584
1992-12-28,22.1231746673584
1992-12-29,22.1231746673584
1992-12-30,22.1231746673584
1992-12-31,22.1231746673584
1993-01-01,22.1231746673584
1993-01-04,21.06969451904297
1993-01-05,20.85899543762207
1993-01-06,20.43760108947754
1993-01-07,19.384117126464844
1993-01-08,19.489465713500977
1993-01-11,19.489465713500977
1993-01-12,19.489465713500977
1993-01-13,19.489465713500977
1993-01-14,19.805511474609375
1993-01-15,20.43760108947754
1993-01-18,20.75364875793457
1993-01-19,20.43760108947754
1993-01-20,20.22690200805664
1993-01-21,20.22690200805664
1993-01-22,20.22690200805664
1993-01-25,20.016212463378906
1993-01-26,20.016212463378906
1993-01-27,20.22690200805664
1993-01-28,20.85899543762207
1993-01-29,20.964340209960938
1993-02-01,20.121559143066406
1993-02-02,20.542949676513672
1993-02-03,12.220422744750977
1993-02-04,20.43760108947754
1993-02-05,20.332250595092773
1993-02-08,20.75364875793457
1993-02-09,21.912479400634766
1993-02-10,22.755268096923828
1993-02-11,22.64991569519043
1993-02-12,22.333873748779297
1993-02-15,21.7017822265625
1993-02-16,21.491085052490234
1993-02-17,21.912479400634766
1993-02-18,21.912479400634766
1993-02-19,21.912479400634766
1993-02-22,22.1231746673584
1993-02-23,22.333873748779297
1993-02-24,22.64991569519043
1993-02-25,23.17666244506836
1993-02-26,23.282011032104492
