Date,SJVN
2010-05-20,10.98553466796875
2010-05-21,10.810464859008789
2010-05-24,10.854231834411621
2010-05-25,10.525976181030273
2010-05-26,10.657279014587402
2010-05-27,10.525976181030273
2010-05-28,10.591630935668945
2010-05-31,10.810464859008789
2010-06-01,10.591630935668945
2010-06-02,10.504095077514648
2010-06-03,10.525976181030273
2010-06-04,10.613510131835938
2010-06-07,10.525976181030273
2010-06-08,10.547863006591797
2010-06-09,10.569746971130371
2010-06-10,10.591630935668945
2010-06-11,10.591630935668945
2010-06-14,10.547863006591797
2010-06-15,10.547863006591797
2010-06-16,10.547863006591797
2010-06-17,10.569746971130371
2010-06-18,10.547863006591797
2010-06-21,10.547863006591797
2010-06-22,10.525976181030273
2010-06-23,10.15395736694336
2010-06-24,10.24149227142334
2010-06-25,10.15395736694336
2010-06-28,10.460328102111816
2010-06-29,10.307140350341797
2010-06-30,10.482210159301758
2010-07-01,10.679161071777344
2010-07-02,10.810464859008789
2010-07-05,10.766697883605957
2010-07-06,10.701047897338867
2010-07-07,10.722932815551758
2010-07-08,10.74481201171875
2010-07-09,10.679161071777344
2010-07-12,10.613510131835938
2010-07-13,10.591630935668945
2010-07-14,10.569746971130371
2010-07-15,10.635396003723145
2010-07-16,10.591630935668945
2010-07-19,10.547863006591797
2010-07-20,10.438444137573242
2010-07-21,10.438444137573242
2010-07-22,10.438444137573242
2010-07-23,10.460328102111816
2010-07-26,10.438444137573242
2010-07-27,10.525976181030273
2010-07-28,10.460328102111816
2010-07-29,10.504095077514648
2010-07-30,10.460328102111816
2010-08-02,10.504095077514648
2010-08-03,10.504095077514648
2010-08-04,10.460328102111816
2010-08-05,10.416561126708984
2010-08-06,10.460328102111816
2010-08-09,10.460328102111816
2010-08-10,10.416561126708984
2010-08-11,10.438444137573242
2010-08-12,10.460328102111816
2010-08-13,10.416561126708984
2010-08-16,10.460328102111816
2010-08-17,10.416561126708984
2010-08-18,10.416561126708984
2010-08-19,10.438444137573242
2010-08-20,10.569746971130371
2010-08-23,10.679161071777344
2010-08-24,10.701047897338867
2010-08-25,10.569746971130371
2010-08-26,10.569746971130371
2010-08-27,10.460328102111816
2010-08-30,10.504095077514648
2010-08-31,10.504095077514648
2010-09-01,10.548982620239258
2010-09-02,10.5938720703125
2010-09-03,10.571425437927246
2010-09-06,10.548982620239258
2010-09-07,10.5938720703125
2010-09-08,10.571425437927246
2010-09-09,10.638763427734375
2010-09-13,10.750984191894531
2010-09-14,10.9305419921875
2010-09-15,10.818321228027344
2010-09-16,10.952985763549805
2010-09-17,11.087656021118164
2010-09-20,11.110097885131836
2010-09-21,10.952985763549805
2010-09-22,11.020319938659668
2010-09-23,10.952985763549805
2010-09-24,10.952985763549805
2010-09-27,10.908098220825195
2010-09-28,10.863210678100586
2010-09-29,10.795872688293457
2010-09-30,10.840765953063965
2010-10-01,10.885651588439941
2010-10-04,11.020319938659668
2010-10-05,11.289654731750488
2010-10-06,11.312101364135742
2010-10-07,11.199878692626953
2010-10-08,11.110097885131836
2010-10-11,11.154990196228027
2010-10-12,11.154990196228027
2010-10-13,11.154990196228027
2010-10-14,11.110097885131836
2010-10-15,10.908098220825195
2010-10-18,10.795872688293457
2010-10-19,10.840765953063965
2010-10-20,10.750984191894531
2010-10-21,10.9305419921875
2010-10-22,10.975433349609375
2010-10-25,10.975433349609375
2010-10-26,10.885651588439941
2010-10-27,10.840765953063965
2010-10-28,10.908098220825195
2010-10-29,10.795872688293457
2010-11-01,10.908098220825195
2010-11-02,11.06520938873291
2010-11-03,11.020319938659668
2010-11-04,11.087656021118164
2010-11-08,11.154990196228027
2010-11-09,11.154990196228027
2010-11-10,11.40187931060791
2010-11-11,11.312101364135742
2010-11-12,11.06520938873291
2010-11-15,10.997879981994629
2010-11-16,10.795872688293457
2010-11-18,10.661206245422363
2010-11-19,10.661206245422363
2010-11-22,10.728541374206543
2010-11-23,10.728541374206543
2010-11-24,10.616316795349121
2010-11-25,10.526540756225586
2010-11-26,10.167425155639648
2010-11-29,10.18986988067627
2010-11-30,10.346981048583984
2010-12-01,10.436760902404785
2010-12-02,10.414315223693848
2010-12-03,10.279646873474121
2010-12-06,10.279646873474121
2010-12-07,9.651196479797363
2010-12-08,9.404308319091797
2010-12-09,9.494085311889648
2010-12-10,9.898089408874512
2010-12-13,10.032757759094238
2010-12-14,10.055200576782227
2010-12-15,10.212313652038574
2010-12-16,10.279646873474121
2010-12-20,10.100090980529785
2010-12-21,10.459206581115723
2010-12-22,10.32453727722168
2010-12-23,10.100090980529785
2010-12-24,10.122535705566406
2010-12-27,10.257203102111816
2010-12-28,10.167425155639648
2010-12-29,10.18986988067627
2010-12-30,10.18986988067627
2010-12-31,10.279646873474121
2011-01-03,10.369426727294922
2011-01-04,10.346981048583984
2011-01-05,10.279646873474121
2011-01-06,10.257203102111816
2011-01-07,10.18986988067627
2011-01-10,9.965422630310059
2011-01-11,9.808311462402344
2011-01-12,9.898089408874512
2011-01-13,9.920534133911133
2011-01-14,9.830757141113281
2011-01-17,9.718531608581543
2011-01-18,9.696087837219238
2011-01-19,9.696087837219238
2011-01-20,9.628754615783691
2011-01-21,9.87564468383789
2011-01-24,10.100090980529785
2011-01-25,9.898089408874512
2011-01-27,9.763421058654785
2011-01-28,9.808311462402344
2011-01-31,9.6736421585083
2011-02-01,9.538976669311523
2011-02-02,9.51653003692627
2011-02-03,9.51653003692627
2011-02-04,9.449193954467773
2011-02-07,9.47164249420166
2011-02-08,9.47164249420166
2011-02-09,9.202303886413574
2011-02-10,9.314532279968262
2011-02-11,9.426752090454102
2011-02-14,9.6736421585083
2011-02-15,9.561419486999512
2011-02-16,9.58386516571045
2011-02-17,9.561419486999512
2011-02-18,9.381860733032227
2011-02-21,9.426752090454102
2011-02-22,9.359418869018555
2011-02-23,9.224750518798828
2011-02-24,9.112524032592773
2011-02-25,9.090084075927734
2011-02-28,9.090084075927734
2011-03-01,9.202303886413574
2011-03-03,9.179862022399902
2011-03-04,9.112524032592773
2011-03-07,9.090084075927734
2011-03-08,9.090084075927734
2011-03-09,9.090084075927734
2011-03-10,9.112524032592773
2011-03-11,9.045191764831543
2011-03-14,9.090084075927734
2011-03-15,9.045191764831543
2011-03-16,9.022747993469238
2011-03-17,9.045191764831543
2011-03-18,8.977859497070312
2011-03-21,8.730968475341797
2011-03-22,8.708521842956543
2011-03-23,8.730968475341797
2011-03-24,8.798301696777344
2011-03-25,9.045191764831543
2011-03-28,9.426752090454102
2011-03-29,9.51653003692627
2011-03-30,9.830757141113281
2011-03-31,9.965422630310059
2011-04-01,9.942978858947754
2011-04-04,10.055200576782227
2011-04-05,9.87564468383789
2011-04-06,9.830757141113281
2011-04-07,9.87564468383789
2011-04-08,9.830757141113281
2011-04-11,9.6736421585083
2011-04-13,9.87564468383789
2011-04-15,9.763421058654785
2011-04-18,9.561419486999512
2011-04-19,9.51653003692627
2011-04-20,9.538976669311523
2011-04-21,9.426752090454102
2011-04-25,9.359418869018555
2011-04-26,9.449193954467773
2011-04-27,9.651196479797363
2011-04-28,9.651196479797363
2011-04-29,9.651196479797363
2011-05-02,9.628754615783691
2011-05-03,9.538976669311523
2011-05-04,9.6736421585083
2011-05-05,9.60630989074707
2011-05-06,9.538976669311523
2011-05-09,9.538976669311523
2011-05-10,9.561419486999512
2011-05-11,9.561419486999512
2011-05-12,9.561419486999512
2011-05-13,9.58386516571045
2011-05-16,9.561419486999512
2011-05-17,9.538976669311523
2011-05-18,9.561419486999512
2011-05-19,9.538976669311523
2011-05-20,9.561419486999512
2011-05-23,9.538976669311523
2011-05-24,9.538976669311523
2011-05-25,9.538976669311523
2011-05-26,9.449193954467773
2011-05-27,9.494085311889648
2011-05-30,9.561419486999512
2011-05-31,9.538976669311523
2011-06-01,9.58386516571045
2011-06-02,9.561419486999512
2011-06-03,9.60630989074707
2011-06-06,9.561419486999512
2011-06-07,9.538976669311523
2011-06-08,9.538976669311523
2011-06-09,9.561419486999512
2011-06-10,9.538976669311523
2011-06-13,9.538976669311523
2011-06-14,9.538976669311523
2011-06-15,9.538976669311523
2011-06-16,9.538976669311523
2011-06-17,9.449193954467773
2011-06-20,9.449193954467773
2011-06-21,9.449193954467773
2011-06-22,9.449193954467773
2011-06-23,9.449193954467773
2011-06-24,9.538976669311523
2011-06-27,9.426752090454102
2011-06-28,9.449193954467773
2011-06-29,9.60630989074707
2011-06-30,9.628754615783691
2011-07-01,9.628754615783691
2011-07-04,9.628754615783691
2011-07-05,9.785865783691406
2011-07-06,9.808311462402344
2011-07-07,9.808311462402344
2011-07-08,9.763421058654785
2011-07-11,9.763421058654785
2011-07-12,9.763421058654785
2011-07-13,9.898089408874512
2011-07-14,9.987869262695312
2011-07-15,9.987869262695312
2011-07-18,10.032757759094238
2011-07-19,9.898089408874512
2011-07-20,9.920534133911133
2011-07-21,9.920534133911133
2011-07-22,9.942978858947754
2011-07-25,9.87564468383789
2011-07-26,9.965422630310059
2011-07-27,9.920534133911133
2011-07-28,9.87564468383789
2011-07-29,9.920534133911133
2011-08-01,9.87564468383789
2011-08-02,9.898089408874512
2011-08-03,9.87564468383789
2011-08-04,9.920534133911133
2011-08-05,9.898089408874512
2011-08-08,9.920534133911133
2011-08-09,9.898089408874512
2011-08-10,10.077646255493164
2011-08-11,10.100090980529785
2011-08-12,10.055200576782227
2011-08-16,10.077646255493164
2011-08-17,10.263839721679688
2011-08-18,10.287113189697266
2011-08-19,10.263839721679688
2011-08-22,10.240564346313477
2011-08-23,10.240564346313477
2011-08-24,10.263839721679688
2011-08-25,10.287113189697266
2011-08-26,10.240564346313477
2011-08-29,10.240564346313477
2011-08-30,10.380209922790527
2011-09-02,10.70604419708252
2011-09-05,10.822415351867676
2011-09-06,10.65949535369873
2011-09-07,10.636220932006836
2011-09-08,10.543127059936523
2011-09-09,10.65949535369873
2011-09-12,10.310385704040527
2011-09-13,10.380209922790527
2011-09-14,10.380209922790527
2011-09-15,10.543127059936523
2011-09-16,10.240564346313477
2011-09-19,10.240564346313477
2011-09-20,10.240564346313477
2011-09-21,10.263839721679688
2011-09-22,10.240564346313477
2011-09-23,10.147469520568848
2011-09-26,10.100919723510742
2011-09-27,10.100919723510742
2011-09-28,10.124197006225586
2011-09-29,10.00782299041748
2011-09-30,10.00782299041748
2011-10-03,9.868178367614746
2011-10-04,9.775083541870117
2011-10-05,9.798356056213379
2011-10-07,9.891456604003906
2011-10-10,10.124197006225586
2011-10-11,10.031097412109375
2011-10-12,10.054372787475586
2011-10-13,10.00782299041748
2011-10-14,10.054372787475586
2011-10-17,10.077646255493164
2011-10-18,10.00782299041748
2011-10-19,10.031097412109375
2011-10-20,10.333660125732422
2011-10-21,10.240564346313477
2011-10-24,10.124197006225586
2011-10-25,10.124197006225586
2011-10-28,10.403483390808105
2011-10-31,10.42675495147705
2011-11-01,10.333660125732422
2011-11-02,10.287113189697266
2011-11-03,10.333660125732422
2011-11-04,10.35693645477295
2011-11-08,10.217292785644531
2011-11-09,10.287113189697266
2011-11-11,10.287113189697266
2011-11-14,10.263839721679688
2011-11-15,10.240564346313477
2011-11-16,10.00782299041748
2011-11-17,10.00782299041748
2011-11-18,9.821632385253906
2011-11-21,9.96127700805664
2011-11-22,9.891456604003906
2011-11-23,9.868178367614746
2011-11-24,9.821632385253906
2011-11-25,9.775083541870117
2011-11-28,9.775083541870117
2011-11-29,9.728535652160645
2011-11-30,9.775083541870117
2011-12-01,9.751811027526855
2011-12-02,9.658719062805176
2011-12-05,9.519071578979492
2011-12-07,9.588888168334961
2011-12-08,9.658719062805176
2011-12-09,9.588888168334961
2011-12-12,9.47252082824707
2011-12-13,9.356151580810547
2011-12-14,9.193233489990234
2011-12-15,9.286331176757812
2011-12-16,8.844123840332031
2011-12-19,8.844123840332031
2011-12-20,8.774301528930664
2011-12-21,8.867398262023926
2011-12-22,8.844123840332031
2011-12-23,8.797574043273926
2011-12-26,8.797574043273926
2011-12-27,8.844123840332031
2011-12-28,8.820850372314453
2011-12-29,8.797574043273926
2011-12-30,8.844123840332031
2012-01-02,8.844123840332031
2012-01-03,8.867398262023926
2012-01-04,8.937219619750977
2012-01-05,8.844123840332031
2012-01-06,8.844123840332031
2012-01-09,8.867398262023926
2012-01-10,8.937219619750977
2012-01-11,8.96049690246582
2012-01-12,8.867398262023926
2012-01-13,9.030313491821289
2012-01-16,8.867398262023926
2012-01-17,8.844123840332031
2012-01-18,8.820850372314453
2012-01-19,8.797574043273926
2012-01-20,8.844123840332031
2012-01-23,8.844123840332031
2012-01-24,8.844123840332031
2012-01-25,8.867398262023926
2012-01-27,8.890671730041504
2012-01-30,8.844123840332031
2012-01-31,8.96049690246582
2012-02-01,8.983768463134766
2012-02-02,9.053590774536133
2012-02-03,9.053590774536133
2012-02-06,9.076864242553711
2012-02-07,8.844123840332031
2012-02-08,8.937219619750977
2012-02-09,8.96049690246582
2012-02-10,9.146685600280762
2012-02-13,9.286331176757812
2012-02-14,9.286331176757812
2012-02-15,9.542343139648438
2012-02-16,9.30960464477539
2012-02-17,9.076864242553711
2012-02-21,9.123412132263184
2012-02-22,9.053590774536133
2012-02-23,9.030313491821289
2012-02-24,9.007041931152344
2012-02-27,8.890671730041504
2012-02-28,9.030313491821289
2012-02-29,9.030313491821289
2012-03-01,8.983768463134766
2012-03-02,9.030313491821289
2012-03-05,8.96049690246582
2012-03-06,8.96049690246582
2012-03-07,8.890671730041504
2012-03-09,8.983768463134766
2012-03-12,9.076864242553711
2012-03-13,9.100136756896973
2012-03-14,9.076864242553711
2012-03-15,9.169960021972656
2012-03-16,9.100136756896973
2012-03-19,8.983768463134766
2012-03-20,9.007041931152344
2012-03-21,9.286331176757812
2012-03-22,9.42597770690918
2012-03-23,9.519071578979492
2012-03-26,9.286331176757812
2012-03-27,9.286331176757812
2012-03-28,9.123412132263184
2012-03-29,9.169960021972656
2012-03-30,9.169960021972656
2012-04-02,9.193233489990234
2012-04-03,9.239782333374023
2012-04-04,9.286331176757812
2012-04-09,9.169960021972656
2012-04-10,9.146685600280762
2012-04-11,9.053590774536133
2012-04-12,9.169960021972656
2012-04-13,9.123412132263184
2012-04-16,9.053590774536133
2012-04-17,9.053590774536133
2012-04-18,9.193233489990234
2012-04-19,9.42597770690918
2012-04-20,9.193233489990234
2012-04-23,9.007041931152344
2012-04-24,8.983768463134766
2012-04-25,8.937219619750977
2012-04-26,8.96049690246582
2012-04-27,8.983768463134766
2012-04-30,8.983768463134766
2012-05-02,9.030313491821289
2012-05-03,8.983768463134766
2012-05-04,8.913946151733398
2012-05-07,8.937219619750977
2012-05-08,8.983768463134766
2012-05-09,9.007041931152344
2012-05-10,8.937219619750977
2012-05-11,8.867398262023926
2012-05-14,8.774301528930664
2012-05-15,8.774301528930664
2012-05-16,8.704480171203613
2012-05-17,8.704480171203613
2012-05-18,8.657930374145508
2012-05-21,8.657930374145508
2012-05-22,8.681206703186035
2012-05-23,8.681206703186035
2012-05-24,8.611384391784668
2012-05-25,8.588109016418457
2012-05-28,8.611384391784668
2012-05-29,8.681206703186035
2012-05-30,8.774301528930664
2012-05-31,8.727754592895508
2012-06-01,8.727754592895508
2012-06-04,8.727754592895508
2012-06-05,8.727754592895508
2012-06-06,8.797574043273926
2012-06-07,9.076864242553711
2012-06-08,8.983768463134766
2012-06-11,8.96049690246582
2012-06-12,8.937219619750977
2012-06-13,8.937219619750977
2012-06-14,8.867398262023926
2012-06-15,8.820850372314453
2012-06-18,8.727754592895508
2012-06-19,8.867398262023926
2012-06-20,8.913946151733398
2012-06-21,8.890671730041504
2012-06-22,8.867398262023926
2012-06-25,8.844123840332031
2012-06-26,8.890671730041504
2012-06-27,8.890671730041504
2012-06-28,8.96049690246582
2012-06-29,8.96049690246582
2012-07-02,9.007041931152344
2012-07-03,9.169960021972656
2012-07-04,9.169960021972656
2012-07-05,9.239782333374023
2012-07-06,9.263057708740234
2012-07-09,9.263057708740234
2012-07-10,9.286331176757812
2012-07-11,9.263057708740234
2012-07-12,9.169960021972656
2012-07-13,9.356151580810547
2012-07-16,9.30960464477539
2012-07-17,9.286331176757812
2012-07-18,9.379426002502441
2012-07-19,9.42597770690918
2012-07-20,9.42597770690918
2012-07-23,9.356151580810547
2012-07-24,9.123412132263184
2012-07-25,9.076864242553711
2012-07-26,9.053590774536133
2012-07-27,9.076864242553711
2012-07-30,9.193233489990234
2012-07-31,9.402703285217285
2012-08-01,9.332879066467285
2012-08-02,9.239782333374023
2012-08-03,9.263057708740234
2012-08-06,9.239782333374023
2012-08-07,9.286331176757812
2012-08-08,9.332879066467285
2012-08-09,9.542343139648438
2012-08-10,9.519071578979492
2012-08-13,9.542343139648438
2012-08-14,9.635441780090332
2012-08-16,9.658719062805176
2012-08-17,9.635441780090332
2012-08-21,9.681988716125488
2012-08-22,9.681988716125488
2012-08-23,9.681988716125488
2012-08-24,9.603986740112305
2012-08-27,9.360230445861816
2012-08-28,9.335855484008789
2012-08-29,9.311477661132812
2012-08-30,9.311477661132812
2012-08-31,9.311477661132812
2012-09-03,9.335855484008789
2012-09-04,9.335855484008789
2012-09-05,9.311477661132812
2012-09-06,9.311477661132812
2012-09-07,9.335855484008789
2012-09-10,9.311477661132812
2012-09-11,9.311477661132812
2012-09-12,9.311477661132812
2012-09-13,9.18960189819336
2012-09-14,9.238354682922363
2012-09-17,9.238354682922363
2012-09-18,9.408978462219238
2012-09-20,9.75024127960205
2012-09-21,9.53085994720459
2012-09-24,9.579611778259277
2012-09-25,9.725865364074707
2012-09-26,9.774616241455078
2012-09-27,9.67711353302002
2012-09-28,9.75024127960205
2012-10-01,9.725865364074707
2012-10-03,9.725865364074707
2012-10-04,9.579611778259277
2012-10-05,9.482107162475586
2012-10-08,9.555235862731934
2012-10-09,9.823366165161133
2012-10-10,9.555235862731934
2012-10-11,9.579611778259277
2012-10-12,9.628362655639648
2012-10-15,9.725865364074707
2012-10-16,9.603986740112305
2012-10-17,9.555235862731934
2012-10-18,9.725865364074707
2012-10-19,9.603986740112305
2012-10-22,9.603986740112305
2012-10-23,9.555235862731934
2012-10-25,9.579611778259277
2012-10-29,9.555235862731934
2012-10-30,9.579611778259277
2012-10-31,9.725865364074707
2012-11-01,9.67711353302002
2012-11-02,9.725865364074707
2012-11-05,9.725865364074707
2012-11-06,9.75024127960205
2012-11-07,9.774616241455078
2012-11-08,9.725865364074707
2012-11-09,9.603986740112305
2012-11-12,9.701489448547363
2012-11-15,9.725865364074707
2012-11-16,9.65273666381836
2012-11-19,9.579611778259277
2012-11-20,9.53085994720459
2012-11-21,9.482107162475586
2012-11-22,9.408978462219238
2012-11-23,9.140849113464355
2012-11-26,8.994596481323242
2012-11-27,9.018970489501953
2012-11-29,9.18960189819336
2012-11-30,9.238354682922363
2012-12-03,9.433358192443848
2012-12-04,9.628362655639648
2012-12-05,9.75024127960205
2012-12-06,9.774616241455078
2012-12-07,9.823366165161133
2012-12-10,9.798989295959473
2012-12-11,9.872117042541504
2012-12-12,9.774616241455078
2012-12-13,9.774616241455078
2012-12-14,9.774616241455078
2012-12-17,9.798989295959473
2012-12-18,9.920869827270508
2012-12-19,9.920869827270508
2012-12-20,10.359630584716797
2012-12-21,10.018372535705566
2012-12-24,9.993993759155273
2012-12-26,10.018372535705566
2012-12-27,10.432757377624512
2012-12-28,10.505882263183594
2012-12-31,10.408379554748535
2013-01-01,10.384003639221191
2013-01-02,10.286502838134766
2013-01-03,10.286502838134766
2013-01-04,10.310879707336426
2013-01-07,10.33525276184082
2013-01-08,10.237751007080078
2013-01-09,10.262126922607422
2013-01-10,10.359630584716797
2013-01-11,10.310879707336426
2013-01-14,10.384003639221191
2013-01-15,10.505882263183594
2013-01-16,10.408379554748535
2013-01-17,10.481507301330566
2013-01-18,10.554635047912598
2013-01-21,10.627760887145996
2013-01-22,10.603385925292969
2013-01-23,10.554635047912598
2013-01-24,10.725264549255371
2013-01-25,10.579011917114258
2013-01-28,10.457134246826172
2013-01-29,10.408379554748535
2013-01-30,10.603385925292969
2013-01-31,10.969022750854492
2013-02-01,10.9446439743042
2013-02-04,10.774014472961426
2013-02-05,10.554635047912598
2013-02-06,10.505882263183594
2013-02-07,10.408379554748535
2013-02-08,10.310879707336426
2013-02-11,10.432757377624512
2013-02-12,10.359630584716797
2013-02-13,10.384003639221191
2013-02-14,10.310879707336426
2013-02-15,10.042747497558594
2013-02-18,10.091499328613281
2013-02-19,10.164626121520996
2013-02-20,10.164626121520996
2013-02-21,10.164626121520996
2013-02-22,10.189001083374023
2013-02-25,10.505882263183594
2013-02-26,10.359630584716797
2013-02-27,10.286502838134766
2013-02-28,10.091499328613281
2013-03-01,9.969622611999512
