Date,MAHSEAMLES
2002-07-01,40.03641128540039
2002-07-02,39.396968841552734
2002-07-03,40.391666412353516
2002-07-04,40.35614013671875
2002-07-05,39.823272705078125
2002-07-08,39.85877990722656
2002-07-09,39.76997375488281
2002-07-10,40.107460021972656
2002-07-11,40.14299392700195
2002-07-12,39.76997375488281
2002-07-15,39.645652770996094
2002-07-16,41.74160385131836
2002-07-17,43.51784133911133
2002-07-18,44.63686752319336
2002-07-19,44.49477767944336
2002-07-22,44.317161560058594
2002-07-23,46.16444778442383
2002-07-24,43.8198127746582
2002-07-25,44.12176513671875
2002-07-26,39.361446380615234
2002-07-29,38.81081008911133
2002-07-30,38.100318908691406
2002-07-31,38.100318908691406
2002-08-01,37.31877899169922
2002-08-02,38.81081008911133
2002-08-05,39.89432144165039
2002-08-06,40.76467514038086
2002-08-07,41.97251892089844
2002-08-08,41.19097137451172
2002-08-09,41.635032653808594
2002-08-12,41.77713394165039
2002-08-13,44.37042999267578
2002-08-14,44.548065185546875
2002-08-15,44.548065185546875
2002-08-16,44.88554382324219
2002-08-19,45.933528900146484
2002-08-20,46.75060272216797
2002-08-21,46.981510162353516
2002-08-22,46.8571662902832
2002-08-23,48.43803024291992
2002-08-26,48.45578384399414
2002-08-27,48.65116882324219
2002-08-28,48.189353942871094
2002-08-29,48.331451416015625
2002-08-30,48.189353942871094
2002-09-02,48.08278274536133
2002-09-03,47.95844650268555
2002-09-04,47.63871383666992
2002-09-05,47.851871490478516
2002-09-06,47.7630500793457
2002-09-09,47.6920051574707
2002-09-10,47.6920051574707
2002-09-11,47.90515899658203
2002-09-12,47.97620391845703
2002-09-13,47.834102630615234
2002-09-16,49.77021789550781
2002-09-17,50.8359489440918
2002-09-18,51.262245178222656
2002-09-19,52.02602005004883
2002-09-20,52.541133880615234
2002-09-23,52.16812515258789
2002-09-24,50.676082611083984
2002-09-25,49.04194259643555
2002-09-26,49.5037727355957
2002-09-27,49.45048141479492
2002-09-30,49.09524154663086
2002-10-01,49.07747268676758
2002-10-02,49.07747268676758
2002-10-03,48.6689453125
2002-10-04,48.45578384399414
2002-10-07,46.32429122924805
2002-10-08,45.75591278076172
2002-10-09,45.915767669677734
2002-10-10,45.720375061035156
2002-10-11,45.862483978271484
2002-10-14,45.75591278076172
2002-10-15,45.75591278076172
2002-10-16,45.88023376464844
2002-10-17,45.56052780151367
2002-10-18,46.34206008911133
2002-10-21,46.67954635620117
2002-10-22,46.14667892456055
2002-10-23,45.64932632446289
2002-10-24,45.79142379760742
2002-10-25,45.8447151184082
2002-10-28,45.613807678222656
2002-10-29,46.73283386230469
2002-10-30,47.05256652832031
2002-10-31,46.466400146484375
2002-11-01,45.96905517578125
2002-11-04,45.9868049621582
2002-11-05,46.12891387939453
2002-11-06,46.12891387939453
2002-11-07,45.613807678222656
2002-11-08,45.524993896484375
2002-11-11,45.16974639892578
2002-11-12,43.87309265136719
2002-11-13,43.677703857421875
2002-11-14,43.7842903137207
2002-11-15,43.659942626953125
2002-11-18,43.393516540527344
2002-11-19,43.393516540527344
2002-11-20,43.58890151977539
2002-11-21,44.2816276550293
2002-11-22,45.13422393798828
2002-11-25,45.240787506103516
2002-11-26,45.22303771972656
2002-11-27,45.43619155883789
2002-11-28,46.07563018798828
2002-11-29,46.71508026123047
2002-12-02,48.11831283569336
2002-12-03,48.58012771606445
2002-12-04,48.5268440246582
2002-12-05,48.5268440246582
2002-12-06,49.18403625488281
2002-12-09,48.366973876953125
2002-12-10,47.99397277832031
2002-12-11,48.278160095214844
2002-12-12,48.45578384399414
2002-12-13,48.68669891357422
2002-12-16,50.249786376953125
2002-12-17,50.44517135620117
2002-12-18,50.97806167602539
2002-12-19,51.120155334472656
2002-12-20,50.94252014160156
2002-12-23,52.132598876953125
2002-12-24,52.16812515258789
2002-12-25,52.16812515258789
2002-12-26,52.34573745727539
2002-12-27,51.72407531738281
2002-12-30,51.40434646606445
2002-12-31,51.120155334472656
2003-01-01,51.20894241333008
2003-01-02,52.3635139465332
2003-01-03,52.718746185302734
2003-01-06,52.008270263671875
2003-01-07,51.72407531738281
2003-01-08,51.653011322021484
2003-01-09,52.487850189208984
2003-01-10,53.8022575378418
2003-01-13,53.251617431640625
2003-01-14,53.64241409301758
2003-01-15,54.47724151611328
2003-01-16,54.3173713684082
2003-01-17,54.54828643798828
2003-01-20,54.51276397705078
2003-01-21,54.566043853759766
2003-01-22,55.24101638793945
2003-01-23,55.223262786865234
2003-01-24,54.74367904663086
2003-01-27,53.784507751464844
2003-01-28,53.908836364746094
2003-01-29,54.708152770996094
2003-01-30,54.583805084228516
2003-01-31,54.5305290222168
2003-02-03,56.05808639526367
2003-02-04,55.84493637084961
2003-02-05,54.99235534667969
2003-02-06,54.86799621582031
2003-02-07,55.27653884887695
2003-02-10,55.88045883178711
2003-02-11,55.20547866821289
2003-02-12,54.690399169921875
2003-02-13,54.690399169921875
2003-02-14,54.3173713684082
2003-02-17,55.010101318359375
2003-02-18,55.010101318359375
2003-02-19,54.63709259033203
2003-02-20,54.583805084228516
2003-02-21,54.44172668457031
2003-02-24,53.002960205078125
2003-02-25,52.94967269897461
2003-02-26,52.94967269897461
2003-02-27,52.94967269897461
2003-02-28,53.056243896484375
2003-03-03,52.41679763793945
2003-03-04,51.33329391479492
2003-03-05,51.58197021484375
2003-03-06,50.74713134765625
2003-03-07,50.14322280883789
2003-03-10,49.46825408935547
2003-03-11,49.84126663208008
2003-03-12,48.846561431884766
2003-03-13,48.864322662353516
2003-03-14,48.864322662353516
2003-03-17,48.473548889160156
2003-03-18,48.473548889160156
2003-03-19,48.13605499267578
2003-03-20,48.38473129272461
2003-03-21,49.36167526245117
2003-03-24,50.85371780395508
2003-03-25,49.414955139160156
2003-03-26,49.414955139160156
2003-03-27,49.43271255493164
2003-03-28,49.16629409790039
2003-03-31,48.189353942871094
2003-04-01,48.61565399169922
2003-04-02,49.43271255493164
2003-04-03,49.98334503173828
2003-04-04,49.80573272705078
2003-04-07,50.90699768066406
2003-04-08,50.44517135620117
2003-04-09,49.84126663208008
2003-04-10,49.02418518066406
2003-04-11,49.6458625793457
2003-04-14,49.6458625793457
2003-04-15,49.14852523803711
2003-04-16,48.882080078125
2003-04-17,49.14852523803711
2003-04-18,49.14852523803711
2003-04-21,49.46825408935547
2003-04-22,48.50907897949219
2003-04-23,47.407798767089844
2003-04-24,47.247947692871094
2003-04-25,46.12891387939453
2003-04-28,45.0098876953125
2003-04-29,42.98497009277344
2003-04-30,41.59951400756836
2003-05-01,41.59951400756836
2003-05-02,41.06663513183594
2003-05-05,41.919227600097656
2003-05-06,42.736305236816406
2003-05-07,44.06847381591797
2003-05-08,44.37042999267578
2003-05-09,44.921077728271484
2003-05-12,44.44148254394531
2003-05-13,43.97967529296875
2003-05-14,43.233646392822266
2003-05-15,43.76651382446289
2003-05-16,43.677703857421875
2003-05-19,44.76120376586914
2003-05-20,44.99212646484375
2003-05-21,43.25141525268555
2003-05-22,43.8198127746582
2003-05-23,43.32246017456055
2003-05-26,42.80735397338867
2003-05-27,43.42902755737305
2003-05-28,44.22834014892578
2003-05-29,45.400665283203125
2003-05-30,51.35104751586914
2003-06-02,50.4807014465332
2003-06-03,50.39189147949219
2003-06-04,51.5641975402832
2003-06-05,50.551753997802734
2003-06-06,49.255088806152344
2003-06-09,50.07215881347656
2003-06-10,50.71162414550781
2003-06-11,50.94252014160156
2003-06-12,51.97273635864258
2003-06-13,52.66547393798828
2003-06-16,52.77204895019531
2003-06-17,56.377811431884766
2003-06-18,57.42578125
2003-06-19,56.502140045166016
2003-06-20,58.775733947753906
2003-06-23,58.509307861328125
2003-06-24,59.148738861083984
2003-06-25,60.392127990722656
2003-06-26,61.1203727722168
2003-06-27,61.90191650390625
2003-06-30,62.274925231933594
2003-07-01,62.381500244140625
2003-07-02,62.8255615234375
2003-07-03,62.36373519897461
2003-07-04,61.848636627197266
2003-07-07,61.8130989074707
2003-07-08,62.66569519042969
2003-07-09,60.23223876953125
2003-07-10,59.77043533325195
2003-07-11,59.788185119628906
2003-07-14,59.71714401245117
2003-07-15,59.29084396362305
2003-07-16,58.4737663269043
2003-07-17,57.5678825378418
2003-07-18,56.53767395019531
2003-07-21,55.5074462890625
2003-07-22,56.57320785522461
2003-07-23,57.212650299072266
2003-07-24,56.804107666015625
2003-07-25,58.1185417175293
2003-07-28,58.72244644165039
2003-07-29,58.1185417175293
2003-07-30,56.92845153808594
2003-07-31,57.088294982910156
2003-08-01,57.212650299072266
2003-08-04,56.377811431884766
2003-08-05,56.27122497558594
2003-08-06,55.827178955078125
2003-08-07,55.70283508300781
2003-08-08,56.2357292175293
2003-08-11,55.010101318359375
2003-08-12,54.97457504272461
2003-08-13,55.667320251464844
2003-08-14,55.38312911987305
2003-08-15,55.38312911987305
2003-08-18,55.294315338134766
2003-08-19,55.89824295043945
2003-08-20,55.098915100097656
2003-08-21,55.06339645385742
2003-08-22,54.708152770996094
2003-08-25,53.14506149291992
2003-08-26,54.40617752075195
2003-08-27,54.157508850097656
2003-08-28,53.2693977355957
2003-08-29,52.73651123046875
2003-09-01,51.741817474365234
2003-09-02,52.25693893432617
2003-09-03,52.20365524291992
2003-09-04,50.249786376953125
2003-09-05,52.505619049072266
2003-09-08,52.558902740478516
2003-09-09,52.87862777709961
2003-09-10,52.3635139465332
2003-09-11,52.20365524291992
2003-09-12,52.77204895019531
2003-09-15,53.411495208740234
2003-09-16,58.740203857421875
2003-09-17,59.521759033203125
2003-09-18,60.56972122192383
2003-09-19,63.411720275878906
2003-09-22,62.64793014526367
2003-09-23,63.589324951171875
2003-09-24,63.50050735473633
2003-09-25,65.38334655761719
2003-09-26,66.18264770507812
2003-09-29,66.48461151123047
2003-09-30,69.52196502685547
2003-10-01,70.0726089477539
2003-10-02,70.0726089477539
2003-10-03,70.33904266357422
2003-10-06,69.68184661865234
2003-10-07,69.93051147460938
2003-10-08,71.29820251464844
2003-10-09,72.61261749267578
2003-10-10,71.8666000366211
2003-10-13,72.07975769042969
2003-10-14,72.18633270263672
2003-10-15,70.09037017822266
2003-10-16,69.87723541259766
2003-10-17,69.18448638916016
2003-10-20,68.0121841430664
2003-10-21,66.14712524414062
2003-10-22,65.73858642578125
2003-10-23,66.44908905029297
2003-10-24,66.9819564819336
2003-10-27,67.9233627319336
2003-10-28,65.95172882080078
2003-10-29,67.62141418457031
2003-10-30,68.20755004882812
2003-10-31,68.7759780883789
2003-11-03,71.88438415527344
2003-11-04,71.67121124267578
2003-11-05,69.00688171386719
2003-11-06,69.89498138427734
2003-11-07,69.50420379638672
2003-11-10,72.25737762451172
2003-11-11,72.04422760009766
2003-11-12,75.29475402832031
2003-11-13,74.015869140625
2003-11-14,71.88438415527344
2003-11-17,74.7618637084961
2003-11-18,74.95726776123047
2003-11-19,74.015869140625
2003-11-20,72.70144653320312
2003-11-21,70.76535034179688
2003-11-24,70.60548400878906
2003-11-25,71.67121124267578
2003-11-26,71.67121124267578
2003-11-27,71.68900299072266
2003-11-28,71.06731414794922
2003-12-01,71.04954528808594
2003-12-02,70.83637237548828
2003-12-03,74.81517028808594
2003-12-04,74.93952178955078
2003-12-05,74.40663146972656
2003-12-08,74.70860290527344
2003-12-09,75.17041778564453
2003-12-10,77.5683364868164
2003-12-11,77.5860824584961
2003-12-12,85.3482666015625
2003-12-15,87.31988525390625
2003-12-16,86.62713623046875
2003-12-17,84.70879364013672
2003-12-18,87.7284164428711
2003-12-19,85.93441772460938
2003-12-22,84.63777923583984
2003-12-23,86.27190399169922
2003-12-24,85.4193115234375
2003-12-25,85.4193115234375
2003-12-26,87.17780303955078
2003-12-29,90.8546142578125
2003-12-30,85.84561157226562
2003-12-31,84.76209259033203
2004-01-01,85.29497528076172
2004-01-02,85.36603546142578
2004-01-05,84.1226577758789
2004-01-06,82.82600402832031
2004-01-07,82.38194274902344
2004-01-08,82.89704895019531
2004-01-09,80.83663177490234
2004-01-12,80.25047302246094
2004-01-13,79.61100769042969
2004-01-14,79.57547760009766
2004-01-15,79.39785766601562
2004-01-16,73.69615173339844
2004-01-19,71.60017395019531
2004-01-20,71.8666000366211
2004-01-21,67.55035400390625
2004-01-22,67.1063003540039
2004-01-23,70.33904266357422
2004-01-26,70.33904266357422
2004-01-27,70.81863403320312
2004-01-28,69.02462768554688
2004-01-29,68.91806030273438
2004-01-30,67.5680923461914
2004-02-02,67.5680923461914
2004-02-03,65.77411651611328
2004-02-04,65.88068389892578
2004-02-05,64.15774536132812
2004-02-06,63.251853942871094
2004-02-09,63.18082809448242
2004-02-10,63.7314338684082
2004-02-11,61.049312591552734
2004-02-12,61.77756118774414
2004-02-13,64.77942657470703
2004-02-16,66.32475280761719
2004-02-17,64.22879028320312
2004-02-18,63.99788284301758
2004-02-19,62.66569519042969
2004-02-20,62.683467864990234
2004-02-23,62.09729766845703
2004-02-24,61.457855224609375
2004-02-25,62.079551696777344
2004-02-26,62.41701889038086
2004-02-27,62.861080169677734
2004-03-01,62.91436767578125
2004-03-02,62.91436767578125
2004-03-03,62.09729766845703
2004-03-04,61.1558952331543
2004-03-05,61.17366409301758
2004-03-08,61.511138916015625
2004-03-09,61.084835052490234
2004-03-10,61.084835052490234
2004-03-11,61.19141387939453
2004-03-12,62.00849533081055
2004-03-15,60.8717155456543
2004-03-16,61.10259246826172
2004-03-17,60.46316909790039
2004-03-18,60.21448516845703
2004-03-19,60.978271484375
2004-03-22,60.392127990722656
2004-03-23,60.42763137817383
2004-03-24,60.42763137817383
2004-03-25,59.486236572265625
2004-03-26,61.0137939453125
2004-03-29,60.74734878540039
2004-03-30,60.32106018066406
2004-03-31,60.125667572021484
2004-04-01,63.82025146484375
2004-04-02,64.01564025878906
2004-04-05,64.03340148925781
2004-04-06,65.02810668945312
2004-04-07,65.47215270996094
2004-04-08,65.543212890625
2004-04-09,65.543212890625
2004-04-12,64.54851531982422
2004-04-13,65.59649658203125
2004-04-14,65.59649658203125
2004-04-15,63.96236801147461
2004-04-16,64.79717254638672
2004-04-19,64.85047149658203
2004-04-20,69.37987518310547
2004-04-21,70.55220794677734
2004-04-22,78.4919662475586
2004-04-23,76.9111099243164
2004-04-26,76.9111099243164
2004-04-27,75.3480453491211
2004-04-28,73.83824157714844
2004-04-29,72.64816284179688
2004-04-30,71.20941925048828
2004-05-03,71.19164276123047
2004-05-04,74.69083404541016
2004-05-05,73.64286041259766
2004-05-06,74.63755798339844
2004-05-07,71.29820251464844
2004-05-10,74.2645263671875
2004-05-11,72.95010375976562
2004-05-12,74.63755798339844
2004-05-13,74.8507080078125
2004-05-14,73.02115631103516
2004-05-17,63.16303634643555
2004-05-18,65.66754150390625
2004-05-19,66.87538146972656
2004-05-20,69.09567260742188
2004-05-21,67.60364532470703
2004-05-24,68.47400665283203
2004-05-25,67.67467498779297
2004-05-26,67.4970703125
2004-05-27,67.5680923461914
2004-05-28,67.90559387207031
2004-05-31,67.35497283935547
2004-06-01,66.57342529296875
2004-06-02,68.06546020507812
2004-06-03,67.9233627319336
2004-06-04,67.47930145263672
2004-06-07,66.37804412841797
2004-06-08,67.62141418457031
2004-06-09,66.67998504638672
2004-06-10,66.75104522705078
2004-06-11,66.69775390625
2004-06-14,66.02278137207031
2004-06-15,67.14183044433594
2004-06-16,67.71022033691406
2004-06-17,68.91806030273438
2004-06-18,69.07792663574219
2004-06-21,67.76350402832031
2004-06-22,68.38520050048828
2004-06-23,68.49177551269531
2004-06-24,68.13651275634766
2004-06-25,69.20225524902344
2004-06-28,69.50420379638672
2004-06-29,69.09567260742188
2004-06-30,70.12588500976562
2004-07-01,69.4864501953125
2004-07-02,70.80086517333984
2004-07-05,71.51136016845703
2004-07-06,70.90744018554688
2004-07-07,70.39232635498047
2004-07-08,70.90744018554688
2004-07-09,69.96604919433594
2004-07-12,70.62323760986328
2004-07-13,68.61609649658203
2004-07-14,69.98380279541016
2004-07-15,72.61261749267578
2004-07-16,70.78311157226562
2004-07-19,72.15082550048828
2004-07-20,72.15082550048828
2004-07-21,71.63569641113281
2004-07-22,74.28227996826172
2004-07-23,73.76720428466797
2004-07-26,73.19878387451172
2004-07-27,72.25737762451172
2004-07-28,70.3568115234375
2004-07-29,71.36924743652344
2004-07-30,70.46337890625
2004-08-02,70.108154296875
2004-08-03,69.78839874267578
2004-08-04,69.75288391113281
2004-08-05,71.04954528808594
2004-08-06,71.81332397460938
2004-08-09,72.41725158691406
2004-08-10,74.83292388916016
2004-08-11,73.5362777709961
2004-08-12,73.39417266845703
2004-08-13,74.33557891845703
2004-08-16,74.40663146972656
2004-08-17,74.65530395507812
2004-08-18,74.8507080078125
2004-08-19,76.27168273925781
2004-08-20,75.89867401123047
2004-08-23,74.83292388916016
2004-08-24,74.6730728149414
2004-08-25,74.40663146972656
2004-08-26,75.40133666992188
2004-08-27,74.63755798339844
2004-08-30,75.59671783447266
2004-08-31,77.3729476928711
2004-09-01,79.46892547607422
2004-09-02,78.42093658447266
2004-09-03,77.74596405029297
2004-09-06,78.81172943115234
2004-09-07,78.72289276123047
2004-09-08,79.27351379394531
2004-09-09,78.54527282714844
2004-09-10,79.09966278076172
2004-09-13,78.65257263183594
2004-09-14,78.09819030761719
2004-09-15,76.23827362060547
2004-09-16,78.70622253417969
2004-09-17,77.7762680053711
2004-09-20,77.32918548583984
2004-09-21,73.91339874267578
2004-09-22,80.20845794677734
2004-09-23,80.85227966308594
2004-09-24,79.33216094970703
