Date,ZYDUSWELL
2009-11-13,36.371299743652344
2009-11-16,35.65494918823242
2009-11-17,38.20301818847656
2009-11-18,37.55013656616211
2009-11-19,36.81562805175781
2009-11-20,39.23676300048828
2009-11-23,40.05286407470703
2009-11-24,39.282100677490234
2009-11-25,38.75616455078125
2009-11-26,38.51132583618164
2009-11-27,39.844303131103516
2009-11-30,42.42864990234375
2009-12-01,50.916202545166016
2009-12-02,51.16103744506836
2009-12-03,49.03915023803711
2009-12-04,48.55854797363281
2009-12-07,46.50014114379883
2009-12-08,49.646697998046875
2009-12-09,49.03915023803711
2009-12-10,50.1363639831543
2009-12-11,49.646697998046875
2009-12-14,49.374656677246094
2009-12-15,48.6310920715332
2009-12-16,48.55854797363281
2009-12-17,49.20237350463867
2009-12-18,47.75150680541992
2009-12-21,47.805931091308594
2009-12-22,47.62455368041992
2009-12-23,47.62455368041992
2009-12-24,46.41852569580078
2009-12-29,46.726837158203125
2009-12-30,48.58576583862305
2009-12-31,49.22050476074219
2010-01-04,48.74897003173828
2010-01-05,48.6310920715332
2010-01-06,48.259315490722656
2010-01-07,47.66990661621094
2010-01-08,47.533878326416016
2010-01-11,47.660831451416016
2010-01-12,47.697105407714844
2010-01-13,47.969139099121094
2010-01-14,47.715240478515625
2010-01-15,47.706172943115234
2010-01-18,47.75150680541992
2010-01-19,47.65176010131836
2010-01-20,48.24116897583008
2010-01-21,48.09608840942383
2010-01-22,46.835662841796875
2010-01-25,50.653228759765625
2010-01-27,48.48601531982422
2010-01-28,49.92780303955078
2010-01-29,49.7555046081543
2010-02-01,50.5806884765625
2010-02-02,59.49442672729492
2010-02-03,56.73778533935547
2010-02-04,56.7740592956543
2010-02-05,53.74538040161133
2010-02-06,54.4708137512207
2010-02-08,55.25065612792969
2010-02-09,54.19877243041992
2010-02-10,52.41239929199219
2010-02-11,53.26477813720703
2010-02-15,52.65724563598633
2010-02-16,53.083431243896484
2010-02-17,53.228511810302734
2010-02-18,53.5186882019043
2010-02-19,52.76605224609375
2010-02-22,51.79578399658203
2010-02-23,51.38772964477539
2010-02-24,50.94340515136719
2010-02-25,51.297054290771484
2010-02-26,52.65724563598633
2010-03-02,55.558956146240234
2010-03-03,56.84659194946289
2010-03-04,57.227455139160156
2010-03-05,58.75993347167969
2010-03-08,60.55537414550781
2010-03-09,65.26161193847656
2010-03-10,64.03744506835938
2010-03-11,64.42737579345703
2010-03-12,65.3885498046875
2010-03-15,64.32759857177734
2010-03-16,63.629390716552734
2010-03-17,64.5361557006836
2010-03-18,65.75127410888672
2010-03-19,69.0519790649414
2010-03-22,69.3693618774414
2010-03-23,68.3628158569336
2010-03-25,68.77088165283203
2010-03-26,69.16987609863281
2010-03-29,69.57794189453125
2010-03-30,68.48976135253906
2010-03-31,69.63232421875
2010-04-01,73.98490905761719
2010-04-05,75.5899429321289
2010-04-06,75.19094848632812
2010-04-07,75.39045715332031
2010-04-08,75.01866149902344
2010-04-09,74.46549987792969
2010-04-12,73.31388092041016
2010-04-13,71.72702026367188
2010-04-15,71.79049682617188
2010-04-16,72.0625228881836
2010-04-19,72.5068588256836
2010-04-20,72.55218505859375
2010-04-21,73.76728820800781
2010-04-22,72.3708267211914
2010-04-23,72.87863159179688
2010-04-26,72.08972930908203
2010-04-27,72.16226196289062
2010-04-28,71.37336730957031
2010-04-29,72.08972930908203
2010-04-30,72.13507080078125
2010-05-03,71.43683624267578
2010-05-04,69.09732055664062
2010-05-05,69.8318099975586
2010-05-06,69.52352905273438
2010-05-07,67.86410522460938
2010-05-10,73.28667449951172
2010-05-11,70.50284576416016
2010-05-12,71.21920013427734
2010-05-13,73.14159393310547
2010-05-14,71.46404266357422
2010-05-17,74.67406463623047
2010-05-18,78.32843017578125
2010-05-19,74.93705749511719
2010-05-20,80.49565124511719
2010-05-21,79.57979583740234
2010-05-24,88.6567611694336
2010-05-25,83.55154418945312
2010-05-26,85.65528869628906
2010-05-27,87.91319274902344
2010-05-28,88.1126937866211
2010-05-31,87.88597869873047
2010-06-01,85.7096939086914
2010-06-02,85.011474609375
2010-06-03,86.51675415039062
2010-06-04,85.86383819580078
2010-06-07,85.24723052978516
2010-06-08,84.84823608398438
2010-06-09,85.48298645019531
2010-06-10,85.97266387939453
2010-06-11,85.9998550415039
2010-06-14,86.72529602050781
2010-06-15,90.0260238647461
2010-06-16,91.14136505126953
2010-06-17,90.26177978515625
2010-06-18,90.22550964355469
2010-06-21,90.45219421386719
2010-06-22,89.58169555664062
2010-06-23,88.57514190673828
2010-06-24,89.0013427734375
2010-06-25,88.95600128173828
2010-06-28,89.1554946899414
2010-06-29,91.01441955566406
2010-06-30,90.3524398803711
2010-07-01,88.78372192382812
2010-07-02,88.45728302001953
2010-07-05,89.13736724853516
2010-07-06,89.79024505615234
2010-07-07,87.94945526123047
2010-07-08,88.26882934570312
2010-07-09,88.06807708740234
2010-07-12,89.04437255859375
2010-07-13,92.73973083496094
2010-07-14,95.66864776611328
2010-07-15,96.626708984375
2010-07-16,97.05554962158203
2010-07-19,93.64305114746094
2010-07-20,90.61377716064453
2010-07-21,88.90752410888672
2010-07-22,89.21773529052734
2010-07-23,92.12841033935547
2010-07-26,90.23053741455078
2010-07-27,89.72869873046875
2010-07-28,90.34004974365234
2010-07-29,91.20684051513672
2010-07-30,94.08101654052734
2010-08-02,93.87113952636719
2010-08-03,100.05746459960938
2010-08-04,100.12133026123047
2010-08-05,97.849365234375
2010-08-06,96.42596435546875
2010-08-09,97.75813293457031
2010-08-10,104.2637710571289
2010-08-11,105.27657318115234
2010-08-12,105.13970947265625
2010-08-13,105.02108764648438
2010-08-16,105.87879180908203
2010-08-17,112.11070251464844
2010-08-18,115.64180755615234
2010-08-19,113.45196533203125
2010-08-20,113.24212646484375
2010-08-23,112.04683685302734
2010-08-24,113.4793701171875
2010-08-25,108.08686828613281
2010-08-26,106.63609313964844
2010-08-27,105.7966537475586
2010-08-30,103.99917602539062
2010-08-31,104.20903015136719
2010-09-01,108.45184326171875
2010-09-02,107.12881469726562
2010-09-03,109.6471176147461
2010-09-06,114.2640380859375
2010-09-07,111.60884094238281
2010-09-08,110.55044555664062
2010-09-09,110.71467590332031
2010-09-13,112.63079071044922
2010-09-14,111.7183609008789
2010-09-15,111.11615753173828
2010-09-16,111.05228424072266
2010-09-17,111.389892578125
2010-09-20,110.38619995117188
2010-09-21,110.03036499023438
2010-09-22,111.73661804199219
2010-09-23,109.59239196777344
2010-09-24,109.91173553466797
2010-09-27,109.45551300048828
2010-09-28,107.15617370605469
2010-09-29,108.27848052978516
2010-09-30,105.9061508178711
2010-10-01,107.15617370605469
2010-10-04,108.13248443603516
2010-10-05,107.95912170410156
2010-10-06,107.18355560302734
2010-10-07,106.80946350097656
2010-10-08,108.25111389160156
