Date,HCLTECH
2002-08-12,12.670817375183105
2002-08-13,12.437530517578125
2002-08-14,12.267560005187988
2002-08-15,12.267560005187988
2002-08-16,12.587498664855957
2002-08-19,13.000755310058594
2002-08-20,13.943890571594238
2002-08-21,13.453998565673828
2002-08-22,13.134057998657227
2002-08-23,13.210707664489746
2002-08-26,13.423999786376953
2002-08-27,12.674149513244629
2002-08-28,13.087403297424316
2002-08-29,13.414002418518066
2002-08-30,13.563973426818848
2002-09-02,14.497123718261719
2002-09-03,14.20384407043457
2002-09-04,14.083868980407715
2002-09-05,13.990555763244629
2002-09-06,13.560632705688477
2002-09-09,14.140523910522461
2002-09-10,14.140523910522461
2002-09-11,14.583773612976074
2002-09-12,14.280500411987305
2002-09-13,13.520644187927246
2002-09-16,13.530646324157715
2002-09-17,14.433797836303711
2002-09-18,13.923896789550781
2002-09-19,13.667285919189453
2002-09-20,13.983888626098633
2002-09-23,13.863914489746094
2002-09-24,13.600630760192871
2002-09-25,13.923896789550781
2002-09-26,14.313817977905273
2002-09-27,14.597103118896484
2002-09-30,14.020545959472656
2002-10-01,13.730611801147461
2002-10-02,13.730611801147461
2002-10-03,13.873908042907715
2002-10-04,13.10739517211914
2002-10-07,13.160717964172363
2002-10-08,13.603963851928711
2002-10-09,13.220708847045898
2002-10-10,13.327351570129395
2002-10-11,13.603963851928711
2002-10-14,13.827253341674805
2002-10-15,13.827253341674805
2002-10-16,13.61396598815918
2002-10-17,14.117568016052246
2002-10-18,14.67487621307373
2002-10-21,14.386150360107422
2002-10-22,11.75735855102539
2002-10-23,11.220187187194824
2002-10-24,10.884455680847168
2002-10-25,10.97510051727295
2002-10-28,10.901238441467285
2002-10-29,11.028817176818848
2002-10-30,10.753519058227539
2002-10-31,10.96838665008545
2002-11-01,10.743453025817871
2002-11-04,10.871026992797852
2002-11-05,10.951603889465332
2002-11-06,10.951603889465332
2002-11-07,10.971742630004883
2002-11-08,10.8978853225708
2002-11-11,11.099321365356445
2002-11-12,10.854240417480469
2002-11-13,10.894525527954102
2002-11-14,11.263833999633789
2002-11-15,11.455201148986816
2002-11-18,11.414912223815918
2002-11-19,11.414912223815918
2002-11-20,11.94872760772705
2002-11-21,12.375116348266602
2002-11-22,12.170306205749512
2002-11-25,12.207237243652344
2002-11-26,12.512763977050781
2002-11-27,12.193812370300293
2002-11-28,12.556402206420898
2002-11-29,12.556402206420898
2002-12-02,13.03650188446045
2002-12-03,12.710841178894043
2002-12-04,11.928584098815918
2002-12-05,12.274382591247559
2002-12-06,12.650408744812012
2002-12-09,12.794774055480957
2002-12-10,12.97942066192627
2002-12-11,12.781344413757324
2002-12-12,12.737701416015625
2002-12-13,12.495972633361816
2002-12-16,12.227388381958008
2002-12-17,12.301247596740723
2002-12-18,12.824995040893555
2002-12-19,12.690693855285645
2002-12-20,12.885422706604004
2002-12-23,12.482542037963867
2002-12-24,12.626909255981445
2002-12-25,12.626909255981445
2002-12-26,12.630265235900879
2002-12-27,12.569830894470215
2002-12-30,12.559765815734863
2002-12-31,12.546333312988281
2003-01-01,12.670555114746094
2003-01-02,12.284461975097656
2003-01-03,12.314680099487305
2003-01-06,12.271031379699707
2003-01-07,12.170306205749512
2003-01-08,12.193812370300293
2003-01-09,12.069596290588379
2003-01-10,11.599569320678711
2003-01-13,11.545849800109863
2003-01-14,11.790934562683105
2003-01-15,11.555922508239746
2003-01-16,11.498845100402832
2003-01-17,11.297414779663086
2003-01-20,11.119467735290527
2003-01-21,10.8978853225708
2003-01-22,11.20340633392334
2003-01-23,11.210112571716309
2003-01-24,10.589012145996094
2003-01-27,10.202916145324707
2003-01-28,10.525224685668945
2003-01-29,10.357355117797852
2003-01-30,10.733373641967773
2003-01-31,10.884455680847168
2003-02-03,11.418272972106934
2003-02-04,11.206757545471191
2003-02-05,11.210112571716309
2003-02-06,11.294045448303223
2003-02-07,11.388057708740234
2003-02-10,11.092612266540527
2003-02-11,11.193334579467773
2003-02-12,11.210112571716309
2003-02-13,10.733373641967773
2003-02-14,10.981816291809082
2003-02-17,11.508917808532715
2003-02-18,11.280621528625488
2003-02-19,11.24368667602539
2003-02-20,11.277265548706055
2003-02-21,11.169828414916992
2003-02-24,11.079182624816895
2003-02-25,11.025467872619629
2003-02-26,10.907951354980469
2003-02-27,11.012032508850098
2003-02-28,11.790934562683105
2003-03-03,11.495488166809082
2003-03-04,11.210112571716309
2003-03-05,11.12954044342041
2003-03-06,10.92474365234375
2003-03-07,10.437931060791016
2003-03-10,9.944408416748047
2003-03-11,10.122339248657227
2003-03-12,10.20963191986084
2003-03-13,10.357355117797852
2003-03-14,10.733373641967773
2003-03-17,10.075340270996094
2003-03-18,10.733373641967773
2003-03-19,10.330500602722168
2003-03-20,10.766948699951172
2003-03-21,10.733373641967773
2003-03-24,10.548723220825195
2003-03-25,10.552079200744629
2003-03-26,10.877742767333984
2003-03-27,10.951603889465332
2003-03-28,10.699803352355957
2003-03-31,10.142485618591309
2003-04-01,10.384210586547852
2003-04-02,10.662874221801758
2003-04-03,10.914670944213867
2003-04-04,10.965031623840332
2003-04-07,11.700282096862793
2003-04-08,11.354486465454102
2003-04-09,11.166468620300293
2003-04-10,9.410588264465332
2003-04-11,9.887327194213867
2003-04-14,10.733373641967773
2003-04-15,10.01490306854248
2003-04-16,9.746321678161621
2003-04-17,9.464305877685547
2003-04-18,10.733373641967773
2003-04-21,9.88397216796875
2003-04-22,9.763107299804688
2003-04-23,9.659028053283691
2003-04-24,10.035051345825195
2003-04-25,10.50171947479248
2003-04-28,9.333370208740234
2003-04-29,9.212504386901855
2003-04-30,9.061429023742676
