date,NIFTY NBFC
2005-11-25,1698.44
2005-11-26,1691.93
2005-11-28,1685.19
2005-11-29,1712.39
2005-11-30,1705.35
2005-12-01,1748.42
2005-12-02,1764.63
2005-12-05,1767.99
2005-12-06,1749.15
2005-12-07,1751.86
2005-12-08,1767.22
2005-12-09,1780.76
2005-12-12,1775.4
2005-12-13,1790.93
2005-12-14,1818.66
2005-12-15,1821.81
2005-12-16,1875.82
2005-12-19,1931.5
2005-12-20,1930.29
2005-12-21,1937.92
2005-12-22,1924.23
2005-12-23,1868.19
2005-12-26,1818.14
2005-12-27,1838.87
2005-12-28,1831.05
2005-12-29,1854.12
2005-12-30,1857.21
2006-01-02,1890.68
2006-01-03,1946.16
2006-01-04,1970.58
2006-01-05,1968.12
2006-01-06,1964.45
2006-01-09,1964.32
2006-01-10,1933.35
2006-01-12,1904.2
2006-01-13,1906.74
2006-01-16,1913.85
2006-01-17,1906.57
2006-01-18,1886.72
2006-01-19,1951.91
2006-01-20,1950.8
2006-01-23,1936.23
2006-01-24,1912.47
2006-01-25,1917.65
2006-01-27,1941.71
2006-01-30,1935.11
2006-01-31,1945.77
2006-02-01,1922.51
2006-02-02,1916.03
2006-02-03,1904.44
2006-02-06,1916.41
2006-02-07,1914.03
2006-02-08,1908.82
2006-02-10,1930.23
2006-02-13,1945.91
2006-02-14,1950.69
2006-02-15,1967.52
2006-02-16,1921.45
2006-02-17,1895.74
2006-02-20,1870.2
2006-02-21,1897.09
2006-02-22,1909.52
2006-02-23,1907.63
2006-02-24,1913.09
2006-02-27,1951.39
2006-02-28,1943.79
2006-03-01,1974.92
2006-03-02,1982.81
2006-03-03,1979.85
2006-03-06,1978.38
2006-03-07,2046.93
2006-03-08,2004.09
2006-03-09,2005.09
2006-03-10,2019.13
2006-03-13,2034.88
2006-03-14,2027.45
2006-03-16,2024.36
2006-03-17,2001.72
2006-03-20,2035.5
2006-03-21,2034.36
2006-03-22,1998.56
2006-03-23,1977.0
2006-03-24,2011.08
2006-03-27,2043.17
2006-03-28,2046.92
2006-03-29,2047.19
2006-03-30,2069.34
2006-03-31,2104.12
2006-04-03,2144.42
2006-04-04,2155.03
2006-04-05,2184.54
2006-04-07,2122.68
2006-04-10,2091.7
2006-04-12,2045.61
2006-04-13,2027.16
2006-04-17,2059.18
2006-04-18,2087.95
2006-04-19,2055.04
2006-04-20,2090.57
2006-04-21,2098.87
2006-04-24,2094.71
2006-04-25,2062.7
2006-04-26,2143.05
2006-04-27,2190.86
2006-04-28,2118.64
2006-04-29,2211.75
2006-05-02,2246.24
2006-05-03,2277.32
2006-05-04,2341.67
2006-05-05,2338.11
2006-05-08,2339.39
2006-05-09,2359.9
2006-05-10,2367.14
2006-05-11,2365.97
2006-05-12,2359.59
2006-05-15,2251.71
2006-05-16,2237.82
2006-05-17,2321.12
2006-05-18,2161.26
2006-05-19,2072.3
2006-05-22,1954.53
2006-05-23,1995.04
2006-05-24,1963.71
2006-05-25,1935.37
2006-05-26,2025.11
2006-05-29,2048.48
2006-05-30,2020.51
2006-05-31,2027.91
2006-06-01,1928.35
2006-06-02,1978.28
2006-06-05,1961.85
2006-06-06,1888.31
2006-06-07,1735.02
2006-06-08,1500.44
2006-06-09,1645.0
2006-06-12,1597.57
2006-06-13,1476.8
2006-06-14,1417.24
2006-06-15,1579.34
2006-06-16,1696.95
2006-06-19,1750.83
2006-06-20,1729.16
2006-06-21,1771.22
2006-06-22,1807.92
2006-06-23,1814.42
2006-06-25,1819.69
2006-06-26,1728.96
2006-06-27,1746.19
2006-06-28,1752.19
2006-06-29,1747.26
2006-06-30,1807.0
2006-07-03,1808.47
2006-07-04,1791.36
2006-07-05,1824.01
2006-07-06,1795.61
2006-07-07,1768.2
2006-07-10,1750.28
2006-07-11,1732.73
2006-07-12,1741.9
2006-07-13,1717.25
2006-07-14,1708.36
2006-07-17,1657.7
2006-07-18,1613.68
2006-07-19,1555.07
2006-07-20,1589.42
2006-07-21,1538.7
2006-07-24,1502.99
2006-07-25,1553.51
2006-07-26,1588.94
2006-07-27,1628.1
2006-07-28,1663.92
2006-07-31,1681.75
2006-08-01,1653.29
2006-08-02,1662.76
2006-08-03,1678.12
2006-08-04,1682.99
2006-08-07,1693.58
2006-08-08,1700.3
2006-08-09,1760.19
2006-08-10,1779.84
2006-08-11,1783.74
2006-08-14,1804.18
2006-08-16,1822.88
2006-08-17,1799.91
2006-08-18,1794.74
2006-08-21,1806.52
2006-08-22,1812.44
2006-08-23,1831.09
2006-08-24,1826.04
2006-08-25,1849.67
2006-08-28,1844.13
2006-08-29,1873.27
2006-08-30,1890.0
2006-08-31,1874.34
2006-09-01,1918.53
2006-09-04,1944.25
2006-09-05,1943.88
2006-09-06,1949.96
2006-09-07,1985.55
2006-09-08,1980.19
2006-09-11,1952.13
2006-09-12,1984.44
2006-09-13,2013.76
2006-09-14,2022.29
2006-09-15,2042.51
2006-09-18,2047.28
2006-09-19,2019.29
2006-09-20,2038.78
2006-09-21,2061.07
2006-09-22,2051.01
2006-09-25,2036.03
2006-09-26,2034.76
2006-09-27,2069.87
2006-09-28,2069.32
2006-09-29,2082.86
2006-10-03,2087.02
2006-10-04,2070.29
2006-10-05,2100.68
2006-10-06,2102.37
2006-10-09,2124.21
2006-10-10,2136.32
2006-10-11,2116.37
2006-10-12,2141.58
2006-10-13,2141.92
2006-10-16,2161.36
2006-10-17,2157.23
2006-10-18,2156.49
2006-10-19,2146.26
2006-10-20,2144.7
2006-10-21,2150.78
2006-10-23,2129.89
2006-10-26,2138.84
2006-10-27,2166.66
2006-10-30,2207.14
2006-10-31,2228.44
2006-11-01,2200.36
2006-11-02,2233.33
2006-11-03,2243.48
2006-11-06,2264.25
2006-11-07,2217.42
2006-11-08,2197.45
2006-11-09,2190.27
2006-11-10,2216.79
2006-11-13,2232.62
2006-11-14,2213.03
2006-11-15,2223.68
2006-11-16,2221.72
2006-11-17,2208.22
2006-11-20,2197.35
2006-11-21,2215.31
2006-11-22,2233.32
2006-11-23,2250.04
2006-11-24,2243.38
2006-11-27,2270.13
2006-11-28,2265.2
2006-11-29,2289.81
2006-11-30,2265.49
2006-12-01,2250.7
2006-12-04,2258.42
2006-12-05,2251.24
2006-12-06,2234.72
2006-12-07,2216.95
2006-12-08,2208.3
2006-12-11,2179.94
2006-12-12,2168.18
2006-12-13,2171.77
2006-12-14,2208.85
2006-12-15,2223.34
2006-12-18,2236.29
2006-12-19,2201.01
2006-12-20,2217.68
2006-12-21,2236.51
2006-12-22,2267.16
2006-12-26,2276.42
2006-12-27,2266.47
2006-12-28,2277.27
2006-12-29,2297.22
2007-01-02,2301.08
2007-01-03,2332.01
2007-01-04,2333.18
2007-01-05,2365.97
2007-01-08,2360.71
2007-01-09,2355.01
2007-01-10,2324.68
2007-01-11,2334.15
2007-01-12,2339.16
2007-01-15,2360.89
2007-01-16,2366.92
2007-01-17,2347.22
2007-01-18,2344.45
2007-01-19,2340.46
2007-01-22,2339.36
2007-01-23,2326.82
2007-01-24,2320.03
2007-01-25,2332.97
2007-01-29,2343.03
2007-01-31,2330.46
2007-02-01,2337.77
2007-02-02,2361.38
2007-02-05,2401.1
2007-02-06,2390.6
2007-02-07,2413.49
2007-02-08,2446.41
2007-02-09,2467.57
2007-02-12,2379.79
2007-02-13,2351.72
2007-02-14,2363.78
2007-02-15,2401.5
2007-02-19,2421.23
2007-02-20,2374.57
2007-02-21,2367.07
2007-02-22,2349.82
2007-02-23,2340.62
2007-02-26,2355.27
2007-02-27,2326.71
2007-02-28,2269.08
2007-03-01,2272.35
2007-03-02,2257.76
2007-03-05,2145.02
2007-03-06,2167.76
2007-03-07,2109.27
2007-03-08,2179.98
2007-03-09,2174.46
2007-03-12,2206.62
2007-03-13,2205.5
2007-03-14,2183.27
2007-03-15,2167.42
2007-03-16,2161.59
2007-03-19,2168.16
2007-03-20,2201.73
2007-03-21,2215.36
2007-03-22,2248.9
2007-03-23,2249.43
2007-03-26,2211.24
2007-03-28,2180.49
2007-03-29,2195.31
2007-03-30,2194.0
2007-04-02,2132.16
2007-04-03,2144.92
2007-04-04,2150.94
2007-04-05,2165.35
2007-04-09,2242.9
2007-04-10,2319.46
2007-04-11,2336.2
2007-04-12,2336.52
2007-04-13,2358.99
2007-04-16,2389.01
2007-04-17,2344.29
2007-04-18,2349.84
2007-04-19,2332.08
2007-04-20,2392.84
2007-04-23,2387.53
2007-04-24,2394.5
2007-04-25,2436.51
2007-04-26,2438.27
2007-04-27,2410.19
2007-04-30,2406.57
2007-05-03,2481.33
2007-05-04,2545.73
2007-05-07,2578.35
2007-05-08,2566.02
2007-05-09,2571.57
2007-05-10,2551.45
2007-05-11,2546.18
2007-05-14,2600.87
2007-05-15,2623.99
2007-05-16,2652.68
2007-05-17,2677.1
2007-05-18,2692.71
2007-05-21,2744.94
2007-05-22,2761.48
2007-05-23,2726.2
2007-05-24,2737.1
2007-05-25,2741.3
2007-05-28,2798.24
2007-05-29,2798.42
2007-05-30,2750.18
2007-05-31,2792.63
2007-06-01,2856.48
2007-06-04,2855.1
2007-06-05,2858.95
2007-06-06,2824.99
2007-06-07,2831.44
2007-06-08,2790.32
2007-06-11,2798.06
2007-06-12,2798.83
2007-06-13,2808.12
2007-06-14,2883.66
2007-06-15,2888.69
2007-06-18,2891.0
2007-06-19,2939.22
2007-06-20,2967.75
2007-06-21,2975.32
2007-06-22,2975.2
2007-06-25,2975.15
2007-06-26,3017.84
2007-06-27,3004.16
2007-06-28,3018.08
2007-06-29,3030.64
2007-07-02,3058.0
2007-07-03,3115.91
2007-07-04,3092.8
2007-07-05,3070.27
2007-07-06,3122.43
2007-07-09,3136.56
2007-07-10,3149.32
2007-07-11,3182.91
2007-07-12,3193.86
2007-07-13,3214.05
2007-07-16,3258.57
2007-07-17,3282.5
2007-07-18,3247.24
2007-07-19,3288.97
2007-07-20,3277.11
2007-07-23,3272.91
2007-07-24,3216.44
2007-07-25,3189.72
2007-07-26,3252.14
2007-07-27,3106.92
2007-07-30,3092.64
2007-07-31,3158.95
2007-08-01,3028.17
2007-08-02,3037.62
2007-08-03,3110.98
2007-08-06,3068.34
2007-08-07,3117.61
2007-08-08,3130.97
2007-08-09,3095.59
2007-08-10,3048.77
2007-08-13,3083.46
2007-08-14,3081.95
2007-08-16,2905.08
2007-08-17,2830.99
2007-08-20,2872.62
2007-08-21,2749.92
2007-08-22,2794.5
2007-08-23,2832.44
2007-08-24,2861.82
2007-08-27,2944.19
2007-08-28,2955.47
2007-08-29,2945.33
2007-08-30,2964.16
2007-08-31,3049.29
2007-09-03,3124.62
2007-09-04,3136.76
2007-09-05,3113.32
2007-09-06,3158.06
2007-09-07,3141.44
2007-09-10,3149.42
2007-09-11,3149.99
2007-09-12,3190.66
2007-09-13,3233.44
2007-09-14,3256.96
2007-09-17,3247.47
2007-09-18,3291.97
2007-09-19,3355.79
2007-09-20,3357.7
2007-09-21,3384.0
2007-09-24,3418.38
2007-09-25,3366.41
2007-09-26,3375.15
2007-09-27,3392.26
2007-09-28,3471.14
2007-10-01,3534.56
2007-10-03,3571.98
2007-10-04,3593.35
2007-10-05,3535.97
2007-10-08,3443.82
2007-10-09,3636.58
2007-10-10,3625.2
2007-10-11,3691.36
2007-10-12,3677.39
2007-10-15,3725.08
2007-10-16,3757.16
2007-10-17,3690.51
2007-10-18,3546.36
2007-10-19,3453.29
2007-10-22,3482.84
2007-10-23,3616.08
2007-10-24,3708.02
2007-10-25,3813.83
2007-10-26,3900.51
2007-10-29,4050.77
2007-10-30,4145.63
2007-10-31,4244.41
2007-11-01,4198.06
2007-11-02,4238.03
2007-11-05,4273.72
2007-11-06,4227.13
2007-11-07,4265.25
2007-11-08,4292.89
2007-11-09,4287.08
2007-11-12,4312.04
2007-11-13,4285.65
2007-11-14,4432.22
2007-11-15,4586.03
2007-11-16,4641.06
2007-11-19,4757.68
2007-11-20,4741.24
2007-11-21,4664.29
2007-11-22,4618.89
2007-11-23,4663.78
2007-11-26,4724.75
2007-11-27,4717.27
2007-11-28,4740.34
2007-11-29,4836.73
2007-11-30,4896.12
2007-12-03,5039.2
2007-12-04,5098.99
2007-12-05,5159.41
2007-12-06,5144.24
2007-12-07,5117.35
2007-12-10,5208.58
2007-12-11,5249.01
2007-12-12,5422.6
2007-12-13,5403.94
2007-12-14,5480.34
2007-12-17,5322.66
2007-12-18,5299.18
2007-12-19,5354.9
2007-12-20,5385.1
2007-12-24,5623.66
2007-12-26,5741.92
2007-12-27,5789.11
2007-12-28,5809.04
2007-12-31,5901.85
2008-01-01,5967.32
2008-01-02,6177.44
2008-01-03,6151.05
2008-01-04,6150.3
2008-01-07,6115.71
2008-01-08,6027.15
2008-01-09,6096.8
2008-01-10,5951.58
2008-01-11,5956.43
2008-01-14,6055.1
2008-01-15,5977.7
2008-01-16,5892.6
2008-01-17,5863.86
2008-01-18,5614.93
2008-01-21,5010.33
2008-01-22,4603.77
2008-01-23,4986.3
2008-01-24,4851.36
2008-01-25,5103.21
2008-01-28,5047.78
2008-01-29,5095.68
2008-01-30,5015.11
2008-01-31,4998.24
2008-02-01,5053.79
2008-02-04,5170.04
2008-02-05,5214.65
2008-02-06,5166.59
2008-02-07,5102.88
2008-02-08,4998.66
2008-02-11,4780.92
2008-02-12,4740.34
2008-02-13,4743.86
2008-02-14,4939.18
2008-02-15,4985.62
2008-02-18,4998.61
2008-02-19,5086.27
2008-02-20,4941.99
2008-02-21,4970.19
2008-02-22,4855.83
2008-02-25,4860.57
2008-02-26,4914.32
2008-02-27,4922.18
2008-02-28,4920.08
2008-02-29,4909.37
2008-03-03,4716.9
2008-03-04,4595.7
2008-03-05,4526.16
2008-03-07,4334.21
2008-03-10,4205.7
2008-03-11,4325.2
2008-03-12,4345.72
2008-03-13,4096.34
2008-03-14,4139.63
2008-03-17,3813.43
2008-03-18,3678.56
2008-03-19,3694.13
2008-03-24,3638.51
2008-03-25,3943.34
2008-03-26,3908.95
2008-03-27,3934.93
2008-03-28,4031.13
2008-03-31,3946.87
2008-04-01,3920.07
2008-04-02,3919.39
2008-04-03,3887.3
2008-04-04,3808.79
2008-04-07,3838.68
2008-04-08,3848.0
2008-04-09,3889.01
2008-04-10,3922.2
2008-04-11,3953.46
2008-04-15,3983.31
2008-04-16,4019.42
2008-04-17,4100.71
2008-04-21,4206.47
2008-04-22,4316.96
2008-04-23,4262.6
2008-04-24,4190.08
2008-04-25,4253.71
2008-04-28,4241.13
2008-04-29,4280.43
2008-04-30,4298.45
2008-05-02,4367.15
2008-05-05,4365.49
2008-05-06,4282.93
2008-05-07,4312.7
2008-05-08,4252.51
2008-05-09,4127.99
2008-05-12,4160.54
2008-05-13,4164.42
2008-05-14,4161.51
2008-05-15,4247.2
2008-05-16,4281.21
2008-05-20,4213.75
2008-05-21,4248.22
2008-05-22,4172.6
2008-05-23,4159.92
2008-05-26,4106.28
2008-05-27,4083.84
2008-05-28,4072.62
2008-05-29,4064.95
2008-05-30,4070.68
2008-06-02,3979.5
2008-06-03,3922.03
2008-06-04,3862.94
2008-06-05,3940.55
2008-06-06,3880.58
2008-06-09,3789.23
2008-06-10,3757.58
2008-06-11,3726.85
2008-06-12,3723.31
2008-06-13,3723.47
2008-06-16,3721.41
2008-06-17,3799.15
2008-06-18,3780.38
2008-06-19,3690.22
2008-06-20,3596.07
2008-06-23,3470.47
2008-06-24,3475.36
2008-06-25,3505.28
2008-06-26,3482.21
2008-06-27,3449.44
2008-06-30,3381.85
2008-07-01,3345.13
2008-07-02,3456.53
2008-07-03,3353.99
2008-07-04,3440.43
2008-07-07,3547.94
2008-07-08,3563.48
2008-07-09,3588.25
2008-07-10,3582.89
2008-07-11,3479.44
2008-07-14,3483.75
2008-07-15,3412.98
2008-07-16,3370.27
2008-07-17,3386.19
2008-07-18,3453.71
2008-07-21,3466.96
2008-07-22,3532.8
2008-07-23,3703.31
2008-07-24,3753.85
2008-07-25,3689.02
2008-07-28,3719.66
2008-07-29,3616.88
2008-07-30,3656.31
2008-07-31,3640.0
2008-08-01,3702.81
2008-08-04,3724.93
2008-08-05,3775.57
2008-08-06,3753.14
2008-08-07,3794.63
2008-08-08,3851.68
2008-08-11,3957.42
2008-08-12,3940.79
2008-08-13,3945.08
2008-08-14,3851.87
2008-08-18,3803.18
2008-08-19,3775.29
2008-08-20,3825.21
2008-08-21,3729.56
2008-08-22,3728.11
2008-08-25,3747.73
2008-08-26,3754.86
2008-08-27,3741.4
2008-08-28,3700.45
2008-08-29,3792.12
2008-09-01,3775.77
2008-09-02,3833.81
2008-09-04,3802.32
2008-09-05,3720.79
2008-09-08,3773.98
2008-09-09,3746.41
2008-09-10,3699.97
2008-09-11,3614.2
2008-09-12,3514.16
2008-09-15,3321.06
2008-09-16,3282.34
2008-09-17,3227.71
2008-09-18,3271.57
2008-09-19,3438.71
2008-09-22,3437.32
2008-09-23,3356.45
2008-09-24,3376.41
2008-09-25,3376.51
2008-09-26,3264.98
2008-09-29,3077.99
2008-09-30,3115.21
2008-10-01,3120.18
2008-10-03,3009.26
2008-10-06,2724.09
2008-10-07,2715.01
2008-10-08,2477.22
2008-10-10,2328.12
2008-10-13,2361.27
2008-10-14,2458.66
2008-10-15,2385.8
2008-10-16,2355.05
2008-10-17,2225.25
2008-10-20,2233.73
2008-10-21,2288.46
2008-10-22,2262.85
2008-10-23,2224.98
2008-10-24,2095.06
2008-10-27,1974.81
2008-10-28,2089.84
2008-10-29,2096.5
2008-10-31,2152.72
2008-11-03,2207.8
2008-11-04,2327.47
2008-11-05,2269.38
2008-11-06,2231.28
2008-11-07,2236.71
2008-11-10,2272.39
2008-11-11,2224.74
2008-11-12,2140.52
2008-11-14,2092.08
2008-11-17,2087.52
2008-11-18,2011.38
2008-11-19,1918.54
2008-11-20,1854.24
2008-11-21,1872.76
2008-11-24,1879.92
2008-11-25,1849.54
2008-11-26,1840.93
2008-11-28,1851.16
2008-12-01,1816.89
2008-12-02,1735.91
2008-12-03,1740.5
2008-12-04,1785.86
2008-12-05,1779.18
2008-12-08,1787.53
2008-12-10,1812.91
2008-12-11,1834.15
2008-12-12,1873.16
2008-12-15,1935.97
2008-12-16,1947.22
2008-12-17,1893.38
2008-12-18,1914.82
2008-12-19,1966.33
2008-12-22,1972.95
2008-12-23,1964.36
2008-12-24,1958.25
2008-12-26,1980.53
2008-12-29,2038.44
2008-12-30,2057.05
2008-12-31,2045.63
2009-01-01,2078.89
2009-01-02,2102.21
2009-01-05,2170.43
2009-01-06,2167.58
2009-01-07,2048.89
2009-01-09,1983.0
2009-01-12,1913.17
2009-01-13,1868.15
2009-01-14,1861.85
2009-01-15,1823.4
2009-01-16,1824.68
2009-01-19,1792.9
2009-01-20,1782.68
2009-01-21,1740.45
2009-01-22,1713.3
2009-01-23,1694.13
2009-01-27,1707.93
2009-01-28,1747.3
2009-01-29,1723.9
2009-01-30,1772.76
2009-02-02,1737.2
2009-02-03,1741.6
2009-02-04,1762.94
2009-02-05,1778.76
2009-02-06,1795.36
2009-02-09,1784.1
2009-02-10,1798.39
2009-02-11,1770.07
2009-02-12,1754.75
2009-02-13,1801.76
2009-02-16,1737.76
2009-02-17,1721.18
2009-02-18,1723.5
2009-02-19,1711.39
2009-02-20,1681.1
2009-02-24,1657.44
2009-02-25,1667.35
2009-02-26,1657.87
2009-02-27,1658.03
2009-03-02,1608.07
2009-03-03,1573.34
2009-03-04,1565.63
2009-03-05,1540.27
2009-03-06,1512.55
2009-03-09,1495.62
2009-03-12,1522.92
2009-03-13,1566.42
2009-03-16,1583.08
2009-03-17,1596.42
2009-03-18,1626.34
2009-03-19,1647.94
2009-03-20,1642.6
2009-03-23,1730.57
2009-03-24,1700.76
2009-03-25,1716.52
2009-03-26,1720.41
2009-03-27,1746.14
2009-03-30,1681.04
2009-03-31,1718.48
2009-04-01,1750.68
2009-04-02,1797.54
2009-04-06,1821.48
2009-04-08,1897.49
2009-04-09,1961.48
2009-04-13,1999.58
2009-04-15,2090.9
2009-04-16,2080.06
2009-04-17,2108.64
2009-04-20,2146.26
2009-04-21,2133.31
2009-04-22,2191.01
2009-04-23,2160.6
2009-04-24,2208.65
2009-04-27,2184.54
2009-04-28,2091.9
2009-04-29,2129.08
2009-05-04,2229.58
2009-05-05,2296.94
2009-05-06,2271.51
2009-05-07,2332.43
2009-05-08,2346.25
2009-05-11,2323.64
2009-05-12,2362.53
2009-05-13,2395.88
2009-05-14,2373.01
2009-05-15,2395.74
2009-05-18,2673.83
2009-05-19,2912.09
2009-05-20,2970.96
2009-05-21,3016.33
2009-05-22,3080.1
2009-05-25,3120.55
2009-05-26,3061.22
2009-05-27,3200.17
2009-05-28,3217.7
2009-05-29,3264.39
2009-06-01,3387.96
2009-06-02,3361.73
2009-06-03,3356.37
2009-06-04,3451.15
2009-06-05,3381.81
2009-06-08,3255.99
2009-06-09,3316.56
2009-06-10,3326.79
2009-06-11,3361.21
2009-06-12,3316.67
2009-06-15,3231.2
2009-06-16,3309.5
2009-06-17,3167.57
2009-06-18,3066.15
2009-06-19,3101.35
2009-06-22,3067.15
2009-06-23,3033.88
2009-06-24,3080.39
2009-06-25,3104.49
2009-06-26,3199.16
2009-06-29,3267.13
2009-06-30,3255.26
2009-07-01,3266.2
2009-07-02,3281.28
2009-07-03,3332.67
2009-07-06,3183.78
2009-07-07,3195.39
2009-07-08,3055.31
2009-07-09,3032.5
2009-07-10,3012.44
2009-07-13,2909.12
2009-07-14,3055.67
2009-07-15,3154.37
2009-07-16,3168.63
2009-07-17,3280.28
2009-07-20,3310.78
2009-07-21,3278.6
2009-07-22,3298.25
2009-07-23,3318.51
2009-07-24,3313.91
2009-07-27,3362.2
2009-07-28,3378.92
2009-07-29,3322.58
2009-07-30,3302.23
2009-07-31,3375.69
2009-08-03,3478.74
2009-08-04,3474.86
2009-08-05,3494.37
2009-08-06,3449.22
2009-08-07,3384.62
2009-08-10,3332.17
2009-08-11,3286.65
2009-08-12,3274.94
2009-08-13,3366.52
2009-08-14,3350.14
2009-08-17,3261.63
2009-08-18,3297.51
2009-08-19,3275.36
2009-08-20,3278.6
2009-08-21,3344.03
2009-08-24,3412.36
2009-08-25,3415.97
2009-08-26,3487.66
2009-08-27,3435.45
2009-08-28,3489.09
2009-08-31,3508.89
2009-09-01,3484.74
2009-09-02,3468.03
2009-09-03,3495.78
2009-09-04,3529.57
2009-09-07,3574.99
2009-09-08,3564.36
2009-09-09,3596.73
2009-09-10,3580.67
2009-09-11,3558.96
2009-09-14,3489.43
2009-09-15,3560.2
2009-09-16,3593.58
2009-09-17,3587.21
2009-09-18,3638.67
2009-09-22,3642.76
2009-09-23,3606.61
2009-09-24,3621.18
2009-09-25,3601.56
2009-09-29,3613.9
2009-09-30,3643.89
2009-10-01,3680.66
2009-10-05,3624.5
2009-10-06,3598.87
2009-10-07,3603.02
2009-10-08,3597.64
2009-10-09,3598.81
2009-10-12,3700.44
2009-10-14,3731.86
2009-10-15,3710.08
2009-10-16,3757.73
2009-10-17,3778.82
2009-10-20,3741.88
2009-10-21,3745.2
2009-10-22,3659.59
2009-10-23,3652.49
2009-10-26,3596.3
2009-10-27,3438.1
2009-10-28,3459.63
2009-10-29,3394.57
2009-10-30,3398.28
2009-11-03,3178.42
2009-11-04,3243.08
2009-11-05,3344.47
2009-11-06,3340.81
2009-11-09,3399.12
2009-11-10,3412.24
2009-11-11,3469.03
2009-11-12,3466.3
2009-11-13,3464.08
2009-11-16,3519.6
2009-11-17,3575.97
2009-11-18,3615.58
2009-11-19,3580.13
2009-11-20,3566.68
2009-11-23,3574.38
2009-11-24,3586.43
2009-11-25,3579.33
2009-11-26,3530.75
2009-11-27,3491.39
2009-11-30,3521.35
2009-12-01,3548.5
2009-12-02,3667.24
2009-12-03,3670.65
2009-12-04,3668.95
2009-12-07,3677.14
2009-12-08,3741.41
2009-12-09,3671.71
2009-12-10,3700.51
