date,NIFTY CAPITAL GOODS
2009-12-03,2511.88
2009-12-04,2497.47
2009-12-07,2501.8
2009-12-08,2539.61
2009-12-09,2529.48
2009-12-10,2553.5
2009-12-11,2580.78
2009-12-14,2589.21
2009-12-15,2552.47
2009-12-16,2562.91
2009-12-17,2576.63
2009-12-18,2556.78
2009-12-21,2537.43
2009-12-22,2552.49
2009-12-23,2610.34
2009-12-24,2625.59
2009-12-29,2644.98
2009-12-30,2647.66
2009-12-31,2675.14
2010-01-04,2691.15
2010-01-05,2707.54
2010-01-06,2721.6
2010-01-07,2727.13
2010-01-08,2743.69
2010-01-11,2773.85
2010-01-12,2754.19
2010-01-13,2758.29
2010-01-14,2806.76
2010-01-15,2800.45
2010-01-18,2819.34
2010-01-19,2807.79
2010-01-20,2834.44
2010-01-21,2750.91
2010-01-22,2742.53
2010-01-25,2728.89
2010-01-27,2629.71
2010-01-28,2658.54
2010-01-29,2702.63
2010-02-01,2750.24
2010-02-02,2708.99
2010-02-03,2740.02
2010-02-04,2686.99
2010-02-05,2608.5
2010-02-06,2645.01
2010-02-08,2642.01
2010-02-09,2658.73
2010-02-10,2650.98
2010-02-11,2663.8
2010-02-15,2671.72
2010-02-16,2703.31
2010-02-17,2718.54
2010-02-18,2698.92
2010-02-19,2672.06
2010-02-22,2647.19
2010-02-23,2639.63
2010-02-24,2626.39
2010-02-25,2625.17
2010-02-26,2645.62
2010-03-02,2709.45
2010-03-03,2745.48
2010-03-04,2766.04
2010-03-05,2783.5
2010-03-08,2808.89
2010-03-09,2790.59
2010-03-10,2797.45
2010-03-11,2793.38
2010-03-12,2783.2
2010-03-15,2742.89
2010-03-16,2771.72
2010-03-17,2790.26
2010-03-18,2792.58
2010-03-19,2804.35
2010-03-22,2774.6
2010-03-23,2794.54
2010-03-25,2804.3
2010-03-26,2804.6
2010-03-29,2801.03
2010-03-30,2811.83
2010-03-31,2820.87
2010-04-01,2850.99
2010-04-05,2883.1
2010-04-06,2892.23
2010-04-07,2904.32
2010-04-08,2890.06
2010-04-09,2921.99
2010-04-12,2912.66
2010-04-13,2909.86
2010-04-15,2892.2
2010-04-16,2870.83
2010-04-19,2839.86
2010-04-20,2868.4
2010-04-21,2885.73
2010-04-22,2876.25
2010-04-23,2871.98
2010-04-26,2889.66
2010-04-27,2868.51
2010-04-28,2839.35
2010-04-29,2856.22
2010-04-30,2865.94
2010-05-03,2837.4
2010-05-04,2795.32
2010-05-05,2780.41
2010-05-06,2759.57
2010-05-07,2699.6
2010-05-10,2767.18
2010-05-11,2724.16
2010-05-12,2708.02
2010-05-13,2734.54
2010-05-14,2702.49
2010-05-17,2735.05
2010-05-18,2746.73
2010-05-19,2684.93
2010-05-20,2675.35
2010-05-21,2654.28
2010-05-24,2677.17
2010-05-25,2613.13
2010-05-26,2643.23
2010-05-27,2678.24
2010-05-28,2723.41
2010-05-31,2728.3
2010-06-01,2691.47
2010-06-02,2696.6
2010-06-03,2730.01
2010-06-04,2730.18
2010-06-07,2685.32
2010-06-08,2686.64
2010-06-09,2701.74
2010-06-10,2729.08
2010-06-11,2767.91
2010-06-14,2791.4
2010-06-15,2819.58
2010-06-16,2833.41
2010-06-17,2849.08
2010-06-18,2838.1
2010-06-21,2870.97
2010-06-22,2854.12
2010-06-23,2860.69
2010-06-24,2861.4
2010-06-25,2848.85
2010-06-28,2884.06
2010-06-29,2856.5
2010-06-30,2871.87
2010-07-01,2852.99
2010-07-02,2843.54
2010-07-05,2837.25
2010-07-06,2859.45
2010-07-07,2849.61
2010-07-08,2876.41
2010-07-09,2884.28
2010-07-12,2902.46
2010-07-13,2931.07
2010-07-14,2931.72
2010-07-15,2929.37
2010-07-16,2928.8
2010-07-19,2917.14
2010-07-20,2903.19
2010-07-21,2925.07
2010-07-22,2947.52
2010-07-23,2958.15
2010-07-26,2936.94
2010-07-27,2919.26
2010-07-28,2928.55
2010-07-29,2918.0
2010-07-30,2910.21
2010-08-02,2927.9
2010-08-03,2936.07
2010-08-04,2959.64
2010-08-05,2957.2
2010-08-06,2957.03
2010-08-09,2981.63
2010-08-10,2958.46
2010-08-11,2941.53
2010-08-12,2945.78
2010-08-13,2959.5
2010-08-16,2961.11
2010-08-17,2960.5
2010-08-18,2962.62
2010-08-19,2973.47
2010-08-20,2969.2
2010-08-23,2990.74
2010-08-24,2974.66
2010-08-25,2949.07
2010-08-26,2977.0
2010-08-27,2951.94
2010-08-30,2939.06
2010-08-31,2920.94
2010-09-01,2949.47
2010-09-02,2967.98
2010-09-03,2981.03
2010-09-06,3025.25
2010-09-07,3024.15
2010-09-08,3017.27
2010-09-09,3033.13
2010-09-13,3058.82
2010-09-14,3061.73
2010-09-15,3068.61
2010-09-16,3059.18
2010-09-17,3084.27
2010-09-20,3096.16
2010-09-21,3086.97
2010-09-22,3084.22
2010-09-23,3075.89
2010-09-24,3093.95
2010-09-27,3099.64
2010-09-28,3131.01
2010-09-29,3120.11
2010-09-30,3105.04
2010-10-01,3165.23
2010-10-04,3186.67
2010-10-05,3205.68
2010-10-06,3242.43
2010-10-07,3227.74
2010-10-08,3199.65
2010-10-11,3228.68
2010-10-12,3193.64
2010-10-13,3229.2
2010-10-14,3217.98
2010-10-15,3166.34
2010-10-18,3152.5
2010-10-19,3150.3
2010-10-20,3151.91
2010-10-21,3190.5
2010-10-22,3199.34
2010-10-25,3201.55
2010-10-26,3189.77
2010-10-27,3170.91
2010-10-28,3168.85
2010-10-29,3152.57
2010-11-01,3197.51
2010-11-02,3194.2
2010-11-03,3207.85
2010-11-04,3224.81
2010-11-05,3242.7
2010-11-08,3232.13
2010-11-09,3247.63
2010-11-10,3229.73
2010-11-11,3193.87
2010-11-12,3143.02
2010-11-15,3131.13
2010-11-16,3082.95
2010-11-18,3084.55
2010-11-19,3039.22
2010-11-22,3073.46
2010-11-23,3060.54
2010-11-24,3050.64
2010-11-25,2987.11
2010-11-26,2923.85
2010-11-29,2937.81
2010-11-30,3006.57
2010-12-01,3062.23
2010-12-02,3088.53
2010-12-03,3050.53
2010-12-06,3060.31
2010-12-07,3041.81
2010-12-08,2993.68
2010-12-09,2913.4
2010-12-10,2958.86
2010-12-13,3011.67
2010-12-14,3031.19
2010-12-15,3009.29
2010-12-16,3005.56
2010-12-20,3004.16
2010-12-21,3005.13
2010-12-22,2991.62
2010-12-23,2981.75
2010-12-24,2991.88
2010-12-27,2987.01
2010-12-28,2983.73
2010-12-29,3001.86
2010-12-30,3019.68
2010-12-31,3046.04
2011-01-03,3068.34
2011-01-04,3076.04
2011-01-05,3053.13
2011-01-06,3030.84
2011-01-07,2975.02
2011-01-10,2894.4
2011-01-11,2879.48
2011-01-12,2916.59
2011-01-13,2902.83
2011-01-14,2863.86
2011-01-17,2842.11
2011-01-18,2853.25
2011-01-19,2837.56
2011-01-20,2819.39
2011-01-21,2833.27
2011-01-24,2868.25
2011-01-25,2868.94
2011-01-27,2829.34
2011-01-28,2740.83
2011-01-31,2811.54
2011-02-01,2748.28
2011-02-02,2743.03
2011-02-03,2766.33
2011-02-04,2745.23
2011-02-07,2730.6
2011-02-08,2697.31
2011-02-09,2594.38
2011-02-10,2611.45
2011-02-11,2636.1
2011-02-14,2718.84
2011-02-15,2713.42
2011-02-16,2707.61
2011-02-17,2745.74
2011-02-18,2710.45
2011-02-21,2714.95
2011-02-22,2680.68
2011-02-23,2668.94
2011-02-24,2605.66
2011-02-25,2607.36
2011-02-28,2602.7
2011-03-01,2678.45
2011-03-03,2691.49
2011-03-04,2682.5
2011-03-07,2642.95
2011-03-08,2661.35
2011-03-09,2680.8
2011-03-10,2703.8
2011-03-11,2662.84
2011-03-14,2665.69
2011-03-15,2629.99
2011-03-16,2642.35
2011-03-17,2647.38
2011-03-18,2623.42
2011-03-21,2617.34
2011-03-22,2639.5
2011-03-23,2664.05
2011-03-24,2691.7
2011-03-25,2719.25
2011-03-28,2717.01
2011-03-29,2711.89
2011-03-30,2733.47
2011-03-31,2737.97
2011-04-01,2783.87
2011-04-04,2838.99
2011-04-05,2867.36
2011-04-06,2885.27
2011-04-07,2897.91
2011-04-08,2880.79
2011-04-11,2839.0
2011-04-13,2890.64
2011-04-15,2882.04
2011-04-18,2847.05
2011-04-19,2836.34
2011-04-20,2881.08
2011-04-21,2851.47
2011-04-25,2861.11
2011-04-26,2865.75
2011-04-27,2859.71
2011-04-28,2858.17
2011-04-29,2807.58
2011-05-02,2795.01
2011-05-03,2761.73
2011-05-04,2758.96
2011-05-05,2731.47
2011-05-06,2768.32
2011-05-09,2762.83
2011-05-10,2757.71
2011-05-11,2778.24
2011-05-12,2749.62
2011-05-13,2765.34
2011-05-16,2752.38
2011-05-17,2738.51
2011-05-18,2728.5
2011-05-19,2724.15
2011-05-20,2742.58
2011-05-23,2679.22
2011-05-24,2682.08
2011-05-25,2669.48
2011-05-26,2673.88
2011-05-27,2697.86
2011-05-30,2700.97
2011-05-31,2736.95
2011-06-01,2745.71
2011-06-02,2725.92
2011-06-03,2707.59
2011-06-06,2715.58
2011-06-07,2721.2
2011-06-08,2708.25
2011-06-09,2711.67
2011-06-10,2702.11
2011-06-13,2715.19
2011-06-14,2727.72
2011-06-15,2711.08
2011-06-16,2690.53
2011-06-17,2676.15
2011-06-20,2607.11
2011-06-21,2596.88
2011-06-22,2592.31
2011-06-23,2591.82
2011-06-24,2650.85
2011-06-27,2671.11
2011-06-28,2697.15
2011-06-29,2730.66
2011-06-30,2731.15
2011-07-01,2748.37
2011-07-04,2764.52
2011-07-05,2723.41
2011-07-06,2732.34
2011-07-07,2768.18
2011-07-08,2758.19
2011-07-11,2745.15
2011-07-12,2706.98
2011-07-13,2732.96
2011-07-14,2737.04
2011-07-15,2737.29
2011-07-18,2754.59
2011-07-19,2725.44
2011-07-20,2666.29
2011-07-21,2670.32
2011-07-22,2711.92
2011-07-25,2729.97
2011-07-26,2673.01
2011-07-27,2649.41
2011-07-28,2640.53
2011-07-29,2622.65
2011-08-01,2593.17
2011-08-02,2559.68
2011-08-03,2545.18
2011-08-04,2518.57
2011-08-05,2454.58
2011-08-08,2411.48
2011-08-09,2379.04
2011-08-10,2433.97
2011-08-11,2431.33
2011-08-12,2417.48
2011-08-16,2400.2
2011-08-17,2388.38
2011-08-18,2363.98
2011-08-19,2309.57
2011-08-22,2354.34
2011-08-23,2387.09
2011-08-24,2381.84
2011-08-25,2362.97
2011-08-26,2328.67
2011-08-29,2372.98
2011-08-30,2402.84
2011-09-02,2419.07
2011-09-05,2424.37
2011-09-06,2434.32
2011-09-07,2467.17
2011-09-08,2472.84
2011-09-09,2448.72
2011-09-12,2414.21
2011-09-13,2413.93
2011-09-14,2434.03
2011-09-15,2438.52
2011-09-16,2427.27
2011-09-19,2416.52
2011-09-20,2426.76
2011-09-21,2439.71
2011-09-22,2363.79
2011-09-23,2335.56
2011-09-26,2299.63
2011-09-27,2340.3
2011-09-28,2321.54
2011-09-29,2326.75
2011-09-30,2301.68
2011-10-03,2241.07
2011-10-04,2223.96
2011-10-05,2197.98
2011-10-07,2247.51
2011-10-10,2279.03
2011-10-11,2280.72
2011-10-12,2334.29
2011-10-13,2322.68
2011-10-14,2328.31
2011-10-17,2312.89
2011-10-18,2282.45
2011-10-19,2287.55
2011-10-20,2256.76
2011-10-21,2251.17
2011-10-24,2235.19
2011-10-25,2233.04
2011-10-26,2255.81
2011-10-28,2306.0
2011-10-31,2293.92
2011-11-01,2275.33
2011-11-02,2257.33
2011-11-03,2273.48
2011-11-04,2293.14
2011-11-08,2309.52
2011-11-09,2273.04
2011-11-11,2240.4
2011-11-14,2208.73
2011-11-15,2142.5
2011-11-16,2078.07
2011-11-17,2015.47
2011-11-18,1988.32
2011-11-21,1947.64
2011-11-22,1953.04
2011-11-23,1901.5
2011-11-24,1933.42
2011-11-25,1956.06
2011-11-28,1997.01
2011-11-29,1983.55
2011-11-30,1976.76
2011-12-01,1981.62
2011-12-02,2018.99
2011-12-05,2033.68
2011-12-07,2031.13
2011-12-08,1973.59
2011-12-09,1943.44
2011-12-12,1905.45
2011-12-13,1897.08
2011-12-14,1871.08
2011-12-15,1842.36
2011-12-16,1799.78
2011-12-19,1753.42
2011-12-20,1715.87
2011-12-21,1748.53
2011-12-22,1777.5
2011-12-23,1794.94
2011-12-26,1810.32
2011-12-27,1799.22
2011-12-28,1804.17
2011-12-29,1776.91
2011-12-30,1786.92
2012-01-02,1777.85
2012-01-03,1834.25
2012-01-04,1846.93
2012-01-05,1847.45
2012-01-06,1828.93
2012-01-07,1841.1
2012-01-09,1865.22
2012-01-10,1923.83
2012-01-11,1949.23
2012-01-12,1966.76
2012-01-13,1999.94
2012-01-16,2012.67
2012-01-17,2048.98
2012-01-18,2013.72
2012-01-19,2011.52
2012-01-20,2037.09
2012-01-23,2056.29
2012-01-24,2076.23
2012-01-25,2094.04
2012-01-27,2099.38
2012-01-30,2011.26
2012-01-31,2036.6
2012-02-01,2074.97
2012-02-02,2102.89
2012-02-03,2137.7
2012-02-06,2161.86
2012-02-07,2117.03
2012-02-08,2140.89
2012-02-09,2164.93
2012-02-10,2169.38
2012-02-13,2183.54
2012-02-14,2194.22
2012-02-15,2238.4
2012-02-16,2268.64
2012-02-17,2314.44
2012-02-21,2344.28
2012-02-22,2266.29
2012-02-23,2271.71
2012-02-24,2236.62
2012-02-27,2162.86
2012-02-28,2245.96
2012-02-29,2246.19
2012-03-01,2239.01
2012-03-02,2223.91
2012-03-03,2224.01
2012-03-05,2178.43
2012-03-06,2164.88
2012-03-07,2148.54
2012-03-09,2191.5
2012-03-12,2221.26
2012-03-13,2253.14
2012-03-14,2269.12
2012-03-15,2234.49
2012-03-16,2192.29
2012-03-19,2150.62
2012-03-20,2162.01
2012-03-21,2202.63
2012-03-22,2148.32
2012-03-23,2164.05
2012-03-26,2131.76
2012-03-27,2125.07
2012-03-28,2108.82
2012-03-29,2100.44
2012-03-30,2152.49
2012-04-02,2173.75
2012-04-03,2191.25
2012-04-04,2198.18
2012-04-09,2148.33
2012-04-10,2139.27
2012-04-11,2116.61
2012-04-12,2137.97
2012-04-13,2128.53
2012-04-16,2138.65
2012-04-17,2156.38
2012-04-18,2161.74
2012-04-19,2146.55
2012-04-20,2118.72
2012-04-23,2074.88
2012-04-24,2078.19
2012-04-25,2060.52
2012-04-26,2054.68
2012-04-27,2048.07
2012-04-28,2050.94
2012-04-30,2054.13
2012-05-02,2043.23
2012-05-03,2033.04
2012-05-04,1980.4
2012-05-07,2010.93
2012-05-08,1965.15
2012-05-09,1952.22
2012-05-10,1954.63
2012-05-11,1937.88
2012-05-14,1910.31
2012-05-15,1914.95
2012-05-16,1892.33
2012-05-17,1878.58
2012-05-18,1863.87
2012-05-21,1881.78
2012-05-22,1871.54
2012-05-23,1859.08
2012-05-24,1864.13
2012-05-25,1872.55
2012-05-28,1909.54
2012-05-29,1906.46
2012-05-30,1877.95
2012-05-31,1874.24
2012-06-01,1833.49
2012-06-04,1836.58
2012-06-05,1846.4
2012-06-06,1883.6
2012-06-07,1897.18
2012-06-08,1905.61
2012-06-11,1889.51
2012-06-12,1903.09
2012-06-13,1910.89
2012-06-14,1890.39
2012-06-15,1898.16
2012-06-18,1873.74
2012-06-19,1877.04
2012-06-20,1898.28
2012-06-21,1926.89
2012-06-22,1922.61
2012-06-25,1916.97
2012-06-26,1920.03
2012-06-27,1927.85
2012-06-28,1928.63
2012-06-29,1977.67
2012-07-02,1992.71
2012-07-03,2006.64
2012-07-04,2013.77
2012-07-05,2031.76
2012-07-06,2027.16
2012-07-09,2002.81
2012-07-10,2019.36
2012-07-11,2000.96
2012-07-12,1981.98
2012-07-13,1978.0
2012-07-16,1974.9
2012-07-17,1948.9
2012-07-18,1956.87
2012-07-19,1970.97
2012-07-20,1953.51
2012-07-23,1905.45
2012-07-24,1898.65
2012-07-25,1883.8
2012-07-26,1836.16
2012-07-27,1823.77
2012-07-30,1860.26
2012-07-31,1868.85
2012-08-01,1891.99
2012-08-02,1909.16
2012-08-03,1903.47
2012-08-06,1921.28
2012-08-07,1933.32
2012-08-08,1929.97
2012-08-09,1921.04
2012-08-10,1914.01
2012-08-13,1927.4
2012-08-14,1922.17
2012-08-16,1911.0
2012-08-17,1908.6
2012-08-21,1911.92
2012-08-22,1906.1
2012-08-23,1909.83
2012-08-24,1899.04
2012-08-27,1871.82
2012-08-28,1866.26
2012-08-29,1847.1
2012-08-30,1846.6
2012-08-31,1832.87
2012-09-03,1836.02
2012-09-04,1841.82
2012-09-05,1812.43
2012-09-06,1807.92
2012-09-07,1834.11
2012-09-08,1834.12
2012-09-10,1830.08
2012-09-11,1841.83
2012-09-12,1827.71
2012-09-13,1821.03
2012-09-14,1843.56
2012-09-17,1882.56
2012-09-18,1922.13
2012-09-20,1892.03
2012-09-21,1956.18
2012-09-24,2006.44
2012-09-25,2019.94
2012-09-26,2031.55
2012-09-27,2014.99
2012-09-28,2033.52
2012-10-01,2050.42
2012-10-03,2064.7
2012-10-04,2097.47
2012-10-05,2099.58
2012-10-08,2064.79
2012-10-09,2060.85
2012-10-10,2026.13
2012-10-11,2053.65
2012-10-12,2037.52
2012-10-15,2047.33
2012-10-16,2035.15
2012-10-17,2034.91
2012-10-18,2050.7
2012-10-19,2036.51
2012-10-22,2029.78
2012-10-23,2017.77
2012-10-25,2020.6
2012-10-26,2010.85
2012-10-29,1974.63
2012-10-30,1959.19
2012-10-31,1963.29
2012-11-01,1970.03
2012-11-02,1971.41
2012-11-05,1957.64
2012-11-06,1967.75
2012-11-07,1980.59
2012-11-08,1974.37
2012-11-09,1957.49
2012-11-12,1945.51
2012-11-13,1952.99
2012-11-15,1951.55
2012-11-16,1930.33
2012-11-19,1920.97
2012-11-20,1910.58
2012-11-21,1895.42
2012-11-22,1901.14
2012-11-23,1910.95
2012-11-26,1914.25
2012-11-27,1929.43
2012-11-29,1935.91
2012-11-30,1964.37
2012-12-03,1981.6
2012-12-04,1991.03
2012-12-05,2007.08
2012-12-06,2016.7
2012-12-07,2016.03
2012-12-10,2015.64
2012-12-11,1998.34
2012-12-12,1994.08
2012-12-13,1978.09
2012-12-14,1968.75
2012-12-17,1963.63
2012-12-18,1985.17
2012-12-19,1996.26
2012-12-20,1986.29
2012-12-21,1961.77
2012-12-24,1962.13
2012-12-26,1976.97
2012-12-27,1966.79
2012-12-28,1985.66
2012-12-31,1988.81
2013-01-01,2006.72
2013-01-02,2028.33
2013-01-03,2040.95
2013-01-04,2053.82
2013-01-07,2052.83
2013-01-08,2056.73
2013-01-09,2038.61
2013-01-10,2023.76
2013-01-11,1991.02
2013-01-14,2009.88
2013-01-15,2003.14
2013-01-16,1980.93
2013-01-17,1975.43
2013-01-18,1964.83
2013-01-21,1975.73
2013-01-22,1963.01
2013-01-23,1949.98
2013-01-24,1918.95
2013-01-25,1939.1
2013-01-28,1933.52
2013-01-29,1918.96
2013-01-30,1911.32
2013-01-31,1940.2
2013-02-01,1934.52
2013-02-04,1912.55
2013-02-05,1892.35
2013-02-06,1889.76
2013-02-07,1874.85
2013-02-08,1866.77
2013-02-11,1859.35
2013-02-12,1855.32
2013-02-13,1838.53
2013-02-14,1809.8
2013-02-15,1801.58
2013-02-18,1817.62
2013-02-19,1836.98
2013-02-20,1838.19
2013-02-21,1807.09
2013-02-22,1803.3
2013-02-25,1790.28
2013-02-26,1756.6
2013-02-27,1774.7
2013-02-28,1719.22
2013-03-01,1732.7
2013-03-04,1712.94
2013-03-05,1725.84
2013-03-06,1744.25
2013-03-07,1766.52
2013-03-08,1780.39
2013-03-11,1789.03
2013-03-12,1769.0
2013-03-13,1742.52
2013-03-14,1748.69
2013-03-15,1743.08
2013-03-18,1737.17
2013-03-19,1702.56
2013-03-20,1675.23
2013-03-21,1652.1
2013-03-22,1643.25
2013-03-25,1635.65
2013-03-26,1624.11
2013-03-28,1648.9
2013-04-01,1667.79
2013-04-02,1692.09
2013-04-03,1680.01
2013-04-04,1647.59
2013-04-05,1647.55
2013-04-08,1650.88
2013-04-09,1635.33
2013-04-10,1637.63
2013-04-11,1640.76
2013-04-12,1644.65
2013-04-15,1630.79
2013-04-16,1657.79
2013-04-17,1663.09
2013-04-18,1680.11
2013-04-22,1709.89
2013-04-23,1715.59
2013-04-25,1716.9
2013-04-26,1701.22
2013-04-29,1721.86
2013-04-30,1723.33
2013-05-02,1728.98
2013-05-03,1734.92
2013-05-06,1753.98
2013-05-07,1764.86
2013-05-08,1761.7
2013-05-09,1763.31
2013-05-10,1771.53
2013-05-11,1772.92
2013-05-13,1736.38
2013-05-14,1732.81
2013-05-15,1749.33
2013-05-16,1762.06
2013-05-17,1822.81
2013-05-20,1805.67
2013-05-21,1806.24
2013-05-22,1798.38
2013-05-23,1748.37
2013-05-24,1748.32
2013-05-27,1769.22
2013-05-28,1790.79
2013-05-29,1782.42
2013-05-30,1780.28
2013-05-31,1755.37
2013-06-03,1745.24
2013-06-04,1740.29
2013-06-05,1736.82
2013-06-06,1739.59
2013-06-07,1725.61
2013-06-10,1707.01
2013-06-11,1677.66
2013-06-12,1669.75
2013-06-13,1646.05
2013-06-14,1659.64
2013-06-17,1676.58
2013-06-18,1669.21
2013-06-19,1669.81
2013-06-20,1631.48
2013-06-21,1625.54
2013-06-24,1587.06
2013-06-25,1584.23
2013-06-26,1580.73
2013-06-27,1585.7
2013-06-28,1637.02
2013-07-01,1657.43
2013-07-02,1664.11
2013-07-03,1631.44
2013-07-04,1621.52
2013-07-05,1628.4
2013-07-08,1634.97
2013-07-09,1653.99
2013-07-10,1641.25
2013-07-11,1654.52
2013-07-12,1666.59
2013-07-15,1673.8
2013-07-16,1667.63
2013-07-17,1660.1
2013-07-18,1673.89
2013-07-19,1636.34
2013-07-22,1608.94
2013-07-23,1616.44
2013-07-24,1591.56
2013-07-25,1570.85
2013-07-26,1554.36
2013-07-29,1535.76
2013-07-30,1505.14
2013-07-31,1511.3
2013-08-01,1474.64
2013-08-02,1451.82
2013-08-05,1389.15
2013-08-06,1354.08
2013-08-07,1373.38
2013-08-08,1400.94
2013-08-12,1416.94
2013-08-13,1429.54
2013-08-14,1428.6
2013-08-16,1376.02
2013-08-19,1360.92
2013-08-20,1357.92
2013-08-21,1353.75
2013-08-22,1363.8
2013-08-23,1391.45
2013-08-26,1415.34
2013-08-27,1368.19
2013-08-28,1356.68
2013-08-29,1377.87
2013-08-30,1377.25
2013-09-02,1391.71
2013-09-03,1364.4
2013-09-04,1389.76
2013-09-05,1419.28
2013-09-06,1432.98
2013-09-10,1468.89
2013-09-11,1485.84
2013-09-12,1465.53
2013-09-13,1494.49
2013-09-16,1474.04
2013-09-17,1472.76
2013-09-18,1460.27
2013-09-19,1487.62
2013-09-20,1481.32
2013-09-23,1460.94
2013-09-24,1460.06
2013-09-25,1487.81
2013-09-26,1509.48
2013-09-27,1494.78
2013-09-30,1473.1
2013-10-01,1492.37
2013-10-03,1516.73
2013-10-04,1519.69
2013-10-07,1532.89
2013-10-08,1526.87
2013-10-09,1544.68
2013-10-10,1546.59
2013-10-11,1552.65
2013-10-14,1548.46
2013-10-15,1543.53
2013-10-17,1552.27
2013-10-18,1572.83
2013-10-21,1591.96
2013-10-22,1604.33
2013-10-23,1594.52
2013-10-24,1592.02
2013-10-25,1575.86
2013-10-28,1565.46
2013-10-29,1581.09
2013-10-30,1598.08
2013-10-31,1617.59
2013-11-01,1639.53
2013-11-03,1652.91
2013-11-05,1653.6
2013-11-06,1651.16
2013-11-07,1622.4
2013-11-08,1620.14
2013-11-11,1599.63
2013-11-12,1582.05
2013-11-13,1582.58
2013-11-14,1604.97
2013-11-18,1627.51
2013-11-19,1634.1
2013-11-20,1634.03
2013-11-21,1611.87
2013-11-22,1623.78
2013-11-25,1668.76
2013-11-26,1674.87
2013-11-27,1672.65
2013-11-28,1705.8
2013-11-29,1730.98
2013-12-02,1751.43
2013-12-03,1765.09
2013-12-04,1757.19
2013-12-05,1783.12
2013-12-06,1795.44
2013-12-09,1811.1
2013-12-10,1792.95
2013-12-11,1784.56
2013-12-12,1783.75
2013-12-13,1742.05
2013-12-16,1740.31
2013-12-17,1746.08
2013-12-18,1782.54
2013-12-19,1781.81
2013-12-20,1805.75
2013-12-23,1830.48
2013-12-24,1843.24
2013-12-26,1857.41
2013-12-27,1849.39
2013-12-30,1861.87
2013-12-31,1863.7
2014-01-01,1863.65
2014-01-02,1821.58
2014-01-03,1812.42
2014-01-06,1827.46
2014-01-07,1832.08
2014-01-08,1823.96
2014-01-09,1810.57
2014-01-10,1796.73
2014-01-13,1796.69
2014-01-14,1798.74
2014-01-15,1811.76
2014-01-16,1813.11
2014-01-17,1797.14
2014-01-20,1805.22
2014-01-21,1802.38
2014-01-22,1805.77
2014-01-23,1799.91
2014-01-24,1762.51
2014-01-27,1713.25
2014-01-28,1714.07
2014-01-29,1722.53
2014-01-30,1724.12
2014-01-31,1746.77
2014-02-03,1724.62
2014-02-04,1724.59
2014-02-05,1733.75
2014-02-06,1720.86
2014-02-07,1719.76
2014-02-10,1720.69
2014-02-11,1726.33
2014-02-12,1737.07
2014-02-13,1713.21
2014-02-14,1703.11
2014-02-17,1696.28
2014-02-18,1736.88
2014-02-19,1757.52
2014-02-20,1751.36
2014-02-21,1754.79
2014-02-24,1781.83
2014-02-25,1785.71
2014-02-26,1808.71
2014-02-28,1830.19
2014-03-03,1815.59
2014-03-04,1849.2
2014-03-05,1880.74
2014-03-06,1919.91
2014-03-07,1948.21
2014-03-10,1973.95
2014-03-11,1968.66
2014-03-12,1958.22
2014-03-13,1957.49
2014-03-14,1973.29
2014-03-18,2004.55
2014-03-19,2023.17
2014-03-20,1996.62
2014-03-21,2019.07
2014-03-22,2018.58
2014-03-24,2026.65
2014-03-25,2055.94
2014-03-26,2059.06
2014-03-27,2081.93
2014-03-28,2115.18
2014-03-31,2134.65
2014-04-01,2115.82
2014-04-02,2123.51
2014-04-03,2105.62
2014-04-04,2101.91
2014-04-07,2082.86
2014-04-09,2128.92
2014-04-10,2167.86
2014-04-11,2170.29
2014-04-15,2154.21
2014-04-16,2116.96
2014-04-17,2160.44
2014-04-21,2178.75
2014-04-22,2189.82
2014-04-23,2188.99
2014-04-25,2172.23
2014-04-28,2172.58
2014-04-29,2159.04
2014-04-30,2126.28
2014-05-02,2118.39
2014-05-05,2113.95
2014-05-06,2125.59
2014-05-07,2119.33
2014-05-08,2132.39
2014-05-09,2199.67
2014-05-12,2228.36
2014-05-13,2297.52
2014-05-14,2309.07
2014-05-15,2297.84
2014-05-16,2367.36
2014-05-19,2570.85
2014-05-20,2624.54
2014-05-21,2627.06
2014-05-22,2655.42
2014-05-23,2719.91
2014-05-26,2678.74
2014-05-27,2634.28
2014-05-28,2650.72
2014-05-29,2625.94
2014-05-30,2630.39
2014-06-02,2700.82
2014-06-03,2739.01
2014-06-04,2784.74
2014-06-05,2824.01
2014-06-06,2856.48
2014-06-09,2887.57
2014-06-10,2877.58
2014-06-11,2840.27
2014-06-12,2820.21
2014-06-13,2760.19
2014-06-16,2766.41
2014-06-17,2816.3
2014-06-18,2802.97
2014-06-19,2788.55
2014-06-20,2766.82
2014-06-23,2790.35
2014-06-24,2833.3
2014-06-25,2840.87
2014-06-26,2842.82
2014-06-27,2842.79
2014-06-30,2911.68
2014-07-01,2951.99
2014-07-02,2995.45
2014-07-03,2994.97
2014-07-04,3009.47
2014-07-07,3031.72
2014-07-08,2866.43
2014-07-09,2810.37
2014-07-10,2817.84
2014-07-11,2703.0
2014-07-14,2722.56
2014-07-15,2790.64
2014-07-16,2836.41
2014-07-17,2884.4
2014-07-18,2868.34
2014-07-21,2869.04
2014-07-22,2860.32
2014-07-23,2855.89
2014-07-24,2853.18
2014-07-25,2796.19
2014-07-28,2788.3
2014-07-30,2786.82
2014-07-31,2784.77
2014-08-01,2741.5
