date,NIFTY INSURANCE
2024-06-21,1792.05
2024-06-24,1786.82
2024-06-25,1790.5
2024-06-26,1783.58
2024-06-27,1786.67
2024-06-28,1800.59
2024-07-01,1823.77
2024-07-02,1810.68
2024-07-03,1834.03
2024-07-04,1844.37
2024-07-05,1868.1
2024-07-08,1867.07
2024-07-09,1882.96
2024-07-10,1912.9
2024-07-11,1913.74
2024-07-12,1908.2
2024-07-15,1931.66
2024-07-16,1948.7
2024-07-18,1962.45
2024-07-19,1929.93
2024-07-22,1930.95
2024-07-23,1917.97
2024-07-24,1994.92
2024-07-25,2027.98
2024-07-26,2082.3
2024-07-29,2068.61
2024-07-30,2067.24
2024-07-31,2104.16
2024-08-01,2097.3
2024-08-02,2080.49
2024-08-05,2035.97
2024-08-06,1985.23
2024-08-07,2027.91
2024-08-08,2057.53
2024-08-09,2052.04
2024-08-12,2030.08
2024-08-13,1996.14
2024-08-14,1997.74
2024-08-16,2013.11
2024-08-19,2006.03
2024-08-20,2068.56
2024-08-21,2098.11
2024-08-22,2099.5
2024-08-23,2098.96
2024-08-26,2102.36
2024-08-27,2143.22
2024-08-28,2142.16
2024-08-29,2123.97
2024-08-30,2142.09
2024-09-02,2172.51
2024-09-03,2204.07
2024-09-04,2204.65
2024-09-05,2195.64
2024-09-06,2173.96
2024-09-09,2173.31
2024-09-10,2123.17
2024-09-11,2114.52
2024-09-12,2133.36
2024-09-13,2117.21
2024-09-16,2101.17
2024-09-17,2101.65
2024-09-18,2110.79
2024-09-19,2122.94
2024-09-20,2152.61
2024-09-23,2200.99
2024-09-24,2163.2
2024-09-25,2168.02
2024-09-26,2189.96
2024-09-27,2182.59
2024-09-30,2147.45
2024-10-01,2130.98
2024-10-03,2101.44
2024-10-04,2095.25
2024-10-07,2066.49
2024-10-08,2061.57
2024-10-09,2084.4
2024-10-10,2078.24
2024-10-11,2069.31
2024-10-14,2091.36
2024-10-15,2068.27
2024-10-16,2076.04
2024-10-17,2050.57
2024-10-18,2065.04
2024-10-21,2064.35
2024-10-22,2024.41
2024-10-23,2043.67
2024-10-24,2027.61
2024-10-25,1996.34
2024-10-28,1999.87
2024-10-29,2041.05
2024-10-30,2017.59
2024-10-31,2007.48
2024-11-01,2017.22
2024-11-04,1980.37
2024-11-05,1997.03
2024-11-06,1985.82
2024-11-07,1980.91
2024-11-08,1958.96
2024-11-11,1955.03
2024-11-12,1945.94
2024-11-13,1908.03
2024-11-14,1931.01
2024-11-18,1921.25
2024-11-19,1897.16
2024-11-21,1867.78
2024-11-22,1889.02
2024-11-25,1904.05
2024-11-26,1909.75
2024-11-27,1909.01
2024-11-28,1879.21
2024-11-29,1891.1
2024-12-02,1866.59
2024-12-03,1883.63
2024-12-04,1911.61
2024-12-05,1899.45
2024-12-06,1903.21
2024-12-09,1916.41
2024-12-10,1898.07
2024-12-11,1897.66
2024-12-12,1882.72
2024-12-13,1886.81
2024-12-16,1892.59
2024-12-17,1872.91
2024-12-18,1858.62
2024-12-19,1858.73
2024-12-20,1867.06
2024-12-23,1847.42
2024-12-24,1842.41
2024-12-26,1853.55
2024-12-27,1840.75
2024-12-30,1827.58
2024-12-31,1819.09
2025-01-01,1831.74
2025-01-02,1848.85
2025-01-03,1859.29
2025-01-06,1820.26
2025-01-07,1860.79
2025-01-08,1839.03
2025-01-09,1839.51
2025-01-10,1822.06
2025-01-13,1790.1
2025-01-14,1805.96
2025-01-15,1800.04
2025-01-16,1858.07
2025-01-17,1878.36
2025-01-20,1858.85
2025-01-21,1827.4
2025-01-22,1794.12
2025-01-23,1804.88
2025-01-24,1784.51
2025-01-27,1755.53
2025-01-28,1755.84
2025-01-29,1800.21
2025-01-30,1808.32
2025-01-31,1829.6
2025-02-01,1816.38
2025-02-03,1801.18
2025-02-04,1813.28
2025-02-05,1816.73
2025-02-06,1808.54
2025-02-07,1810.97
2025-02-10,1789.27
2025-02-11,1746.05
2025-02-12,1758.01
2025-02-13,1769.25
2025-02-14,1742.91
2025-02-17,1741.25
2025-02-18,1741.75
2025-02-19,1743.88
2025-02-20,1742.06
2025-02-21,1751.56
2025-02-24,1734.75
2025-02-25,1722.6
2025-02-27,1718.09
2025-02-28,1688.81
2025-03-03,1676.36
2025-03-04,1675.73
2025-03-05,1701.57
2025-03-06,1708.03
2025-03-07,1707.96
2025-03-10,1707.5
2025-03-11,1721.29
2025-03-12,1701.85
2025-03-13,1687.94
2025-03-17,1717.74
2025-03-18,1747.76
2025-03-19,1785.4
2025-03-20,1795.28
2025-03-21,1827.3
2025-03-24,1851.61
2025-03-25,1829.98
2025-03-26,1815.58
2025-03-27,1836.73
2025-03-28,1831.22
2025-04-01,1830.5
2025-04-02,1844.95
2025-04-03,1844.4
2025-04-04,1823.64
2025-04-07,1759.92
2025-04-08,1798.17
2025-04-09,1804.83
2025-04-11,1799.65
2025-04-15,1860.49
2025-04-16,1880.12
2025-04-17,1899.25
2025-04-21,1918.51
2025-04-22,1917.08
2025-04-23,1925.91
2025-04-24,1923.29
2025-04-25,1932.32
2025-04-28,1953.72
2025-04-29,1958.6
2025-04-30,1981.76
2025-05-02,1968.77
2025-05-05,1975.78
2025-05-06,1922.09
2025-05-07,1938.49
2025-05-08,1920.76
2025-05-09,1904.26
2025-05-12,1962.35
2025-05-13,1971.42
2025-05-14,1987.76
2025-05-15,2015.8
2025-05-16,2023.13
2025-05-19,2037.39
2025-05-20,2021.36
2025-05-21,2041.59
2025-05-22,2036.14
2025-05-23,2088.23
2025-05-26,2087.0
2025-05-27,2083.32
2025-05-28,2112.41
2025-05-29,2114.82
2025-05-30,2117.76
2025-06-02,2107.94
2025-06-03,2084.25
2025-06-04,2085.11
2025-06-05,2087.23
2025-06-06,2111.99
2025-06-09,2125.22
2025-06-10,2113.76
2025-06-11,2117.86
2025-06-12,2080.83
2025-06-13,2081.77
2025-06-16,2116.83
2025-06-17,2110.67
2025-06-18,2102.77
2025-06-19,2088.56
2025-06-20,2124.51
2025-06-23,2123.19
2025-06-24,2143.14
2025-06-25,2154.87
2025-06-26,2171.26
2025-06-27,2175.59
2025-06-30,2188.91
2025-07-01,2194.21
2025-07-02,2172.35
2025-07-03,2144.02
2025-07-04,2139.46
2025-07-07,2141.78
2025-07-08,2148.57
2025-07-09,2146.27
2025-07-10,2132.25
2025-07-11,2125.57
2025-07-14,2142.18
2025-07-15,2131.66
2025-07-16,2123.77
2025-07-17,2100.18
2025-07-18,2078.43
2025-07-21,2099.05
2025-07-22,2108.63
2025-07-23,2102.3
2025-07-24,2080.72
2025-07-25,2083.33
2025-07-28,2080.5
2025-07-29,2077.35
2025-07-30,2095.58
2025-07-31,2094.17
2025-08-01,2045.96
2025-08-04,2063.69
2025-08-05,2069.77
2025-08-06,2075.18
2025-08-07,2085.43
2025-08-08,2093.39
2025-08-11,2101.6
2025-08-12,2110.13
2025-08-13,2113.99
2025-08-14,2118.44
2025-08-18,2151.7
2025-08-19,2149.09
2025-08-20,2155.1
2025-08-21,2163.04
2025-08-22,2138.07
2025-08-25,2139.01
2025-08-26,2104.26
2025-08-28,2092.39
2025-08-29,2075.04
2025-09-01,2092.7
2025-09-02,2089.79
2025-09-03,2089.4
2025-09-04,2069.12
2025-09-05,2070.5
2025-09-08,2060.74
2025-09-09,2071.54
2025-09-10,2096.26
2025-09-11,2092.31
2025-09-12,2099.68
2025-09-15,2099.76
2025-09-16,2095.29
2025-09-17,2074.89
2025-09-18,2095.62
2025-09-19,2097.35
2025-09-22,2111.32
2025-09-23,2098.2
2025-09-24,2091.51
2025-09-25,2079.87
2025-09-26,2066.78
2025-09-29,2068.3
2025-09-30,2074.81
2025-10-01,2094.83
2025-10-03,2086.56
2025-10-06,2093.84
2025-10-07,2090.44
2025-10-08,2067.32
2025-10-09,2088.55
2025-10-10,2082.32
2025-10-13,2080.11
2025-10-14,2080.98
2025-10-15,2126.35
2025-10-16,2102.98
2025-10-17,2103.98
2025-10-20,2100.74
2025-10-21,2102.71
2025-10-23,2103.18
2025-10-24,2090.03
2025-10-27,2105.38
2025-10-28,2128.18
2025-10-29,2146.21
2025-10-30,2139.3
2025-10-31,2118.18
2025-11-03,2134.62
2025-11-04,2150.65
2025-11-06,2133.89
2025-11-07,2167.98
2025-11-10,2163.75
2025-11-11,2174.28
2025-11-12,2211.32
2025-11-13,2208.12
2025-11-14,2198.24
2025-11-17,2209.81
2025-11-18,2195.33
2025-11-19,2190.87
2025-11-20,2200.19
2025-11-21,2179.51
2025-11-24,2177.01
2025-11-25,2190.92
2025-11-26,2215.12
2025-11-27,2196.98
2025-11-28,2171.04
2025-12-01,2176.2
2025-12-02,2166.23
2025-12-03,2146.17
2025-12-04,2165.43
2025-12-05,2172.3
2025-12-08,2162.52
2025-12-09,2158.55
2025-12-10,2170.56
2025-12-11,2169.84
2025-12-12,2186.09
2025-12-15,2183.03
2025-12-16,2168.11
2025-12-17,2146.94
2025-12-18,2156.62
2025-12-19,2169.9
2025-12-22,2166.84
2025-12-23,2170.55
2025-12-24,2162.28
2025-12-26,2150.9
2025-12-29,2139.81
2025-12-30,2140.58
2025-12-31,2167.44
2026-01-01,2170.88
2026-01-02,2184.1
2026-01-05,2194.69
2026-01-06,2218.21
2026-01-07,2199.13
2026-01-08,2174.09
2026-01-09,2160.2
2026-01-12,2165.9
2026-01-13,2153.08
2026-01-14,2135.8
2026-01-16,2134.23
2026-01-19,2130.75
2026-01-20,2108.85
2026-01-21,2099.09
2026-01-22,2098.92
2026-01-23,2066.41
2026-01-27,2079.09
2026-01-28,2104.93
2026-01-29,2080.04
2026-01-30,2095.55
2026-02-01,2081.71
2026-02-02,2091.31
2026-02-03,2115.95
2026-02-04,2131.56
2026-02-05,2124.61
2026-02-06,2118.5
2026-02-09,2143.24
2026-02-10,2145.38
2026-02-11,2143.89
2026-02-12,2156.44
2026-02-13,2152.4
2026-02-16,2165.15
2026-02-17,2171.47
2026-02-18,2193.39
2026-02-19,2180.06
2026-02-20,2190.11
2026-02-23,2221.06
2026-02-24,2193.68
2026-02-25,2205.28
2026-02-26,2210.5
2026-02-27,2158.98
2026-03-02,2144.19
2026-03-04,2074.66
2026-03-05,2083.94
2026-03-06,2060.98
2026-03-09,2038.95
2026-03-10,2061.26
2026-03-11,2043.95
2026-03-12,2034.22
2026-03-13,1988.88
2026-03-16,1996.32
2026-03-17,2012.0
2026-03-18,2022.65
2026-03-19,1973.27
2026-03-20,1966.82
2026-03-23,1891.95
2026-03-24,1910.07
2026-03-25,1936.57
2026-03-27,1913.95
2026-03-30,1857.23
2026-04-01,1855.3
2026-04-02,1839.41
2026-04-06,1876.32
2026-04-07,1880.07
2026-04-08,1945.61
2026-04-09,1945.79
2026-04-10,1979.26
2026-04-13,1986.64
2026-04-15,2049.9
2026-04-16,2052.43
2026-04-17,2043.31
2026-04-20,2035.08
2026-04-21,2008.28
2026-04-22,1986.08
2026-04-23,1959.47
2026-04-24,1924.43
2026-04-27,1946.46
2026-04-28,1940.93
2026-04-29,1949.5
2026-04-30,1929.41
2026-05-04,1942.75
2026-05-05,1944.9
2026-05-06,1982.68
2026-05-07,2021.16
2026-05-08,2012.97
2026-05-11,2013.59
2026-05-12,1959.82
2026-05-13,1956.24
2026-05-14,1984.04
2026-05-15,1970.28
2026-05-18,1955.55
2026-05-19,1976.08
2026-05-20,1959.84
2026-05-21,1970.72
2026-05-22,1992.3
2026-05-25,2021.9
2026-05-26,2019.33
2026-05-27,1994.49
2026-05-29,1957.84
2026-06-01,1924.89
2026-06-02,1910.34
2026-06-03,1892.99
2026-06-04,1890.73
2026-06-05,1908.15
2026-06-08,1881.76
2026-06-09,1894.3
2026-06-10,1864.75
2026-06-11,1843.75
2026-06-12,1855.77
2026-06-15,1911.03
2026-06-16,1908.59
2026-06-17,1930.88
2026-06-18,1978.69
2026-06-19,1986.07
2026-06-22,1998.84
2026-06-23,1983.75
2026-06-24,1963.55
2026-06-25,1939.14
2026-06-29,1935.44
2026-06-30,1925.66
2026-07-01,1935.1
2026-07-02,1938.28
2026-07-03,1930.5
2026-07-06,1926.24
2026-07-07,1952.72
2026-07-08,1914.79
2026-07-09,1932.57
2026-07-10,1977.02
2026-07-13,1973.47
2026-07-14,1947.37
2026-07-15,1974.38
2026-07-16,1919.52
2026-07-17,1899.01
2026-07-20,1900.75
2026-07-21,1901.6
2026-07-22,1876.73
2026-07-23,1886.58
2026-07-24,1895.16
2026-07-27,1901.75
2026-07-28,1906.99
2026-07-29,1906.71
2026-07-30,1894.09
2026-07-31,1894.54
2026-08-03,1925.25
2026-08-04,1886.96
2026-08-05,1902.12
2026-08-06,1882.25
2026-08-07,1871.56
2026-08-10,1874.49
2026-08-11,1870.06
2026-08-12,1874.1
2026-08-13,1865.85
2026-08-14,1866.45
2026-08-17,1874.68
2026-08-18,1870.13
2026-08-19,1862.36
2026-08-20,1874.37
2026-08-21,1891.19
2026-08-24,1878.64
2026-08-25,1876.91
2026-08-26,1880.54
2026-08-27,1870.48
2026-08-28,1862.85
2026-08-31,1857.31
2026-09-01,1838.46
2026-09-02,1820.64
2026-09-03,1827.55
2026-09-04,1854.47
2026-09-07,1821.55
2026-09-08,1806.41
2026-09-09,1780.46
2026-09-10,1789.92
2026-09-11,1787.33
2026-09-15,1739.78
2026-09-16,1774.18
2026-09-17,1834.49
2026-09-18,1823.45
