date,NIFTY HEALTHCARE
2006-05-12,1575.0
2006-05-15,1524.27
2006-05-16,1513.88
2006-05-17,1541.72
2006-05-18,1454.43
2006-05-19,1377.33
2006-05-22,1326.73
2006-05-23,1368.39
2006-05-24,1372.14
2006-05-25,1352.6
2006-05-26,1381.86
2006-05-29,1373.92
2006-05-30,1366.83
2006-05-31,1327.28
2006-06-01,1294.6
2006-06-02,1317.68
2006-06-05,1296.17
2006-06-06,1252.36
2006-06-07,1198.56
2006-06-08,1126.92
2006-06-09,1189.54
2006-06-12,1179.5
2006-06-13,1136.34
2006-06-14,1114.33
2006-06-15,1165.77
2006-06-16,1199.35
2006-06-19,1214.3
2006-06-20,1206.03
2006-06-21,1235.63
2006-06-22,1245.77
2006-06-23,1252.13
2006-06-25,1261.82
2006-06-26,1219.11
2006-06-27,1219.01
2006-06-28,1206.81
2006-06-29,1213.74
2006-06-30,1242.58
2006-07-03,1240.99
2006-07-04,1227.99
2006-07-05,1248.91
2006-07-06,1244.38
2006-07-07,1224.14
2006-07-10,1229.38
2006-07-11,1243.04
2006-07-12,1249.57
2006-07-13,1251.49
2006-07-14,1235.06
2006-07-17,1201.57
2006-07-18,1201.98
2006-07-19,1185.45
2006-07-20,1216.66
2006-07-21,1207.41
2006-07-24,1207.33
2006-07-25,1229.36
2006-07-26,1252.94
2006-07-27,1261.76
2006-07-28,1270.38
2006-07-31,1272.82
2006-08-01,1267.18
2006-08-02,1276.61
2006-08-03,1282.01
2006-08-04,1286.71
2006-08-07,1286.18
2006-08-08,1300.54
2006-08-09,1317.21
2006-08-10,1326.45
2006-08-11,1334.72
2006-08-14,1354.73
2006-08-16,1369.63
2006-08-17,1375.65
2006-08-18,1406.4
2006-08-21,1406.91
2006-08-22,1398.05
2006-08-23,1380.53
2006-08-24,1388.34
2006-08-25,1396.24
2006-08-28,1393.0
2006-08-29,1398.4
2006-08-30,1403.93
2006-08-31,1405.9
2006-09-01,1433.63
2006-09-04,1445.19
2006-09-05,1445.37
2006-09-06,1449.92
2006-09-07,1434.03
2006-09-08,1444.8
2006-09-11,1393.52
2006-09-12,1400.34
2006-09-13,1424.71
2006-09-14,1430.85
2006-09-15,1429.22
2006-09-18,1445.31
2006-09-19,1432.23
2006-09-20,1434.11
2006-09-21,1445.86
2006-09-22,1440.53
2006-09-25,1435.42
2006-09-26,1445.85
2006-09-27,1456.38
2006-09-28,1449.41
2006-09-29,1457.96
2006-10-03,1445.04
2006-10-04,1435.22
2006-10-05,1444.12
2006-10-06,1439.79
2006-10-09,1445.47
2006-10-10,1447.33
2006-10-11,1431.11
2006-10-12,1442.95
2006-10-13,1451.23
2006-10-16,1453.94
2006-10-17,1439.83
2006-10-18,1458.02
2006-10-19,1442.76
2006-10-20,1438.8
2006-10-21,1443.07
2006-10-23,1426.98
2006-10-26,1427.09
2006-10-27,1435.74
2006-10-30,1442.25
2006-10-31,1438.92
2006-11-01,1439.72
2006-11-02,1450.6
2006-11-03,1454.23
2006-11-06,1465.39
2006-11-07,1470.94
2006-11-08,1461.64
2006-11-09,1474.32
2006-11-10,1490.85
2006-11-13,1498.36
2006-11-14,1507.23
2006-11-15,1510.29
2006-11-16,1496.43
2006-11-17,1470.47
2006-11-20,1454.95
2006-11-21,1467.95
2006-11-22,1480.77
2006-11-23,1478.37
2006-11-24,1486.06
2006-11-27,1487.88
2006-11-28,1482.59
2006-11-29,1487.15
2006-11-30,1482.86
2006-12-01,1503.09
2006-12-04,1513.01
2006-12-05,1510.6
2006-12-06,1499.09
2006-12-07,1493.57
2006-12-08,1484.91
2006-12-11,1450.48
2006-12-12,1404.84
2006-12-13,1426.61
2006-12-14,1457.49
2006-12-15,1472.14
2006-12-18,1483.54
2006-12-19,1458.62
2006-12-20,1456.21
2006-12-21,1468.65
2006-12-22,1485.41
2006-12-26,1501.67
2006-12-27,1517.52
2006-12-28,1503.97
2006-12-29,1510.09
2007-01-02,1521.17
2007-01-03,1540.45
2007-01-04,1541.03
2007-01-05,1528.41
2007-01-08,1519.52
2007-01-09,1502.62
2007-01-10,1482.94
2007-01-11,1510.96
2007-01-12,1538.73
2007-01-15,1551.49
2007-01-16,1548.07
2007-01-17,1561.48
2007-01-18,1565.55
2007-01-19,1545.31
2007-01-22,1556.99
2007-01-23,1530.99
2007-01-24,1514.77
2007-01-25,1519.05
2007-01-29,1522.87
2007-01-31,1521.06
2007-02-01,1529.84
2007-02-02,1542.86
2007-02-05,1550.53
2007-02-06,1550.49
2007-02-07,1562.51
2007-02-08,1558.16
2007-02-09,1536.38
2007-02-12,1491.52
2007-02-13,1480.46
2007-02-14,1488.34
2007-02-15,1519.68
2007-02-19,1519.15
2007-02-20,1513.54
2007-02-21,1513.13
2007-02-22,1480.76
2007-02-23,1446.27
2007-02-26,1454.02
2007-02-27,1446.08
2007-02-28,1396.77
2007-03-01,1412.91
2007-03-02,1400.44
2007-03-05,1340.97
2007-03-06,1356.86
2007-03-07,1356.75
2007-03-08,1402.72
2007-03-09,1394.02
2007-03-12,1404.99
2007-03-13,1419.35
2007-03-14,1396.08
2007-03-15,1403.03
2007-03-16,1396.9
2007-03-19,1408.74
2007-03-20,1421.51
2007-03-21,1428.53
2007-03-22,1436.93
2007-03-23,1441.06
2007-03-26,1434.33
2007-03-28,1428.5
2007-03-29,1440.21
2007-03-30,1474.4
2007-04-02,1437.3
2007-04-03,1445.99
2007-04-04,1473.37
2007-04-05,1473.62
2007-04-09,1488.92
2007-04-10,1500.86
2007-04-11,1488.9
2007-04-12,1486.11
2007-04-13,1495.96
2007-04-16,1511.68
2007-04-17,1504.93
2007-04-18,1528.74
2007-04-19,1532.84
2007-04-20,1542.0
2007-04-23,1542.72
2007-04-24,1552.68
2007-04-25,1576.59
2007-04-26,1581.23
2007-04-27,1522.7
2007-04-30,1527.08
2007-05-03,1544.88
2007-05-04,1539.26
2007-05-07,1537.32
2007-05-08,1519.28
2007-05-09,1521.78
2007-05-10,1522.09
2007-05-11,1513.11
2007-05-14,1531.0
2007-05-15,1533.26
2007-05-16,1538.0
2007-05-17,1541.84
2007-05-18,1541.74
2007-05-21,1556.54
2007-05-22,1564.14
2007-05-23,1557.41
2007-05-24,1551.88
2007-05-25,1552.86
2007-05-28,1573.5
2007-05-29,1601.46
2007-05-30,1583.87
2007-05-31,1595.53
2007-06-01,1600.72
2007-06-04,1593.25
2007-06-05,1597.87
2007-06-06,1573.98
2007-06-07,1564.9
2007-06-08,1555.07
2007-06-11,1560.31
2007-06-12,1556.72
2007-06-13,1560.85
2007-06-14,1579.06
2007-06-15,1580.63
2007-06-18,1570.87
2007-06-19,1575.31
2007-06-20,1587.56
2007-06-21,1588.04
2007-06-22,1596.65
2007-06-25,1580.25
2007-06-26,1580.41
2007-06-27,1570.98
2007-06-28,1563.66
2007-06-29,1581.35
2007-07-02,1600.05
2007-07-03,1600.77
2007-07-04,1602.65
2007-07-05,1590.04
2007-07-06,1583.8
2007-07-09,1591.76
2007-07-10,1590.12
2007-07-11,1581.52
2007-07-12,1597.17
2007-07-13,1591.92
2007-07-16,1578.88
2007-07-17,1581.76
2007-07-18,1581.01
2007-07-19,1584.68
2007-07-20,1577.38
2007-07-23,1568.63
2007-07-24,1555.99
2007-07-25,1536.0
2007-07-26,1555.62
2007-07-27,1512.18
2007-07-30,1509.82
2007-07-31,1525.01
2007-08-01,1475.46
2007-08-02,1484.33
2007-08-03,1491.89
2007-08-06,1476.68
2007-08-07,1489.06
2007-08-08,1508.26
2007-08-09,1496.83
2007-08-10,1478.44
2007-08-13,1493.66
2007-08-14,1488.62
2007-08-16,1446.99
2007-08-17,1431.4
2007-08-20,1453.83
2007-08-21,1407.39
2007-08-22,1401.52
2007-08-23,1387.07
2007-08-24,1403.92
2007-08-27,1430.29
2007-08-28,1434.98
2007-08-29,1429.57
2007-08-30,1438.19
2007-08-31,1463.44
2007-09-03,1487.5
2007-09-04,1508.11
2007-09-05,1519.99
2007-09-06,1526.28
2007-09-07,1524.47
2007-09-10,1527.97
2007-09-11,1521.79
2007-09-12,1513.74
2007-09-13,1518.65
2007-09-14,1503.5
2007-09-17,1503.43
2007-09-18,1501.05
2007-09-19,1516.58
2007-09-20,1506.49
2007-09-21,1492.87
2007-09-24,1491.88
2007-09-25,1501.76
2007-09-26,1501.22
2007-09-27,1510.71
2007-09-28,1538.15
2007-10-01,1557.91
2007-10-03,1550.99
2007-10-04,1554.13
2007-10-05,1551.66
2007-10-08,1506.75
2007-10-09,1527.9
2007-10-10,1541.8
2007-10-11,1571.43
2007-10-12,1548.81
2007-10-15,1567.81
2007-10-16,1570.97
2007-10-17,1541.19
2007-10-18,1539.82
2007-10-19,1518.38
2007-10-22,1529.14
2007-10-23,1571.34
2007-10-24,1569.09
2007-10-25,1559.81
2007-10-26,1585.17
2007-10-29,1606.02
2007-10-30,1596.06
2007-10-31,1608.5
2007-11-01,1603.78
2007-11-02,1609.13
2007-11-05,1594.41
2007-11-06,1584.08
2007-11-07,1583.1
2007-11-08,1579.07
2007-11-09,1573.76
2007-11-12,1571.52
2007-11-13,1575.37
2007-11-14,1607.88
2007-11-15,1601.35
2007-11-16,1589.9
2007-11-19,1618.78
2007-11-20,1612.71
2007-11-21,1560.79
2007-11-22,1560.73
2007-11-23,1563.57
2007-11-26,1580.72
2007-11-27,1576.03
2007-11-28,1563.43
2007-11-29,1545.85
2007-11-30,1558.06
2007-12-03,1571.18
2007-12-04,1571.95
2007-12-05,1612.38
2007-12-06,1620.65
2007-12-07,1633.64
2007-12-10,1623.56
2007-12-11,1649.4
2007-12-12,1695.61
2007-12-13,1694.5
2007-12-14,1746.78
2007-12-17,1695.52
2007-12-18,1721.85
2007-12-19,1719.13
2007-12-20,1720.25
2007-12-24,1746.94
2007-12-26,1746.64
2007-12-27,1731.35
2007-12-28,1754.96
2007-12-31,1773.85
2008-01-01,1772.67
2008-01-02,1795.46
2008-01-03,1759.88
2008-01-04,1759.68
2008-01-07,1748.78
2008-01-08,1726.94
2008-01-09,1719.22
2008-01-10,1671.98
2008-01-11,1687.75
2008-01-14,1688.06
2008-01-15,1680.31
2008-01-16,1664.63
2008-01-17,1665.5
2008-01-18,1624.64
2008-01-21,1493.6
2008-01-22,1401.02
2008-01-23,1450.84
2008-01-24,1394.13
2008-01-25,1477.47
2008-01-28,1467.31
2008-01-29,1487.43
2008-01-30,1488.68
2008-01-31,1466.22
2008-02-01,1483.59
2008-02-04,1508.47
2008-02-05,1534.12
2008-02-06,1514.23
2008-02-07,1485.42
2008-02-08,1490.08
2008-02-11,1446.05
2008-02-12,1442.18
2008-02-13,1436.63
2008-02-14,1479.58
2008-02-15,1507.4
2008-02-18,1500.31
2008-02-19,1521.69
2008-02-20,1495.87
2008-02-21,1528.37
2008-02-22,1524.94
2008-02-25,1546.98
2008-02-26,1551.68
2008-02-27,1575.4
2008-02-28,1601.9
2008-02-29,1599.06
2008-03-03,1604.56
2008-03-04,1578.23
2008-03-05,1606.95
2008-03-07,1574.45
2008-03-10,1562.77
2008-03-11,1571.02
2008-03-12,1589.41
2008-03-13,1548.04
2008-03-14,1574.44
2008-03-17,1493.51
2008-03-18,1498.35
2008-03-19,1511.19
2008-03-24,1514.98
2008-03-25,1547.21
2008-03-26,1530.52
2008-03-27,1553.94
2008-03-28,1580.04
2008-03-31,1573.22
2008-04-01,1565.76
2008-04-02,1579.53
2008-04-03,1587.9
2008-04-04,1574.54
2008-04-07,1608.48
2008-04-08,1609.86
2008-04-09,1625.26
2008-04-10,1611.66
2008-04-11,1611.49
2008-04-15,1655.35
2008-04-16,1661.74
2008-04-17,1668.12
2008-04-21,1701.15
2008-04-22,1723.1
2008-04-23,1725.96
2008-04-24,1714.95
2008-04-25,1727.67
2008-04-28,1739.75
2008-04-29,1755.75
2008-04-30,1768.14
2008-05-02,1775.54
2008-05-05,1776.99
2008-05-06,1755.94
2008-05-07,1758.9
2008-05-08,1750.69
2008-05-09,1723.99
2008-05-12,1727.1
2008-05-13,1731.45
2008-05-14,1754.9
2008-05-15,1772.1
2008-05-16,1789.2
2008-05-20,1761.94
2008-05-21,1747.02
2008-05-22,1737.4
2008-05-23,1737.07
2008-05-26,1739.46
2008-05-27,1749.53
2008-05-28,1781.66
2008-05-29,1781.41
2008-05-30,1807.46
2008-06-02,1794.46
2008-06-03,1793.89
2008-06-04,1749.43
2008-06-05,1787.41
2008-06-06,1770.28
2008-06-09,1776.84
2008-06-10,1813.4
2008-06-11,1822.59
2008-06-12,1828.48
2008-06-13,1848.28
2008-06-16,1860.86
2008-06-17,1872.75
2008-06-18,1860.47
2008-06-19,1829.37
2008-06-20,1787.24
2008-06-23,1741.87
2008-06-24,1711.0
2008-06-25,1720.1
2008-06-26,1727.1
2008-06-27,1704.19
2008-06-30,1717.96
2008-07-01,1681.49
2008-07-02,1719.42
2008-07-03,1693.81
2008-07-04,1696.06
2008-07-07,1691.19
2008-07-08,1685.85
2008-07-09,1713.13
2008-07-10,1709.79
2008-07-11,1699.2
2008-07-14,1688.82
2008-07-15,1620.46
2008-07-16,1641.5
2008-07-17,1645.55
2008-07-18,1653.25
2008-07-21,1706.29
2008-07-22,1728.38
2008-07-23,1752.48
2008-07-24,1749.85
2008-07-25,1745.3
2008-07-28,1751.19
2008-07-29,1724.6
2008-07-30,1753.69
2008-07-31,1733.92
2008-08-01,1742.0
2008-08-04,1762.44
2008-08-05,1771.56
2008-08-06,1762.36
2008-08-07,1766.87
2008-08-08,1773.41
2008-08-11,1776.12
2008-08-12,1757.13
2008-08-13,1774.88
2008-08-14,1779.4
2008-08-18,1772.09
2008-08-19,1779.12
2008-08-20,1806.56
2008-08-21,1776.79
2008-08-22,1783.75
2008-08-25,1783.18
2008-08-26,1786.9
2008-08-27,1784.43
2008-08-28,1771.57
2008-08-29,1788.13
2008-09-01,1794.84
2008-09-02,1808.78
2008-09-04,1808.74
2008-09-05,1774.94
2008-09-08,1793.47
2008-09-09,1779.27
2008-09-10,1773.66
2008-09-11,1742.05
2008-09-12,1743.23
2008-09-15,1686.57
2008-09-16,1642.85
2008-09-17,1615.08
2008-09-18,1596.19
2008-09-19,1636.13
2008-09-22,1638.65
2008-09-23,1625.72
2008-09-24,1632.45
2008-09-25,1606.04
2008-09-26,1588.67
2008-09-29,1540.5
2008-09-30,1552.87
2008-10-01,1560.31
2008-10-03,1546.58
2008-10-06,1472.18
2008-10-07,1441.1
2008-10-08,1405.67
2008-10-10,1347.4
2008-10-13,1369.21
2008-10-14,1436.28
2008-10-15,1404.85
2008-10-16,1392.05
2008-10-17,1353.6
2008-10-20,1383.03
2008-10-21,1399.14
2008-10-22,1360.33
2008-10-23,1307.91
2008-10-24,1203.24
2008-10-27,1136.93
2008-10-28,1173.22
2008-10-29,1131.31
2008-10-31,1168.12
2008-11-03,1196.17
2008-11-04,1203.59
2008-11-05,1229.3
2008-11-06,1235.27
2008-11-07,1242.35
2008-11-10,1291.23
2008-11-11,1260.11
2008-11-12,1243.85
2008-11-14,1229.25
2008-11-17,1216.05
2008-11-18,1198.95
2008-11-19,1187.26
2008-11-20,1166.15
2008-11-21,1183.26
2008-11-24,1189.66
2008-11-25,1183.08
2008-11-26,1207.17
2008-11-28,1205.92
2008-12-01,1183.21
2008-12-02,1180.41
2008-12-03,1174.71
2008-12-04,1186.31
2008-12-05,1172.9
2008-12-08,1175.46
2008-12-10,1191.96
2008-12-11,1181.46
2008-12-12,1177.48
2008-12-15,1196.86
2008-12-16,1222.44
2008-12-17,1203.16
2008-12-18,1210.35
2008-12-19,1228.52
2008-12-22,1220.47
2008-12-23,1198.92
2008-12-24,1195.78
2008-12-26,1202.07
2008-12-29,1215.75
2008-12-30,1231.59
2008-12-31,1239.42
2009-01-01,1246.17
2009-01-02,1251.21
2009-01-05,1250.73
2009-01-06,1256.76
2009-01-07,1201.89
2009-01-09,1196.27
2009-01-12,1188.52
2009-01-13,1182.35
2009-01-14,1204.32
2009-01-15,1184.64
2009-01-16,1196.26
2009-01-19,1188.18
2009-01-20,1175.21
2009-01-21,1148.9
2009-01-22,1133.08
2009-01-23,1129.66
2009-01-27,1147.17
2009-01-28,1147.91
2009-01-29,1136.03
2009-01-30,1127.01
2009-02-02,1112.37
2009-02-03,1105.07
2009-02-04,1100.49
2009-02-05,1099.94
2009-02-06,1118.12
2009-02-09,1139.44
2009-02-10,1156.72
2009-02-11,1142.63
2009-02-12,1140.74
2009-02-13,1134.82
2009-02-16,1116.37
2009-02-17,1105.94
2009-02-18,1101.84
2009-02-19,1101.55
2009-02-20,1089.2
2009-02-24,1085.27
2009-02-25,1092.37
2009-02-26,1079.27
2009-02-27,1076.78
2009-03-02,1070.69
2009-03-03,1054.94
2009-03-04,1065.09
2009-03-05,1046.26
2009-03-06,1053.94
2009-03-09,1038.07
2009-03-12,1052.97
2009-03-13,1056.78
2009-03-16,1064.22
2009-03-17,1065.11
2009-03-18,1074.55
2009-03-19,1076.98
2009-03-20,1070.87
2009-03-23,1102.68
2009-03-24,1100.17
2009-03-25,1102.55
2009-03-26,1119.2
2009-03-27,1143.81
2009-03-30,1142.55
2009-03-31,1173.9
2009-04-01,1161.39
2009-04-02,1180.08
2009-04-06,1182.23
2009-04-08,1219.94
2009-04-09,1213.69
2009-04-13,1232.37
2009-04-15,1283.9
2009-04-16,1268.35
2009-04-17,1254.71
2009-04-20,1250.41
2009-04-21,1267.29
2009-04-22,1248.76
2009-04-23,1256.48
2009-04-24,1268.26
2009-04-27,1278.16
2009-04-28,1256.5
2009-04-29,1270.45
2009-05-04,1292.89
2009-05-05,1298.1
2009-05-06,1290.8
2009-05-07,1314.29
2009-05-08,1301.63
2009-05-11,1288.26
2009-05-12,1303.0
2009-05-13,1295.56
2009-05-14,1293.46
2009-05-15,1317.79
2009-05-18,1464.39
2009-05-19,1364.75
2009-05-20,1379.59
2009-05-21,1380.1
2009-05-22,1401.04
2009-05-25,1454.93
2009-05-26,1431.15
2009-05-27,1460.17
2009-05-28,1452.75
2009-05-29,1425.85
2009-06-01,1422.69
2009-06-02,1423.47
2009-06-03,1459.93
2009-06-04,1501.76
2009-06-05,1516.13
2009-06-08,1480.24
2009-06-09,1506.58
2009-06-10,1537.82
2009-06-11,1542.81
2009-06-12,1518.06
2009-06-15,1508.23
2009-06-16,1524.79
2009-06-17,1497.18
2009-06-18,1491.37
2009-06-19,1514.44
2009-06-22,1502.45
2009-06-23,1500.07
2009-06-24,1544.02
2009-06-25,1529.64
2009-06-26,1496.96
2009-06-29,1486.53
2009-06-30,1454.0
2009-07-01,1461.34
2009-07-02,1476.69
2009-07-03,1501.29
2009-07-06,1470.92
2009-07-07,1485.74
2009-07-08,1465.13
2009-07-09,1482.37
2009-07-10,1450.12
2009-07-13,1440.03
2009-07-14,1471.95
2009-07-15,1506.05
2009-07-16,1512.9
2009-07-17,1529.06
2009-07-20,1555.76
2009-07-21,1560.39
2009-07-22,1549.65
2009-07-23,1587.19
2009-07-24,1594.13
2009-07-27,1595.07
2009-07-28,1589.9
2009-07-29,1559.57
2009-07-30,1558.29
2009-07-31,1570.33
2009-08-03,1592.37
2009-08-04,1571.32
2009-08-05,1583.94
2009-08-06,1573.33
2009-08-07,1556.35
2009-08-10,1559.6
2009-08-11,1573.23
2009-08-12,1597.47
2009-08-13,1622.3
2009-08-14,1612.9
2009-08-17,1571.14
2009-08-18,1582.53
2009-08-19,1564.25
2009-08-20,1571.58
2009-08-21,1577.07
2009-08-24,1592.27
2009-08-25,1616.49
2009-08-26,1622.44
2009-08-27,1639.65
2009-08-28,1635.03
2009-08-31,1621.59
2009-09-01,1603.23
2009-09-02,1608.14
2009-09-03,1598.22
2009-09-04,1610.89
2009-09-07,1635.62
2009-09-08,1625.61
2009-09-09,1625.27
2009-09-10,1639.26
2009-09-11,1638.88
2009-09-14,1633.53
2009-09-15,1652.82
2009-09-16,1663.55
2009-09-17,1659.06
2009-09-18,1672.05
2009-09-22,1687.38
2009-09-23,1683.98
2009-09-24,1701.18
2009-09-25,1787.78
2009-09-29,1818.71
2009-09-30,1834.72
2009-10-01,1816.67
2009-10-05,1809.96
2009-10-06,1813.76
2009-10-07,1837.24
2009-10-08,1843.33
2009-10-09,1823.39
2009-10-12,1849.14
2009-10-14,1871.41
2009-10-15,1848.33
2009-10-16,1852.51
2009-10-17,1853.82
2009-10-20,1845.48
2009-10-21,1817.0
2009-10-22,1787.71
2009-10-23,1827.89
2009-10-26,1840.89
2009-10-27,1823.17
2009-10-28,1830.98
2009-10-29,1829.85
2009-10-30,1815.28
2009-11-03,1801.03
2009-11-04,1835.25
2009-11-05,1849.99
2009-11-06,1868.59
2009-11-09,1890.53
2009-11-10,1880.58
2009-11-11,1920.19
2009-11-12,1910.73
2009-11-13,1910.45
2009-11-16,1926.75
2009-11-17,1925.98
2009-11-18,1933.35
2009-11-19,1916.88
2009-11-20,1937.73
2009-11-23,1968.19
2009-11-24,1973.79
2009-11-25,1963.89
2009-11-26,1961.25
2009-11-27,1961.6
2009-11-30,1979.14
2009-12-01,2034.19
2009-12-02,2038.07
2009-12-03,2077.37
2009-12-04,2095.35
2009-12-07,2076.96
2009-12-08,2075.64
2009-12-09,2072.96
2009-12-10,2067.83
2009-12-11,2058.8
