date,NIFTY OIL & GAS
2009-12-07,2640.19
2009-12-08,2673.95
2009-12-09,2664.09
2009-12-10,2682.78
2009-12-11,2660.02
2009-12-14,2663.42
2009-12-15,2621.0
2009-12-16,2611.64
2009-12-17,2610.1
2009-12-18,2574.6
2009-12-21,2570.8
2009-12-22,2577.05
2009-12-23,2641.11
2009-12-24,2667.55
2009-12-29,2664.59
2009-12-30,2648.22
2009-12-31,2664.41
2010-01-04,2682.81
2010-01-05,2713.72
2010-01-06,2733.87
2010-01-07,2760.2
2010-01-08,2757.14
2010-01-11,2744.72
2010-01-12,2714.12
2010-01-13,2726.18
2010-01-14,2777.57
2010-01-15,2753.75
2010-01-18,2756.57
2010-01-19,2712.68
2010-01-20,2670.1
2010-01-21,2614.16
2010-01-22,2575.93
2010-01-25,2567.93
2010-01-27,2518.25
2010-01-28,2514.91
2010-01-29,2521.91
2010-02-01,2557.29
2010-02-02,2529.26
2010-02-03,2574.65
2010-02-04,2561.68
2010-02-05,2479.85
2010-02-06,2513.03
2010-02-08,2514.68
2010-02-09,2507.79
2010-02-10,2496.18
2010-02-11,2531.35
2010-02-15,2503.83
2010-02-16,2533.32
2010-02-17,2548.59
2010-02-18,2525.76
2010-02-19,2516.16
2010-02-22,2513.3
2010-02-23,2497.21
2010-02-24,2495.21
2010-02-25,2472.66
2010-02-26,2497.43
2010-03-02,2493.2
2010-03-03,2522.54
2010-03-04,2506.25
2010-03-05,2521.49
2010-03-08,2534.29
2010-03-09,2509.76
2010-03-10,2513.54
2010-03-11,2514.75
2010-03-12,2523.6
2010-03-15,2500.61
2010-03-16,2551.72
2010-03-17,2551.22
2010-03-18,2539.97
2010-03-19,2550.53
2010-03-22,2524.98
2010-03-23,2550.69
2010-03-25,2536.44
2010-03-26,2560.53
2010-03-29,2572.94
2010-03-30,2570.77
2010-03-31,2568.2
2010-04-01,2582.02
2010-04-05,2617.08
2010-04-06,2609.87
2010-04-07,2622.23
2010-04-08,2588.98
2010-04-09,2605.08
2010-04-12,2590.99
2010-04-13,2570.39
2010-04-15,2546.02
2010-04-16,2534.09
2010-04-19,2489.03
2010-04-20,2501.58
2010-04-21,2503.75
2010-04-22,2515.19
2010-04-23,2523.5
2010-04-26,2514.91
2010-04-27,2533.87
2010-04-28,2493.37
2010-04-29,2505.74
2010-04-30,2545.6
2010-05-03,2549.23
2010-05-04,2526.51
2010-05-05,2510.51
2010-05-06,2514.71
2010-05-07,2509.03
2010-05-10,2554.55
2010-05-11,2529.98
2010-05-12,2543.76
2010-05-13,2549.36
2010-05-14,2521.7
2010-05-17,2498.75
2010-05-18,2520.14
2010-05-19,2468.14
2010-05-20,2553.38
2010-05-21,2541.56
2010-05-24,2553.89
2010-05-25,2508.93
2010-05-26,2529.34
2010-05-27,2597.68
2010-05-28,2616.78
2010-05-31,2669.73
2010-06-01,2623.41
2010-06-02,2652.48
2010-06-03,2694.51
2010-06-04,2691.84
2010-06-07,2638.48
2010-06-08,2604.81
2010-06-09,2645.85
2010-06-10,2656.4
2010-06-11,2667.5
2010-06-14,2724.08
2010-06-15,2681.13
2010-06-16,2680.55
2010-06-17,2709.64
2010-06-18,2688.85
2010-06-21,2711.67
2010-06-22,2720.75
2010-06-23,2730.49
2010-06-24,2713.52
2010-06-25,2833.56
2010-06-28,2903.88
2010-06-29,2884.6
2010-06-30,2928.19
2010-07-01,2896.46
2010-07-02,2890.45
2010-07-05,2859.09
2010-07-06,2871.43
2010-07-07,2822.47
2010-07-08,2865.42
2010-07-09,2879.34
2010-07-12,2859.97
2010-07-13,2883.75
2010-07-14,2860.64
2010-07-15,2818.85
2010-07-16,2824.66
2010-07-19,2820.57
2010-07-20,2806.37
2010-07-21,2829.46
2010-07-22,2849.52
2010-07-23,2835.01
2010-07-26,2814.34
2010-07-27,2815.21
2010-07-28,2789.82
2010-07-29,2781.2
2010-07-30,2776.56
2010-08-02,2808.21
2010-08-03,2819.13
2010-08-04,2806.37
2010-08-05,2783.78
2010-08-06,2781.03
2010-08-09,2773.63
2010-08-10,2774.57
2010-08-11,2778.53
2010-08-12,2805.82
2010-08-13,2828.17
2010-08-16,2797.25
2010-08-17,2804.73
2010-08-18,2829.17
2010-08-19,2837.09
2010-08-20,2849.69
2010-08-23,2883.69
2010-08-24,2869.18
2010-08-25,2844.42
2010-08-26,2842.11
2010-08-27,2864.25
2010-08-30,2877.73
2010-08-31,2845.16
2010-09-01,2888.27
2010-09-02,2868.98
2010-09-03,2870.6
2010-09-06,2908.49
2010-09-07,2915.07
2010-09-08,2908.89
2010-09-09,2896.41
2010-09-13,2955.5
2010-09-14,2973.93
2010-09-15,3016.26
2010-09-16,2982.63
2010-09-17,3016.88
2010-09-20,3046.07
2010-09-21,3032.5
2010-09-22,3004.1
2010-09-23,2995.09
2010-09-24,3012.09
2010-09-27,3042.32
2010-09-28,3031.3
2010-09-29,2987.63
2010-09-30,2955.25
2010-10-01,2993.35
2010-10-04,2997.97
2010-10-05,3015.37
2010-10-06,3034.19
2010-10-07,3018.82
2010-10-08,3014.62
2010-10-11,3038.07
2010-10-12,3024.96
2010-10-13,3069.49
2010-10-14,3014.88
2010-10-15,2970.0
2010-10-18,2997.98
2010-10-19,2994.35
2010-10-20,2999.5
2010-10-21,3047.62
2010-10-22,3046.25
2010-10-25,3056.83
2010-10-26,3027.94
2010-10-27,2992.91
2010-10-28,2983.26
2010-10-29,3001.19
2010-11-01,3024.23
2010-11-02,3020.96
2010-11-03,3010.01
2010-11-04,3068.27
2010-11-05,3080.51
2010-11-08,3057.03
2010-11-09,3055.31
2010-11-10,3061.29
2010-11-11,3000.9
2010-11-12,2958.71
2010-11-15,2966.94
2010-11-16,2915.62
2010-11-18,2911.11
2010-11-19,2844.0
2010-11-22,2887.6
2010-11-23,2841.91
2010-11-24,2818.68
2010-11-25,2761.11
2010-11-26,2738.47
2010-11-29,2794.2
2010-11-30,2784.27
2010-12-01,2848.16
2010-12-02,2888.71
2010-12-03,2868.44
2010-12-06,2883.31
2010-12-07,2901.93
2010-12-08,2903.2
2010-12-09,2823.43
2010-12-10,2873.98
2010-12-13,2904.86
2010-12-14,2939.82
2010-12-15,2937.98
2010-12-16,2938.77
2010-12-20,2926.0
2010-12-21,2940.57
2010-12-22,2929.13
2010-12-23,2919.9
2010-12-24,2910.93
2010-12-27,2906.69
2010-12-28,2892.27
2010-12-29,2904.26
2010-12-30,2899.93
2010-12-31,2910.16
2011-01-03,2923.86
2011-01-04,2942.5
2011-01-05,2926.16
2011-01-06,2902.34
2011-01-07,2865.12
2011-01-10,2784.16
2011-01-11,2763.62
2011-01-12,2797.46
2011-01-13,2770.57
2011-01-14,2730.85
2011-01-17,2725.46
2011-01-18,2727.07
2011-01-19,2699.78
2011-01-20,2661.82
2011-01-21,2670.65
2011-01-24,2686.88
2011-01-25,2689.87
2011-01-27,2646.66
2011-01-28,2616.24
2011-01-31,2651.0
2011-02-01,2602.38
2011-02-02,2630.96
2011-02-03,2661.71
2011-02-04,2619.85
2011-02-07,2631.71
2011-02-08,2575.15
2011-02-09,2534.45
2011-02-10,2523.31
2011-02-11,2548.25
2011-02-14,2587.08
2011-02-15,2612.07
2011-02-16,2608.19
2011-02-17,2611.56
2011-02-18,2548.58
2011-02-21,2584.1
2011-02-22,2585.87
2011-02-23,2587.52
2011-02-24,2524.56
2011-02-25,2517.67
2011-02-28,2542.78
2011-03-01,2611.66
2011-03-03,2601.47
2011-03-04,2610.18
2011-03-07,2579.97
2011-03-08,2604.34
2011-03-09,2601.71
2011-03-10,2600.8
2011-03-11,2620.26
2011-03-14,2672.18
2011-03-15,2656.03
2011-03-16,2673.61
2011-03-17,2658.27
2011-03-18,2611.27
2011-03-21,2617.52
2011-03-22,2633.72
2011-03-23,2664.49
2011-03-24,2662.08
2011-03-25,2690.67
2011-03-28,2694.46
2011-03-29,2709.84
2011-03-30,2727.27
2011-03-31,2761.71
2011-04-01,2762.58
2011-04-04,2791.58
2011-04-05,2785.3
2011-04-06,2787.02
2011-04-07,2781.77
2011-04-08,2751.76
2011-04-11,2710.71
2011-04-13,2758.96
2011-04-15,2743.6
2011-04-18,2719.62
2011-04-19,2748.03
2011-04-20,2788.01
2011-04-21,2815.79
2011-04-25,2796.53
2011-04-26,2794.76
2011-04-27,2797.43
2011-04-28,2789.79
2011-04-29,2779.8
2011-05-02,2755.91
2011-05-03,2702.79
2011-05-04,2747.04
2011-05-05,2739.41
2011-05-06,2742.0
2011-05-09,2744.09
2011-05-10,2741.67
2011-05-11,2744.38
2011-05-12,2730.28
2011-05-13,2747.41
2011-05-16,2715.42
2011-05-17,2629.36
2011-05-18,2583.71
2011-05-19,2603.62
2011-05-20,2605.55
2011-05-23,2576.63
2011-05-24,2571.63
2011-05-25,2543.28
2011-05-26,2609.59
2011-05-27,2651.19
2011-05-30,2637.96
2011-05-31,2671.2
2011-06-01,2677.2
2011-06-02,2669.49
2011-06-03,2641.71
2011-06-06,2625.07
2011-06-07,2650.76
2011-06-08,2641.89
2011-06-09,2627.85
2011-06-10,2616.92
2011-06-13,2616.77
2011-06-14,2612.13
2011-06-15,2598.51
2011-06-16,2583.9
2011-06-17,2558.67
2011-06-20,2477.44
2011-06-21,2485.72
2011-06-22,2492.28
2011-06-23,2522.8
2011-06-24,2569.73
2011-06-27,2622.29
2011-06-28,2606.78
2011-06-29,2595.91
2011-06-30,2601.69
2011-07-01,2589.53
2011-07-04,2610.84
2011-07-05,2586.46
2011-07-06,2582.77
2011-07-07,2621.48
2011-07-08,2605.59
2011-07-11,2609.26
2011-07-12,2597.78
2011-07-13,2638.96
2011-07-14,2624.28
2011-07-15,2615.85
2011-07-18,2613.17
2011-07-19,2627.66
2011-07-20,2615.01
2011-07-21,2611.78
2011-07-22,2650.44
2011-07-25,2659.51
2011-07-26,2624.03
2011-07-27,2611.46
2011-07-28,2584.43
2011-07-29,2555.54
2011-08-01,2567.7
2011-08-02,2579.02
2011-08-03,2577.2
2011-08-04,2564.89
2011-08-05,2543.16
2011-08-08,2530.82
2011-08-09,2507.05
2011-08-10,2495.41
2011-08-11,2490.2
2011-08-12,2486.31
2011-08-16,2454.22
2011-08-17,2456.88
2011-08-18,2430.88
2011-08-19,2417.76
2011-08-22,2458.21
2011-08-23,2452.88
2011-08-24,2446.2
2011-08-25,2433.49
2011-08-26,2372.81
2011-08-29,2423.3
2011-08-30,2431.59
2011-09-02,2474.02
2011-09-05,2437.49
2011-09-06,2483.54
2011-09-07,2502.03
2011-09-08,2522.01
2011-09-09,2479.83
2011-09-12,2449.93
2011-09-13,2456.31
2011-09-14,2482.19
2011-09-15,2512.01
2011-09-16,2517.3
2011-09-19,2504.11
2011-09-20,2530.46
2011-09-21,2510.14
2011-09-22,2432.08
2011-09-23,2407.77
2011-09-26,2365.06
2011-09-27,2425.0
2011-09-28,2428.49
2011-09-29,2454.31
2011-09-30,2437.35
2011-10-03,2437.71
2011-10-04,2402.53
2011-10-05,2388.2
2011-10-07,2427.57
2011-10-10,2483.46
2011-10-11,2465.35
2011-10-12,2498.65
2011-10-13,2470.92
2011-10-14,2492.78
2011-10-17,2457.66
2011-10-18,2433.94
2011-10-19,2481.69
2011-10-20,2462.2
2011-10-21,2451.93
2011-10-24,2489.35
2011-10-25,2526.4
2011-10-26,2529.85
2011-10-28,2574.75
2011-10-31,2525.31
2011-11-01,2510.65
2011-11-02,2525.89
2011-11-03,2546.99
2011-11-04,2541.67
2011-11-08,2549.96
2011-11-09,2487.24
2011-11-11,2489.55
2011-11-14,2470.72
2011-11-15,2428.69
2011-11-16,2396.89
2011-11-17,2334.17
2011-11-18,2341.37
2011-11-21,2276.59
2011-11-22,2298.43
2011-11-23,2246.35
2011-11-24,2275.13
2011-11-25,2250.47
2011-11-28,2318.89
2011-11-29,2287.34
2011-11-30,2319.44
2011-12-01,2341.97
2011-12-02,2379.77
2011-12-05,2380.71
2011-12-07,2387.41
2011-12-08,2324.7
2011-12-09,2293.11
2011-12-12,2239.96
2011-12-13,2259.88
2011-12-14,2230.39
2011-12-15,2237.13
2011-12-16,2201.29
2011-12-19,2210.52
2011-12-20,2193.04
2011-12-21,2264.35
2011-12-22,2285.78
2011-12-23,2265.92
2011-12-26,2284.03
2011-12-27,2271.09
2011-12-28,2240.05
2011-12-29,2189.49
2011-12-30,2178.37
2012-01-02,2195.61
2012-01-03,2234.34
2012-01-04,2230.54
2012-01-05,2202.02
2012-01-06,2211.26
2012-01-07,2211.31
2012-01-09,2198.52
2012-01-10,2246.89
2012-01-11,2262.29
2012-01-12,2251.89
2012-01-13,2245.14
2012-01-16,2216.92
2012-01-17,2270.81
2012-01-18,2312.82
2012-01-19,2334.58
2012-01-20,2356.48
2012-01-23,2335.87
2012-01-24,2357.12
2012-01-25,2374.45
2012-01-27,2428.52
2012-01-30,2378.17
2012-01-31,2416.3
2012-02-01,2420.26
2012-02-02,2436.11
2012-02-03,2462.06
2012-02-06,2466.33
2012-02-07,2470.78
2012-02-08,2497.26
2012-02-09,2503.32
2012-02-10,2487.2
2012-02-13,2489.32
2012-02-14,2486.91
2012-02-15,2493.9
2012-02-16,2475.93
2012-02-17,2478.38
2012-02-21,2523.87
2012-02-22,2503.59
2012-02-23,2508.86
2012-02-24,2476.32
2012-02-27,2422.18
2012-02-28,2444.76
2012-02-29,2503.03
2012-03-01,2480.05
2012-03-02,2465.08
2012-03-03,2472.24
2012-03-05,2442.97
2012-03-06,2414.42
2012-03-07,2381.64
2012-03-09,2420.37
2012-03-12,2433.35
2012-03-13,2486.47
2012-03-14,2498.73
2012-03-15,2457.53
2012-03-16,2383.51
2012-03-19,2363.15
2012-03-20,2379.75
2012-03-21,2393.81
2012-03-22,2338.23
2012-03-23,2352.97
2012-03-26,2313.67
2012-03-27,2327.05
2012-03-28,2296.8
2012-03-29,2300.94
2012-03-30,2366.25
2012-04-02,2362.11
2012-04-03,2403.36
2012-04-04,2388.47
2012-04-09,2334.99
2012-04-10,2298.76
2012-04-11,2281.81
2012-04-12,2290.45
2012-04-13,2297.47
2012-04-16,2294.8
2012-04-17,2321.05
2012-04-18,2343.35
2012-04-19,2332.26
2012-04-20,2307.19
2012-04-23,2287.78
2012-04-24,2288.59
2012-04-25,2270.67
2012-04-26,2253.85
2012-04-27,2251.21
2012-04-28,2259.0
2012-04-30,2284.68
2012-05-02,2269.05
2012-05-03,2253.52
2012-05-04,2219.77
2012-05-07,2223.48
2012-05-08,2210.94
2012-05-09,2188.27
2012-05-10,2206.77
2012-05-11,2189.31
2012-05-14,2164.15
2012-05-15,2167.97
2012-05-16,2164.11
2012-05-17,2163.98
2012-05-18,2171.48
2012-05-21,2179.58
2012-05-22,2170.09
2012-05-23,2164.39
2012-05-24,2202.09
2012-05-25,2203.33
2012-05-28,2199.49
2012-05-29,2203.12
2012-05-30,2181.25
2012-05-31,2181.07
2012-06-01,2164.52
2012-06-04,2179.57
2012-06-05,2185.89
2012-06-06,2221.08
2012-06-07,2227.36
2012-06-08,2230.6
2012-06-11,2219.77
2012-06-12,2237.86
2012-06-13,2250.68
2012-06-14,2246.07
2012-06-15,2252.46
2012-06-18,2235.7
2012-06-19,2276.49
2012-06-20,2300.1
2012-06-21,2301.01
2012-06-22,2305.29
2012-06-25,2293.25
2012-06-26,2318.88
2012-06-27,2316.96
2012-06-28,2311.9
2012-06-29,2340.63
2012-07-02,2349.64
2012-07-03,2375.36
2012-07-04,2360.41
2012-07-05,2353.4
2012-07-06,2347.13
2012-07-09,2331.37
2012-07-10,2352.3
2012-07-11,2337.57
2012-07-12,2354.28
2012-07-13,2355.91
2012-07-16,2353.04
2012-07-17,2339.08
2012-07-18,2337.15
2012-07-19,2365.01
2012-07-20,2347.62
2012-07-23,2323.28
2012-07-24,2338.95
2012-07-25,2326.84
2012-07-26,2287.78
2012-07-27,2299.04
2012-07-30,2335.7
2012-07-31,2372.62
2012-08-01,2362.11
2012-08-02,2340.31
2012-08-03,2356.34
2012-08-06,2401.03
2012-08-07,2398.15
2012-08-08,2397.49
2012-08-09,2371.14
2012-08-10,2381.79
2012-08-13,2397.03
2012-08-14,2423.03
2012-08-16,2424.41
2012-08-17,2416.87
2012-08-21,2429.29
2012-08-22,2431.48
2012-08-23,2416.24
2012-08-24,2414.58
2012-08-27,2419.95
2012-08-28,2407.72
2012-08-29,2380.76
2012-08-30,2376.91
2012-08-31,2349.76
2012-09-03,2338.06
2012-09-04,2361.36
2012-09-05,2348.57
2012-09-06,2352.35
2012-09-07,2380.3
2012-09-08,2387.63
2012-09-10,2394.7
2012-09-11,2401.61
2012-09-12,2414.03
2012-09-13,2429.87
2012-09-14,2470.5
2012-09-17,2491.92
2012-09-18,2471.41
2012-09-20,2452.9
2012-09-21,2504.51
2012-09-24,2474.04
2012-09-25,2464.56
2012-09-26,2471.2
2012-09-27,2432.71
2012-09-28,2461.52
2012-10-01,2455.67
2012-10-03,2471.83
2012-10-04,2500.13
2012-10-05,2511.81
2012-10-08,2468.35
2012-10-09,2460.66
2012-10-10,2437.6
2012-10-11,2453.22
2012-10-12,2443.85
2012-10-15,2453.61
2012-10-16,2442.45
2012-10-17,2437.63
2012-10-18,2440.09
2012-10-19,2425.65
2012-10-22,2434.28
2012-10-23,2424.05
2012-10-25,2426.13
2012-10-26,2410.8
2012-10-29,2413.06
2012-10-30,2395.37
2012-10-31,2388.74
2012-11-01,2378.03
2012-11-02,2392.64
2012-11-05,2390.85
2012-11-06,2394.98
2012-11-07,2391.21
2012-11-08,2382.84
2012-11-09,2349.67
2012-11-12,2339.63
2012-11-13,2347.91
2012-11-15,2330.64
2012-11-16,2320.97
2012-11-19,2305.54
2012-11-20,2291.1
2012-11-21,2297.78
2012-11-22,2284.62
2012-11-23,2285.65
2012-11-26,2276.82
2012-11-27,2301.68
2012-11-29,2328.89
2012-11-30,2363.68
2012-12-03,2367.04
2012-12-04,2392.73
2012-12-05,2406.68
2012-12-06,2422.1
2012-12-07,2412.76
2012-12-10,2399.58
2012-12-11,2378.79
2012-12-12,2372.57
2012-12-13,2371.33
2012-12-14,2378.89
2012-12-17,2367.39
2012-12-18,2368.11
2012-12-19,2400.74
2012-12-20,2393.17
2012-12-21,2361.67
2012-12-24,2350.75
2012-12-26,2367.62
2012-12-27,2352.77
2012-12-28,2405.21
2012-12-31,2412.2
2013-01-01,2413.78
2013-01-02,2449.12
2013-01-03,2477.83
2013-01-04,2518.18
2013-01-07,2535.11
2013-01-08,2527.66
2013-01-09,2544.19
2013-01-10,2556.95
2013-01-11,2513.32
2013-01-14,2557.65
2013-01-15,2576.41
2013-01-16,2572.68
2013-01-17,2644.0
2013-01-18,2748.47
2013-01-21,2770.07
2013-01-22,2742.14
2013-01-23,2715.86
2013-01-24,2686.24
2013-01-25,2704.19
2013-01-28,2680.19
2013-01-29,2647.64
2013-01-30,2662.32
2013-01-31,2666.45
2013-02-01,2671.5
2013-02-04,2642.25
2013-02-05,2629.32
2013-02-06,2626.06
2013-02-07,2600.6
2013-02-08,2567.8
2013-02-11,2557.61
2013-02-12,2596.35
2013-02-13,2596.48
2013-02-14,2569.88
2013-02-15,2555.13
2013-02-18,2550.08
2013-02-19,2577.73
2013-02-20,2608.63
2013-02-21,2572.47
2013-02-22,2579.24
2013-02-25,2552.01
2013-02-26,2482.1
2013-02-27,2513.09
2013-02-28,2471.26
2013-03-01,2481.57
2013-03-04,2470.74
2013-03-05,2510.12
2013-03-06,2526.67
2013-03-07,2528.22
2013-03-08,2578.3
2013-03-11,2576.45
2013-03-12,2568.17
2013-03-13,2533.44
2013-03-14,2553.9
2013-03-15,2533.48
2013-03-18,2510.57
2013-03-19,2469.47
2013-03-20,2433.09
2013-03-21,2402.98
2013-03-22,2385.34
2013-03-25,2398.22
2013-03-26,2366.76
2013-03-28,2392.97
2013-04-01,2408.47
2013-04-02,2451.1
2013-04-03,2413.01
2013-04-04,2386.97
2013-04-05,2428.3
2013-04-08,2435.44
2013-04-09,2399.78
2013-04-10,2399.92
2013-04-11,2396.54
2013-04-12,2411.48
2013-04-15,2468.31
2013-04-16,2515.09
2013-04-17,2478.35
2013-04-18,2511.76
2013-04-22,2513.56
2013-04-23,2514.91
2013-04-25,2543.07
2013-04-26,2518.06
2013-04-29,2535.81
2013-04-30,2525.63
2013-05-02,2542.37
2013-05-03,2509.44
2013-05-06,2526.79
2013-05-07,2537.05
2013-05-08,2539.29
2013-05-09,2532.28
2013-05-10,2546.76
2013-05-11,2556.3
2013-05-13,2505.56
2013-05-14,2520.89
2013-05-15,2567.69
2013-05-16,2599.55
2013-05-17,2596.59
2013-05-20,2569.58
2013-05-21,2548.84
2013-05-22,2521.12
2013-05-23,2463.55
2013-05-24,2464.39
2013-05-27,2508.59
2013-05-28,2549.08
2013-05-29,2548.56
2013-05-30,2536.0
2013-05-31,2479.97
2013-06-03,2438.48
2013-06-04,2440.02
2013-06-05,2473.0
2013-06-06,2454.68
2013-06-07,2434.03
2013-06-10,2428.89
2013-06-11,2383.42
2013-06-12,2391.69
2013-06-13,2367.58
2013-06-14,2416.0
2013-06-17,2424.32
2013-06-18,2406.3
2013-06-19,2417.06
2013-06-20,2348.35
2013-06-21,2353.4
2013-06-24,2303.88
2013-06-25,2337.79
2013-06-26,2339.5
2013-06-27,2399.06
2013-06-28,2483.5
2013-07-01,2518.98
2013-07-02,2494.58
2013-07-03,2430.09
2013-07-04,2450.59
2013-07-05,2472.63
2013-07-08,2415.88
2013-07-09,2415.91
2013-07-10,2372.45
2013-07-11,2414.56
2013-07-12,2422.81
2013-07-15,2441.5
2013-07-16,2457.9
2013-07-17,2458.92
2013-07-18,2495.88
2013-07-19,2508.06
2013-07-22,2468.26
2013-07-23,2486.15
2013-07-24,2468.4
2013-07-25,2445.25
2013-07-26,2431.91
2013-07-29,2394.51
2013-07-30,2286.66
2013-07-31,2330.18
2013-08-01,2268.53
2013-08-02,2261.53
2013-08-05,2251.92
2013-08-06,2187.78
2013-08-07,2240.83
2013-08-08,2245.62
2013-08-12,2261.2
2013-08-13,2267.9
2013-08-14,2341.63
2013-08-16,2234.27
2013-08-19,2201.98
2013-08-20,2208.84
2013-08-21,2144.2
2013-08-22,2219.33
2013-08-23,2252.56
2013-08-26,2242.23
2013-08-27,2182.99
2013-08-28,2134.03
2013-08-29,2178.07
2013-08-30,2199.44
2013-09-02,2242.14
2013-09-03,2183.13
2013-09-04,2222.43
2013-09-05,2270.38
2013-09-06,2326.41
2013-09-10,2351.0
2013-09-11,2352.21
2013-09-12,2314.96
2013-09-13,2336.38
2013-09-16,2340.55
2013-09-17,2329.45
2013-09-18,2345.34
2013-09-19,2420.67
2013-09-20,2394.81
2013-09-23,2346.28
2013-09-24,2334.87
2013-09-25,2316.15
2013-09-26,2289.49
2013-09-27,2299.16
2013-09-30,2267.02
2013-10-01,2252.31
2013-10-03,2303.3
2013-10-04,2310.72
2013-10-07,2317.53
2013-10-08,2314.88
2013-10-09,2336.06
2013-10-10,2336.95
2013-10-11,2343.25
2013-10-14,2342.8
2013-10-15,2335.43
2013-10-17,2359.64
2013-10-18,2402.14
2013-10-21,2412.27
2013-10-22,2418.2
2013-10-23,2402.0
2013-10-24,2399.66
2013-10-25,2377.88
2013-10-28,2378.94
2013-10-29,2404.6
2013-10-30,2408.21
2013-10-31,2442.84
2013-11-01,2431.06
2013-11-03,2447.96
2013-11-05,2443.75
2013-11-06,2428.68
2013-11-07,2399.87
2013-11-08,2373.33
2013-11-11,2336.48
2013-11-12,2316.62
2013-11-13,2300.6
2013-11-14,2313.41
2013-11-18,2362.43
2013-11-19,2370.52
2013-11-20,2342.37
2013-11-21,2304.01
2013-11-22,2327.62
2013-11-25,2381.44
2013-11-26,2343.65
2013-11-27,2355.3
2013-11-28,2370.58
2013-11-29,2409.74
2013-12-02,2399.9
2013-12-03,2409.06
2013-12-04,2389.86
2013-12-05,2417.16
2013-12-06,2428.01
2013-12-09,2474.56
2013-12-10,2451.58
2013-12-11,2422.51
2013-12-12,2390.95
2013-12-13,2359.63
2013-12-16,2329.89
2013-12-17,2319.32
2013-12-18,2369.07
2013-12-19,2331.44
2013-12-20,2409.9
2013-12-23,2427.14
2013-12-24,2423.25
2013-12-26,2432.83
2013-12-27,2430.6
2013-12-30,2428.44
2013-12-31,2437.45
2014-01-01,2430.24
2014-01-02,2384.0
2014-01-03,2354.82
2014-01-06,2361.37
2014-01-07,2333.06
2014-01-08,2336.88
2014-01-09,2357.9
2014-01-10,2367.67
2014-01-13,2414.78
2014-01-14,2411.68
2014-01-15,2420.79
2014-01-16,2411.49
2014-01-17,2424.3
2014-01-20,2411.04
2014-01-21,2396.97
2014-01-22,2415.15
2014-01-23,2408.58
2014-01-24,2395.56
2014-01-27,2339.42
2014-01-28,2338.92
2014-01-29,2358.16
2014-01-30,2335.83
2014-01-31,2377.06
2014-02-03,2355.53
2014-02-04,2347.82
2014-02-05,2350.18
2014-02-06,2352.05
2014-02-07,2356.57
2014-02-10,2368.68
2014-02-11,2369.49
2014-02-12,2395.24
2014-02-13,2345.4
2014-02-14,2365.34
2014-02-17,2360.14
2014-02-18,2354.86
2014-02-19,2365.64
2014-02-20,2342.01
2014-02-21,2367.1
2014-02-24,2384.6
2014-02-25,2384.9
2014-02-26,2399.12
2014-02-28,2414.34
2014-03-03,2417.1
2014-03-04,2451.51
2014-03-05,2461.41
2014-03-06,2518.42
2014-03-07,2586.14
2014-03-10,2602.66
2014-03-11,2591.07
2014-03-12,2569.42
2014-03-13,2617.44
2014-03-14,2616.64
2014-03-18,2639.66
2014-03-19,2616.79
2014-03-20,2599.69
2014-03-21,2556.17
2014-03-22,2565.01
2014-03-24,2629.47
2014-03-25,2615.46
2014-03-26,2641.39
2014-03-27,2673.72
2014-03-28,2691.65
2014-03-31,2694.18
2014-04-01,2712.0
2014-04-02,2744.15
2014-04-03,2716.21
2014-04-04,2710.51
2014-04-07,2704.87
2014-04-09,2739.18
2014-04-10,2758.73
2014-04-11,2732.03
2014-04-15,2721.83
2014-04-16,2703.42
2014-04-17,2750.41
2014-04-21,2759.99
2014-04-22,2795.76
2014-04-23,2787.67
2014-04-25,2728.71
2014-04-28,2722.03
2014-04-29,2718.71
2014-04-30,2718.76
2014-05-02,2731.02
2014-05-05,2766.42
2014-05-06,2784.47
2014-05-07,2781.33
2014-05-08,2773.63
2014-05-09,2860.99
2014-05-12,2945.1
2014-05-13,3024.53
2014-05-14,3012.77
2014-05-15,3038.39
2014-05-16,3123.38
2014-05-19,3307.91
2014-05-20,3221.13
2014-05-21,3216.96
2014-05-22,3239.13
2014-05-23,3297.09
2014-05-26,3254.4
2014-05-27,3182.44
2014-05-28,3145.77
2014-05-29,3095.05
2014-05-30,3098.7
2014-06-02,3204.61
2014-06-03,3258.32
2014-06-04,3224.94
2014-06-05,3312.06
2014-06-06,3479.65
2014-06-09,3453.95
2014-06-10,3414.13
2014-06-11,3358.74
2014-06-12,3354.65
2014-06-13,3272.72
2014-06-16,3298.77
2014-06-17,3394.83
2014-06-18,3348.17
2014-06-19,3241.42
2014-06-20,3222.32
2014-06-23,3285.18
2014-06-24,3370.56
2014-06-25,3344.47
2014-06-26,3226.94
2014-06-27,3228.1
2014-06-30,3299.24
2014-07-01,3292.84
2014-07-02,3317.08
2014-07-03,3280.33
2014-07-04,3325.88
2014-07-07,3300.01
2014-07-08,3190.24
2014-07-09,3213.66
2014-07-10,3214.74
2014-07-11,3133.15
2014-07-14,3140.17
2014-07-15,3196.19
2014-07-16,3230.91
2014-07-17,3225.98
2014-07-18,3199.08
2014-07-21,3202.02
2014-07-22,3237.28
2014-07-23,3243.78
2014-07-24,3229.68
2014-07-25,3182.56
2014-07-28,3145.82
2014-07-30,3163.56
2014-07-31,3165.05
2014-08-01,3110.69
2014-08-04,3158.89
2014-08-05,3172.71
