date,NIFTY COMMERCIAL & TRANSPORT SERVICES
2009-11-24,2126.97
2009-11-25,2123.41
2009-11-26,2108.87
2009-11-27,2074.79
2009-11-30,2112.39
2009-12-01,2162.47
2009-12-02,2189.33
2009-12-03,2205.69
2009-12-04,2201.88
2009-12-07,2189.12
2009-12-08,2217.6
2009-12-09,2204.65
2009-12-10,2234.24
2009-12-11,2221.96
2009-12-14,2215.89
2009-12-15,2188.36
2009-12-16,2190.37
2009-12-17,2195.22
2009-12-18,2178.9
2009-12-21,2171.87
2009-12-22,2188.55
2009-12-23,2210.4
2009-12-24,2241.53
2009-12-29,2241.42
2009-12-30,2264.08
2009-12-31,2275.8
2010-01-04,2309.7
2010-01-05,2338.33
2010-01-06,2412.4
2010-01-07,2386.07
2010-01-08,2397.64
2010-01-11,2446.26
2010-01-12,2399.18
2010-01-13,2422.52
2010-01-14,2439.85
2010-01-15,2478.02
2010-01-18,2483.85
2010-01-19,2456.05
2010-01-20,2451.67
2010-01-21,2397.06
2010-01-22,2378.57
2010-01-25,2342.26
2010-01-27,2258.87
2010-01-28,2250.2
2010-01-29,2273.49
2010-02-01,2314.07
2010-02-02,2300.51
2010-02-03,2356.5
2010-02-04,2325.89
2010-02-05,2271.81
2010-02-06,2300.59
2010-02-08,2310.81
2010-02-09,2331.35
2010-02-10,2326.86
2010-02-11,2337.17
2010-02-15,2329.87
2010-02-16,2338.98
2010-02-17,2399.11
2010-02-18,2363.4
2010-02-19,2329.63
2010-02-22,2310.91
2010-02-23,2291.06
2010-02-24,2275.56
2010-02-25,2278.85
2010-02-26,2310.26
2010-03-02,2343.32
2010-03-03,2389.58
2010-03-04,2398.81
2010-03-05,2421.99
2010-03-08,2443.6
2010-03-09,2416.95
2010-03-10,2400.88
2010-03-11,2371.9
2010-03-12,2371.14
2010-03-15,2369.84
2010-03-16,2401.77
2010-03-17,2416.91
2010-03-18,2423.77
2010-03-19,2438.46
2010-03-22,2410.76
2010-03-23,2412.61
2010-03-25,2412.22
2010-03-26,2424.88
2010-03-29,2457.16
2010-03-30,2480.58
2010-03-31,2485.58
2010-04-01,2492.12
2010-04-05,2520.19
2010-04-06,2544.04
2010-04-07,2568.1
2010-04-08,2559.15
2010-04-09,2574.1
2010-04-12,2562.74
2010-04-13,2575.24
2010-04-15,2564.11
2010-04-16,2552.13
2010-04-19,2524.29
2010-04-20,2593.85
2010-04-21,2653.68
2010-04-22,2662.0
2010-04-23,2667.64
2010-04-26,2665.51
2010-04-27,2655.7
2010-04-28,2585.97
2010-04-29,2598.91
2010-04-30,2601.01
2010-05-03,2595.55
2010-05-04,2551.46
2010-05-05,2538.66
2010-05-06,2523.19
2010-05-07,2473.17
2010-05-10,2555.5
2010-05-11,2560.18
2010-05-12,2580.58
2010-05-13,2618.76
2010-05-14,2578.97
2010-05-17,2552.49
2010-05-18,2556.05
2010-05-19,2492.11
2010-05-20,2484.53
2010-05-21,2474.83
2010-05-24,2485.94
2010-05-25,2412.63
2010-05-26,2430.13
2010-05-27,2384.13
2010-05-28,2415.96
2010-05-31,2472.15
2010-06-01,2441.54
2010-06-02,2440.68
2010-06-03,2477.28
2010-06-04,2474.75
2010-06-07,2415.84
2010-06-08,2407.7
2010-06-09,2414.34
2010-06-10,2449.9
2010-06-11,2453.18
2010-06-14,2464.45
2010-06-15,2483.54
2010-06-16,2503.44
2010-06-17,2502.65
2010-06-18,2498.77
2010-06-21,2522.14
2010-06-22,2524.92
2010-06-23,2530.43
2010-06-24,2513.16
2010-06-25,2502.77
2010-06-28,2533.97
2010-06-29,2524.33
2010-06-30,2539.38
2010-07-01,2525.91
2010-07-02,2525.93
2010-07-05,2549.5
2010-07-06,2544.41
2010-07-07,2543.17
2010-07-08,2561.69
2010-07-09,2558.15
2010-07-12,2585.53
2010-07-13,2607.21
2010-07-14,2596.94
2010-07-15,2599.29
2010-07-16,2604.94
2010-07-19,2619.31
2010-07-20,2595.1
2010-07-21,2600.81
2010-07-22,2611.73
2010-07-23,2600.35
2010-07-26,2608.58
2010-07-27,2621.41
2010-07-28,2629.24
2010-07-29,2626.1
2010-07-30,2634.64
2010-08-02,2682.9
2010-08-03,2705.08
2010-08-04,2716.62
2010-08-05,2751.5
2010-08-06,2762.2
2010-08-09,2785.85
2010-08-10,2796.26
2010-08-11,2775.03
2010-08-12,2744.52
2010-08-13,2784.15
2010-08-16,2765.39
2010-08-17,2768.51
2010-08-18,2792.01
2010-08-19,2810.89
2010-08-20,2811.93
2010-08-23,2843.84
2010-08-24,2841.19
2010-08-25,2792.68
2010-08-26,2766.86
2010-08-27,2720.39
2010-08-30,2740.34
2010-08-31,2749.82
2010-09-01,2802.02
2010-09-02,2781.75
2010-09-03,2785.33
2010-09-06,2842.95
2010-09-07,2838.2
2010-09-08,2845.62
2010-09-09,2858.84
2010-09-13,2912.6
2010-09-14,2891.73
2010-09-15,2897.45
2010-09-16,2856.01
2010-09-17,2918.31
2010-09-20,2937.62
2010-09-21,2912.53
2010-09-22,2903.09
2010-09-23,2893.06
2010-09-24,2878.12
2010-09-27,2894.07
2010-09-28,2905.03
2010-09-29,2893.11
2010-09-30,2876.6
2010-10-01,2915.52
2010-10-04,2925.64
2010-10-05,2920.31
2010-10-06,2972.54
2010-10-07,2986.2
2010-10-08,2984.55
2010-10-11,3014.35
2010-10-12,2997.42
2010-10-13,2995.07
2010-10-14,2943.82
2010-10-15,2911.52
2010-10-18,2880.82
2010-10-19,2887.74
2010-10-20,2869.4
2010-10-21,2917.67
2010-10-22,2901.14
2010-10-25,2903.53
2010-10-26,2912.29
2010-10-27,2886.13
2010-10-28,2873.48
2010-10-29,2868.52
2010-11-01,2933.15
2010-11-02,2980.53
2010-11-03,2983.19
2010-11-04,3023.44
2010-11-05,3048.37
2010-11-08,3018.06
2010-11-09,3032.7
2010-11-10,3048.51
2010-11-11,3007.31
2010-11-12,2982.68
2010-11-15,2980.23
2010-11-16,2934.05
2010-11-18,2948.11
2010-11-19,2886.3
2010-11-22,2916.14
2010-11-23,2875.25
2010-11-24,2852.41
2010-11-25,2765.46
2010-11-26,2605.7
2010-11-29,2678.86
2010-11-30,2748.0
2010-12-01,2804.13
2010-12-02,2807.06
2010-12-03,2766.74
2010-12-06,2755.41
2010-12-07,2732.21
2010-12-08,2687.27
2010-12-09,2577.67
2010-12-10,2640.91
2010-12-13,2679.05
2010-12-14,2706.08
2010-12-15,2673.1
2010-12-16,2662.21
2010-12-20,2660.32
2010-12-21,2695.92
2010-12-22,2703.51
2010-12-23,2674.65
2010-12-24,2663.42
2010-12-27,2668.22
2010-12-28,2664.38
2010-12-29,2690.25
2010-12-30,2707.95
2010-12-31,2737.25
2011-01-03,2751.02
2011-01-04,2762.51
2011-01-05,2758.17
2011-01-06,2735.69
2011-01-07,2667.22
2011-01-10,2571.65
2011-01-11,2572.26
2011-01-12,2610.54
2011-01-13,2630.82
2011-01-14,2591.17
2011-01-17,2538.53
2011-01-18,2565.14
2011-01-19,2561.24
2011-01-20,2558.48
2011-01-21,2566.18
2011-01-24,2589.2
2011-01-25,2570.26
2011-01-27,2538.05
2011-01-28,2477.5
2011-01-31,2452.52
2011-02-01,2421.67
2011-02-02,2445.68
2011-02-03,2481.01
2011-02-04,2451.31
2011-02-07,2425.24
2011-02-08,2373.52
2011-02-09,2321.48
2011-02-10,2291.91
2011-02-11,2344.37
2011-02-14,2427.53
2011-02-15,2417.96
2011-02-16,2434.3
2011-02-17,2471.53
2011-02-18,2422.85
2011-02-21,2416.67
2011-02-22,2396.37
2011-02-23,2383.03
2011-02-24,2321.43
2011-02-25,2340.7
2011-02-28,2339.65
2011-03-01,2389.65
2011-03-03,2390.8
2011-03-04,2376.15
2011-03-07,2347.41
2011-03-08,2364.08
2011-03-09,2367.3
2011-03-10,2375.67
2011-03-11,2349.14
2011-03-14,2372.63
2011-03-15,2346.04
2011-03-16,2366.2
2011-03-17,2372.79
2011-03-18,2349.47
2011-03-21,2334.83
2011-03-22,2339.15
2011-03-23,2346.09
2011-03-24,2371.01
2011-03-25,2412.81
2011-03-28,2410.96
2011-03-29,2425.65
2011-03-30,2449.56
2011-03-31,2477.67
2011-04-01,2518.76
2011-04-04,2568.26
2011-04-05,2607.59
2011-04-06,2600.4
2011-04-07,2632.41
2011-04-08,2602.34
2011-04-11,2568.6
2011-04-13,2613.78
2011-04-15,2595.4
2011-04-18,2583.38
2011-04-19,2577.75
2011-04-20,2589.04
2011-04-21,2590.88
2011-04-25,2587.24
2011-04-26,2577.09
2011-04-27,2567.97
2011-04-28,2550.72
2011-04-29,2526.38
2011-05-02,2516.12
2011-05-03,2474.72
2011-05-04,2452.53
2011-05-05,2411.12
2011-05-06,2441.58
2011-05-09,2430.96
2011-05-10,2440.31
2011-05-11,2467.09
2011-05-12,2450.96
2011-05-13,2479.18
2011-05-16,2462.16
2011-05-17,2473.06
2011-05-18,2470.81
2011-05-19,2451.45
2011-05-20,2467.59
2011-05-23,2445.21
2011-05-24,2441.23
2011-05-25,2423.83
2011-05-26,2428.64
2011-05-27,2447.58
2011-05-30,2477.61
2011-05-31,2529.4
2011-06-01,2555.3
2011-06-02,2530.54
2011-06-03,2517.72
2011-06-06,2513.04
2011-06-07,2530.43
2011-06-08,2539.03
2011-06-09,2551.66
2011-06-10,2530.38
2011-06-13,2565.1
2011-06-14,2576.17
2011-06-15,2540.16
2011-06-16,2538.24
2011-06-17,2513.3
2011-06-20,2452.45
2011-06-21,2450.93
2011-06-22,2448.26
2011-06-23,2449.04
2011-06-24,2513.21
2011-06-27,2548.47
2011-06-28,2555.65
2011-06-29,2556.71
2011-06-30,2580.21
2011-07-01,2592.43
2011-07-04,2622.21
2011-07-05,2607.93
2011-07-06,2604.8
2011-07-07,2635.55
2011-07-08,2610.95
2011-07-11,2611.93
2011-07-12,2577.88
2011-07-13,2596.48
2011-07-14,2614.76
2011-07-15,2624.43
2011-07-18,2619.1
2011-07-19,2659.46
2011-07-20,2640.24
2011-07-21,2624.74
2011-07-22,2657.64
2011-07-25,2669.99
2011-07-26,2664.89
2011-07-27,2665.25
2011-07-28,2631.8
2011-07-29,2501.98
2011-08-01,2553.73
2011-08-02,2552.91
2011-08-03,2548.91
2011-08-04,2533.51
2011-08-05,2470.22
2011-08-08,2416.55
2011-08-09,2369.28
2011-08-10,2399.21
2011-08-11,2373.82
2011-08-12,2365.97
2011-08-16,2339.64
2011-08-17,2305.0
2011-08-18,2267.58
2011-08-19,2230.71
2011-08-22,2253.9
2011-08-23,2275.45
2011-08-24,2289.5
2011-08-25,2254.69
2011-08-26,2216.92
2011-08-29,2281.27
2011-08-30,2320.1
2011-09-02,2352.81
2011-09-05,2352.7
2011-09-06,2361.35
2011-09-07,2397.19
2011-09-08,2403.62
2011-09-09,2376.6
2011-09-12,2344.04
2011-09-13,2347.07
2011-09-14,2341.5
2011-09-15,2364.66
2011-09-16,2378.61
2011-09-19,2374.61
2011-09-20,2400.83
2011-09-21,2436.2
2011-09-22,2336.76
2011-09-23,2333.28
2011-09-26,2304.06
2011-09-27,2348.82
2011-09-28,2325.98
2011-09-29,2345.22
2011-09-30,2343.12
2011-10-03,2252.59
2011-10-04,2207.63
2011-10-05,2193.59
2011-10-07,2219.13
2011-10-10,2234.87
2011-10-11,2241.17
2011-10-12,2271.4
2011-10-13,2271.93
2011-10-14,2265.67
2011-10-17,2259.32
2011-10-18,2235.43
2011-10-19,2262.2
2011-10-20,2248.41
2011-10-21,2239.51
2011-10-24,2246.23
2011-10-25,2252.2
2011-10-26,2273.49
2011-10-28,2312.18
2011-10-31,2312.34
2011-11-01,2296.94
2011-11-02,2286.47
2011-11-03,2297.97
2011-11-04,2305.11
2011-11-08,2294.14
2011-11-09,2279.68
2011-11-11,2245.96
2011-11-14,2225.64
2011-11-15,2109.82
2011-11-16,2056.1
2011-11-17,2014.23
2011-11-18,1998.96
2011-11-21,1947.16
2011-11-22,1943.35
2011-11-23,1869.51
2011-11-24,1890.93
2011-11-25,1909.72
2011-11-28,1928.38
2011-11-29,1920.45
2011-11-30,1898.06
2011-12-01,1917.32
2011-12-02,1969.23
2011-12-05,1967.14
2011-12-07,1971.0
2011-12-08,1952.11
2011-12-09,1921.62
2011-12-12,1885.21
2011-12-13,1885.06
2011-12-14,1882.38
2011-12-15,1858.24
2011-12-16,1828.11
2011-12-19,1780.15
2011-12-20,1753.69
2011-12-21,1763.32
2011-12-22,1767.71
2011-12-23,1784.9
2011-12-26,1799.09
2011-12-27,1788.3
2011-12-28,1773.43
2011-12-29,1761.33
2011-12-30,1750.01
2012-01-02,1731.88
2012-01-03,1778.35
2012-01-04,1778.59
2012-01-05,1777.05
2012-01-06,1779.8
2012-01-07,1787.2
2012-01-09,1801.51
2012-01-10,1846.95
2012-01-11,1889.3
2012-01-12,1889.02
2012-01-13,1915.98
2012-01-16,1949.7
2012-01-17,1985.32
2012-01-18,2006.74
2012-01-19,2079.19
2012-01-20,2059.58
2012-01-23,2031.17
2012-01-24,2062.33
2012-01-25,2072.07
2012-01-27,2117.34
2012-01-30,2046.77
2012-01-31,2100.06
2012-02-01,2119.11
2012-02-02,2143.67
2012-02-03,2157.45
2012-02-06,2174.98
2012-02-07,2103.86
2012-02-08,2135.37
2012-02-09,2141.39
2012-02-10,2146.54
2012-02-13,2118.96
2012-02-14,2105.43
2012-02-15,2155.9
2012-02-16,2210.94
2012-02-17,2237.46
2012-02-21,2253.5
2012-02-22,2155.14
2012-02-23,2133.02
2012-02-24,2118.11
2012-02-27,2053.46
2012-02-28,2104.72
2012-02-29,2120.32
2012-03-01,2100.43
2012-03-02,2084.2
2012-03-03,2107.28
2012-03-05,2079.07
2012-03-06,2050.75
2012-03-07,2011.6
2012-03-09,2017.8
2012-03-12,2025.53
2012-03-13,2055.41
2012-03-14,2051.84
2012-03-15,2014.36
2012-03-16,1987.13
2012-03-19,1964.23
2012-03-20,1957.28
2012-03-21,1993.04
2012-03-22,1949.98
2012-03-23,1958.09
2012-03-26,1927.05
2012-03-27,1926.43
2012-03-28,1915.14
2012-03-29,1941.86
2012-03-30,1998.76
2012-04-02,2013.34
2012-04-03,2051.89
2012-04-04,2052.58
2012-04-09,2030.25
2012-04-10,2027.19
2012-04-11,1993.67
2012-04-12,2007.15
2012-04-13,1998.45
2012-04-16,2002.83
2012-04-17,2022.51
2012-04-18,2019.05
2012-04-19,2025.88
2012-04-20,2005.39
2012-04-23,1960.7
2012-04-24,1962.32
2012-04-25,1944.98
2012-04-26,1930.97
2012-04-27,1934.6
2012-04-28,1939.29
2012-04-30,1953.42
2012-05-02,1950.93
2012-05-03,1915.64
2012-05-04,1890.58
2012-05-07,1909.51
2012-05-08,1881.47
2012-05-09,1844.84
2012-05-10,1840.42
2012-05-11,1826.71
2012-05-14,1794.04
2012-05-15,1795.62
2012-05-16,1762.87
2012-05-17,1764.6
2012-05-18,1768.16
2012-05-21,1783.23
2012-05-22,1771.07
2012-05-23,1751.4
2012-05-24,1757.4
2012-05-25,1793.42
2012-05-28,1814.58
2012-05-29,1827.99
2012-05-30,1814.57
2012-05-31,1821.3
2012-06-01,1785.45
2012-06-04,1760.89
2012-06-05,1760.36
2012-06-06,1787.88
2012-06-07,1797.45
2012-06-08,1790.7
2012-06-11,1788.24
2012-06-12,1790.65
2012-06-13,1779.33
2012-06-14,1749.44
2012-06-15,1756.66
2012-06-18,1736.43
2012-06-19,1737.71
2012-06-20,1765.17
2012-06-21,1777.8
2012-06-22,1784.98
2012-06-25,1776.11
2012-06-26,1779.67
2012-06-27,1787.75
2012-06-28,1792.18
2012-06-29,1829.92
2012-07-02,1854.2
2012-07-03,1864.2
2012-07-04,1871.48
2012-07-05,1885.95
2012-07-06,1872.52
2012-07-09,1838.76
2012-07-10,1859.36
2012-07-11,1855.39
2012-07-12,1834.18
2012-07-13,1821.44
2012-07-16,1803.89
2012-07-17,1768.83
2012-07-18,1773.29
2012-07-19,1772.39
2012-07-20,1777.35
2012-07-23,1754.52
2012-07-24,1763.76
2012-07-25,1751.08
2012-07-26,1723.77
2012-07-27,1699.52
2012-07-30,1724.02
2012-07-31,1751.18
2012-08-01,1771.03
2012-08-02,1774.21
2012-08-03,1758.8
2012-08-06,1774.54
2012-08-07,1776.3
2012-08-08,1770.96
2012-08-09,1764.07
2012-08-10,1759.28
2012-08-13,1773.09
2012-08-14,1786.03
2012-08-16,1789.24
2012-08-17,1773.1
2012-08-21,1776.0
2012-08-22,1772.64
2012-08-23,1753.15
2012-08-24,1739.95
2012-08-27,1703.5
2012-08-28,1691.94
2012-08-29,1683.47
2012-08-30,1693.69
2012-08-31,1684.08
2012-09-03,1683.98
2012-09-04,1684.29
2012-09-05,1669.42
2012-09-06,1666.77
2012-09-07,1678.59
2012-09-08,1680.65
2012-09-10,1697.26
2012-09-11,1711.91
2012-09-12,1710.53
2012-09-13,1712.06
2012-09-14,1740.87
2012-09-17,1760.53
2012-09-18,1773.41
2012-09-20,1761.06
2012-09-21,1784.76
2012-09-24,1805.39
2012-09-25,1808.77
2012-09-26,1815.9
2012-09-27,1808.79
2012-09-28,1849.33
2012-10-01,1850.42
2012-10-03,1871.07
2012-10-04,1910.75
2012-10-05,1904.14
2012-10-08,1880.51
2012-10-09,1883.97
2012-10-10,1865.77
2012-10-11,1900.24
2012-10-12,1904.27
2012-10-15,1898.45
2012-10-16,1874.26
2012-10-17,1871.98
2012-10-18,1898.37
2012-10-19,1875.75
2012-10-22,1907.99
2012-10-23,1888.22
2012-10-25,1889.13
2012-10-26,1867.79
2012-10-29,1856.36
2012-10-30,1843.87
2012-10-31,1844.91
2012-11-01,1861.26
2012-11-02,1873.37
2012-11-05,1872.06
2012-11-06,1888.38
2012-11-07,1883.43
2012-11-08,1881.23
2012-11-09,1873.71
2012-11-12,1879.05
2012-11-13,1888.86
2012-11-15,1902.05
2012-11-16,1872.43
2012-11-19,1858.4
2012-11-20,1836.69
2012-11-21,1838.51
2012-11-22,1848.4
2012-11-23,1858.94
2012-11-26,1888.23
2012-11-27,1913.18
2012-11-29,1908.28
2012-11-30,1930.74
2012-12-03,1977.63
2012-12-04,1974.31
2012-12-05,1971.85
2012-12-06,1992.86
2012-12-07,1998.67
2012-12-10,1999.87
2012-12-11,1992.82
2012-12-12,1994.97
2012-12-13,1971.98
2012-12-14,1990.94
2012-12-17,2023.74
2012-12-18,2032.84
2012-12-19,2060.14
2012-12-20,2027.08
2012-12-21,2000.58
2012-12-24,1995.41
2012-12-26,1993.87
2012-12-27,1971.1
2012-12-28,1981.45
2012-12-31,1992.84
2013-01-01,2023.31
2013-01-02,2035.41
2013-01-03,2047.23
2013-01-04,2050.37
2013-01-07,2066.44
2013-01-08,2051.46
2013-01-09,2039.12
2013-01-10,2020.79
2013-01-11,1983.86
2013-01-14,2010.88
2013-01-15,2016.33
2013-01-16,1994.89
2013-01-17,1997.36
2013-01-18,1986.52
2013-01-21,2004.52
2013-01-22,1993.33
2013-01-23,1980.25
2013-01-24,1930.69
2013-01-25,1955.91
2013-01-28,1965.32
2013-01-29,1967.09
2013-01-30,1959.23
2013-01-31,1977.26
2013-02-01,1956.07
2013-02-04,1950.35
2013-02-05,1936.25
2013-02-06,1958.79
2013-02-07,1944.02
2013-02-08,1928.02
2013-02-11,1928.83
2013-02-12,1930.6
2013-02-13,1935.36
2013-02-14,1892.24
2013-02-15,1905.77
2013-02-18,1908.36
2013-02-19,1932.57
2013-02-20,1935.53
2013-02-21,1895.65
2013-02-22,1908.76
2013-02-25,1894.46
2013-02-26,1847.55
2013-02-27,1870.05
2013-02-28,1828.33
2013-03-01,1838.93
2013-03-04,1815.44
2013-03-05,1850.65
2013-03-06,1868.18
2013-03-07,1881.39
2013-03-08,1901.3
2013-03-11,1901.68
2013-03-12,1891.63
2013-03-13,1860.02
2013-03-14,1878.87
2013-03-15,1856.09
2013-03-18,1851.54
2013-03-19,1813.48
2013-03-20,1783.05
2013-03-21,1752.9
2013-03-22,1741.7
2013-03-25,1733.09
2013-03-26,1737.73
2013-03-28,1764.03
2013-04-01,1797.4
2013-04-02,1839.27
2013-04-03,1835.5
2013-04-04,1784.08
2013-04-05,1796.02
2013-04-08,1794.47
2013-04-09,1785.67
2013-04-10,1796.39
2013-04-11,1795.51
2013-04-12,1799.46
2013-04-15,1804.55
2013-04-16,1821.4
2013-04-17,1797.08
2013-04-18,1817.62
2013-04-22,1849.52
2013-04-23,1832.22
2013-04-25,1841.62
2013-04-26,1850.54
2013-04-29,1858.87
2013-04-30,1863.73
2013-05-02,1868.52
2013-05-03,1887.97
2013-05-06,1897.6
2013-05-07,1902.7
2013-05-08,1912.69
2013-05-09,1900.13
2013-05-10,1905.66
2013-05-11,1907.78
2013-05-13,1882.59
2013-05-14,1882.29
2013-05-15,1912.61
2013-05-16,1940.72
2013-05-17,1959.86
2013-05-20,1967.41
2013-05-21,1942.81
2013-05-22,1917.49
2013-05-23,1876.54
2013-05-24,1879.87
2013-05-27,1883.05
2013-05-28,1884.52
2013-05-29,1881.86
2013-05-30,1877.75
2013-05-31,1850.73
2013-06-03,1859.96
2013-06-04,1856.4
2013-06-05,1861.08
2013-06-06,1847.15
2013-06-07,1838.08
2013-06-10,1813.49
2013-06-11,1781.02
2013-06-12,1755.09
2013-06-13,1739.63
2013-06-14,1757.25
2013-06-17,1762.16
2013-06-18,1776.66
2013-06-19,1787.99
2013-06-20,1761.42
2013-06-21,1766.89
2013-06-24,1728.45
2013-06-25,1726.25
2013-06-26,1724.8
2013-06-27,1730.63
2013-06-28,1770.73
2013-07-01,1803.86
2013-07-02,1795.8
2013-07-03,1754.45
2013-07-04,1763.81
2013-07-05,1766.38
2013-07-08,1763.94
2013-07-09,1765.35
2013-07-10,1754.09
2013-07-11,1768.94
2013-07-12,1770.18
2013-07-15,1774.63
2013-07-16,1763.81
2013-07-17,1753.88
2013-07-18,1769.21
2013-07-19,1767.53
2013-07-22,1767.33
2013-07-23,1772.07
2013-07-24,1743.67
2013-07-25,1728.4
2013-07-26,1723.14
2013-07-29,1682.78
2013-07-30,1655.25
2013-07-31,1633.02
2013-08-01,1657.44
2013-08-02,1607.57
2013-08-05,1610.89
2013-08-06,1588.61
2013-08-07,1622.67
2013-08-08,1663.71
2013-08-12,1696.6
2013-08-13,1707.29
2013-08-14,1726.16
2013-08-16,1689.34
2013-08-19,1640.34
2013-08-20,1626.61
2013-08-21,1597.88
2013-08-22,1603.54
2013-08-23,1622.39
2013-08-26,1623.43
2013-08-27,1581.43
2013-08-28,1567.37
2013-08-29,1600.85
2013-08-30,1604.44
2013-09-02,1620.36
2013-09-03,1573.94
2013-09-04,1591.65
2013-09-05,1612.22
2013-09-06,1624.32
2013-09-10,1647.74
2013-09-11,1670.89
2013-09-12,1663.05
2013-09-13,1683.81
2013-09-16,1677.16
2013-09-17,1665.11
2013-09-18,1668.19
2013-09-19,1713.5
2013-09-20,1715.21
2013-09-23,1695.36
2013-09-24,1694.86
2013-09-25,1707.07
2013-09-26,1725.84
2013-09-27,1719.22
2013-09-30,1708.39
2013-10-01,1700.21
2013-10-03,1727.24
2013-10-04,1733.14
2013-10-07,1738.07
2013-10-08,1743.45
2013-10-09,1755.92
2013-10-10,1763.34
2013-10-11,1775.74
2013-10-14,1793.41
2013-10-15,1782.29
2013-10-17,1774.33
2013-10-18,1808.21
2013-10-21,1854.17
2013-10-22,1866.94
2013-10-23,1867.8
2013-10-24,1870.13
2013-10-25,1826.61
2013-10-28,1829.35
2013-10-29,1849.48
2013-10-30,1862.11
2013-10-31,1856.54
2013-11-01,1875.05
2013-11-03,1896.56
2013-11-05,1918.11
2013-11-06,1920.28
2013-11-07,1906.51
2013-11-08,1899.99
2013-11-11,1901.15
2013-11-12,1859.72
2013-11-13,1856.97
2013-11-14,1907.74
2013-11-18,1926.65
2013-11-19,1922.92
2013-11-20,1928.43
2013-11-21,1893.97
2013-11-22,1907.83
2013-11-25,1951.53
2013-11-26,1929.71
2013-11-27,1906.07
2013-11-28,1950.35
2013-11-29,1975.33
2013-12-02,1994.15
2013-12-03,1992.14
2013-12-04,1977.21
2013-12-05,2000.35
2013-12-06,2020.69
2013-12-09,2048.22
2013-12-10,2026.12
2013-12-11,2006.7
2013-12-12,1974.93
2013-12-13,1964.17
2013-12-16,2003.68
2013-12-17,2001.37
2013-12-18,2007.26
2013-12-19,2008.52
2013-12-20,2017.09
2013-12-23,2054.13
2013-12-24,2051.19
2013-12-26,2057.85
2013-12-27,2069.9
2013-12-30,2060.86
2013-12-31,2072.93
2014-01-01,2085.24
2014-01-02,2037.71
2014-01-03,2040.89
2014-01-06,2049.37
2014-01-07,2023.2
2014-01-08,2026.68
2014-01-09,2017.97
2014-01-10,2001.7
2014-01-13,1996.06
2014-01-14,2008.94
2014-01-15,2016.62
2014-01-16,2007.79
2014-01-17,1966.05
2014-01-20,1991.63
2014-01-21,1988.41
2014-01-22,1995.45
2014-01-23,2017.15
2014-01-24,1982.39
2014-01-27,1942.01
2014-01-28,1932.08
2014-01-29,1956.28
2014-01-30,1920.09
2014-01-31,1950.13
2014-02-03,1930.64
2014-02-04,1943.15
2014-02-05,1941.36
2014-02-06,1940.22
2014-02-07,1943.52
2014-02-10,1929.66
2014-02-11,1936.96
2014-02-12,1934.51
2014-02-13,1911.28
2014-02-14,1918.99
2014-02-17,1928.68
2014-02-18,1967.79
2014-02-19,2001.58
2014-02-20,2019.89
2014-02-21,2052.36
2014-02-24,2066.78
2014-02-25,2050.92
2014-02-26,2052.61
2014-02-28,2077.55
2014-03-03,2089.08
2014-03-04,2127.4
2014-03-05,2145.59
2014-03-06,2176.44
2014-03-07,2232.47
2014-03-10,2256.01
2014-03-11,2244.89
2014-03-12,2237.6
2014-03-13,2202.75
2014-03-14,2216.16
2014-03-18,2248.05
2014-03-19,2249.64
2014-03-20,2230.28
2014-03-21,2253.4
2014-03-22,2256.65
2014-03-24,2269.68
2014-03-25,2299.91
2014-03-26,2311.28
2014-03-27,2314.44
2014-03-28,2379.74
2014-03-31,2414.3
2014-04-01,2380.92
2014-04-02,2398.66
2014-04-03,2373.32
2014-04-04,2388.91
2014-04-07,2401.93
2014-04-09,2447.14
2014-04-10,2579.63
2014-04-11,2543.44
2014-04-15,2493.31
2014-04-16,2507.02
2014-04-17,2536.75
2014-04-21,2567.33
2014-04-22,2576.07
2014-04-23,2568.25
2014-04-25,2572.19
2014-04-28,2531.49
2014-04-29,2541.98
2014-04-30,2483.14
2014-05-02,2486.48
2014-05-05,2481.01
2014-05-06,2507.03
2014-05-07,2498.37
2014-05-08,2499.59
2014-05-09,2559.62
2014-05-12,2577.41
2014-05-13,2704.67
2014-05-14,2722.64
2014-05-15,2733.68
2014-05-16,2809.32
2014-05-19,2940.55
2014-05-20,2985.13
2014-05-21,2963.47
2014-05-22,3001.57
2014-05-23,3041.36
2014-05-26,2954.91
2014-05-27,2906.57
2014-05-28,2926.47
2014-05-29,2872.96
2014-05-30,2960.55
2014-06-02,2988.79
2014-06-03,3038.39
2014-06-04,3082.48
2014-06-05,3105.29
2014-06-06,3162.58
2014-06-09,3187.96
2014-06-10,3156.7
2014-06-11,3123.82
2014-06-12,3130.88
2014-06-13,3046.74
2014-06-16,3040.16
2014-06-17,3092.45
2014-06-18,3067.34
2014-06-19,3019.2
2014-06-20,3007.7
2014-06-23,3035.42
2014-06-24,3062.46
2014-06-25,3080.19
2014-06-26,3049.95
2014-06-27,3010.61
2014-06-30,3089.79
2014-07-01,3125.16
2014-07-02,3254.98
2014-07-03,3255.67
2014-07-04,3287.53
2014-07-07,3329.26
2014-07-08,3148.55
2014-07-09,3124.82
2014-07-10,3174.33
2014-07-11,3035.56
2014-07-14,3043.9
2014-07-15,3123.64
2014-07-16,3207.26
2014-07-17,3236.71
2014-07-18,3226.27
2014-07-21,3233.21
